variant_id,q_min,q_median,q_max,cluster_RMSE_dex,cluster_equal_system_RMSE_dex,cluster_mean_residual_dex,cluster_median_observed_over_predicted,improvement_vs_constant_fraction
constant,1.2214174667358473,1.2214174667358473,1.2214174667358473,0.19838242982641738,0.19419941579287378,0.04082624939371443,0.9494909747501937,0.0
OR_direct,1.1851758731737798,1.222854253963744,1.2686813842946123,0.19712383214367568,0.19333865281671883,0.04189175348253818,0.9414849702177275,0.0044323664550721675
OR_compact30,1.220289855312263,1.2214224317630211,1.221787058844797,0.19839295054552541,0.19421897032127117,0.040790050417819454,0.9494709812332587,-0.00010069303410387143
OR_compact100,1.2118867587939837,1.2214707712235457,1.2252151584803392,0.19845295385961167,0.19434764604631474,0.04054738628272822,0.9492717769740353,-0.0007632888741491151
