galaxy_id,t_type,incl_deg,r_d_kpc,mbar_1e9Msun,sigma0_Msun_pc2,v_flat_kms,log_mbar,log_sigma0,log_rd,log_vf,gbar_2kpc,gbar_5kpc,gbar_10kpc,K_2kpc,K_5kpc,K_10kpc,K_inner_mean,K_outer_mean,rar_bias_dex,rar_scatter_dex,btfr_residual_dex,n_datapoints
NGC6503,6,74.0,2.16,8.166500000000001,199.435,116.3,0.9120359664017366,2.2998013775112125,0.3344537511509309,2.0655797147284485,9353.447960526315,2357.317130735901,646.064044613797,0.11975343574900389,0.38786796564403575,0.546334368540005,0.0809227942764069,0.5563487447007515,0.32844684076564107,0.24911112825838644,5.182506964852167,31
NGC6674,3,54.0,6.04,139.492,685.175,241.3,2.144549301118705,2.835801508467259,0.7810369386211319,2.3825573219087857,,12731.815425117684,6267.054888780937,0.11975343574900389,0.38786796564403575,0.546334368540005,0.17067494832004038,0.5884216707536555,0.3078686296247943,0.17704396439736755,5.305598674437954,15
NGC6789,11,43.0,0.31,0.067,159.88,0.0,-1.1739251972991736,2.203794139588067,-0.5086383061657274,,,,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.007632324951995183,,0.564288256041154,0.17112839387379658,,4
NGC6946,6,38.0,2.44,38.7565,1116.35,158.9,1.5883445501300273,3.0478003767145005,0.3873898263387294,2.2011238972073794,14251.05893724696,8456.112255657003,3394.6985287496136,0.11975343574900389,0.38786796564403575,0.546334368540005,0.09515750532604444,0.5486313373859484,-0.04195520240138059,0.13681037223043382,5.3844109099042,58
NGC7331,3,75.0,5.02,136.3825,903.235,239.0,2.1347586471458158,2.9558007579828547,0.7007037171450193,2.3783979009481375,,29328.477915511485,10040.091072241421,0.11975343574900389,0.38786796564403575,0.546334368540005,0.18817047576959103,0.5678847202605648,-0.08764408323734021,0.1970305188041889,5.310365993827334,36
NGC7793,7,47.0,1.21,4.386,534.32,109.0,0.642068627341504,2.727801430456678,0.08278537031645007,2.037426497940624,4098.732240410052,1627.8738456891947,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.052696791333026564,0.4612863236246838,-0.024442826454793197,0.20565985206411894,5.01107588454932,46
NGC7814,2,90.0,2.54,38.3345,1317.65,218.9,1.5835898030909599,3.119800066362133,0.40483371661993806,2.3402457615679317,48378.215633337844,11377.906213962116,3387.3056558330923,0.11975343574900389,0.38786796564403575,0.546334368540005,0.10237725631361931,0.5419438893954324,0.13127498780744062,0.2045329050845799,4.8927296376032,18
PGC51017,11,66.0,0.53,0.2785,46.97,18.6,-0.5551748004902523,1.671820560183249,-0.27572413039921095,1.2695129442179163,271.8218907254361,,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.09870433547712064,,-0.028656558729416377,0.24655046437985217,6.501529894747041,6
UGC00128,8,57.0,5.95,13.441,44.445,129.3,1.1284315810932466,1.6478229105357323,0.7745169657285496,2.111598524880394,680.395528,532.8908506666667,294.71600545915777,0.11975343574900389,0.38786796564403575,0.546334368540005,0.05215482344734199,0.5830058927579262,0.6382832238161874,0.15859067693271864,5.237836744011868,22
UGC00191,9,45.0,1.58,2.345,103.705,81.0,0.3701428470511021,2.0157996958303266,0.19865708695442263,1.9084850188786497,763.9584233683811,461.30351788616525,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.06293239441441466,0.5211200876581628,0.36618618818058346,0.11005454095980108,5.190445280975829,9
UGC00634,9,37.0,2.45,5.1575,63.065,0.0,0.7124392366451892,1.7997884000675552,0.3891660843645325,,,482.9371692444326,280.44582329396314,0.11975343574900389,0.38786796564403575,0.546334368540005,,0.5649592982623136,0.5628743142328795,0.1746526718163245,,4
UGC00731,10,57.0,2.3,1.9685,41.285,73.3,0.29413541912624835,1.6157922889319307,0.36172783601759284,1.865103974641128,86.85807645013327,102.48395866518803,146.94489,0.11975343574900389,0.38786796564403575,0.546334368540005,0.1080464287822158,0.5021417212983503,0.8171490188559822,0.21703525119015737,5.266271507882301,12
UGC00891,9,60.0,1.43,0.615,56.99,60.15,-0.21112488422458328,1.7557986569738306,0.1553360374650618,1.7792356316758635,277.96186417656213,175.63674937927146,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.14485350373322625,0.46709022201967754,0.4951365216592206,0.2402796066517263,5.0615504049098945,5
UGC01230,9,22.0,4.34,10.24,34.66,103.7,1.0102999566398119,1.5398285583778981,0.6374897295125107,2.015778756389041,701.3316983261577,543.0069764830495,358.3933665887707,0.11975343574900389,0.38786796564403575,0.546334368540005,0.0882445116308745,0.5462056665311261,0.4579796701999008,0.19696972443124977,5.45507430927817,11
UGC01281,8,90.0,1.63,0.4705,67.89,55.2,-0.3274403722367243,1.831805808674391,0.21218760440395779,1.741939077729199,248.15902873389695,,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.08112514387926495,,0.36532549175323914,0.40358427226888716,5.0757728557110795,25
UGC02023,10,19.0,1.55,1.131,60.785,47.9,0.05346260492545529,1.783796421033452,0.1903316981702915,1.6803355134145632,644.3656126326845,,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.08028976379503781,,0.04365580135144489,0.18723752258405227,5.672288307974484,5
UGC02259,8,41.0,1.62,1.3565,86.26,86.2,0.13241979809761492,1.9358094538099329,0.20951501454263097,1.9355072658247128,666.2678931180316,409.36586441594295,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.07966811958361568,0.4603807310309506,0.5837521013969197,0.06587335376801438,4.8581443677111205,8
UGC02455,10,51.0,0.99,2.6275,397.925,53.1,0.4195427247002798,2.5998012249493003,-0.004364805402450088,1.725094521081469,3035.5009917037323,,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.0820562428089672,,-0.6003701414894347,0.2734347826975492,5.881711900915139,8
UGC02487,0,36.0,7.89,262.9405,575.175,332.0,2.4198574844397998,2.7598000011613317,0.8970770032094203,2.5211380837040362,,,10913.861887573712,0.11975343574900389,0.38786796564403575,0.546334368540005,,0.5884100574690331,0.31583648055061514,0.16156348082390468,5.095874191475675,17
UGC02885,5,64.0,11.4,241.8375,235.395,289.5,2.3835236446650607,2.3717972338027797,1.0569048513364727,2.4616485680634552,42487.24870171504,17842.306343039705,8810.49751126039,0.11975343574900389,0.38786796564403575,0.546334368540005,0.09079988625687727,0.5896540166173861,0.19010896881978193,0.16023290202102997,5.267753656442968,19
UGC02916,2,50.0,6.15,85.3495,260.495,182.7,1.9312009812459838,2.4157993917689433,0.7888751157754168,2.2617385473525378,36482.43534504256,13600.342325030704,4440.845583727723,0.11975343574900389,0.38786796564403575,0.546334368540005,0.09756428207502899,0.5314457485314631,-0.03905093391334184,0.15495029487064474,5.515116065512102,43
UGC02953,2,50.0,3.55,137.43699999999998,2107.655,264.9,2.1381036667311615,3.3237995231161817,0.5502283530550941,2.423081958297231,47632.42797784609,22513.54628353175,10543.490643501322,0.11975343574900389,0.38786796564403575,0.546334368540005,0.08510658909963403,0.5425368622169163,0.03717400663549565,0.24311781568956803,5.157316812690853,115
UGC03205,2,67.0,3.19,66.49799999999999,1957.945,219.6,1.8228085836185097,3.291800488012578,0.5037906830571811,2.3416323357780544,19039.09535977534,9447.02178051164,5274.253938411994,0.11975343574900389,0.38786796564403575,0.546334368540005,0.03741665229000588,0.5401841132029906,0.0840556691118778,0.14258262045168424,5.12709540839532,48
UGC03546,1,55.0,3.79,53.343,461.105,196.9,1.727077436678343,2.663799831524626,0.5786392099680724,2.2942457161381182,46162.978866632606,13390.428093438915,4459.9232701766205,0.11975343574900389,0.38786796564403575,0.546334368540005,0.0964424281739685,0.55961915678138,-0.10978103123219357,0.22075000890372526,5.197217430194929,30
UGC03580,1,63.0,2.43,11.003,151.285,126.2,1.0415111129593233,2.179795869595083,0.38560627359831223,2.1010593549081156,7175.048337753979,2166.125211398586,723.7705809072284,0.11975343574900389,0.38786796564403575,0.546334368540005,0.08866283987889148,0.5534311484741804,-0.07711490291554056,0.360979095796349,5.1878033707809195,47
UGC04278,7,90.0,2.21,1.7695,188.71,91.4,0.24785056697353372,2.275794914631003,0.3443922736851107,1.9609461957338314,519.1849777241008,256.7609604380367,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.08742379512166036,0.43781082467654114,0.40987215735551347,0.17051277934907075,4.884538881905124,25
UGC04305,10,40.0,1.16,1.0579999999999998,44.035,34.5,0.024485667699166883,1.643798000679235,0.06445798922691845,1.5378190950732742,485.79639938941654,314.01302600750046,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.08391637875942556,0.40398799460439005,-0.10114634662416529,0.16007841260088607,6.142118834942708,22
UGC04325,9,41.0,1.86,1.6909999999999998,106.61,90.9,0.22814360759774172,2.0277979433502993,0.26951294421791633,1.9585638832219674,880.4814042467829,614.2113867131583,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.1026630832452308,0.42221321443448706,0.5028122566506035,0.0831803106688204,4.873170016320856,8
UGC04483,10,58.0,0.18,0.0385,41.285,24.2,-1.4145392704914994,1.6157922889319307,-0.744727494896694,1.3838153659804313,,,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.019042429898811154,,0.324408999378489,0.13976792755459924,5.242106948576992,8
UGC04499,8,50.0,1.73,1.876,63.65,72.8,0.2732328340430456,1.8037984079896743,0.2380461031287954,1.8621313793130372,682.3937749064122,412.0729831636254,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.1083660920149192,0.4698506804495204,0.2935593430205533,0.17555411012703662,5.255773006447416,9
UGC05005,10,41.0,3.2,5.143,32.795,98.9,0.7112165243210901,1.5158076352380538,0.505149978319906,1.9951962915971795,385.9173049528819,413.60964561107085,241.55780023135065,0.11975343574900389,0.38786796564403575,0.546334368540005,0.08773096490573977,0.5429453880956998,0.35026171230388503,0.2611992540743339,5.228029503730962,11
UGC05253,2,37.0,8.07,102.187,94.58,213.7,2.0093956493468905,1.9757993096794075,0.9068735347220704,2.3298045221640695,40478.11655748789,16048.04964302372,6250.112099999999,0.11975343574900389,0.38786796564403575,0.546334368540005,0.08638666356952208,0.5278659331518197,-0.02330884484323252,0.17529821781601762,5.355079821772646,73
UGC05414,10,55.0,1.47,1.1355,63.65,56.8,0.05518713855575398,1.8037984079896743,0.1673173347481761,1.7543483357110188,649.1618424897109,,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.09952379421701849,,0.20615580256859034,0.11217439572776639,5.414967963567188,6
UGC05716,9,54.0,1.14,1.388,45.27,73.1,0.14238946611883607,1.6558104944952523,0.05690485133647256,1.8639173769578605,399.5188190904236,181.01778764985562,113.27715933040766,0.11975343574900389,0.38786796564403575,0.546334368540005,0.08150336828615765,0.5089574040618352,0.6382882856126247,0.08629997593012315,5.118678646766324,12
UGC05721,7,61.0,0.38,0.8275000000000001,456.88,79.7,-0.08223199755224359,2.6598021471567153,-0.42021640338318983,1.9014583213961123,868.8795339058865,204.98868637253645,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.0659132506172561,0.44368510262989125,0.5343857813280534,0.2665767698065866,4.762663877561364,23
UGC05750,8,64.0,3.46,2.767,62.49,77.6,0.44200915914095196,1.7958105246674083,0.5390760987927766,1.8898617212581883,204.52010700788256,188.89436228643848,222.9548293293866,0.11975343574900389,0.38786796564403575,0.546334368540005,0.08211279161688041,0.5337890443187389,0.2804557681871881,0.24239914016773415,5.327493134737293,11
UGC05764,10,60.0,1.17,0.2055,16.895,50.0,-0.687188173787912,1.2277581961109152,0.06818586174616162,1.6989700043360187,215.9481235908491,,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.09457381264973609,,0.821235410639684,0.12723114750587186,4.8664168110360215,10
UGC05829,10,34.0,1.99,1.305,31.61,65.6,0.11561051167429974,1.4998244958395797,0.29885307640970665,1.8169038393756602,155.12909447821679,225.25762470630755,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.08690683615708443,0.4374225728084735,0.5138635093468401,0.06795566066871002,5.256447073859489,11
UGC05918,10,46.0,1.66,0.4135,12.47,42.6,-0.3835244861114345,1.0958664534785427,0.22010808804005508,1.6294095991027189,139.726965091278,,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.09686107193117247,,0.633596947556784,0.0743995773442029,5.413541917029049,8
UGC05986,9,90.0,1.67,5.0145,862.58,113.0,0.7002276356482497,2.935799384263986,0.22271647114758325,2.0530784434834195,1576.8433296903572,1137.8532570596233,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.08664924878988406,0.4783665719736307,0.3554718940534846,0.18818441894167004,5.014453083456282,15
UGC05999,10,22.0,3.22,3.714,25.81,97.7,0.5698418994037616,1.4117880045438689,0.5078558716958309,1.989894563718773,,405.94811661628086,253.3319082429447,0.11975343574900389,0.38786796564403575,0.546334368540005,,0.5482310476063341,0.4312918342304893,0.1863985711445334,5.1052109263880565,5
UGC06399,9,75.0,2.05,1.822,155.525,85.0,0.26054837263697944,2.191800210014707,0.31175386105575426,1.9294189257142926,608.9394481877837,470.4840940573305,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.10093363961533537,0.4596696241228499,0.3979252435042355,0.1101067532390185,5.007582132636955,9
UGC06446,7,51.0,1.49,1.873,43.23,82.2,0.2725377773752374,1.6357852355336517,0.17318626841227402,1.9148718175400503,519.0923624715613,279.32462271300665,156.15600259418835,0.11975343574900389,0.38786796564403575,0.546334368540005,0.10353024057405694,0.49036636139526885,0.5935189023585961,0.07591690233373963,5.070486415985061,17
UGC06614,1,36.0,5.1,84.063,270.27,199.8,1.9246048848390245,2.4317978416383057,0.7075701760979364,2.3005954838899636,,14990.940143076838,3722.795568189825,0.11975343574900389,0.38786796564403575,0.546334368540005,,0.5805176627021693,0.1052731383330693,0.25686611686434696,5.372520691224151,13
UGC06628,9,20.0,2.82,3.3695,51.5,41.8,0.5275654607077211,1.711807229041191,0.45024910831936105,1.6211762817750353,658.6367768595039,488.6186768312318,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.09047714716679946,0.4625644726846996,-0.1214172214925396,0.09290145793978113,6.3534484744950985,7
UGC06667,6,89.0,5.15,1.5075,307.47,83.8,0.17825732081218892,2.487802747851106,0.7118072290411911,1.9232440186302764,80.48435636587837,167.53550256962717,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.10093363961533537,0.4596696241228499,0.9609803099265898,0.16115180498009585,4.946903255606222,9
UGC06786,0,64.0,3.6,41.7335,539.26,219.4,1.620484808554168,2.7317982073759755,0.5563025007672873,2.3412366232386925,23658.048387485545,8535.227870626548,3307.879429962849,0.11975343574900389,0.38786796564403575,0.546334368540005,0.033834200282863484,0.5181976259837096,0.15830614811246618,0.21589069033313377,4.926156627218745,45
UGC06787,2,66.0,5.37,54.158,214.685,248.1,1.733662617918564,2.331801701423655,0.7299742856995556,2.394626764272209,46923.88835537919,11780.423217591764,3988.101700681297,0.11975343574900389,0.38786796564403575,0.546334368540005,0.05418394489050104,0.5325583306943901,0.08794662636083996,0.26793333553501136,4.852468942965832,71
UGC06818,9,75.0,1.39,1.873,143.155,71.2,0.2725377773752374,2.155806521302692,0.14301480025409505,1.8524799936368563,807.6191189941429,367.88008227204193,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.10093363961533537,0.44390227321795533,0.16196179226408874,0.3126974051255079,5.288857799646241,8
UGC06917,9,56.0,2.76,5.439,130.555,108.7,0.7355190588151711,2.1157935091028732,0.4409090820652177,2.0362295440862948,1674.7877277931916,886.9700269265726,486.3512704607581,0.11975343574900389,0.38786796564403575,0.546334368540005,0.13827425528902484,0.4939533580597476,0.3007421202322801,0.10799419510461392,5.10871565451314,11
UGC06923,10,65.0,1.44,2.254,173.7,79.6,0.3529539117100877,2.2397998184470986,0.15836249209524964,1.900913067737669,1679.8333735511444,733.5509342589515,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.11741808800418353,0.3978081736287487,0.10088074074401132,0.18948409630448418,5.199758174628246,6
UGC06930,7,32.0,3.94,7.703,94.58,107.2,0.8866598978612028,1.9757993096794075,0.5954962218255742,2.030194785356751,1509.0766018472907,841.3106408566161,563.8131533767449,0.11975343574900389,0.38786796564403575,0.546334368540005,0.0945451160794414,0.5343963940071856,0.30457714229796695,0.10665340121264401,5.280978149112574,10
UGC06973,2,71.0,1.07,28.688,6365.025,174.2,1.4577002722181076,3.8038001137776907,0.029383777685209667,2.241048150671644,62043.68455498304,10434.760769962664,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.13827425528902484,0.4675028525614559,-0.2537817025344499,0.2216570057972529,5.114031744867354,9
UGC06983,6,49.0,3.21,5.616,60.785,109.0,0.7494270991217489,1.783796421033452,0.5065050324048721,2.037426497940624,1790.5901429074736,721.7975344830597,384.48017302274417,0.11975343574900389,0.38786796564403575,0.546334368540005,0.13827425528902484,0.5306999118334097,0.43544238619050757,0.1343097593694823,5.118434356329565,17
UGC07089,8,80.0,2.26,3.0065,260.495,77.6,0.4780612081815179,2.4157993917689433,0.35410843914740087,1.8898617212581883,689.7923402475009,573.6443414487012,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.10093363961533537,0.4806858690349621,0.17074850689992857,0.1207103115352798,5.36354518377786,12
UGC07125,9,90.0,3.38,5.984999999999999,51.5,65.2,0.7770641547424294,1.711807229041191,0.5289167002776547,1.8142475957319202,580.2269097222222,374.19999272683305,196.45134461346265,0.11975343574900389,0.38786796564403575,0.546334368540005,0.13859982073446658,0.5464792822929398,0.2092768171934784,0.12145096814243139,5.927197569680709,13
UGC07151,6,90.0,1.25,1.758,482.835,73.5,0.24501887073775308,2.6837987439355215,0.09691001300805642,1.866287339084195,1257.588,596.3386359908245,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.0810646717852225,0.40293865488345876,0.20342544468403362,0.09704313420006168,5.213013183943072,11
UGC07232,10,59.0,0.29,0.1025,113.71,0.0,-0.9892761346082269,2.055798659532481,-0.5376020021010439,,,,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.011144930444765548,,0.16303067526641046,0.18864482226736015,,4
UGC07261,8,30.0,1.2,2.2645,283.01,74.7,0.354972325018976,2.451801781347931,0.07918124604762482,1.8733206018153987,1335.3852888832662,450.8883949873657,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.11618679912985343,0.44974371955780995,0.336650150013447,0.10998781546195972,5.29835021866508,7
UGC07323,8,47.0,2.26,2.7765,141.84,82.8,0.44349767780858534,2.1517987225928614,0.35410843914740087,1.91803033678488,1044.197183619104,896.2814230640798,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.10386575518770683,0.4179870747436376,0.10344829966562501,0.07900565984687014,5.230391499061505,10
UGC07399,8,55.0,1.64,1.323,67.89,103.0,0.12155984418750096,1.831805808674391,0.21484384804769785,2.012837224705172,813.3117160094258,324.54701839272263,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.083151428688883,0.4334758221956617,0.6797397051632599,0.15591010281507908,4.5766295577194,10
UGC07524,9,46.0,3.46,2.997,53.43,79.5,0.4766867429456447,1.727785174182906,0.5390760987927766,1.9003671286564703,311.22165616222895,300.4535866742951,261.0485538122664,0.11975343574900389,0.38786796564403575,0.546334368540005,0.08726978411322783,0.49698469141070994,0.4285740916921296,0.10851342527772373,5.325401792647999,31
UGC07559,10,61.0,0.58,0.2235,27.53,31.1,-0.6507224725320447,1.4398062113933303,-0.23657200643706275,1.4927603890268375,219.59500849697628,,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.07739749315924635,,0.18158756322065575,0.16102477205624602,5.6246161658740235,7
UGC07577,10,63.0,0.9,0.0665,27.275,15.9,-1.1771783546968955,1.4357647592603795,-0.045757490560675115,1.2013971243204515,,,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.036943761852291784,,-0.0837523205309132,0.11570305072907194,6.117931710181524,9
UGC07603,7,78.0,0.53,0.446,260.495,61.6,-0.35066514128785814,2.4157993917689433,-0.27572413039921095,1.7895807121644254,603.5451271615192,,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.0861135374776447,,0.45730347417251543,0.2469194185264941,4.8858023661366525,12
UGC07608,10,25.0,1.5,0.667,23.325,66.0,-0.17587416608345102,1.3678216524185376,0.17609125905568124,1.8195439355418688,178.96327311362006,,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.10772353274388569,,0.7029158364174135,0.1800410950538666,4.955722059520008,8
UGC07690,10,41.0,0.57,0.819,197.605,57.4,-0.08671609823958155,2.2957979293454196,-0.24412514432750865,1.7589118923979734,1143.113241884516,,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.10589668146086532,,0.20219257612278577,0.11066826206905976,5.257092278367512,7
UGC07866,10,44.0,0.61,0.18,48.73,30.6,-0.744727494896694,1.6877964113812947,-0.21467016498923297,1.4857214264815801,225.97984999999994,,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.06741882012331457,,0.27990684943911404,0.0542055594370301,5.555247512417776,7
UGC08286,6,90.0,1.05,1.2695,744.39,82.4,0.10363270520974105,2.871800530264761,0.021189299069938092,1.9159272116971158,673.190190298666,372.9938785021262,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.09626461394570314,0.46304279390916114,0.561843144978405,0.10527206073374541,4.897887464269836,17
UGC08490,9,50.0,0.67,1.2285,288.27,78.6,0.0893751608160997,2.4597994481031464,-0.17392519729917355,1.8954225460394079,1136.918938254755,313.42441231191964,94.97124231979022,0.11975343574900389,0.38786796564403575,0.546334368540005,0.08475897313202145,0.4893996377658525,0.583237682056185,0.1840606008817816,4.955396249678173,30
UGC08550,7,90.0,0.45,0.4325,642.39,56.9,-0.36401388819916697,2.807798771718598,-0.3467874862246563,1.7551122663950711,464.18088635681266,144.69996253364326,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.10066594370360633,0.409567594963594,0.5535068794436057,0.151662477259222,4.993093179418084,11
UGC08699,2,73.0,3.09,28.889,685.175,182.4,1.4607325088916727,2.835801508467259,0.4899584794248346,2.2610248339923973,24277.78408523778,7180.828869949427,2615.440438458225,0.11975343574900389,0.38786796564403575,0.546334368540005,0.08550864734291383,0.5261196133757973,0.062367235797425244,0.19122566851520068,5.047145589918282,41
UGC08837,10,80.0,1.72,0.5705,38.71,46.6,-0.24374435124576654,1.587823171318955,0.2355284469075489,1.6683859166900001,334.8600801570203,,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.08779212653336463,,0.052124946343227924,0.24069750800336887,5.416904940339233,8
UGC09037,6,65.0,4.28,53.385000000000005,420.535,152.3,1.727419247059527,2.6238021468029173,0.631443769013172,2.182699903336043,,4632.062335046976,2507.178809809169,0.11975343574900389,0.38786796564403575,0.546334368540005,0.16346381432489138,0.5681014369271244,-0.05138186336754182,0.22769143202636885,5.587969585383378,22
UGC09133,2,53.0,6.97,174.891,432.315,226.8,2.242767460988647,2.635800304477006,0.8432327780980095,2.355643050220869,59140.70809122046,22933.4485795206,9498.333413495413,0.11975343574900389,0.38786796564403575,0.546334368540005,0.08995905385914095,0.5613228518658587,0.09540975410767229,0.24616054166136017,5.498016785215606,68
UGC09992,10,30.0,1.04,0.486,36.625,33.6,-0.3133637307377066,1.5637776333621658,0.01703333929878037,1.526339277389844,362.23652932122997,,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.08420442951120356,,0.1780071478317639,0.03829101601570235,5.84444879839784,5
UGC10310,9,34.0,1.8,2.0665,79.395,71.4,0.315235409617727,1.8997931530469492,0.25527250510330607,1.8536982117761744,558.885875270993,412.57859460978074,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.09098619948064604,0.464000219675597,0.37487038196150657,0.026751687308121934,5.327291668401117,7
UGC11455,6,90.0,5.93,200.496,4784.1,269.4,2.3021057126407083,3.679800248947389,0.7730546933642626,2.4303975913869666,10557.341840587738,8059.539685480219,9249.123947257092,0.11975343574900389,0.38786796564403575,0.546334368540005,0.08372289588030159,0.5597082746707198,-0.1129911331168823,0.17345811117899762,5.295714142786325,36
UGC11557,8,30.0,2.75,8.6555,168.965,81.6,0.937292160711573,2.2277967526546187,0.43933269383026263,1.911690158753861,2064.2279531367394,1629.6117831726351,796.0345586260331,0.11975343574900389,0.38786796564403575,0.546334368540005,0.0740991076575638,0.4817732271758814,-0.394310859275478,0.41450550324938684,5.74637660507306,12
UGC11820,9,45.0,2.08,2.462,17.055,81.25,0.39128804859529753,1.2318517237434161,0.31806333496276157,1.909823369650912,506.37199321435594,216.13740919545313,167.24997293127663,0.11975343574900389,0.38786796564403575,0.546334368540005,0.01584017861699542,0.5242764129404536,0.4947777450081321,0.12667126269767617,5.206906254817106,10
UGC11914,2,31.0,2.44,75.902,1584.165,288.1,1.8802532196045731,3.1998004139059715,0.3873898263387294,2.459543258280413,46609.88993874786,18942.251470412364,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.0929725059591436,0.44731466389340874,-0.05040101954707665,0.043243549843088515,4.771851815623126,65
UGC12506,6,86.0,7.38,105.3415,2804.14,234.0,2.0225994981593467,3.447799692500632,0.8680563618230416,2.369215857410143,2399.316315189372,2972.5313251890884,2713.2365635737265,0.11975343574900389,0.38786796564403575,0.546334368540005,0.09498553906455183,0.5809504025334559,0.3826492351182724,0.13617801436642862,5.230343997223846,31
UGC12632,9,46.0,2.42,2.3945,33.405,71.7,0.3792148413786265,1.5238114760897195,0.38381536598043126,1.8555191556678001,292.3375187574042,211.6715555621367,166.7422256639007,0.11975343574900389,0.38786796564403575,0.546334368540005,0.10599124157982534,0.5046075065280629,0.5297173549098322,0.04589990438270938,5.384897796541326,15
UGC12732,9,39.0,1.98,4.4935,60.23,93.15,0.6525847460266594,1.7798128631705805,0.2966651902615311,1.9691828592322616,495.9735532407407,271.2217883391204,154.84857594339624,0.11975343574900389,0.38786796564403575,0.546334368540005,0.11772452169013635,0.535594025244122,0.5743360904721895,0.07409115488804979,5.260444738713745,16
UGCA281,11,67.0,1.72,0.159,6.025,28.8,-0.7986028756795485,0.7799570512469061,0.2355284469075489,1.4593924877592308,,,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.015331858881862356,,0.29141045258614173,0.09872869301152364,5.593523417163143,7
UGCA442,9,64.0,1.18,0.333,58.05,56.4,-0.4775557664936801,1.7638022240745925,0.07188200730612536,1.7512791039833422,265.25398025497725,113.85370703771055,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.10191858641869897,0.43669495279872417,0.6510572250861711,0.163027664290055,4.892967369564623,8
UGCA444,10,78.0,0.83,0.073,11.37,37.0,-1.136677139879544,1.0557604646877348,-0.08092190762392612,1.568201724066995,136.4128035021115,,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.07212307237463697,,0.6429033159761739,0.15769438152455925,4.8746168258859734,36
