galaxy_id,PC1,PC2,PC3,PC4,PC5
D512-2,-2.5954022677306514,0.7149828440274825,0.2517489610389667,0.9600976024351029,-0.7744378241178571
D564-8,-4.0529983556089375,0.03382293277243067,0.1951073386763906,-1.0189786336661875,0.5449573859331288
D631-7,-3.077960005382715,-1.7282364757579034,-0.6117911648586482,-1.0248070835555,1.2772874935305025
DDO064,-2.919237358182846,-0.4065981722569923,-0.23482496402535508,-0.43718252408538966,-0.29362113390441347
DDO154,-3.863974761207909,-1.2438255655199417,-0.2235752203881145,-0.18064876820267373,-0.11955730581317255
DDO161,-1.9037327002790618,-0.5292418455486129,-0.040231214014889015,-0.7045755468642937,0.9071343968386468
DDO168,-2.5340140848332995,-0.22553599446666897,0.0375120652787352,-0.2641647234011501,0.38338141345159177
DDO170,-2.3183482957885317,0.7018525877319018,-0.09839558931296964,0.9465303444492181,0.2674171973868939
ESO079-G014,1.7740179049247011,-0.40238012778707816,-0.1338133520061254,1.2440900700590094,0.35892314343839216
ESO116-G012,-0.8117712622599623,-1.6108912085807354,-0.41104659946276323,0.489144303496582,-0.09217549244179142
ESO444-G084,-3.4512362039661233,-0.9644236522695825,-2.348633452701037,-0.3970480079385733,-0.3789092469457426
ESO563-G021,5.166492896565625,-1.6135132547942457,-0.5401502695012759,0.3159164337267705,1.7328093800289412
F561-1,-1.926259151623869,2.8724882868393413,1.8463215936821455,-0.621154038528552,-0.10332180104868692
F563-1,-1.1914255235790383,1.4283565463364418,-1.8929061512509295,1.3782991273943244,0.9429958120876653
F563-V1,-2.5105245608787,3.2090472426827907,3.1317870980161344,0.07369313611272976,0.04188370271538224
F563-V2,-1.5662698004951097,0.9090454608521381,-1.9971924276272017,1.065971100570539,-0.596485981086639
F565-V2,-2.551981299856303,0.19134778028393917,-1.3560958332947912,1.4038283979922943,-0.2282807741497375
F567-2,-2.194812565680974,3.217328930729522,1.6077473886990081,0.06172838726453645,-0.025948112102370042
F568-1,-0.42723031157146574,1.335159070470257,-2.358285757433228,0.49487390451592145,0.45207502083878
F568-3,-0.38764653740885857,1.3660896490703873,-0.817698907792151,0.5385099467994785,0.7029811257262768
F568-V1,-1.205858219217478,0.6280666426496113,-1.6957333608315055,0.9345137610589203,-0.14154110646997053
F571-8,0.2999045828001686,-1.8372753715279635,-0.9292179038582564,-1.7802924396970887,3.393737823928948
F571-V1,-1.6195504460280568,1.1826972321032607,-0.7862714155177962,0.9146463132897944,0.17610547662642126
F574-1,-0.661626803987814,1.0018666764687305,-0.6176236036236492,0.6007902246868838,0.4861168304670096
F574-2,-1.62759638402204,3.7240615749334394,3.3533326073374234,-0.618485986903309,0.8407840238200286
F579-V1,-0.4619666889124713,1.3153057062986626,-0.7652090151247306,0.873657013063307,-0.17689230448574142
F583-1,-1.7465447270749725,-0.20838469115510144,-1.2897414962117126,-0.25312209335073205,1.0960479412985473
F583-4,-2.0512188977819785,0.34494364989942816,-0.4826385607863901,-0.27259486048827336,-1.0009007993390453
IC2574,-1.5667271697857303,0.2710409947230964,-0.20640772953519304,0.4039359049061792,0.30111182180377544
IC4202,4.608021440880319,-2.0514736969367853,0.7971918424904171,0.34569444637237023,1.006844229978072
