grid_points,total_mass,cluster_to_galaxy_response_ratio
65,0.3,5.4154025042881875
65,1.0,34.99787744845142
65,3.0,7.040228687681118
81,0.3,5.414730871020403
81,1.0,34.92235396551053
81,3.0,7.133269041626771
