R_kpc,v_phi_median,v_phi_std,v_phi_sem,N_stars
5.25,258.2482517479337,37.12940906404067,3.1721794960361263,137
5.75,255.61116474951876,32.665232618969384,1.539853832927284,450
6.25,255.0510580980585,33.31942370675804,0.788418404954666,1786
6.75,258.3070645859161,27.941246315315837,0.39806545732075915,4927
7.25,261.86547914220046,25.421797409554777,0.23267004088476448,11938
7.75,265.28205391292795,23.039562250809137,0.1319414546134903,30492
8.25,271.78700352403354,21.725825726424066,0.09311533756795295,54439
8.75,269.36066046648295,20.97062856087254,0.13205538865812746,25218
9.25,269.6312169915316,20.98165281863958,0.23336006877231139,8084
9.75,268.99639876282487,19.2094343586002,0.3238209506255636,3519
10.25,267.91586792738127,17.546440637637584,0.4331464316268135,1641
10.75,267.53452582556736,18.93180218687195,0.7308541172829247,671
11.25,264.1783536712047,18.73658001070449,1.1575497788210196,262
11.75,262.9088787932842,16.573998268714885,1.5948337269984882,108
12.25,264.5830254996273,12.904800123655033,1.613100015456879,64
12.75,267.5997690444111,10.641220836200997,1.5689624159657252,46
13.25,258.7670721152056,13.397147192378345,4.039391863480206,11
