n_galaxies,mean_rms_baseline,mean_rms_wake,mean_improvement,win_rate,n_bulge_heavy,n_disk_dominated,improvement_bulge_heavy,improvement_disk_dominated,corr_improvement_Cdiff,alpha,beta
171,18.621785566998724,18.743782843418593,-0.026839608622586896,0.39766081871345027,28,140,-0.0008105664934824301,-0.03263849517916083,0.5224101077871941,1.0,0.5
171,18.621785566998724,18.81168695047717,-0.03568644106763203,0.38011695906432746,28,140,-0.0016155125023731922,-0.04329721521935064,0.5150053467524432,1.0,1.0
171,18.621785566998724,18.872202291711133,-0.04249806427584164,0.3684210526315789,28,140,-0.002366576469210707,-0.051478092237561654,0.5053977985485685,1.0,1.5
171,18.621785566998724,18.9250604823962,-0.048115242021971795,0.3684210526315789,28,140,-0.0030470082440799246,-0.058212284175115855,0.4965467337524206,1.0,2.0
171,18.621785566998724,18.741731839975465,-0.02796483199190947,0.391812865497076,28,140,-0.0005342184295423094,-0.03406619303819833,0.4982933995517992,1.5,0.5
171,18.621785566998724,18.80696510172896,-0.037048212339531865,0.38011695906432746,28,140,-0.0011248957202116907,-0.04505570001503144,0.48984511475191245,1.5,1.0
171,18.621785566998724,18.864771042037788,-0.043920798173318724,0.3684210526315789,28,140,-0.0017064903785539074,-0.0533443517922824,0.480536223651218,1.5,1.5
171,18.621785566998724,18.914519934447522,-0.049381801984009314,0.3684210526315789,28,140,-0.0022566068787678584,-0.0599133594240301,0.47280172093441586,1.5,2.0
171,18.621785566998724,18.741228908805702,-0.029162757993007944,0.391812865497076,28,140,-0.00030419645278072823,-0.03557335153062403,0.4681183969408881,2.0,0.5
171,18.621785566998724,18.80402477284816,-0.03834694017211469,0.38011695906432746,28,140,-0.0007144635929514642,-0.046720918692634596,0.45853075535883947,2.0,1.0
171,18.621785566998724,18.858254481169748,-0.04499081331745325,0.3684210526315789,28,140,-0.0011442523453764817,-0.05475998067747675,0.4493014410712965,2.0,1.5
171,18.621785566998724,18.903824531959156,-0.050028935462120505,0.36257309941520466,28,140,-0.0015678324978302088,-0.06083749145429888,0.4421563231191528,2.0,2.0
