cluster,family_id,model,image_id,observed_east_arcsec,observed_north_arcsec,root_east_arcsec,root_north_arcsec,residual_arcsec
AS295,1,P0707_Weyl_frozen_axis_contract,1.2,-61.85215226109253,42.2039318039953,-61.032474427235535,40.73354525134631,1.6834216244088975
AS295,1,P0707_Weyl_axis_repaired_exploratory,1.2,-61.85215226109253,42.2039318039953,-61.46237079563452,40.16329780714101,2.0775265822444084
AS295,1,baryon_only_GR,1.2,-61.85215226109253,42.2039318039953,-60.843705535362645,41.00486619316934,1.5667556087982442
AS295,1,AQUAL_simple_mu_diagnostic,1.2,-61.85215226109253,42.2039318039953,-60.865162169775694,40.991103354050324,1.5636822852976087
AS295,1,QUMOND_simple_nu_diagnostic,1.2,-61.85215226109253,42.2039318039953,-60.86521880036303,40.99135475036925,1.5634515556575288
AS295,1,glafic_v2_compact_halo,1.1,-64.84365071685365,33.67271039187706,-64.98722465685339,33.517985797604645,0.2110762334319351
AS295,1,glafic_v2_compact_halo,1.2,-61.85215226109253,42.2039318039953,-62.05207776616469,42.00299644818285,0.2834523324896768
AS295,1,glafic_v2_compact_halo,1.3,-55.78261639041808,47.15623164640192,-55.807921715907106,47.00897377793901,0.14941632883438458
AS295,2,P0707_Weyl_frozen_axis_contract,2.2,-62.700022354409676,41.88359166178677,-61.372449704454375,41.28489824022202,1.4563251539179844
AS295,2,P0707_Weyl_axis_repaired_exploratory,2.2,-62.700022354409676,41.88359166178677,-61.76493590533876,40.82188346978572,1.4147830053397557
AS295,2,baryon_only_GR,2.2,-62.700022354409676,41.88359166178677,-61.19035069851938,41.542208024712,1.547789164021037
AS295,2,AQUAL_simple_mu_diagnostic,2.2,-62.700022354409676,41.88359166178677,-61.212488239387305,41.529614159921216,1.5290708993314739
AS295,2,QUMOND_simple_nu_diagnostic,2.2,-62.700022354409676,41.88359166178677,-61.212552808794136,41.52985150893824,1.5289531532623868
AS295,2,glafic_v2_compact_halo,2.1,-65.03352264635711,34.71263105688347,-65.10653682363302,34.745029249460906,0.07987936507986647
AS295,2,glafic_v2_compact_halo,2.2,-62.700022354409676,41.88359166178677,-62.80742576058534,41.73651845615774,0.1821154015236842
AS295,2,glafic_v2_compact_halo,2.3,-55.7829361706934,48.046231588959,-55.82279170981279,47.8719277694904,0.17880236430159865
AS295,3,P0707_Weyl_frozen_axis_contract,3.2,-61.4910242200855,41.50407520647098,-60.35427431353255,40.3129043053166,1.6465383280704633
AS295,3,P0707_Weyl_axis_repaired_exploratory,3.2,-61.4910242200855,41.50407520647098,-60.83808827446712,39.65583411474022,1.9601837878736441
AS295,3,baryon_only_GR,3.2,-61.4910242200855,41.50407520647098,-60.135345055817105,40.611226589235024,1.6232820610515015
AS295,3,AQUAL_simple_mu_diagnostic,3.2,-61.4910242200855,41.50407520647098,-60.15862813049161,40.596230454612176,1.612284538486513
AS295,3,QUMOND_simple_nu_diagnostic,3.2,-61.4910242200855,41.50407520647098,-60.15875931289145,40.59648000104262,1.6120356199095967
AS295,3,glafic_v2_compact_halo,3.1,-64.03162846201425,33.303047420949945,-64.14855003467078,33.17722062247025,0.17176448226604882
AS295,3,glafic_v2_compact_halo,3.2,-61.4910242200855,41.50407520647098,-61.65741464149693,41.44166058991164,0.17771144222509078
AS295,3,glafic_v2_compact_halo,3.3,-54.82629247174342,47.04657230479713,-54.71910637747328,46.92983366071149,0.15848271144778525
AS295,4,P0707_Weyl_frozen_axis_contract,4.2,-64.32320943867687,40.34292748201223,-61.89278580022196,42.16443367582135,3.0372428082794767
AS295,4,P0707_Weyl_axis_repaired_exploratory,4.2,-64.32320943867687,40.34292748201223,-62.184823127609626,41.91731407767138,2.6554451920442603
AS295,4,baryon_only_GR,4.2,-64.32320943867687,40.34292748201223,-61.731498119077,42.39348281103008,3.304806306200955
AS295,4,AQUAL_simple_mu_diagnostic,4.2,-64.32320943867687,40.34292748201223,-61.75332406118098,42.38333500882169,3.281398136302249
AS295,4,QUMOND_simple_nu_diagnostic,4.2,-64.32320943867687,40.34292748201223,-61.75338625109573,42.38355286319671,3.2814849019558183
AS295,4,glafic_v2_compact_halo,4.1,-65.11583007633868,37.38259678938245,-65.04822312238295,37.88430018226209,0.506238080995608
AS295,4,glafic_v2_compact_halo,4.2,-64.32320943867687,40.34292748201223,-64.33325336242609,40.21188770364875,0.1314241375008035
AS295,4,glafic_v2_compact_halo,4.3,-55.70225115818356,49.46626064980832,-55.803317881979154,49.29437467104754,0.1993972726827671
AS295,5,P0707_Weyl_frozen_axis_contract,5.2,34.53984284696097,-40.07759120823062,43.28913787399877,-32.84976635303289,11.348639372522259
AS295,5,P0707_Weyl_axis_repaired_exploratory,5.2,34.53984284696097,-40.07759120823062,40.358453044264515,-34.67325778182702,7.941224364788347
AS295,5,baryon_only_GR,5.2,34.53984284696097,-40.07759120823062,40.33339880436366,-34.536590163164895,8.01673145446295
AS295,5,AQUAL_simple_mu_diagnostic,5.2,34.53984284696097,-40.07759120823062,40.57630760461024,-34.49814870827095,8.220041689717752
AS295,5,QUMOND_simple_nu_diagnostic,5.2,34.53984284696097,-40.07759120823062,40.58600838840666,-34.49602088211823,8.228611368870427
AS295,5,glafic_v2_compact_halo,5.3,53.88621705817686,-22.783102767501454,46.72477979863468,-30.731162797617866,10.69849717786069
AS295,6,P0707_Weyl_frozen_axis_contract,6.2,28.449098293840493,-16.06635453993563,26.24595955952169,-17.696655359777704,2.7407482638567138
AS295,6,P0707_Weyl_axis_repaired_exploratory,6.2,28.449098293840493,-16.06635453993563,25.953598084415667,-17.920021469435948,3.108633523071268
AS295,6,baryon_only_GR,6.2,28.449098293840493,-16.06635453993563,26.115590563086478,-17.99699530438441,3.028635351249819
AS295,6,AQUAL_simple_mu_diagnostic,6.2,28.449098293840493,-16.06635453993563,26.178530746795026,-17.951552562253813,2.9511774885710365
AS295,6,QUMOND_simple_nu_diagnostic,6.2,28.449098293840493,-16.06635453993563,26.17710137633947,-17.952931749172482,2.9531582347625838
AS295,6,glafic_v2_compact_halo,6.1,30.424285314210312,-14.686729173036284,31.183066135338752,-13.804441302688025,1.1636924940361244
AS295,6,glafic_v2_compact_halo,6.2,28.449098293840493,-16.06635453993563,28.002583388006116,-16.17097551533659,0.45860779499058946
AS295,6,glafic_v2_compact_halo,6.3,19.44834819604182,-23.26496560157937,18.956302789061034,-24.367160305769357,1.2070384618873338
PLCKG287,1,P0707_Weyl_frozen_axis_contract,1.1b,-28.784168725162935,-6.095517920541333,-26.325738241779884,-4.846684922457507,2.757437995446146
PLCKG287,1,P0707_Weyl_axis_repaired_exploratory,1.1b,-28.784168725162935,-6.095517920541333,-26.256965024566558,-4.745880129254896,2.8650097228415397
PLCKG287,1,baryon_only_GR,1.1b,-28.784168725162935,-6.095517920541333,-26.207676542511184,-4.746369773721875,2.9083522292411494
PLCKG287,1,AQUAL_simple_mu_diagnostic,1.1b,-28.784168725162935,-6.095517920541333,-26.23423788589684,-4.769449530529604,2.8741267647806694
PLCKG287,1,QUMOND_simple_nu_diagnostic,1.1b,-28.784168725162935,-6.095517920541333,-26.232759272490412,-4.7663199375937975,2.8768832915254836
PLCKG287,1,glafic_v2_compact_halo,1.1a,-23.58821682660365,-3.3663659430264046,-23.57789429554115,-3.4109079032130505,0.045722432839963925
PLCKG287,1,glafic_v2_compact_halo,1.1b,-28.784168725162935,-6.095517920541333,-28.849020134181277,-6.020781978704806,0.09895032215135574
PLCKG287,2,P0707_Weyl_frozen_axis_contract,2.4b,36.83270866094625,-56.07140123098304,36.18273727616901,-55.75646648158427,0.7222511318150483
PLCKG287,2,P0707_Weyl_axis_repaired_exploratory,2.4b,36.83270866094625,-56.07140123098304,36.466300599257956,-55.59820297644087,0.5984742732749142
PLCKG287,2,baryon_only_GR,2.4b,36.83270866094625,-56.07140123098304,36.483930523951464,-55.57422759903646,0.6073119537342477
PLCKG287,2,AQUAL_simple_mu_diagnostic,2.4b,36.83270866094625,-56.07140123098304,36.47829579064695,-55.60121503600059,0.5887983870442118
PLCKG287,2,QUMOND_simple_nu_diagnostic,2.4b,36.83270866094625,-56.07140123098304,36.478265338785725,-55.601442407176705,0.5886351711354216
PLCKG287,2,glafic_v2_compact_halo,2.3b,37.91255607336069,-54.95910563593848,38.17116232481375,-54.665500441562756,0.3912559308879658
PLCKG287,36,P0707_Weyl_frozen_axis_contract,36.1b,34.28301271614315,-15.84476651418606,30.70963138018438,-20.01741830019383,5.493639695088522
PLCKG287,36,P0707_Weyl_axis_repaired_exploratory,36.1b,34.28301271614315,-15.84476651418606,31.05633733055303,-19.94713130102202,5.219274938939773
PLCKG287,36,baryon_only_GR,36.1b,34.28301271614315,-15.84476651418606,30.817520044534152,-20.42721966726069,5.7453038524606574
