fold,train_chi2,optimizer_success,at_hard_bound,log10_F,log10_chi_t,F,chi_t,w_dex
0,20094.8163157103,True,False,1.9949109562053302,-5.407925180669303,98.83504314889935,3.909082348319463e-06,0.5544872496057751
1,20460.82864928376,True,True,1.9999999999999998,-5.292880415410147,99.99999999999994,5.094711365044002e-06,0.5526097700431025
2,21690.633234229503,True,True,1.9999999999976055,-5.338539682617027,99.99999999944863,4.586277378736623e-06,0.5533162407003709
3,22647.934031367473,True,True,1.9999999999999984,-5.317932379294348,99.99999999999964,4.809142221330067e-06,0.6045018181189681
4,22178.65474820963,True,False,1.6825483448295648,-5.5621117308852615,48.14468447575273,2.7408689382163823e-06,0.554686892426824
