candidate_id,spatial_mode,carrier,amplitude_A,potential_threshold_chi,potential_power,fold,training_galaxies,test_galaxies,training_clusters,test_clusters,training_galaxy_equal_RMSE_km_s,test_galaxy_equal_RMSE_km_s,training_galaxy_RMSE_ratio_to_fixed_RAR,test_galaxy_RMSE_ratio_to_fixed_RAR,training_cluster_equal_RMSE_dex,test_cluster_equal_RMSE_dex
local__potential__A2__ct1e-06__p1,local,potential,2.0,1e-06,1.0,3,105,26,16,4,24.82566349324291,15.666710910785262,2.336058711672823,1.4152830382320076,0.1495441910666465,0.12934753734922347
local__potential__A2__ct1e-06__p1,local,potential,2.0,1e-06,1.0,4,105,26,16,4,20.927204789475535,31.07681964201409,1.8991401336102185,3.30798131477964,0.14217810470575856,0.15914204948577504
local__potential__A2__ct1e-06__p2,local,potential,2.0,1e-06,2.0,0,104,27,16,4,14.224091333991968,13.373756846092437,1.3179708074252208,1.2836430675191817,0.1305435686543956,0.12529275854762242
local__potential__A2__ct1e-06__p2,local,potential,2.0,1e-06,2.0,1,105,26,16,4,14.809868279910736,10.4532746700777,1.328742517465516,1.1917589984293346,0.12307575947692524,0.1525588356316493
local__potential__A2__ct1e-06__p2,local,potential,2.0,1e-06,2.0,2,105,26,16,4,13.079337240833853,17.440750242396284,1.3134652976850447,1.3065961154727057,0.134313682705957,0.10818552197233428
local__potential__A2__ct1e-06__p2,local,potential,2.0,1e-06,2.0,3,105,26,16,4,14.492665047711977,12.116430126484227,1.3637386347913196,1.0945614647252662,0.1314061996320889,0.12163227945565598
local__potential__A2__ct1e-06__p2,local,potential,2.0,1e-06,2.0,4,105,26,16,4,13.591269127489912,15.781017006367904,1.2334052696657587,1.6798150514317385,0.12793650011212848,0.13562365711338784
local__potential__A2__ct1e-06__p4,local,potential,2.0,1e-06,4.0,0,104,27,16,4,11.037582330580735,10.57233024101621,1.0227163869156055,1.014755881805125,0.12675524577829117,0.11405905480117098
local__potential__A2__ct1e-06__p4,local,potential,2.0,1e-06,4.0,1,105,26,16,4,11.405598534785016,8.833571417037817,1.0233111749460198,1.0070995507903109,0.11748888130214045,0.14853446870300088
local__potential__A2__ct1e-06__p4,local,potential,2.0,1e-06,4.0,2,105,26,16,4,10.128914189166373,13.749927256343218,1.0171751859998304,1.030093389990655,0.12756791504532142,0.11037547515347412
local__potential__A2__ct1e-06__p4,local,potential,2.0,1e-06,4.0,3,105,26,16,4,10.884094512761388,11.17925424742735,1.024177412705488,1.009899844745014,0.1256518381547353,0.11884233077797393
local__potential__A2__ct1e-06__p4,local,potential,2.0,1e-06,4.0,4,105,26,16,4,11.217195956049173,9.75933838711068,1.0179585492189906,1.038835678845594,0.1238731220595451,0.1260905858352665
local__potential__A2__ct2e-06__p1,local,potential,2.0,2e-06,1.0,0,104,27,16,4,16.55945334613937,17.44295286791006,1.5343599520466848,1.6742135948507746,0.1669190367912726,0.19257713601856646
local__potential__A2__ct2e-06__p1,local,potential,2.0,2e-06,1.0,1,105,26,16,4,17.720826759067627,12.026303245359427,1.5899139353828016,1.3710971502091482,0.16967177177587084,0.18270131948118354
local__potential__A2__ct2e-06__p1,local,potential,2.0,2e-06,1.0,2,105,26,16,4,16.068970736532062,19.236482432013307,1.6136930368350817,1.4411256896466047,0.1801397534332085,0.1368666855831237
