candidate_id,spatial_mode,carrier,amplitude_A,potential_threshold_chi,potential_power,fold,training_galaxies,test_galaxies,training_clusters,test_clusters,training_galaxy_equal_RMSE_km_s,test_galaxy_equal_RMSE_km_s,training_galaxy_RMSE_ratio_to_fixed_RAR,test_galaxy_RMSE_ratio_to_fixed_RAR,training_cluster_equal_RMSE_dex,test_cluster_equal_RMSE_dex
local__potential_inverse_shape__A1__ct2e-06__p2,local,potential_inverse_shape,1.0,2e-06,2.0,1,105,26,16,4,11.25409644376191,8.763438292813833,1.0097183957245865,0.9991037997438807,0.44242750707373113,0.40876932906121244
local__potential_inverse_shape__A1__ct2e-06__p2,local,potential_inverse_shape,1.0,2e-06,2.0,2,105,26,16,4,10.040064876547461,13.461028425011506,1.008252678177051,1.0084501644678776,0.4424611025809965,0.40862385056956124
local__potential_inverse_shape__A1__ct2e-06__p2,local,potential_inverse_shape,1.0,2e-06,2.0,3,105,26,16,4,10.750226814619417,11.026038568704829,1.0115806576362323,0.9960588060916545,0.44244450808886826,0.4086957174855849
local__potential_inverse_shape__A1__ct2e-06__p2,local,potential_inverse_shape,1.0,2e-06,2.0,4,105,26,16,4,11.099969858390798,9.524273622380761,1.0073203015882564,1.013814140012245,0.4257676377130794,0.47428729178416257
local__potential_inverse_shape__A1__ct2e-06__p4,local,potential_inverse_shape,1.0,2e-06,4.0,0,104,27,16,4,10.7926036127054,10.422043134591355,1.0000172358050836,1.0003309894940202,0.4195468492415655,0.4651429266601876
local__potential_inverse_shape__A1__ct2e-06__p4,local,potential_inverse_shape,1.0,2e-06,4.0,1,105,26,16,4,11.146970448121284,8.770346060967574,1.000107043182943,0.999891341936745,0.43551161344271,0.4021874131325026
local__potential_inverse_shape__A1__ct2e-06__p4,local,potential_inverse_shape,1.0,2e-06,4.0,2,105,26,16,4,9.957845178772613,13.351752298251126,0.9999959356659504,1.0002636036402397,0.43566536573601994,0.4015207758616035
local__potential_inverse_shape__A1__ct2e-06__p4,local,potential_inverse_shape,1.0,2e-06,4.0,3,105,26,16,4,10.628284833628998,11.069391175225515,1.0001060951501644,0.9999751487765531,0.43552241719571083,0.4021406141340675
local__potential_inverse_shape__A1__ct2e-06__p4,local,potential_inverse_shape,1.0,2e-06,4.0,4,105,26,16,4,11.020942935832661,9.39156485953127,1.0001486223422376,0.999687916258636,0.4186432444483154,0.4683882071180445
local__potential_inverse_shape__A1__ct4e-06__p1,local,potential_inverse_shape,1.0,4e-06,1.0,0,104,27,16,4,11.08667169895857,11.568942676079423,1.0272648921914622,1.1104129703849948,0.44765468711965023,0.497492437236345
local__potential_inverse_shape__A1__ct4e-06__p1,local,potential_inverse_shape,1.0,4e-06,1.0,1,105,26,16,4,11.683581710404043,8.909025809102754,1.0482518467740145,1.015701969989321,0.4642404852336566,0.4324357619210081
local__potential_inverse_shape__A1__ct4e-06__p1,local,potential_inverse_shape,1.0,4e-06,1.0,2,105,26,16,4,10.45518368560088,13.754910884385712,1.0499401230428163,1.03046674486076,0.46482799542808423,0.4299038722474619
local__potential_inverse_shape__A1__ct4e-06__p1,local,potential_inverse_shape,1.0,4e-06,1.0,3,105,26,16,4,11.280973547917283,10.803203921150454,1.0615231508288046,0.9759286014296789,0.46507373735061575,0.42883945249364386
local__potential_inverse_shape__A1__ct4e-06__p1,local,potential_inverse_shape,1.0,4e-06,1.0,4,105,26,16,4,11.393777540008836,10.314050037465572,1.0339832967343832,1.0978821255413098,0.44811271703779276,0.4958402686593281
local__potential_inverse_shape__A1__ct4e-06__p2,local,potential_inverse_shape,1.0,4e-06,2.0,0,104,27,16,4,10.799661786526984,10.478500897591108,1.0006712295704603,1.0057499317490866,0.44491971401654634,0.49379007731234764
local__potential_inverse_shape__A1__ct4e-06__p2,local,potential_inverse_shape,1.0,4e-06,2.0,1,105,26,16,4,11.167908388420019,8.767387277943858,1.0019855967917435,0.9995540164187418,0.46125918761672197,0.42965415800506634
local__potential_inverse_shape__A1__ct4e-06__p2,local,potential_inverse_shape,1.0,4e-06,2.0,2,105,26,16,4,9.974503504353047,13.370241239935407,1.001668813439843,1.0016487263584792,0.46210774043611635,0.42599130630859533
local__potential_inverse_shape__A1__ct4e-06__p2,local,potential_inverse_shape,1.0,4e-06,2.0,3,105,26,16,4,10.652865624380452,11.056846828699676,1.002419111694128,0.998841930645139,0.46148568002733065,0.4286802032439153
local__potential_inverse_shape__A1__ct4e-06__p2,local,potential_inverse_shape,1.0,4e-06,2.0,4,105,26,16,4,11.03654711710666,9.415226312980343,1.0015646990332099,1.0022065667123086,0.44543985162054284,0.49191076679360357
local__potential_inverse_shape__A1__ct4e-06__p4,local,potential_inverse_shape,1.0,4e-06,4.0,0,104,27,16,4,10.792424899586466,10.418810171485244,1.0000006766683254,1.0000206824706115,0.44308806352915164,0.49003342391504595
local__potential_inverse_shape__A1__ct4e-06__p4,local,potential_inverse_shape,1.0,4e-06,4.0,1,105,26,16,4,11.145848071046128,8.771238048063605,1.0000063434257136,0.9999930357773574,0.4587312357298044,0.4286064607366339
local__potential_inverse_shape__A1__ct4e-06__p4,local,potential_inverse_shape,1.0,4e-06,4.0,2,105,26,16,4,9.957880511330504,13.348447415489044,0.9999994838647477,1.0000160141203502,0.4602533501861214,0.42202878964800866
local__potential_inverse_shape__A1__ct4e-06__p4,local,potential_inverse_shape,1.0,4e-06,4.0,3,105,26,16,4,10.627223783283338,11.069647772506013,1.0000062518608128,0.9999983289948396,0.458613358501313,0.4291107483372348
local__potential_inverse_shape__A1__ct4e-06__p4,local,potential_inverse_shape,1.0,4e-06,4.0,4,105,26,16,4,11.019405087348138,9.394305389204336,1.00000906286424,0.9999796327552251,0.44330592945769165,0.48924461811303105
local__potential_inverse_shape__A2__ct5e-07__p1,local,potential_inverse_shape,2.0,5e-07,1.0,0,104,27,16,4,23.960685299074942,27.398495176479617,2.2201406760245184,2.629768792605332,0.35626289649614973,0.39944327484737335
local__potential_inverse_shape__A2__ct5e-07__p1,local,potential_inverse_shape,2.0,5e-07,1.0,1,105,26,16,4,26.45285841958049,15.813887318195873,2.3733524854013157,1.8029127815377095,0.37352176033001305,0.33041476017268456
local__potential_inverse_shape__A2__ct5e-07__p1,local,potential_inverse_shape,2.0,5e-07,1.0,2,105,26,16,4,24.437091889703257,25.77505650347259,2.4540442365273525,1.9309713306747998,0.36993639367500686,0.3461736472336114
local__potential_inverse_shape__A2__ct5e-07__p1,local,potential_inverse_shape,2.0,5e-07,1.0,3,105,26,16,4,26.52988148129263,15.283929577017348,2.4964231377296198,1.3807037361616155,0.37074653531301466,0.3426893078484966
local__potential_inverse_shape__A2__ct5e-07__p1,local,potential_inverse_shape,2.0,5e-07,1.0,4,105,26,16,4,21.8473277056227,33.88844473888109,1.982641125524263,3.6072655849122044,0.35566873608509275,0.4015556451933281
local__potential_inverse_shape__A2__ct5e-07__p2,local,potential_inverse_shape,2.0,5e-07,2.0,0,104,27,16,4,18.907321755939655,18.64157936252562,1.751907910023991,1.7892604442936546,0.3459836149952805,0.38808540540968467
local__potential_inverse_shape__A2__ct5e-07__p2,local,potential_inverse_shape,2.0,5e-07,2.0,1,105,26,16,4,20.243288904746013,11.65749932971385,1.816229432476498,1.3290504807205215,0.3631514823512303,0.31923805026535546
local__potential_inverse_shape__A2__ct5e-07__p2,local,potential_inverse_shape,2.0,5e-07,2.0,2,105,26,16,4,17.73062341172622,22.830463928536993,1.780561058164112,1.7103734110561761,0.35908974191990084,0.33711594187223687
local__potential_inverse_shape__A2__ct5e-07__p2,local,potential_inverse_shape,2.0,5e-07,2.0,3,105,26,16,4,20.04651702555424,12.958156241745721,1.8863480022997077,1.170600443203283,0.3602882396104998,0.33196154425818275
local__potential_inverse_shape__A2__ct5e-07__p2,local,potential_inverse_shape,2.0,5e-07,2.0,4,105,26,16,4,17.136371748138586,24.59483842050024,1.555122705528314,2.618004894717286,0.34509739196345274,0.3912289476929099
local__potential_inverse_shape__A2__ct5e-07__p4,local,potential_inverse_shape,2.0,5e-07,4.0,0,104,27,16,4,15.264705018799283,12.369275021143698,1.414391620971721,1.187230657312905,0.3441365864253731,0.38629591400916974
local__potential_inverse_shape__A2__ct5e-07__p4,local,potential_inverse_shape,2.0,5e-07,4.0,1,105,26,16,4,15.636993600982366,10.171612305166295,1.4029522646832553,1.1596471800282633,0.36138333119015076,0.3171006865300867
local__potential_inverse_shape__A2__ct5e-07__p4,local,potential_inverse_shape,2.0,5e-07,4.0,2,105,26,16,4,12.948425059672866,20.342886812884696,1.300318713585784,1.524013389206364,0.3571306617077809,0.33582027264425707
local__potential_inverse_shape__A2__ct5e-07__p4,local,potential_inverse_shape,2.0,5e-07,4.0,3,105,26,16,4,15.206941339244695,12.531156612397032,1.430950991626436,1.1320265947299237,0.35853011319124806,0.32980164551817576
local__potential_inverse_shape__A2__ct5e-07__p4,local,potential_inverse_shape,2.0,5e-07,4.0,4,105,26,16,4,14.363781283541648,16.053667818631155,1.303510611206519,1.708837448279805,0.3432643877113499,0.3893876399718167
local__potential_inverse_shape__A2__ct1e-06__p1,local,potential_inverse_shape,2.0,1e-06,1.0,0,104,27,16,4,17.484243627288947,20.04474818099812,1.6200488417568464,1.923939723057241,0.36637246179684385,0.41040400856257514
local__potential_inverse_shape__A2__ct1e-06__p1,local,potential_inverse_shape,2.0,1e-06,1.0,1,105,26,16,4,19.243966927502207,12.019818725065102,1.7265701880656115,1.3703578617416423,0.3836367996180338,0.3415227623627446
local__potential_inverse_shape__A2__ct1e-06__p1,local,potential_inverse_shape,2.0,1e-06,1.0,2,105,26,16,4,17.52665435620223,19.987279960972643,1.7600778890784532,1.4973726469856368,0.38056973373704556,0.3549834987007235
local__potential_inverse_shape__A2__ct1e-06__p1,local,potential_inverse_shape,2.0,1e-06,1.0,3,105,26,16,4,19.229595066536348,12.112351370164117,1.8094768379241815,1.0941930022783743,0.3809698345739593,0.35326266980153703
local__potential_inverse_shape__A2__ct1e-06__p1,local,potential_inverse_shape,2.0,1e-06,1.0,4,105,26,16,4,16.563289876743056,23.06769695347882,1.5031156270503012,2.4554478668062854,0.3660181162460494,0.411666767683916
local__potential_inverse_shape__A2__ct1e-06__p2,local,potential_inverse_shape,2.0,1e-06,2.0,0,104,27,16,4,12.273263152959723,12.503646351524226,1.137211662075909,1.2001279178733655,0.35124543846591005,0.39320833136540045
local__potential_inverse_shape__A2__ct1e-06__p2,local,potential_inverse_shape,2.0,1e-06,2.0,1,105,26,16,4,12.993391690736857,9.114820014044682,1.1657680986254706,1.0391641962585874,0.3681930917368357,0.3253330798069582
local__potential_inverse_shape__A2__ct1e-06__p2,local,potential_inverse_shape,2.0,1e-06,2.0,2,105,26,16,4,11.416430482752798,15.444540385302593,1.1464713376848088,1.1570475003789218,0.364662130810476,0.34086998318809697
local__potential_inverse_shape__A2__ct1e-06__p2,local,potential_inverse_shape,2.0,1e-06,2.0,3,105,26,16,4,12.598958569882173,11.128615147008485,1.1855436183282289,1.0053252623516664,0.3653094717401638,0.33808605924422575
local__potential_inverse_shape__A2__ct1e-06__p2,local,potential_inverse_shape,2.0,1e-06,2.0,4,105,26,16,4,12.268103303653504,12.532841138197531,1.1133282051581805,1.3340620045369644,0.3503387409229055,0.3964306880929041
local__potential_inverse_shape__A2__ct1e-06__p4,local,potential_inverse_shape,2.0,1e-06,4.0,0,104,27,16,4,10.86182340732576,10.530151965456374,1.0064309789724653,1.010707516663948,0.34515131760241785,0.38695861714052054
local__potential_inverse_shape__A2__ct1e-06__p4,local,potential_inverse_shape,2.0,1e-06,4.0,1,105,26,16,4,11.240477166557875,8.764293792015032,1.0084964731297248,0.9992013336653892,0.3622498203078573,0.31836295371438045
local__potential_inverse_shape__A2__ct1e-06__p4,local,potential_inverse_shape,2.0,1e-06,4.0,2,105,26,16,4,9.9935732944128,13.555016188038957,1.003583857529342,1.0154913779688377,0.35819615224832485,0.3362094073758556
local__potential_inverse_shape__A2__ct1e-06__p4,local,potential_inverse_shape,2.0,1e-06,4.0,3,105,26,16,4,10.722282067567077,11.080367909076184,1.0089510977126928,1.0009667535442994,0.3593908146669732,0.3310704892950771
local__potential_inverse_shape__A2__ct1e-06__p4,local,potential_inverse_shape,2.0,1e-06,4.0,4,105,26,16,4,11.109988271835343,9.41227753503276,1.0082294708365644,1.0018926831661672,0.3441425490139059,0.3905359437784055
local__potential_inverse_shape__A2__ct2e-06__p1,local,potential_inverse_shape,2.0,2e-06,1.0,0,104,27,16,4,13.550202592687471,15.38747807306265,1.2555298635619483,1.4769245308106125,0.3822892793033507,0.4277084952772307
local__potential_inverse_shape__A2__ct2e-06__p1,local,potential_inverse_shape,2.0,2e-06,1.0,1,105,26,16,4,14.762232771032817,10.01186367434461,1.3244686559570342,1.1414345266466897,0.39957277168734284,0.3590004592166874
local__potential_inverse_shape__A2__ct2e-06__p1,local,potential_inverse_shape,2.0,2e-06,1.0,2,105,26,16,4,13.306007652699044,16.288160904572695,1.336228203367101,1.2202484107808091,0.3972443884614413,0.36919170163614995
local__potential_inverse_shape__A2__ct2e-06__p1,local,potential_inverse_shape,2.0,2e-06,1.0,3,105,26,16,4,14.604915650288863,10.90389498096891,1.3743012527093315,0.9850247256815512,0.397159214960752,0.3695580618799306
local__potential_inverse_shape__A2__ct2e-06__p1,local,potential_inverse_shape,2.0,2e-06,1.0,4,105,26,16,4,13.447697861339984,15.811243960188163,1.2203762026536327,1.6830325685262142,0.38232563355978105,0.42757849443799445
local__potential_inverse_shape__A2__ct2e-06__p2,local,potential_inverse_shape,2.0,2e-06,2.0,0,104,27,16,4,10.950778262534117,10.912232466532926,1.0146733263808496,1.0473804569667675,0.36725702934520454,0.40954567358947636
local__potential_inverse_shape__A2__ct2e-06__p2,local,potential_inverse_shape,2.0,2e-06,2.0,1,105,26,16,4,11.416295832255786,8.77467202550009,1.0242709372952006,1.0003845373536098,0.3837836722959508,0.34362615250567397
local__potential_inverse_shape__A2__ct2e-06__p2,local,potential_inverse_shape,2.0,2e-06,2.0,2,105,26,16,4,10.16333829059612,13.645082175081948,1.0206321549424768,1.022238786604994,0.3815619869970711,0.3533841556792031
local__potential_inverse_shape__A2__ct2e-06__p2,local,potential_inverse_shape,2.0,2e-06,2.0,3,105,26,16,4,10.928104398962237,11.002172511693312,1.0283186787823122,0.9939028190519865,0.3808906329022805,0.3562693703350267
local__potential_inverse_shape__A2__ct2e-06__p2,local,potential_inverse_shape,2.0,2e-06,2.0,4,105,26,16,4,11.214394841332874,9.769710411463901,1.0177043485538715,1.0399397320644281,0.36661110770328903,0.4118540323998119
local__potential_inverse_shape__A2__ct2e-06__p4,local,potential_inverse_shape,2.0,2e-06,4.0,0,104,27,16,4,10.79293220461567,10.42549500185278,1.000047682357705,1.0006623074274266,0.3566678321677821,0.3956676801456259
local__potential_inverse_shape__A2__ct2e-06__p4,local,potential_inverse_shape,2.0,2e-06,4.0,1,105,26,16,4,11.148290639498459,8.769447187556558,1.0002254908545152,0.9997888629997767,0.372278835819204,0.33321848197432646
local__potential_inverse_shape__A2__ct2e-06__p4,local,potential_inverse_shape,2.0,2e-06,4.0,2,105,26,16,4,9.957883367959925,13.35549774395249,0.9999997707358286,1.0005441984963155,0.37035033471535844,0.3417063087356889
local__potential_inverse_shape__A2__ct2e-06__p4,local,potential_inverse_shape,2.0,2e-06,4.0,3,105,26,16,4,10.62954558439313,11.069159360797267,1.0002247299575122,0.999954207365801,0.3694457406594153,0.34560101556469147
local__potential_inverse_shape__A2__ct2e-06__p4,local,potential_inverse_shape,2.0,2e-06,4.0,4,105,26,16,4,11.022671303055903,9.388861985082688,1.0003054713620803,0.9994002079836226,0.35489108654283363,0.40200740029839016
local__potential_inverse_shape__A2__ct4e-06__p1,local,potential_inverse_shape,2.0,4e-06,1.0,0,104,27,16,4,11.75514999346596,12.857016417062315,1.0892045167952982,1.2340451664159318,0.4039420672862285,0.45129288710059845
local__potential_inverse_shape__A2__ct4e-06__p1,local,potential_inverse_shape,2.0,4e-06,1.0,1,105,26,16,4,12.587452985486765,9.193747318951882,1.1293472468693233,1.0481625559892642,0.4212523320730973,0.3827896755835886
local__potential_inverse_shape__A2__ct4e-06__p1,local,potential_inverse_shape,2.0,4e-06,1.0,2,105,26,16,4,11.285270786641329,14.493694261451394,1.1332998974103359,1.0858136466415862,0.4198134504806918,0.38906132167495705
local__potential_inverse_shape__A2__ct4e-06__p1,local,potential_inverse_shape,2.0,4e-06,1.0,3,105,26,16,4,12.2869536508255,10.710343152470015,1.1561844106903143,0.9675398418758062,0.41936513066337033,0.3909905287551844
local__potential_inverse_shape__A2__ct4e-06__p1,local,potential_inverse_shape,2.0,4e-06,1.0,4,105,26,16,4,11.994074518530242,11.976251163143903,1.0884601413710016,1.274815619009731,0.4044859426731372,0.44934010900516735
local__potential_inverse_shape__A2__ct4e-06__p2,local,potential_inverse_shape,2.0,4e-06,2.0,0,104,27,16,4,10.810876109063138,10.539154982527792,1.0017103222886279,1.011571646360897,0.4000836176004531,0.44569609983060127
local__potential_inverse_shape__A2__ct4e-06__p2,local,potential_inverse_shape,2.0,4e-06,2.0,1,105,26,16,4,11.193810369533594,8.764769185637647,1.0043095245230171,0.9992555324351938,0.41679256824744765,0.3795371364017736
local__potential_inverse_shape__A2__ct4e-06__p2,local,potential_inverse_shape,2.0,4e-06,2.0,2,105,26,16,4,9.993958647486052,13.397301207366963,1.0036225558119656,1.0036759584350525,0.41596342714931134,0.3831583573277111
local__potential_inverse_shape__A2__ct4e-06__p2,local,potential_inverse_shape,2.0,4e-06,2.0,3,105,26,16,4,10.68242272986922,11.045379033450809,1.0052003921939487,0.9978059648834636,0.4140957060434851,0.39116697539370826
local__potential_inverse_shape__A2__ct4e-06__p2,local,potential_inverse_shape,2.0,4e-06,2.0,4,105,26,16,4,11.056148015350841,9.444094052424205,1.0033434770823957,1.0052794018280076,0.40078528563964266,0.44316727874728284
local__potential_inverse_shape__A2__ct4e-06__p4,local,potential_inverse_shape,2.0,4e-06,4.0,0,104,27,16,4,10.792432764307671,10.419025667158445,1.000001405394872,1.000041366226879,0.3986019273752775,0.44066768981935556
local__potential_inverse_shape__A2__ct4e-06__p4,local,potential_inverse_shape,2.0,4e-06,4.0,1,105,26,16,4,11.145919274489108,8.771177176098153,1.0000127318040766,0.9999860958743252,0.41385480984684153,0.380287765181067
local__potential_inverse_shape__A2__ct4e-06__p4,local,potential_inverse_shape,2.0,4e-06,4.0,2,105,26,16,4,9.957875681592318,13.34866207019676,0.9999989988483139,1.0000320952523756,0.41446073635025354,0.3776389690907101
local__potential_inverse_shape__A2__ct4e-06__p4,local,potential_inverse_shape,2.0,4e-06,4.0,3,105,26,16,4,10.627290748049974,11.069629445452325,1.0000125531476451,0.9999966733845221,0.4107817835748629,0.3933895067386648
local__potential_inverse_shape__A2__ct4e-06__p4,local,potential_inverse_shape,2.0,4e-06,4.0,4,105,26,16,4,11.019505311110802,9.394114950859766,1.0000181581529768,0.9999593614889659,0.3988023608835341,0.43994170829184803
local__potential_inverse_shape__A3__ct5e-07__p1,local,potential_inverse_shape,3.0,5e-07,1.0,0,104,27,16,4,32.4203001762288,35.94021691253131,3.003988669428803,3.4496223324402737,0.30456067997821273,0.3420889926868833
local__potential_inverse_shape__A3__ct5e-07__p1,local,potential_inverse_shape,3.0,5e-07,1.0,1,105,26,16,4,35.58837910948461,20.756677868855903,3.1929921020701193,2.3664314206262196,0.32106138591171723,0.275194578395871
local__potential_inverse_shape__A3__ct5e-07__p1,local,potential_inverse_shape,3.0,5e-07,1.0,2,105,26,16,4,33.00111281554763,33.87480118613653,3.314068264321898,2.5377740651674494,0.31558391499975524,0.29946766177068407
local__potential_inverse_shape__A3__ct5e-07__p1,local,potential_inverse_shape,3.0,5e-07,1.0,3,105,26,16,4,35.665222948941484,20.217009729453373,3.3560454404896505,1.8263432009949987,0.3167024325444607,0.29470661165704615
local__potential_inverse_shape__A3__ct5e-07__p1,local,potential_inverse_shape,3.0,5e-07,1.0,4,105,26,16,4,28.70866475128914,47.08751575645696,2.6053062489718495,5.012244627219402,0.30384609685529346,0.34462139773366685
local__potential_inverse_shape__A3__ct5e-07__p2,local,potential_inverse_shape,3.0,5e-07,2.0,0,104,27,16,4,24.72243373372385,23.135996453025193,2.2907224921768026,2.2206446400101463,0.2920133463843311,0.32745170039424787
local__potential_inverse_shape__A3__ct5e-07__p2,local,potential_inverse_shape,3.0,5e-07,2.0,1,105,26,16,4,26.304902135399143,14.361470669095526,2.3600778362415626,1.6373253780048553,0.30805968080740087,0.2621234941792793
local__potential_inverse_shape__A3__ct5e-07__p2,local,potential_inverse_shape,3.0,5e-07,2.0,2,105,26,16,4,23.003377309957035,29.388486263640587,2.3100664253732375,2.201676043634458,0.302113221837261,0.2884825795812031
local__potential_inverse_shape__A3__ct5e-07__p2,local,potential_inverse_shape,3.0,5e-07,2.0,3,105,26,16,4,26.164001864512343,15.365796841420792,2.461994399644302,1.388099375958408,0.3037217895503398,0.2816453304543536
local__potential_inverse_shape__A3__ct5e-07__p2,local,potential_inverse_shape,3.0,5e-07,2.0,4,105,26,16,4,21.471912232875066,33.7454032670254,1.9485722377656916,3.592039492873575,0.29089501249609206,0.3314093552948972
local__potential_inverse_shape__A3__ct5e-07__p4,local,potential_inverse_shape,3.0,5e-07,4.0,0,104,27,16,4,18.879455844587426,13.496244980026244,1.7493259202980975,1.2953997523301093,0.2897976559832642,0.32512283068760095
local__potential_inverse_shape__A3__ct5e-07__p4,local,potential_inverse_shape,3.0,5e-07,4.0,1,105,26,16,4,19.115055599030846,11.80233333138497,1.7150042537922316,1.3455627441229336,0.3058646251402766,0.2596592094247535
local__potential_inverse_shape__A3__ct5e-07__p4,local,potential_inverse_shape,3.0,5e-07,4.0,2,105,26,16,4,15.462524581477465,25.482059078152595,1.5527919403260084,1.9090210537402674,0.29971400216979655,0.28691749389214416
local__potential_inverse_shape__A3__ct5e-07__p4,local,potential_inverse_shape,3.0,5e-07,4.0,3,105,26,16,4,18.756013330056916,13.935828061778475,1.764913487522971,1.2589203433871319,0.30155729283626775,0.27908489252724067
local__potential_inverse_shape__A3__ct5e-07__p4,local,potential_inverse_shape,3.0,5e-07,4.0,4,105,26,16,4,17.03547934926363,21.045134859531625,1.5459667381735147,2.240155642832581,0.2886770624814589,0.329086303385904
local__potential_inverse_shape__A3__ct1e-06__p1,local,potential_inverse_shape,3.0,1e-06,1.0,0,104,27,16,4,22.57150292398404,25.232378402437785,2.0914223084628554,2.42186006415793,0.31718189026931765,0.35637155150083705
local__potential_inverse_shape__A3__ct1e-06__p1,local,potential_inverse_shape,3.0,1e-06,1.0,1,105,26,16,4,24.79307782676973,14.718094416354857,2.2244368433679975,1.6779834084559713,0.3339635350350908,0.28860269895800744
local__potential_inverse_shape__A3__ct1e-06__p1,local,potential_inverse_shape,3.0,1e-06,1.0,2,105,26,16,4,22.677101185768436,24.945315443993305,2.277300822751802,1.8688102177584274,0.3290467732678163,0.3103723131765085
local__potential_inverse_shape__A3__ct1e-06__p1,local,potential_inverse_shape,3.0,1e-06,1.0,3,105,26,16,4,24.833899447971447,14.437484930873365,2.3368337029957247,1.3042384999476009,0.32962455964369347,0.30791019388319735
local__potential_inverse_shape__A3__ct1e-06__p1,local,potential_inverse_shape,3.0,1e-06,1.0,4,105,26,16,4,20.56830705749982,31.473146331617645,1.8665702279054899,3.350168427195242,0.3167932531039309,0.3577516288288547
local__potential_inverse_shape__A3__ct1e-06__p2,local,potential_inverse_shape,3.0,1e-06,2.0,0,104,27,16,4,13.7166213068359,13.68813397864395,1.2709498297240551,1.3138176872188227,0.29843617235662556,0.33415449717445267
local__potential_inverse_shape__A3__ct1e-06__p2,local,potential_inverse_shape,3.0,1e-06,2.0,1,105,26,16,4,14.552063213640754,9.58953963488281,1.305612227155263,1.0932861243357528,0.31439769925867544,0.26931797316334316
local__potential_inverse_shape__A3__ct1e-06__p2,local,potential_inverse_shape,3.0,1e-06,2.0,2,105,26,16,4,12.668788925192949,17.291278125577243,1.2722368351346751,1.2953982206291403,0.30904303287939555,0.29306217630432085
local__potential_inverse_shape__A3__ct1e-06__p2,local,potential_inverse_shape,3.0,1e-06,2.0,3,105,26,16,4,14.212355810737646,11.463901653797508,1.3373619445902913,1.0356140261329585,0.3099875172626424,0.2890445993800565
local__potential_inverse_shape__A3__ct1e-06__p2,local,potential_inverse_shape,3.0,1e-06,2.0,4,105,26,16,4,13.323963087912295,15.172810865083063,1.2091472938479106,1.6150743677298431,0.2973313043818817,0.33807130254382833
local__potential_inverse_shape__A3__ct1e-06__p4,local,potential_inverse_shape,3.0,1e-06,4.0,0,104,27,16,4,10.942475196512442,10.587180716311178,1.013903983835745,1.0161812636092902,0.2910125386446367,0.32600089475377403
local__potential_inverse_shape__A3__ct1e-06__p4,local,potential_inverse_shape,3.0,1e-06,4.0,1,105,26,16,4,11.328537734062238,8.779036481655174,1.0163972739973401,1.0008821211309653,0.3069391529954963,0.2611191287659242
local__potential_inverse_shape__A3__ct1e-06__p4,local,potential_inverse_shape,3.0,1e-06,4.0,2,105,26,16,4,10.037046830478518,13.729770604646541,1.0079495971642,1.0285833286434205,0.3010136727382739,0.28738971671287633
local__potential_inverse_shape__A3__ct1e-06__p4,local,potential_inverse_shape,3.0,1e-06,4.0,3,105,26,16,4,10.812565132455354,11.099895663564949,1.0174466023869662,1.002730831522127,0.3026138528791984,0.2805872380495475
local__potential_inverse_shape__A3__ct1e-06__p4,local,potential_inverse_shape,3.0,1e-06,4.0,4,105,26,16,4,11.18452016928152,9.495540403825538,1.0149932273486304,1.0107556240125686,0.2897334249859331,0.33052676708177314
local__potential_inverse_shape__A3__ct2e-06__p1,local,potential_inverse_shape,3.0,2e-06,1.0,0,104,27,16,4,16.035646577365217,18.18643492379735,1.4858252503377414,1.7455746639839762,0.3375137188034372,0.37915200157285617
local__potential_inverse_shape__A3__ct2e-06__p1,local,potential_inverse_shape,3.0,2e-06,1.0,1,105,26,16,4,17.572067105695684,11.182533122452593,1.5765672078776785,1.2749004397698376,0.3546535478660653,0.31032519356774124
local__potential_inverse_shape__A3__ct2e-06__p1,local,potential_inverse_shape,3.0,2e-06,1.0,2,105,26,16,4,15.89340104168307,18.75950684208078,1.5960618146054604,1.4053924531562278,0.3505789031649774,0.32832303062893936
local__potential_inverse_shape__A3__ct2e-06__p1,local,potential_inverse_shape,3.0,2e-06,1.0,3,105,26,16,4,17.504407767281748,11.603160356462492,1.647139230279256,1.048194233997282,0.35046190183445364,0.32882229740258945
local__potential_inverse_shape__A3__ct2e-06__p1,local,potential_inverse_shape,3.0,2e-06,1.0,4,105,26,16,4,15.378337126629576,20.419754414929965,1.3955813745397103,2.1735868353033174,0.3376307457008498,0.37873499976732844
local__potential_inverse_shape__A3__ct2e-06__p2,local,potential_inverse_shape,3.0,2e-06,2.0,0,104,27,16,4,11.111971942874218,11.174376060050921,1.0296091532144407,1.0725415848672093,0.3187019226947204,0.35577243036863365
local__potential_inverse_shape__A3__ct2e-06__p2,local,potential_inverse_shape,3.0,2e-06,2.0,1,105,26,16,4,11.628110976386589,8.804576573045368,1.0432750082653295,1.0037939009029155,0.3345205751995824,0.2919616813902342
local__potential_inverse_shape__A3__ct2e-06__p2,local,potential_inverse_shape,3.0,2e-06,2.0,2,105,26,16,4,10.32485930749448,13.894673199238872,1.0368525678453917,1.0409372174687963,0.33074045146718684,0.30870811356486255
local__potential_inverse_shape__A3__ct2e-06__p2,local,potential_inverse_shape,3.0,2e-06,2.0,3,105,26,16,4,11.156240063121126,10.997234618091852,1.0497859119076904,0.9934567447548008,0.3299846744014077,0.31192650251050835
