candidate_id,spatial_mode,carrier,amplitude_A,potential_threshold_chi,potential_power,galaxy_equal_RMSE_km_s,galaxy_pooled_RMSE_km_s,cluster_equal_RMSE_dex,cluster_pooled_RMSE_dex,cluster_mean_residual_dex,cluster_median_observed_over_predicted
shape_diffusion__potential__A4__ct4e-06__p2,shape_diffusion,potential,4.0,4e-06,2.0,10.097376975294452,9.783145249127418,0.19704892992176293,0.1921679692909565,0.027374797875719854,0.9372617742584397
shape_diffusion__potential__A4__ct4e-06__p4,shape_diffusion,potential,4.0,4e-06,4.0,10.029110418480654,9.711988922752637,0.25237471682729473,0.2424299284691171,0.03754350571113528,0.8420689223131894
shape_diffusion__potential_shape__A1__ct5e-07__p1,shape_diffusion,potential_shape,1.0,5e-07,1.0,12.258028733443023,11.973215942713486,0.31276643229995593,0.3097396842540245,-0.28207537389907217,1.9972509779917136
shape_diffusion__potential_shape__A1__ct5e-07__p2,shape_diffusion,potential_shape,1.0,5e-07,2.0,11.261091108322264,11.02945060269591,0.2978920078818119,0.2955956372292036,-0.26739627713385716,1.932527803332946
shape_diffusion__potential_shape__A1__ct5e-07__p4,shape_diffusion,potential_shape,1.0,5e-07,4.0,10.60695104823705,10.387545379175219,0.2952444106526469,0.29324467253799963,-0.26510980367164566,1.9296701080740497
shape_diffusion__potential_shape__A1__ct1e-06__p1,shape_diffusion,potential_shape,1.0,1e-06,1.0,11.035385060891063,10.721692770851153,0.3274481935902058,0.3236946472703595,-0.29639524421004715,2.0408993247696525
shape_diffusion__potential_shape__A1__ct1e-06__p2,shape_diffusion,potential_shape,1.0,1e-06,2.0,10.231567244513164,9.911732172493384,0.30546876553298397,0.3023497867471118,-0.27390451571685515,1.9670966103310765
shape_diffusion__potential_shape__A1__ct1e-06__p4,shape_diffusion,potential_shape,1.0,1e-06,4.0,10.033877775164415,9.714277354030212,0.2966054795650043,0.29438057313534055,-0.2661243083733382,1.9298611216848711
shape_diffusion__potential_shape__A1__ct2e-06__p1,shape_diffusion,potential_shape,1.0,2e-06,1.0,10.432286313658393,10.102248905716452,0.35070864221569986,0.34606148869239794,-0.31941966250393383,2.151436919675556
shape_diffusion__potential_shape__A1__ct2e-06__p2,shape_diffusion,potential_shape,1.0,2e-06,2.0,10.057750230485349,9.734401680855946,0.32893031967652564,0.32364677680448495,-0.2943320181548727,2.0420578959030977
shape_diffusion__potential_shape__A1__ct2e-06__p4,shape_diffusion,potential_shape,1.0,2e-06,4.0,10.029595213143848,9.712407953767169,0.3127059020245886,0.3079399297104459,-0.27784822404028875,1.986729826976942
shape_diffusion__potential_shape__A1__ct4e-06__p1,shape_diffusion,potential_shape,1.0,4e-06,1.0,10.185332455932127,9.854428914553663,0.38263796096309655,0.37726376307271564,-0.35184066507538503,2.333108473490018
shape_diffusion__potential_shape__A1__ct4e-06__p2,shape_diffusion,potential_shape,1.0,4e-06,2.0,10.034742421758546,9.71570869091241,0.37823867594101185,0.3702677850934686,-0.34032520197199867,2.269109942701949
shape_diffusion__potential_shape__A1__ct4e-06__p4,shape_diffusion,potential_shape,1.0,4e-06,4.0,10.029715485185426,9.712792904171431,0.3775429111366816,0.3666472444343438,-0.3307495494060065,2.1752719895528596
shape_diffusion__potential_shape__A2__ct5e-07__p1,shape_diffusion,potential_shape,2.0,5e-07,1.0,16.417283005852607,16.29310372394585,0.18946527726843257,0.1860203159504213,-0.13382502403357852,1.415565576745125
shape_diffusion__potential_shape__A2__ct5e-07__p2,shape_diffusion,potential_shape,2.0,5e-07,2.0,13.77803804810624,13.830198858458186,0.17194487904530012,0.16949000163720557,-0.1130608066550848,1.35471631866008
shape_diffusion__potential_shape__A2__ct5e-07__p4,shape_diffusion,potential_shape,2.0,5e-07,4.0,12.012253277962992,12.083210063693835,0.16869977063062,0.16663614542783073,-0.10984927655499067,1.3498526940974895
shape_diffusion__potential_shape__A2__ct1e-06__p1,shape_diffusion,potential_shape,2.0,1e-06,1.0,13.080375786701962,12.871160521513648,0.20809829213934888,0.20359351766825057,-0.15442378208793098,1.4899092199953925
shape_diffusion__potential_shape__A2__ct1e-06__p2,shape_diffusion,potential_shape,2.0,1e-06,2.0,10.671227136598132,10.401158845320156,0.18160650361650768,0.17802245647936416,-0.1222788307453935,1.3891572399287022
shape_diffusion__potential_shape__A2__ct1e-06__p4,shape_diffusion,potential_shape,2.0,1e-06,4.0,10.05002893789891,9.731335324317163,0.17052326945488158,0.16815196078920067,-0.11127982223425799,1.3500359202918442
shape_diffusion__potential_shape__A2__ct2e-06__p1,shape_diffusion,potential_shape,2.0,2e-06,1.0,11.255098132315265,10.962992052484994,0.2392990591441269,0.23338794288847092,-0.18824107680359758,1.5901291518418876
shape_diffusion__potential_shape__A2__ct2e-06__p2,shape_diffusion,potential_shape,2.0,2e-06,2.0,10.106789202455706,9.782005452620337,0.2135991473930372,0.2068331244328493,-0.1518491741145752,1.4549897446762534
shape_diffusion__potential_shape__A2__ct2e-06__p4,shape_diffusion,potential_shape,2.0,2e-06,4.0,10.02951768053564,9.71206338456131,0.1944004339661535,0.18821666348513208,-0.12827001749330372,1.4012828451965604
shape_diffusion__potential_shape__A2__ct4e-06__p1,shape_diffusion,potential_shape,2.0,4e-06,1.0,10.477343536815377,10.150737396905772,0.2847438562549105,0.2775198175828276,-0.23735793035510255,1.7759703227217702
shape_diffusion__potential_shape__A2__ct4e-06__p2,shape_diffusion,potential_shape,2.0,4e-06,2.0,10.041196726024669,9.72037943187123,0.2851757278492841,0.27410185124616043,-0.22122769948077659,1.714982088911805
shape_diffusion__potential_shape__A2__ct4e-06__p4,shape_diffusion,potential_shape,2.0,4e-06,4.0,10.029705876746231,9.712765186047648,0.2959207721895748,0.28019071183807037,-0.2093917356347412,1.618189368720423
shape_diffusion__potential_shape__A3__ct5e-07__p1,shape_diffusion,potential_shape,3.0,5e-07,1.0,21.134313627093505,21.174608724115803,0.13459589005979353,0.13217567544406852,-0.02355922531821983,1.1054065257809955
shape_diffusion__potential_shape__A3__ct5e-07__p2,shape_diffusion,potential_shape,3.0,5e-07,2.0,16.84254233481465,17.209219105155093,0.12799379425055943,0.12652975127392171,0.0005398318169343309,1.0430359552514141
shape_diffusion__potential_shape__A3__ct5e-07__p4,shape_diffusion,potential_shape,3.0,5e-07,4.0,13.882808103766545,14.303165468969366,0.12666140327017755,0.12545940031666025,0.004252586846490193,1.0336662175869125
shape_diffusion__potential_shape__A3__ct1e-06__p1,shape_diffusion,potential_shape,3.0,1e-06,1.0,15.657125611953193,15.582320553367781,0.14628459551695014,0.14260035156668519,-0.047693035669921426,1.1522402236188745
shape_diffusion__potential_shape__A3__ct1e-06__p2,shape_diffusion,potential_shape,3.0,1e-06,2.0,11.30402428729951,11.121774226831926,0.13307154064994361,0.13069498441077967,-0.010166608192815351,1.072421638568621
shape_diffusion__potential_shape__A3__ct1e-06__p4,shape_diffusion,potential_shape,3.0,1e-06,4.0,10.077820319622557,9.763513772698746,0.12773459977697468,0.12631926050891734,0.0025952586917311776,1.0376963460369857
shape_diffusion__potential_shape__A3__ct2e-06__p1,shape_diffusion,potential_shape,3.0,2e-06,1.0,12.38480971685941,12.161940974907647,0.17199299043410707,0.16633020250019778,-0.0878006660387175,1.2269272507325306
shape_diffusion__potential_shape__A3__ct2e-06__p2,shape_diffusion,potential_shape,3.0,2e-06,2.0,10.176030880051586,9.854607047883944,0.15701204192849147,0.15119671789231642,-0.044953413145584264,1.126793287660469
shape_diffusion__potential_shape__A3__ct2e-06__p4,shape_diffusion,potential_shape,3.0,2e-06,4.0,10.029492612112335,9.711787069088539,0.14725687477533592,0.1422376251731711,-0.0174123452005688,1.075473564200573
shape_diffusion__potential_shape__A3__ct4e-06__p1,shape_diffusion,potential_shape,3.0,4e-06,1.0,10.888777422818997,10.581857468231128,0.21748429335845212,0.20970563397263278,-0.14717208050740002,1.444187717752805
shape_diffusion__potential_shape__A3__ct4e-06__p2,shape_diffusion,potential_shape,3.0,4e-06,2.0,10.049076036449245,9.726818486967225,0.22781704240652653,0.21606704722093137,-0.12873274728648162,1.3551842007972241
shape_diffusion__potential_shape__A3__ct4e-06__p4,shape_diffusion,potential_shape,3.0,4e-06,4.0,10.029696475092974,9.712737736926577,0.2548136940164793,0.2379071586226639,-0.11669410576573917,1.263532979212319
shape_diffusion__potential_shape__A4__ct5e-07__p1,shape_diffusion,potential_shape,4.0,5e-07,1.0,25.944737164671174,26.13670306711429,0.14575588337296616,0.14561541370522263,0.06428329749539831,0.8970801045500446
shape_diffusion__potential_shape__A4__ct5e-07__p2,shape_diffusion,potential_shape,4.0,5e-07,2.0,20.09750384852207,20.763688045525534,0.15562803440816933,0.15572047161262018,0.09048876987476813,0.8479670051589138
shape_diffusion__potential_shape__A4__ct5e-07__p4,shape_diffusion,potential_shape,4.0,5e-07,4.0,15.98255561254559,16.75237313132735,0.15703351778864738,0.15709137635847045,0.09451600938367054,0.8374939258557454
shape_diffusion__potential_shape__A4__ct1e-06__p1,shape_diffusion,potential_shape,4.0,1e-06,1.0,18.472175247408842,18.532904140199644,0.1417597807624288,0.14077643390488218,0.037880454166729596,0.9394041272587742
shape_diffusion__potential_shape__A4__ct1e-06__p2,shape_diffusion,potential_shape,4.0,1e-06,2.0,12.085883218504962,12.015196449944684,0.15288033465484016,0.15284404823799516,0.07884087771211827,0.8696347877887998
shape_diffusion__potential_shape__A4__ct1e-06__p4,shape_diffusion,potential_shape,4.0,1e-06,4.0,10.116870466315651,9.810285400970063,0.15675858812799107,0.15682019547690865,0.09271590135583693,0.8432428899616551
shape_diffusion__potential_shape__A4__ct2e-06__p1,shape_diffusion,potential_shape,4.0,2e-06,1.0,13.722495650952002,13.583967521040131,0.1470404060508187,0.14376788563330278,-0.006352426869981445,1.0184428266790593
shape_diffusion__potential_shape__A4__ct2e-06__p2,shape_diffusion,potential_shape,4.0,2e-06,2.0,10.264585733958375,9.95104683207077,0.1548462892887814,0.15264662893205558,0.04067494574639084,0.9290002616675678
shape_diffusion__potential_shape__A4__ct2e-06__p4,shape_diffusion,potential_shape,4.0,2e-06,4.0,10.029519916861238,9.711578891687887,0.16168573604907052,0.16009709671936784,0.07074682403235803,0.8668751423922072
shape_diffusion__potential_shape__A4__ct4e-06__p1,shape_diffusion,potential_shape,4.0,4e-06,1.0,11.401440142424185,11.12611264197472,0.17665420160362685,0.16988995344831426,-0.07268205834945113,1.2282811554175836
shape_diffusion__potential_shape__A4__ct4e-06__p2,shape_diffusion,potential_shape,4.0,4e-06,2.0,10.058367720555893,9.7350104496037,0.1996208456178162,0.18982563727425297,-0.052934574124157606,1.1357700920943508
shape_diffusion__potential_shape__A4__ct4e-06__p4,shape_diffusion,potential_shape,4.0,4e-06,4.0,10.029687280203527,9.712710556780317,0.2422569323301913,0.2274817204552361,-0.04141569642192881,1.0345435679043358
shape_diffusion__potential_inverse_shape__A1__ct5e-07__p1,shape_diffusion,potential_inverse_shape,1.0,5e-07,1.0,15.004086096268274,16.144911933919097,0.44625466015577275,0.44398587311511734,-0.424160667018944,2.7338984994188866
shape_diffusion__potential_inverse_shape__A1__ct5e-07__p2,shape_diffusion,potential_inverse_shape,1.0,5e-07,2.0,12.501988572132422,12.998527358542024,0.4396097240137835,0.43765873430113367,-0.41764403715651693,2.697931388915488
shape_diffusion__potential_inverse_shape__A1__ct5e-07__p4,shape_diffusion,potential_inverse_shape,1.0,5e-07,4.0,10.94498975007918,11.01690599244805,0.43841062509659495,0.43659399985904496,-0.41658915191721874,2.6953512709243275
shape_diffusion__potential_inverse_shape__A1__ct1e-06__p1,shape_diffusion,potential_inverse_shape,1.0,1e-06,1.0,12.240780438398945,12.623666009132316,0.45262686424128407,0.4500538602965477,-0.4303879392978487,2.7593366940059587
shape_diffusion__potential_inverse_shape__A1__ct1e-06__p2,shape_diffusion,potential_inverse_shape,1.0,1e-06,2.0,10.33239488184287,10.119560284676753,0.4429727329140741,0.4406576371160369,-0.420607822724178,2.709507725881167
shape_diffusion__potential_inverse_shape__A1__ct1e-06__p4,shape_diffusion,potential_inverse_shape,1.0,1e-06,4.0,10.008560845345716,9.688307825238494,0.4390339485687774,0.43711287818775724,-0.4170802515968676,2.6954100149271882
shape_diffusion__potential_inverse_shape__A1__ct2e-06__p1,shape_diffusion,potential_inverse_shape,1.0,2e-06,1.0,10.839550001398019,10.777103859240446,0.4624136462025017,0.4594902975995999,-0.4401150397460888,2.8115660969333187
shape_diffusion__potential_inverse_shape__A1__ct2e-06__p2,shape_diffusion,potential_inverse_shape,1.0,2e-06,2.0,10.043877039127944,9.728269509173144,0.45292805978095435,0.4497087590558457,-0.4295781310900978,2.7489064111826105
shape_diffusion__potential_inverse_shape__A1__ct2e-06__p4,shape_diffusion,potential_inverse_shape,1.0,2e-06,4.0,10.027456768201223,9.709988198921476,0.44587618900012993,0.442861931595175,-0.4224696665170381,2.723602587964818
shape_diffusion__potential_inverse_shape__A1__ct4e-06__p1,shape_diffusion,potential_inverse_shape,1.0,4e-06,1.0,10.293971731914471,10.048750640207249,0.47532274623112764,0.47215383245407205,-0.45327403740689964,2.9015220182440373
shape_diffusion__potential_inverse_shape__A1__ct4e-06__p2,shape_diffusion,potential_inverse_shape,1.0,4e-06,2.0,10.027930194988569,9.709157002760563,0.4726990859368064,0.46847349229382157,-0.4485558125248189,2.846244154527607
shape_diffusion__potential_inverse_shape__A1__ct4e-06__p4,shape_diffusion,potential_inverse_shape,1.0,4e-06,4.0,10.02957942799841,9.712638236675783,0.4707433135192809,0.4653990924622439,-0.4443158232454585,2.8429335534026023
shape_diffusion__potential_inverse_shape__A2__ct5e-07__p1,shape_diffusion,potential_inverse_shape,2.0,5e-07,1.0,23.21415379253826,26.179096566762656,0.3813812174912318,0.3786584299430943,-0.35345408277583334,2.3512945684838495
shape_diffusion__potential_inverse_shape__A2__ct5e-07__p2,shape_diffusion,potential_inverse_shape,2.0,5e-07,2.0,17.42797238799177,19.213919952265467,0.37046776824904637,0.3682647964437764,-0.34249713876820165,2.2994192205022643
shape_diffusion__potential_inverse_shape__A2__ct5e-07__p4,shape_diffusion,potential_inverse_shape,2.0,5e-07,4.0,13.40820902088903,14.28843242257294,0.36851395793072994,0.3665282797099926,-0.34074016747239877,2.2969228524257987
shape_diffusion__potential_inverse_shape__A2__ct1e-06__p1,shape_diffusion,potential_inverse_shape,2.0,1e-06,1.0,16.64596412537622,18.200959418275843,0.39203635898907824,0.3887998483684886,-0.3640524891181951,2.3940697537466775
shape_diffusion__potential_inverse_shape__A2__ct1e-06__p2,shape_diffusion,potential_inverse_shape,2.0,1e-06,2.0,11.199645279273685,11.299150121128156,0.3760204984976325,0.3732179193202792,-0.3474680450264397,2.3230193128864816
shape_diffusion__potential_inverse_shape__A2__ct1e-06__p4,shape_diffusion,potential_inverse_shape,2.0,1e-06,4.0,10.014544271884505,9.701947567157134,0.36952728351261466,0.3673736631539659,-0.34155424783524796,2.2970648304180754
shape_diffusion__potential_inverse_shape__A2__ct2e-06__p1,shape_diffusion,potential_inverse_shape,2.0,2e-06,1.0,12.70425737866129,13.231136197706304,0.4087067205254816,0.40485371482951066,-0.38085053121460394,2.5070395193209922
shape_diffusion__potential_inverse_shape__A2__ct2e-06__p2,shape_diffusion,potential_inverse_shape,2.0,2e-06,2.0,10.11027164025919,9.817922771671423,0.39292502449861766,0.388569812609778,-0.36277178390523507,2.3886554081719016
shape_diffusion__potential_inverse_shape__A2__ct2e-06__p4,shape_diffusion,potential_inverse_shape,2.0,2e-06,4.0,10.025308497908114,9.70732410159285,0.38121099959986665,0.37719712583645565,-0.35070248655141933,2.336467039128805
shape_diffusion__potential_inverse_shape__A2__ct4e-06__p1,shape_diffusion,potential_inverse_shape,2.0,4e-06,1.0,10.932988365343366,10.904132512478762,0.43119830196893366,0.42687474223141086,-0.40403041172538845,2.637208556785817
shape_diffusion__potential_inverse_shape__A2__ct4e-06__p2,shape_diffusion,potential_inverse_shape,2.0,4e-06,2.0,10.029720695964789,9.710597787988346,0.42757545632204436,0.42137860805398913,-0.3960429215187668,2.545373183918773
shape_diffusion__potential_inverse_shape__A2__ct4e-06__p4,shape_diffusion,potential_inverse_shape,2.0,4e-06,4.0,10.02943402911628,9.712456245691888,0.4258840154871761,0.41761828771013665,-0.3892206331652383,2.5117459710391694
shape_diffusion__potential_inverse_shape__A3__ct5e-07__p1,shape_diffusion,potential_inverse_shape,3.0,5e-07,1.0,31.591761533870617,36.151759423658646,0.32776148778324626,0.3246658343464333,-0.2929464302192908,2.054176137955082
shape_diffusion__potential_inverse_shape__A3__ct5e-07__p2,shape_diffusion,potential_inverse_shape,3.0,5e-07,2.0,22.883576466796445,25.844995852135792,0.3140911918466896,0.3116445832085434,-0.27875399780399623,1.9850364593620538
shape_diffusion__potential_inverse_shape__A3__ct5e-07__p4,shape_diffusion,potential_inverse_shape,3.0,5e-07,4.0,16.482465702740406,18.173216880862316,0.311656187805387,0.30947899965614706,-0.2764938397572174,1.974576118191127
shape_diffusion__potential_inverse_shape__A3__ct1e-06__p1,shape_diffusion,potential_inverse_shape,3.0,1e-06,1.0,21.659387367873677,24.319884279947058,0.341335193213971,0.3375794342793572,-0.30679664313072386,2.105865444278664
shape_diffusion__potential_inverse_shape__A3__ct1e-06__p2,shape_diffusion,potential_inverse_shape,3.0,1e-06,2.0,12.462059556082686,12.972036333703397,0.32109590756606593,0.31789380144299956,-0.2851803609179292,2.0183725521634384
shape_diffusion__potential_inverse_shape__A3__ct1e-06__p4,shape_diffusion,potential_inverse_shape,3.0,1e-06,4.0,10.046506522778776,9.75198830469936,0.3129191909180988,0.3105347716365475,-0.27753731735961323,1.9753904245038783
shape_diffusion__potential_inverse_shape__A3__ct2e-06__p1,shape_diffusion,potential_inverse_shape,3.0,2e-06,1.0,15.142252141521938,16.33448912081387,0.36293072227029805,0.358355009250032,-0.3289914348636022,2.212364754131638
shape_diffusion__potential_inverse_shape__A3__ct2e-06__p2,shape_diffusion,potential_inverse_shape,3.0,2e-06,2.0,10.226026684067781,9.977059523322978,0.34296852526340177,0.3377385247951738,-0.30521746962461455,2.0928241774975382
shape_diffusion__potential_inverse_shape__A3__ct2e-06__p4,shape_diffusion,potential_inverse_shape,3.0,2e-06,4.0,10.023280206536725,9.704828227489317,0.3281530982998345,0.32335355052395315,-0.2894698753548316,2.0218290421931817
shape_diffusion__potential_inverse_shape__A3__ct4e-06__p1,shape_diffusion,potential_inverse_shape,3.0,4e-06,1.0,11.863417298597025,12.137817818957974,0.392663674575691,0.38741886929518027,-0.36009556066623105,2.349038169374662
shape_diffusion__potential_inverse_shape__A3__ct4e-06__p2,shape_diffusion,potential_inverse_shape,3.0,4e-06,2.0,10.035058922039369,9.717088020771932,0.38908295992764536,0.3813181037208881,-0.3497256837893913,2.352843026014793
shape_diffusion__potential_inverse_shape__A3__ct4e-06__p4,shape_diffusion,potential_inverse_shape,3.0,4e-06,4.0,10.029289103717332,9.712274918284594,0.389077211166387,0.3784233992398661,-0.3412841077049638,2.2065306854296214
shape_diffusion__potential_inverse_shape__A4__ct5e-07__p1,shape_diffusion,potential_inverse_shape,4.0,5e-07,1.0,39.675731828505484,45.6740965084152,0.2830620498903935,0.27965591440344656,-0.2400149577892202,1.818660767538589
shape_diffusion__potential_inverse_shape__A4__ct5e-07__p2,shape_diffusion,potential_inverse_shape,4.0,5e-07,2.0,28.341841926585104,32.36535739308163,0.2677929921365352,0.26511180679834595,-0.2233534830821433,1.7654608672068703
shape_diffusion__potential_inverse_shape__A4__ct5e-07__p4,shape_diffusion,potential_inverse_shape,4.0,5e-07,4.0,19.74140253384567,22.174850706646605,0.26508406258357853,0.2627017211825966,-0.22071407268169002,1.7588587469354406
shape_diffusion__potential_inverse_shape__A4__ct1e-06__p1,shape_diffusion,potential_inverse_shape,4.0,1e-06,1.0,26.76455789908467,30.437739248245933,0.29851524796113554,0.2943490122850796,-0.2563852314004336,1.882877696299401
shape_diffusion__potential_inverse_shape__A4__ct1e-06__p2,shape_diffusion,potential_inverse_shape,4.0,1e-06,2.0,13.975253749436668,14.923694817116917,0.2756885463520835,0.27215492886671505,-0.23088617610964354,1.7832212732674813
shape_diffusion__potential_inverse_shape__A4__ct1e-06__p4,shape_diffusion,potential_inverse_shape,4.0,1e-06,4.0,10.10317621432065,9.83642293172709,0.2664925368829392,0.26388140627129086,-0.2219292246281766,1.7597053199526211
shape_diffusion__potential_inverse_shape__A4__ct2e-06__p1,shape_diffusion,potential_inverse_shape,4.0,2e-06,1.0,17.85282514120656,19.696777250817927,0.3235424002494769,0.3184000982406472,-0.282845695263222,2.0036165583660033
shape_diffusion__potential_inverse_shape__A4__ct2e-06__p2,shape_diffusion,potential_inverse_shape,4.0,2e-06,2.0,10.387788928208549,10.199964244959784,0.3010048379765522,0.2950994022735295,-0.25460504860963684,1.858482300083276
shape_diffusion__potential_inverse_shape__A4__ct2e-06__p4,shape_diffusion,potential_inverse_shape,4.0,2e-06,4.0,10.021371608711853,9.702500198690116,0.28428478442917093,0.27886595322828894,-0.23601280252040366,1.7859093540182012
shape_diffusion__potential_inverse_shape__A4__ct4e-06__p1,shape_diffusion,potential_inverse_shape,4.0,4e-06,1.0,13.004417686372541,13.62250852026735,0.35871404764774745,0.3527274430508294,-0.32039241619228914,2.1681625217836595
shape_diffusion__potential_inverse_shape__A4__ct4e-06__p2,shape_diffusion,potential_inverse_shape,4.0,4e-06,2.0,10.043904033250449,9.728565832724314,0.35591660720587914,0.346898423323389,-0.3082216074758284,2.113089264100046
shape_diffusion__potential_inverse_shape__A4__ct4e-06__p4,shape_diffusion,potential_inverse_shape,4.0,4e-06,4.0,10.029144651732581,9.712094254364269,0.35859589963590466,0.34598723585374636,-0.29876177973898443,1.9604170879370562
shape_diffusion__potential_path__A1__ct5e-07__p1,shape_diffusion,potential_path,1.0,5e-07,1.0,13.215894400466274,13.588531523858775,0.3288340200902032,0.3244185790145187,-0.2905012937865747,2.085954632937632
shape_diffusion__potential_path__A1__ct5e-07__p2,shape_diffusion,potential_path,1.0,5e-07,2.0,11.690653360933647,11.77852517657116,0.31540022450635546,0.3115265905868775,-0.2769233967185399,2.0197120322103164
shape_diffusion__potential_path__A1__ct5e-07__p4,shape_diffusion,potential_path,1.0,5e-07,4.0,10.712400798933889,10.6151894317719,0.31301123383801505,0.3093858061251493,-0.2749229676530273,2.0153004471773057
shape_diffusion__potential_path__A1__ct1e-06__p1,shape_diffusion,potential_path,1.0,1e-06,1.0,11.427715594912259,11.412924721267107,0.34199263746173736,0.33703972334350824,-0.3036946843372404,2.166197142949035
shape_diffusion__potential_path__A1__ct1e-06__p2,shape_diffusion,potential_path,1.0,1e-06,2.0,10.248624780415904,9.970641917397156,0.3221739512642963,0.3176215102531224,-0.28261676719213097,2.056295639068023
shape_diffusion__potential_path__A1__ct1e-06__p4,shape_diffusion,potential_path,1.0,1e-06,4.0,10.018343428468041,9.697487202878971,0.31422084940122835,0.31040262349590986,-0.27575524808464447,2.015823030880122
shape_diffusion__potential_path__A1__ct2e-06__p1,shape_diffusion,potential_path,1.0,2e-06,1.0,10.550996986626636,10.329813622672342,0.362767832243687,0.35719146620320186,-0.32502175639582137,2.280564556389714
shape_diffusion__potential_path__A1__ct2e-06__p2,shape_diffusion,potential_path,1.0,2e-06,2.0,10.04609498708391,9.725220978794669,0.3428094784088572,0.3365340966103888,-0.3006176058535788,2.1351548313411657
shape_diffusion__potential_path__A1__ct2e-06__p4,shape_diffusion,potential_path,1.0,2e-06,4.0,10.02836513355607,9.710993343815922,0.32809971781696634,0.322183404682669,-0.28535141932214547,2.05104509086949
shape_diffusion__potential_path__A1__ct4e-06__p1,shape_diffusion,potential_path,1.0,4e-06,1.0,10.209729980630975,9.913008807749303,0.39134327159944965,0.38533855479262324,-0.35533121376472304,2.464772499642773
shape_diffusion__potential_path__A1__ct4e-06__p2,shape_diffusion,potential_path,1.0,4e-06,2.0,10.03047301751191,9.711371810613512,0.3859430585124735,0.3776645064309774,-0.34214093822981145,2.3457843900029993
shape_diffusion__potential_path__A1__ct4e-06__p4,shape_diffusion,potential_path,1.0,4e-06,4.0,10.029637486582462,9.712702920339938,0.38316749416737667,0.3724215396692526,-0.33051767581987934,2.21300003961145
shape_diffusion__potential_path__A2__ct5e-07__p1,shape_diffusion,potential_path,2.0,5e-07,1.0,19.043672596231932,20.489148261969152,0.2199665269850569,0.2141623052099491,-0.14713399003137875,1.5060668004819857
shape_diffusion__potential_path__A2__ct5e-07__p2,shape_diffusion,potential_path,2.0,5e-07,2.0,15.20783853822484,16.103966422106925,0.20388883072919417,0.1987656046564154,-0.12758921383973867,1.4315687500787284
shape_diffusion__potential_path__A2__ct5e-07__p4,shape_diffusion,potential_path,2.0,5e-07,4.0,12.579513258526969,13.028619840377099,0.2006608247914069,0.19587337936751045,-0.12468119254999184,1.4246181810491232
shape_diffusion__potential_path__A2__ct1e-06__p1,shape_diffusion,potential_path,2.0,1e-06,1.0,14.377965457705658,15.00826256521792,0.23673565641311525,0.23018747070890963,-0.16642449182526137,1.580451889218553
shape_diffusion__potential_path__A2__ct1e-06__p2,shape_diffusion,potential_path,2.0,1e-06,2.0,10.838117290997639,10.722780259404116,0.2132148763588437,0.20715253857345928,-0.13592141940534433,1.4597903410796778
shape_diffusion__potential_path__A2__ct1e-06__p4,shape_diffusion,potential_path,2.0,1e-06,4.0,10.025693437946781,9.707695336560578,0.20252500896796816,0.1974514607915717,-0.125918484421414,1.4254331635016555
shape_diffusion__potential_path__A2__ct2e-06__p1,shape_diffusion,potential_path,2.0,2e-06,1.0,11.73894007446521,11.804277310553918,0.26426342220621435,0.256778494295861,-0.19813275086392412,1.684421873930178
shape_diffusion__potential_path__A2__ct2e-06__p2,shape_diffusion,potential_path,2.0,2e-06,2.0,10.095603102268761,9.78268882816048,0.24230499656093515,0.2337805855859712,-0.1626676187280117,1.5350006756146408
shape_diffusion__potential_path__A2__ct2e-06__p4,shape_diffusion,potential_path,2.0,2e-06,4.0,10.027087364135355,9.709277923721173,0.22493855746769248,0.21660456934269062,-0.14049463643181945,1.453124819662778
shape_diffusion__potential_path__A2__ct4e-06__p1,shape_diffusion,potential_path,2.0,4e-06,1.0,10.61204930570724,10.407076177166049,0.30396598511653644,0.29570370069172597,-0.24434274621963356,1.8834383660690543
shape_diffusion__potential_path__A2__ct4e-06__p2,shape_diffusion,potential_path,2.0,4e-06,2.0,10.03348614239484,9.713005669777681,0.30406143819888354,0.29254471823248,-0.22604430090358626,1.7455571878149705
shape_diffusion__potential_path__A2__ct4e-06__p4,shape_diffusion,potential_path,2.0,4e-06,4.0,10.029549997048827,9.712585390588162,0.3115151754999787,0.2960912909331091,-0.21115193351741698,1.6254299294859607
shape_diffusion__potential_path__A3__ct5e-07__p1,shape_diffusion,potential_path,3.0,5e-07,1.0,25.386380727109767,27.812393832752335,0.17299831235721513,0.16750464658239964,-0.0399432907942597,1.171963331316227
shape_diffusion__potential_path__A3__ct5e-07__p2,shape_diffusion,potential_path,3.0,5e-07,2.0,19.350900356213593,21.043851088978844,0.16402969796668876,0.15929382915371404,-0.017002938716050093,1.1121020204964163
shape_diffusion__potential_path__A3__ct5e-07__p4,shape_diffusion,potential_path,3.0,5e-07,4.0,15.024116448628357,16.073202661076056,0.1617038599743539,0.15726369664883474,-0.013571960704307905,1.1034819456414473
shape_diffusion__potential_path__A3__ct1e-06__p1,shape_diffusion,potential_path,3.0,1e-06,1.0,17.976246206473878,19.277006976463642,0.18513894871942257,0.1787292685598478,-0.06279861237508993,1.222510927108711
shape_diffusion__potential_path__A3__ct1e-06__p2,shape_diffusion,potential_path,3.0,1e-06,2.0,11.714413630143468,11.838207797311835,0.17123937998461639,0.165613025101331,-0.026875265206290605,1.133903992259527
