galaxy,sigma_v_kms,n_points,rms_gr,rms_coherence,delta_rms,K_mean,K_max,ell_coh_mean_kpc,tau_coh_mean_yr
CamB,1.635,9,4.616823441597752,5.238620396208627,0.6217969546108746,0.11705660864837736,0.11705661807168255,4.898963795699776,431890.60573171714
D512-2,25.0,4,12.493950382400962,6.952229469978185,-5.541720912422777,0.6287563348208792,0.6287563352493315,0.21275071423421518,18756.014265940423
D564-8,3.1275,6,10.049576841590154,9.124246370180837,-0.9253304714093176,0.20707128514515707,0.20707129311331474,3.586533298554295,316187.28028757096
D631-7,8.355,16,24.5852323730351,21.389913592845307,-3.195318780189794,0.4026138108393523,0.40261381710501964,1.7536901420614648,154604.59176805947
DDO064,6.7875,14,14.591505838594633,11.174405006614565,-3.4171008319800684,0.35762570456836074,0.3576257085078456,0.8777362788390745,77380.86439284697
DDO154,6.757499999999999,12,22.680803776816237,19.98424892476605,-2.6965548520501876,0.3566770973434732,0.3566771041424903,2.0259223588898423,178604.4705034159
DDO161,9.967499999999998,31,21.31489016029167,16.034670832126324,-5.280219328165348,0.44115558534400684,0.4411555953041083,2.2515955655601716,198499.7263148227
DDO168,7.199999999999999,10,18.767038568918075,14.868542025300426,-3.8984965436176484,0.3703109784475504,0.3703109827071641,1.3010187868215044,114697.27381980394
DDO170,8.565,8,24.535484730575124,19.24045838182091,-5.295026348754213,0.4080310617559967,0.4080310711295211,3.1413274616366333,276938.1193220531
ESO079-G014,23.775,15,28.886704382352235,13.349522533121352,-15.537181849230883,0.6195503822339776,0.6195503853472424,0.6864406573914983,60516.322161826545
ESO116-G012,16.275,15,34.256228959673145,22.546577878462625,-11.70965108121052,0.5455661831838765,0.5455661864764494,0.7986511914815371,70408.75606390313
ESO444-G084,7.919999999999999,7,31.693305766747677,28.409117583914334,-3.2841881828333435,0.3909657089459098,0.39096571376462186,1.0152308453272225,89502.32804961273
ESO563-G021,46.875,30,62.93505741241875,51.18269503454374,-11.75236237787501,0.7305392642322222,0.7305392663618736,0.6565112473151646,57877.7578477961
F561-1,7.1025,6,4.42316040510831,10.716867769855108,6.2937073647467985,0.36737158292310007,0.36737159233186156,3.3060767894481464,291462.3513739138
F563-1,15.9375,17,57.23862337544333,48.818130904474295,-8.420492470969037,0.5412664916667924,0.5412664988449589,1.6221639731834105,143009.29955622938
