gamma_sigma,F_max,extra_amp,sigma_gate_ref,frac_improved,mean_delta_rms,median_delta_rms,std_delta_rms,n_galaxies,mean_delta_low,n_low,mean_delta_med,n_med,mean_delta_high,n_high
0.0,3.0,0.1,25.0,0.7393939393939394,-0.9169815965688,-3.203159552341475,11.888222385232671,165,-2.249035689918297,82,-3.548822828116977,37,3.5744653865168803,46
0.0,3.0,0.1,30.0,0.7393939393939394,-0.9169815965688,-3.203159552341475,11.888222385232671,165,-2.249035689918297,82,-3.548822828116977,37,3.5744653865168803,46
0.0,3.0,0.15,20.0,0.7393939393939394,-0.812021114988295,-3.24132894294182,12.794724712667735,165,-2.418363101616942,82,-3.682235412616959,37,4.360108709268435,46
0.0,3.0,0.15,25.0,0.7393939393939394,-0.812021114988295,-3.24132894294182,12.794724712667735,165,-2.418363101616942,82,-3.682235412616959,37,4.360108709268435,46
0.0,3.0,0.15,30.0,0.7393939393939394,-0.812021114988295,-3.24132894294182,12.794724712667735,165,-2.418363101616942,82,-3.682235412616959,37,4.360108709268435,46
0.0,3.0,0.2,20.0,0.7393939393939394,-0.6829993481049733,-3.4263054599230856,13.68642271189377,165,-2.5851810984855654,82,-3.7946862440962823,37,5.210724971088223,46
0.0,3.0,0.2,25.0,0.7393939393939394,-0.6829993481049733,-3.4263054599230856,13.68642271189377,165,-2.5851810984855654,82,-3.7946862440962823,37,5.210724971088223,46
0.0,3.0,0.2,30.0,0.7393939393939394,-0.6829993481049733,-3.4263054599230856,13.68642271189377,165,-2.5851810984855654,82,-3.7946862440962823,37,5.210724971088223,46
0.0,3.0,0.25,20.0,0.7333333333333333,-0.5308477070167813,-3.6304965464569534,14.563871937035165,165,-2.7494810537218117,82,-3.8869455853513997,37,6.123577421856987,46
0.0,3.0,0.25,25.0,0.7333333333333333,-0.5308477070167813,-3.6304965464569534,14.563871937035165,165,-2.7494810537218117,82,-3.8869455853513997,37,6.123577421856987,46
0.0,3.0,0.25,30.0,0.7333333333333333,-0.5308477070167813,-3.6304965464569534,14.563871937035165,165,-2.7494810537218117,82,-3.8869455853513997,37,6.123577421856987,46
0.0,4.0,0.1,20.0,0.7393939393939394,-0.812021114988295,-3.24132894294182,12.794724712667735,165,-2.418363101616942,82,-3.682235412616959,37,4.360108709268435,46
0.0,4.0,0.1,25.0,0.7393939393939394,-0.812021114988295,-3.24132894294182,12.794724712667735,165,-2.418363101616942,82,-3.682235412616959,37,4.360108709268435,46
0.0,4.0,0.1,30.0,0.7393939393939394,-0.812021114988295,-3.24132894294182,12.794724712667735,165,-2.418363101616942,82,-3.682235412616959,37,4.360108709268435,46
0.0,4.0,0.15,20.0,0.7333333333333333,-0.6097532712181191,-3.5291001641201447,14.126883123584914,165,-2.6676470415491615,82,-3.843295039371141,37,5.659558350277691,46
0.0,4.0,0.15,25.0,0.7333333333333333,-0.6097532712181191,-3.5291001641201447,14.126883123584914,165,-2.6676470415491615,82,-3.843295039371141,37,5.659558350277691,46
0.0,4.0,0.15,30.0,0.7333333333333333,-0.6097532712181191,-3.5291001641201447,14.126883123584914,165,-2.6676470415491615,82,-3.843295039371141,37,5.659558350277691,46
0.0,4.0,0.2,20.0,0.7272727272727273,-0.3565779234749864,-3.829350326120501,15.427877769936856,165,-2.91123700903103,82,-3.9596930122998706,37,7.095537365701453,46
0.0,4.0,0.2,25.0,0.7272727272727273,-0.3565779234749864,-3.829350326120501,15.427877769936856,165,-2.91123700903103,82,-3.9596930122998706,37,7.095537365701453,46
0.0,4.0,0.2,30.0,0.7272727272727273,-0.3565779234749864,-3.829350326120501,15.427877769936856,165,-2.91123700903103,82,-3.9596930122998706,37,7.095537365701453,46
0.0,4.0,0.25,20.0,0.7151515151515152,-0.05605496771667566,-4.101778589185418,16.70081672472649,165,-3.1490008584501137,82,-4.033450667731367,37,8.656666857080838,46
0.0,4.0,0.25,25.0,0.7151515151515152,-0.05605496771667566,-4.101778589185418,16.70081672472649,165,-3.1490008584501137,82,-4.033450667731367,37,8.656666857080838,46
0.0,4.0,0.25,30.0,0.7151515151515152,-0.05605496771667566,-4.101778589185418,16.70081672472649,165,-3.1490008584501137,82,-4.033450667731367,37,8.656666857080838,46
0.0,5.0,0.1,20.0,0.7393939393939394,-0.6847598107663229,-3.4263054599230856,13.683353129279977,165,-2.5851810984855654,82,-3.7946862440962823,37,5.204410268063816,46
0.0,5.0,0.1,25.0,0.7393939393939394,-0.6847598107663229,-3.4263054599230856,13.683353129279977,165,-2.5851810984855654,82,-3.7946862440962823,37,5.204410268063816,46
0.0,5.0,0.1,30.0,0.7393939393939394,-0.6847598107663229,-3.4263054599230856,13.683353129279977,165,-2.5851810984855654,82,-3.7946862440962823,37,5.204410268063816,46
0.0,5.0,0.15,20.0,0.7272727272727273,-0.35971824506139904,-3.829350326120501,15.423061423961252,165,-2.91123700903103,82,-3.9596930122998706,37,7.084273168706713,46
0.0,5.0,0.15,25.0,0.7272727272727273,-0.35971824506139904,-3.829350326120501,15.423061423961252,165,-2.91123700903103,82,-3.9596930122998706,37,7.084273168706713,46
0.0,5.0,0.15,30.0,0.7272727272727273,-0.35971824506139904,-3.829350326120501,15.423061423961252,165,-2.91123700903103,82,-3.9596930122998706,37,7.084273168706713,46
0.0,5.0,0.2,20.0,0.7090909090909091,0.049231699494461365,-4.209213753599759,17.11283340990608,165,-3.2269254482151726,82,-4.04882681110815,37,9.185602373505038,46
0.0,5.0,0.2,25.0,0.7090909090909091,0.049231699494461365,-4.209213753599759,17.11283340990608,165,-3.2269254482151726,82,-4.04882681110815,37,9.185602373505038,46
0.0,5.0,0.2,30.0,0.7090909090909091,0.049231699494461365,-4.209213753599759,17.11283340990608,165,-3.2269254482151726,82,-4.04882681110815,37,9.185602373505038,46
0.0,5.0,0.25,20.0,0.696969696969697,0.5335053813979691,-4.428938307468329,18.76045519558103,165,-3.5317085558621284,82,-4.065266330151945,37,11.479203124499596,46
0.0,5.0,0.25,25.0,0.696969696969697,0.5335053813979691,-4.428938307468329,18.76045519558103,165,-3.5317085558621284,82,-4.065266330151945,37,11.479203124499596,46
0.0,5.0,0.25,30.0,0.696969696969697,0.5335053813979691,-4.428938307468329,18.76045519558103,165,-3.5317085558621284,82,-4.065266330151945,37,11.479203124499596,46
0.5,2.0,0.1,20.0,0.7393939393939394,-1.0446951483961224,-2.9131269919151723,10.445201820031025,165,-2.0034008043278564,82,-3.3165887520118864,37,2.4916945716079084,46
0.5,2.0,0.1,25.0,0.7393939393939394,-1.0431332955765549,-2.920051757310688,10.470946971137424,165,-2.0080985337913617,82,-3.3214979125572284,37,2.5096197557690765,46
0.5,2.0,0.1,30.0,0.7393939393939394,-1.0417715956871552,-2.925564152819879,10.492114853071952,165,-2.0118583284556317,82,-3.325433488973938,37,2.5243719290655835,46
0.5,2.0,0.15,20.0,0.7393939393939394,-1.039309607797141,-2.956909359839088,10.6519389737422,165,-2.053369635330187,82,-3.3648895686851055,37,2.638937801128173,46
0.5,2.0,0.15,25.0,0.7393939393939394,-1.036715702892746,-2.9521776450033954,10.690430138615197,165,-2.060385814579342,82,-3.3720084013633658,37,2.666475144970597,46
0.5,2.0,0.15,30.0,0.7393939393939394,-1.0344564485429202,-2.9482155072818657,10.72207020038876,165,-2.0660002359214604,82,-3.377702946251181,37,2.6891677032015586,46
0.5,2.0,0.2,20.0,0.7393939393939394,-1.0325760801553352,-2.997039160128068,10.85810807218796,165,-2.1031200805605486,82,-3.4117794768627254,37,2.7894920440055557,46
0.5,2.0,0.2,25.0,0.7393939393939394,-1.0287851260784144,-3.0110034321429353,10.909260208610176,165,-2.1124346010765653,82,-3.420947763695387,37,2.8270686683058552,46
0.5,2.0,0.2,30.0,0.7393939393939394,-1.0254860420013023,-3.022204662980169,10.951297395448428,165,-2.1198869430618577,82,-3.428264819249424,37,2.85807240680622,46
0.5,2.0,0.25,20.0,0.7393939393939394,-1.0245042734123253,-3.0692104353198495,11.063705274573028,165,-2.1526530820801923,82,-3.457270810156366,37,2.9433340781158175,46
0.5,2.0,0.25,25.0,0.7393939393939394,-1.0193531135382554,-3.0866232900710457,11.127433053685749,165,-2.164245930060112,82,-3.468330609650893,37,2.9913725019173936,46
0.5,2.0,0.25,30.0,0.7393939393939394,-1.0148735963123938,-3.1005893147523444,11.179792102982367,165,-2.1735195645975702,82,-3.4771357697969965,37,3.031054008433578,46
0.5,3.0,0.1,20.0,0.7393939393939394,-1.0325760801553352,-2.997039160128068,10.85810807218796,165,-2.1031200805605486,82,-3.4117794768627254,37,2.7894920440055557,46
0.5,3.0,0.1,25.0,0.7393939393939394,-1.0287851260784144,-3.0110034321429353,10.909260208610176,165,-2.1124346010765653,82,-3.420947763695387,37,2.8270686683058552,46
0.5,3.0,0.1,30.0,0.7393939393939394,-1.0254860420013023,-3.022204662980169,10.951297395448428,165,-2.1198869430618577,82,-3.428264819249424,37,2.85807240680622,46
0.5,3.0,0.15,20.0,0.7393939393939394,-1.0151039556342882,-3.14121030840143,11.268727449619405,165,-2.2019694436116684,82,-3.5013758546542473,37,3.1004401808414426,46
0.5,3.0,0.15,25.0,0.7393939393939394,-1.0084312983189991,-3.1620549684811863,11.344945425841567,165,-2.215820675167108,82,-3.5141714825948527,37,3.1593581738495113,46
0.5,3.0,0.15,30.0,0.7393939393939394,-1.0026324414867445,-3.1787717699171125,11.407551029014472,165,-2.2268990300495055,82,-3.5243323732158243,37,3.208079683211567,46
0.5,3.0,0.2,20.0,0.7393939393939394,-0.9923572113323592,-3.269338647996662,11.677037654023461,165,-2.2999547783110343,82,-3.585475862454519,37,3.4243469317931035,46
0.5,3.0,0.2,25.0,0.7393939393939394,-0.9821652844444246,-3.2093569466729086,11.777980063987366,165,-2.318263101475909,82,-3.6012849870712857,37,3.506257541507218,46
0.5,3.0,0.2,30.0,0.7393939393939394,-0.9733179606754707,-3.191765634395203,11.860853472487392,165,-2.332901293870108,82,-3.613768204669123,37,3.5741275251881253,46
0.5,3.0,0.25,20.0,0.7393939393939394,-0.9644155000502276,-3.2833249317074333,12.08302729107462,165,-2.397079792563892,82,-3.664176063069506,37,3.761010865554854,46
0.5,3.0,0.25,25.0,0.7393939393939394,-0.9500822516082029,-3.3150953771858553,12.208355147477588,165,-2.4197656522169533,82,-3.682402255965348,37,3.867523813851187,46
0.5,3.0,0.25,30.0,0.7393939393939394,-0.9376519513554993,-3.3404713846248413,12.311198598436205,165,-2.4378975121228885,82,-3.6967018953918322,37,3.9559346554329853,46
0.5,4.0,0.1,20.0,0.7393939393939394,-1.0151039556342882,-3.14121030840143,11.268727449619405,165,-2.2019694436116684,82,-3.5013758546542473,37,3.1004401808414426,46
0.5,4.0,0.1,25.0,0.7393939393939394,-1.0084312983189991,-3.1620549684811863,11.344945425841567,165,-2.215820675167108,82,-3.5141714825948536,37,3.1593581738495113,46
0.5,4.0,0.1,30.0,0.7393939393939394,-1.0026324414867447,-3.1787717699171125,11.407551029014472,165,-2.226899030049505,82,-3.5243323732158243,37,3.208079683211567,46
0.5,4.0,0.15,20.0,0.7393939393939394,-0.9790306950075232,-3.2146451180985594,11.880322841524821,165,-2.3486246782536107,82,-3.625494976879698,37,3.5910972409805124,46
0.5,4.0,0.15,25.0,0.7393939393939394,-0.9668448736266583,-3.2433297402054677,11.993500093773019,165,-2.369131725606037,82,-3.6425861271356914,37,3.685110522941673,46
0.5,4.0,0.15,30.0,0.7393939393939394,-0.9562719677377611,-3.2662438877393356,12.086395466560841,165,-2.385525036601462,82,-3.6560398453376917,37,3.763079404393126,46
0.5,4.0,0.2,20.0,0.7393939393939394,-0.9313598821321245,-3.3855725143632647,12.486695432757921,165,-2.4933460310069715,82,-3.7375709398800785,37,4.110219973181174,46
0.5,4.0,0.2,25.0,0.7393939393939394,-0.9122793133732373,-3.4216246741379024,12.636074781377614,165,-2.5203295354400983,82,-3.7576344471412417,37,4.242900211820214,46
0.5,4.0,0.2,30.0,0.7393939393939394,-0.8957462618873802,-3.450183487094968,12.758595875616052,165,-2.5418885392337995,82,-3.77325945851939,37,4.353202760238507,46
0.5,4.0,0.25,20.0,0.7393939393939394,-0.8723689522362843,-3.5565629406811787,13.087867265022876,165,-2.6361332168780827,82,-3.8379155378663694,37,4.657063512305902,46
0.5,4.0,0.25,25.0,0.7393939393939394,-0.8450676593480038,-3.600426722033582,13.272714799288494,165,-2.6694116452508716,82,-3.8596820601052473,37,4.831822333522717,46
0.5,4.0,0.25,30.0,0.7393939393939394,-0.8214395399782791,-3.635174199855893,13.424221686824277,165,-2.6959849525611586,82,-3.8764045102525855,37,4.977395845498796,46
0.5,5.0,0.1,20.0,0.7393939393939394,-0.9929609653082235,-3.269338647996662,11.675883317321748,165,-2.2999547783110343,82,-3.585475862454519,37,3.4221812925318518,46
0.5,5.0,0.1,25.0,0.7393939393939394,-0.9828163257790752,-3.2093569466729086,11.776743417650883,165,-2.318263101475909,82,-3.6012849870712857,37,3.5039222845459714,46
0.5,5.0,0.1,30.0,0.7393939393939394,-0.974008698100108,-3.191765634395203,11.859548167668754,165,-2.332901293870108,82,-3.613768204669123,37,3.5716498800780143,46
0.5,5.0,0.15,20.0,0.7393939393939394,-0.9323765055996645,-3.3855725143632647,12.484917020782056,165,-2.4933460310069715,82,-3.7375709398800794,37,4.106573389004129,46
0.5,5.0,0.15,25.0,0.7393939393939394,-0.9133803113479866,-3.4216246741379024,12.634166293372415,165,-2.5203295354400983,82,-3.7576344471412417,37,4.238950979954266,46
0.5,5.0,0.15,30.0,0.7393939393939394,-0.8969183596002316,-3.450183487094968,12.756578659321347,165,-2.5418885392337995,82,-3.77325945851939,37,4.348998496703278,46
0.5,5.0,0.2,20.0,0.7393939393939394,-0.851733046717047,-3.626577864373111,13.284674533055133,165,-2.6832974867565826,82,-3.868808274901908,37,4.8400075516760355,46
0.5,5.0,0.2,25.0,0.7393939393939394,-0.8215355384153432,-3.673230490810962,13.481004912133827,165,-2.718633202602806,82,-3.890868885094959,37,5.02905885920461,46
0.5,5.0,0.2,30.0,0.7393939393939394,-0.7954080650981249,-3.7101834170253376,13.64188454748547,165,-2.7468436618666945,82,-3.9077259468281333,37,5.186624120967811,46
0.5,5.0,0.25,20.0,0.7333333333333333,-0.7517031054293899,-3.8449139629398132,14.075336624909088,165,-2.8697777151876154,82,-3.979877230292995,37,5.620569951529911,46
0.5,5.0,0.25,25.0,0.7333333333333333,-0.7080925986579585,-3.8773842156414418,14.317526638315933,165,-2.913131650703366,82,-4.001788534882436,37,5.871906355864414,46
0.5,5.0,0.25,30.0,0.7333333333333333,-0.6704160246786603,-3.925614912001741,14.515819961218998,165,-2.9477139091823332,82,-4.01806431822909,37,6.081788614248887,46
1.0,2.0,0.1,20.0,0.7393939393939394,-1.0614074477724256,-2.937907963656773,10.39296119427486,165,-2.015827087027218,82,-3.3255715435005855,37,2.461124768767464,46
1.0,2.0,0.1,25.0,0.7393939393939394,-1.05796387465097,-2.9496925146643598,10.442197218136728,165,-2.0243357299940694,82,-3.335108060806132,37,2.4963149737376216,46
1.0,2.0,0.1,30.0,0.7393939393939394,-1.054583145436296,-2.9584277911923333,10.483472403464992,165,-2.0307676026057653,82,-3.342373975157029,37,2.5257513369020415,46
1.0,2.0,0.15,20.0,0.7393939393939394,-1.0646970664898228,-2.963188728781823,10.574087116498376,165,-2.0719148793158366,82,-3.3783918240614357,37,2.5917935135511074,46
1.0,2.0,0.15,25.0,0.7393939393939394,-1.0590788584789614,-2.967882251846831,10.647751599329904,165,-2.0846165794847002,82,-3.3922013361680268,37,2.6456955936289934,46
1.0,2.0,0.15,30.0,0.7393939393939394,-1.0535926958764226,-2.9827567782280404,10.709471222869361,165,-2.0942154355404585,82,-3.402665649338661,37,2.690902172179093,46
1.0,2.0,0.2,20.0,0.7393939393939394,-1.0668491453678544,-3.0284997004544216,10.75497742554104,165,-2.127722226484559,82,-3.4298177143081907,37,2.724921065553063,46
1.0,2.0,0.2,25.0,0.7393939393939394,-1.0587588040127465,-3.0544705021237526,10.852942115939342,165,-2.1445764654229995,82,-3.4475759379719064,37,2.7982690697292028,46
1.0,2.0,0.2,30.0,0.7393939393939394,-1.0508949482419916,-3.074245064761552,10.9349762303992,165,-2.1573099296363085,82,-3.460954790473291,37,2.8599364134295753,46
1.0,2.0,0.25,20.0,0.7393939393939394,-1.067871616667275,-3.1084375924733187,10.935623254847485,165,-2.183250476510361,82,-3.479859931576879,37,2.860489995480298,46
1.0,2.0,0.25,25.0,0.7393939393939394,-1.0570149723844773,-3.140812178214947,11.057758928520826,165,-2.2042168979631294,82,-3.5012469835615163,37,2.9540098604633487,46
1.0,2.0,0.25,30.0,0.7393939393939394,-1.046504546641031,-3.1654580799202456,11.159977136809228,165,-2.2200527194378776,82,-3.517260871145672,37,3.0328201093592546,46
1.0,3.0,0.1,20.0,0.7393939393939394,-1.0668491453678544,-3.0284997004544216,10.75497742554104,165,-2.127722226484559,82,-3.4298177143081907,37,2.724921065553063,46
1.0,3.0,0.1,25.0,0.7393939393939394,-1.0587588040127465,-3.0544705021237526,10.852942115939342,165,-2.1445764654229995,82,-3.4475759379719064,37,2.7982690697292028,46
1.0,3.0,0.1,30.0,0.7393939393939394,-1.0508949482419916,-3.074245064761552,10.9349762303992,165,-2.1573099296363085,82,-3.460954790473291,37,2.8599364134295753,46
1.0,3.0,0.15,20.0,0.7393939393939394,-1.0677723804761723,-3.1881651920488316,11.116016542512671,165,-2.238500731017174,82,-3.528529174704747,37,2.9984825354112066,46
1.0,3.0,0.15,25.0,0.7393939393939394,-1.0538586176648626,-3.2269085034245037,11.262193322232461,165,-2.263539076370193,82,-3.5532295415014032,37,3.112891856156641,46
1.0,3.0,0.15,30.0,0.7393939393939394,-1.0404361661901276,-3.2563972634089104,11.384465096869931,165,-2.2824450722027247,82,-3.5716032736922254,37,3.209518470127492,46
1.0,3.0,0.2,20.0,0.7393939393939394,-1.064240238025713,-3.333374790474018,11.47601694841177,165,-2.3481704487210546,82,-3.6217913460476807,37,3.2816655940140875,46
1.0,3.0,0.2,25.0,0.7393939393939394,-1.0433533375655197,-3.264037296733676,11.669885159428596,165,-2.381231932562146,82,-3.6521890520913747,37,3.4399720151992623,46
1.0,3.0,0.2,30.0,0.7393939393939394,-1.0233243503932472,-3.2985056801801917,11.831873440867994,165,-2.406181715812868,82,-3.6744738559374217,37,3.574215555466392,46
1.0,3.0,0.25,20.0,0.7393939393939394,-1.056315334780392,-3.373250733311366,11.834928280447402,165,-2.4567353751544445,82,-3.709688833099048,37,3.574320811925315,46
1.0,3.0,0.25,25.0,0.7393939393939394,-1.0273329294449576,-3.4301682251095755,12.075967605356373,165,-2.4976585054183045,82,-3.744572930632152,37,3.77928831563636,46
1.0,3.0,0.25,30.0,0.7393939393939394,-0.9996776312373477,-3.450851186162298,12.277155857143804,165,-2.5285227264779047,82,-3.769718079715234,37,3.9537309427497718,46
1.0,4.0,0.1,20.0,0.7393939393939394,-1.0677723804761723,-3.1881651920488316,11.116016542512671,165,-2.238500731017174,82,-3.528529174704747,37,2.998482535411207,46
1.0,4.0,0.1,25.0,0.7393939393939394,-1.0538586176648623,-3.2269085034245037,11.262193322232461,165,-2.2635390763701926,82,-3.5532295415014032,37,3.112891856156641,46
1.0,4.0,0.1,30.0,0.7393939393939394,-1.0404361661901278,-3.2563972634089104,11.384465096869931,165,-2.2824450722027247,82,-3.5716032736922254,37,3.209518470127492,46
1.0,4.0,0.15,20.0,0.7393939393939394,-1.0608229862387506,-3.2958469210519823,11.655611498658184,165,-2.402590910296271,82,-3.6664054341109944,37,3.4268187603697196,46
1.0,4.0,0.15,25.0,0.7393939393939394,-1.0360269044323782,-3.347259228199377,11.873130129610317,165,-2.4396034781418288,82,-3.6991956353991626,37,3.6081148801316654,46
1.0,4.0,0.15,30.0,0.7393939393939394,-1.012310448928381,-3.385886427003115,12.05478251431694,165,-2.4675267235993417,82,-3.723039944736477,37,3.7621401134176704,46
1.0,4.0,0.2,20.0,0.7393939393939394,-1.0440598026097112,-3.527247938851829,12.192709950425964,165,-2.564195688533001,82,-3.792304871364801,37,3.876292592817421,46
1.0,4.0,0.2,25.0,0.7393939393939394,-1.0058872526396874,-3.5755165547107843,12.480404218755277,165,-2.6128173757223387,82,-3.8304969334663603,37,4.130609014389971,46
1.0,4.0,0.2,30.0,0.7393939393939394,-0.9696146386133233,-3.5901308834258003,12.720284466800576,165,-2.6494651279709016,82,-3.8574831019877327,37,4.34775217165134,46
1.0,4.0,0.25,20.0,0.7393939393939394,-1.0176910677548947,-3.7376625525742213,12.72719614093224,165,-2.7233059760080174,82,-3.906503348305462,37,4.346362776965259,46
1.0,4.0,0.25,25.0,0.7393939393939394,-0.9637422164980004,-3.8080941561533947,13.083921948841349,165,-2.783163480463502,82,-3.947514482030041,37,4.679564685020623,46
1.0,4.0,0.25,30.0,0.7393939393939394,-0.9127496678776847,-3.845489469036714,13.38091472026349,165,-2.828235247012801,82,-3.9754141359956727,37,4.965259088849382,46
1.0,5.0,0.1,20.0,0.7393939393939394,-1.0647653204589567,-3.333374790474018,11.475140921014908,165,-2.3481704487210546,82,-3.6217913460476807,37,3.2797821461557124,46
1.0,5.0,0.1,25.0,0.7393939393939394,-1.0439678991921943,-3.264037296733676,11.66886048196874,165,-2.381231932562146,82,-3.6521890520913747,37,3.437767609364451,46
1.0,5.0,0.1,30.0,0.7393939393939394,-1.0240168406583634,-3.2985056801801917,11.830718373261076,165,-2.4061817158128687,82,-3.6744738559374217,37,3.5717316229936924,46
1.0,5.0,0.15,20.0,0.7393939393939394,-1.044927773206564,-3.527247938851829,12.191358720043018,165,-2.564195688533001,82,-3.792304871364801,37,3.873179220024362,46
1.0,5.0,0.15,25.0,0.7393939393939394,-1.0069124785380548,-3.5755165547107843,12.478817318494638,165,-2.6128173757223387,82,-3.8304969334663603,37,4.126931573667567,46
1.0,5.0,0.15,30.0,0.7393939393939394,-0.9707781148580542,-3.5901308834258003,12.718489895543117,165,-2.6494651279709016,82,-3.8574831019877327,37,4.343578832947414,46
1.0,5.0,0.2,20.0,0.7393939393939394,-1.0080608320588258,-3.8191573078868544,12.902907246571349,165,-2.775784030216824,82,-3.942015206042535,37,4.503017735035806,46
1.0,5.0,0.2,25.0,0.7393939393939394,-0.9485739433332021,-3.8668903624931374,13.282062815870447,165,-2.8393016138873524,82,-3.9834087176523743,37,4.862916396563529,46
1.0,5.0,0.2,30.0,0.7333333333333333,-0.8924211065388545,-3.8808227980042673,13.597559953005254,165,-2.8871125440135166,82,-4.011133144591526,37,5.1718624430453,46
1.0,5.0,0.25,20.0,0.7333333333333333,-0.9546435366823305,-4.0346714959803585,13.609609665188383,165,-2.982860015252877,82,-4.071538562670045,37,5.167940532977022,46
1.0,5.0,0.25,25.0,0.7333333333333333,-0.869655112610365,-4.09992353351781,14.07850913540335,165,-3.0605741179587143,82,-4.111757866159372,37,5.643674459560894,46
1.0,5.0,0.25,30.0,0.7333333333333333,-0.7898845137076584,-4.096606172602353,14.467967558546489,165,-3.1189813608631165,82,-4.136456660759075,37,6.053791810371689,46
1.5,2.0,0.1,20.0,0.7393939393939394,-1.0771976462753876,-2.9589555179142106,10.345664852657741,165,-2.0270183710796594,82,-3.334451915334793,37,2.4315786013147913,46
1.5,2.0,0.1,25.0,0.7393939393939394,-1.0713958143604148,-2.9727205687494394,10.41452553610305,165,-2.037966290587554,82,-3.348093125715994,37,2.482877654569626,46
1.5,2.0,0.1,30.0,0.7393939393939394,-1.0650477104832403,-2.973564731014335,10.474082908090288,165,-2.045580317134951,82,-3.357646360787722,37,2.5269049809668926,46
1.5,2.0,0.15,20.0,0.7393939393939394,-1.0886181415623473,-2.9705392275455687,10.503579325772005,165,-2.0886124498899594,82,-3.391733066713934,37,2.546485891339237,46
1.5,2.0,0.15,25.0,0.7393939393939394,-1.0793122540945523,-2.99663439584549,10.606676956940506,165,-2.1049495103641704,82,-3.4114482721084882,37,2.6248461737451074,46
1.5,2.0,0.15,30.0,0.7393939393939394,-1.0692022101503207,-3.0149857972447727,10.695765381911649,165,-2.1163077704238833,82,-3.425113022698592,37,2.692349007387031,46
1.5,2.0,0.2,20.0,0.7393939393939394,-1.0990563998022778,-3.0580029861942535,10.661540364539645,165,-2.14986710141749,82,-3.4476316759516177,37,2.6631993121536572,46
1.5,2.0,0.2,25.0,0.7393939393939394,-1.0858502495955413,-3.09269142489914,10.798741348934895,165,-2.1715371659046276,82,-3.4729316552028138,37,2.769548427465638,46
1.5,2.0,0.2,30.0,0.7393939393939394,-1.0715930437443275,-3.1170801352075763,10.917193429912277,165,-2.1865981163469246,82,-3.490273768301661,37,2.8614852771694625,46
1.5,2.0,0.25,20.0,0.7393939393939394,-1.1085188381116953,-3.145215159144424,10.819532620159217,165,-2.2107839587370552,82,-3.502157032553671,37,2.7817062289672743,46
1.5,2.0,0.25,25.0,0.7393939393939394,-1.0910206572430845,-3.1884450022273363,10.990700651162745,165,-2.237731068919492,82,-3.5325589374636586,37,2.9169613020096703,46
1.5,2.0,0.25,30.0,0.7393939393939394,-1.0722361608928517,-3.2188316757130657,11.138348033261419,165,-2.2564532960441386,82,-3.553151150639554,37,3.0342781804774415,46
1.5,3.0,0.1,20.0,0.7393939393939394,-1.0990563998022778,-3.0580029861942535,10.661540364539645,165,-2.14986710141749,82,-3.4476316759516177,37,2.6631993121536572,46
