galaxy,sigma_v_kms,Xi_mean,K_rough,A_empirical,F_missing,ell0_kpc,C_mean,K_total_mean,rms_gr,rms_model,delta_rms,n_points
CamB,1.635,1.0886435427599332,0.7806017683350729,4.511167322402237,5.779089294178771,5.0,0.10995423217265574,0.08583046806990023,4.616823441597752,5.032804150942178,-0.4159807093444261,9
D512-2,25.0,0.025788237525741955,0.5368872949886717,7.894151136082026,14.703553631770317,5.0,0.19485360828124848,0.10461442666890174,12.493950382400962,11.380257784849919,1.1136925975510437,4
D564-8,3.1275,0.2916049396953968,0.6842588896742318,15.623888118420687,22.833299434164534,5.0,0.16422284707930024,0.11237094300162313,10.049576841590154,9.449223324488985,0.6003535171011691,6
D631-7,8.355,0.15597673562885941,0.6427571899059484,15.124412321327439,23.53052219227687,5.0,0.24080828329819448,0.15478125547882302,24.5852323730351,22.929777467460486,1.655454905574615,16
DDO064,6.7875,0.1737974810374267,0.6497485342286696,15.69936108468814,24.16221085181083,5.0,0.1389769924835573,0.09030009715770017,14.591505838594633,13.437930441707193,1.1535753968874403,14
DDO154,6.757499999999999,0.15924942658994803,0.6440932508426187,17.24409156255983,26.772663026666844,5.0,0.22183063892895857,0.14287961736424806,22.680803776816237,21.37704341221755,1.3037603645986877,12
DDO161,9.967499999999998,0.16245302587142602,0.6453773822988902,4.622757274769117,7.162874624305014,5.0,0.2951276299262472,0.19046869724587703,21.31489016029167,18.148426782716975,3.166463377574697,31
DDO168,7.199999999999999,0.2108101698882543,0.6624149363583739,8.580595542416924,12.953505531727211,5.0,0.18552588015704607,0.122895114097061,18.767038568918075,17.081139159310947,1.6858994096071278,10
DDO170,8.565,0.18299986913769914,0.6531095565932639,6.97097972720256,10.673522775511717,5.0,0.3239556093559639,0.21157850438237422,24.535484730575124,21.43094019303838,3.104544537536743,8
ESO079-G014,23.775,0.1338054269703863,0.6329775885672372,1.9447362298471138,3.0723619050227033,5.0,0.30524819477910203,0.1932152662457783,28.886704382352235,18.346199679135733,10.540504703216502,15
ESO116-G012,16.275,0.14059207281906802,0.6361170614973525,4.813695564206298,7.567310885948203,5.0,0.25886884316724734,0.16467088782876838,34.256228959673145,29.170298202082922,5.085930757590223,15
ESO444-G084,7.919999999999999,0.13670079521207606,0.6343341092220396,33.707489920435556,53.13838469410878,5.0,0.1695863647085585,0.10757441559360739,31.693305766747677,30.557878386638247,1.1354273801094301,7
ESO563-G021,46.875,0.11024894937649314,0.6208381650419192,1.378426409811025,2.2202668705425883,5.0,0.42987762631273896,0.2668844367125767,62.93505741241875,41.18681911906129,21.74823829335746,30
F561-1,7.1025,0.38043912180306516,0.702699230134488,0.30297769035053257,0.43116269003531765,5.0,0.2933216582336304,0.20611690342254343,4.42316040510831,8.278013279819811,-3.8548528747115016,6
F563-1,15.9375,0.08720115871812284,0.606447466757194,15.764892015686055,25.995478388234268,5.0,0.34276128026919206,0.20786671012170413,57.23862337544333,53.33669315392698,3.901930221516352,17
F563-V1,4.1925,0.45941008530062577,0.7160791245571829,0.4659777634762673,0.6507350200502268,5.0,0.2671320441610986,0.1912876803240502,1.9045179143635556,3.7547342024074575,-1.850216288043902,6
F563-V2,15.435,0.10342022722432373,0.6168811637906252,14.575784197308067,23.628188138769648,5.0,0.25048092673766775,0.15451696559328681,51.070448240065694,47.07245726141181,3.997990978653881,10
F565-V2,10.275,0.12276546215942438,0.6275503570278074,15.94982192522183,25.416003268268522,5.0,0.2776938341061844,0.17426686473775677,37.81055917316258,35.33707922834896,2.4734799448136187,7
F567-2,25.0,0.04369743582474485,0.5659610661133441,2.217405412436701,3.9179469140243386,5.0,0.2971302729939288,0.16816416607819296,11.042301659590876,8.240830543010976,2.8014711165799007,5
F568-1,18.075,0.09554062199019275,0.6120117596924912,12.81177531204415,20.93387113751131,5.0,0.28438863307424367,0.17404918776431008,59.47223904806734,54.761535024149026,4.710704023918311,12
F568-3,14.4525,0.1316828505062858,0.6319662457412042,5.51620218537189,8.72863419928732,5.0,0.29544571480561266,0.18671171920602955,33.872109024328516,28.762076203730835,5.110032820597681,18
F568-V1,16.8,0.09891948941615855,0.6141424925608554,12.693620851635615,20.668852921584485,5.0,0.2942665668442219,0.18072160283903602,55.10144891123267,50.81523063554917,4.2862182756835026,15
F571-8,17.099999999999998,0.18761882400708335,0.6547395892804384,8.206544828593099,12.534059285481922,5.0,0.26832443365258185,0.1756826294835977,47.869589054996254,45.51634311674409,2.353245938252165,13
F571-V1,11.55,0.1560855827566297,0.642802030127293,6.704673037353665,10.430385597920328,5.0,0.33461030704833167,0.21508818467218438,33.703220222549966,29.47661490032297,4.226605322226995,7
F574-1,14.325,0.13732588766929194,0.6346235763759511,6.17755394485269,9.734201776949279,5.0,0.30372293245479204,0.19274973362185155,36.44732159054748,31.47535621655906,4.9719653739884215,14
F574-2,25.0,0.045006964613007384,0.5676346956687838,,,5.0,0.3130743994110996,0.1777118914314068,7.294377305917471,10.307933896294767,-3.013556590377296,5
F579-V1,16.65,0.14621256256817786,0.6386154622904161,6.3087848401055675,9.878847620567933,5.0,0.29807774002553733,0.19035705374489104,38.60867712662157,32.602496032801156,6.006181093820416,14
F583-1,11.2875,0.10315050553530282,0.6167200910206455,15.233699800022123,24.7011570108102,5.0,0.24961541646311836,0.1539428423612907,32.7530184892085,30.322295439126954,2.4307230500815464,25
F583-4,9.12,0.1948017830273636,0.6572040838251257,5.717738622580937,8.70009600260238,5.0,0.24206073864279545,0.15908330596977158,19.018287399996733,15.843076092616348,3.175211307380385,12
IC2574,9.36,0.14970995585748356,0.6401268277960875,5.119831893931984,7.998152352962946,5.0,0.289637862858938,0.18540496636153025,18.897457874966218,16.105174925184947,2.7922829497812707,34
IC4202,36.6,0.155458031885919,0.642543119172375,0.5080180688519774,0.7906365404804707,5.0,0.3947476587118884,0.2536423919147289,35.22311818624543,36.92577588344401,-1.7026576971985818,32
KK98-251,4.32,0.2636286244444947,0.6773922397682298,7.008105162674087,10.345712205194312,5.0,0.14533105458147585,0.09844612857082477,7.801556034620339,6.8375845777746305,0.9639714568457087,15
NGC0024,15.975,0.13766637784185273,0.6347807516756175,8.222082942612804,12.952634308631986,5.0,0.1784210309771594,0.1132582361584199,32.600734022504845,29.090662331473386,3.5100716910314596,29
NGC0055,12.8625,0.18201117864577168,0.6527558413190407,2.7258994108499683,4.175986239114571,5.0,0.32672701680270044,0.21327296873470708,22.25378039182271,16.58096788907218,5.672812502750528,21
