galaxy,sigma_v_kms,Xi_mean,K_rough,A_empirical,F_missing,ell0_kpc,C_mean,K_total_mean,rms_gr,rms_model,delta_rms,n_points
NGC0100,12.802499999999998,0.16144511112744406,0.6449758455036075,5.089110011371693,7.890388526717669,5.0,0.2669486688112953,0.17217544337262766,26.631135883562084,22.647824658760758,3.9833112248013265,21
NGC0247,15.75,0.13816906795618317,0.6350121624875775,4.406413505834161,6.9391009592203865,5.0,0.33315138852960635,0.2115551836659244,32.17495623382241,26.10902679010254,6.065929443719867,26
NGC0289,25.5,0.17127978181527662,0.6488010899418026,2.940323824689656,4.531934163294027,5.0,0.49321820132108174,0.32000050659625323,55.649949442799354,46.40772672498444,9.242222717814911,28
NGC0300,13.9725,0.14445729387056727,0.6378446367752869,6.475279471531456,10.15181299362826,5.0,0.30615891356091374,0.19528182101577748,36.12032545823501,31.58464867993056,4.535676778304449,25
NGC0801,33.15,0.18627911594156346,0.6542705578431113,0.814100978845616,1.2442879617407923,5.0,0.4097779798265972,0.268105667452971,37.740963726026024,51.25712846336993,-13.516164737343907,13
NGC0891,32.85,0.22733964394787268,0.6674342332811409,0.1345633803733773,0.2016129435133359,5.0,0.35445523865321504,0.23657556044299247,69.84503892878418,92.04566654063001,-22.20062761184583,18
NGC1003,16.65,0.13440896825661974,0.6332625208732295,7.109903950124588,11.227419459974472,5.0,0.42510996977694904,0.2692062111092931,48.153251971836,42.01298049018101,6.140271481654992,36
NGC1090,24.6,0.18179764904011306,0.6526792216647918,0.9554950033017126,1.4639580541027908,5.0,0.4069047512256401,0.26557827632165654,25.712295442140153,20.689436165172268,5.0228592769678855,24
NGC1705,10.725,0.14990328663520724,0.6402094437843142,19.85017356570932,31.005749381598967,5.0,0.21501598764419222,0.13765526585442328,38.06804446988434,35.99798468864864,2.070059781235699,14
NGC2366,7.619999999999999,0.20110698235631835,0.6593009106729648,6.596876319335533,10.005865626064338,5.0,0.21419201689459444,0.14121699179748518,16.360956127974482,14.27044085896234,2.0905152690121422,26
NGC2403,20.175,0.1476711581194479,0.6392496939447799,5.603024596918632,8.765001610470284,5.0,0.28587010461653295,0.1827423768840809,37.895599436401874,32.2213216679898,5.674277768412075,73
NGC2683,25.575,0.1970124241407163,0.6579461078692804,1.2455956598509892,1.8931575777304575,5.0,0.44523674290356374,0.2929417820737952,33.117970053884335,29.054667216640254,4.0633028372440805,11
NGC2841,42.675,0.1300484410603333,0.6311774518045496,2.6099364878234415,4.135028081820062,5.0,0.45595083818980314,0.28778588819678846,87.87483219228517,66.65670116385499,21.21813102843018,50
NGC2903,27.525,0.22135010299952856,0.6656545938421128,1.7147022989536589,2.5759640432382724,5.0,0.34288673384352014,0.22824412955045703,61.46052574802574,67.58957109138764,-6.129045343361902,34
NGC2915,12.315,0.11737813830320575,0.6247405310073384,24.64439398032528,39.44740697484185,5.0,0.2759912158381945,0.1724228987361146,48.7574283509878,46.44127347234247,2.316154878645328,30
NGC2955,40.35,0.17579760313635515,0.6504924430885359,0.24577089893998513,0.37782283491729085,5.0,0.37363330565673536,0.2430456418158955,44.136667183471666,70.53926774803665,-26.402600564564985,24
NGC2976,11.745,0.21040532289061278,0.6622876138778581,0.9844580332598228,1.4864509204627536,5.0,0.11714106096341502,0.07758107375258085,3.6845505539647445,5.158740516269227,-1.4741899623044827,27
NGC2998,31.875,0.14172148883479513,0.6366262344346821,1.9606526691986124,3.079754749566129,5.0,0.37235871394740916,0.23705332591928008,35.122227450196725,26.065125561297396,9.057101888899329,13
NGC3109,9.5325,0.10116079926726514,0.6155200239847618,20.931089913974738,34.005538566350396,5.0,0.22499941954480276,0.1384916481147745,29.986977397240718,28.45046150417899,1.536515893061729,25
NGC3198,22.275,0.1588042392200273,0.6439129653964124,2.484599148759962,3.8585946894707535,5.0,0.3650253272564627,0.2350445409185048,37.60592238748666,29.714248989889306,7.891673397597351,43
NGC3521,31.5,0.22624955117238035,0.6671135061479274,1.8191188223332013,2.726850536780806,5.0,0.25760325247955673,0.17185060895674686,52.51577662137675,69.95383905948538,-17.438062438108624,41
NGC3726,24.15,0.201621859011782,0.659469511577799,2.453440396583227,3.7203242204682114,5.0,0.426409705479583,0.2812042002046537,35.31058676501566,39.19655080301668,-3.8859640380010205,12
NGC3741,7.14,0.11351821862576986,0.6226550538096834,31.25978820294836,50.20402229402448,5.0,0.21024808996592292,0.1309120357711149,25.07618692122832,24.13654722041958,0.9396397008087405,21
NGC3769,17.925,0.19874829839475214,0.6585235376499885,3.652684637509953,5.546779163801719,5.0,0.4044240296103074,0.2663227426896433,38.65390422651838,33.6789501883884,4.9749540381299795,12
NGC3877,25.2,0.2081932634259141,0.6615880131877936,0.43140996611074245,0.6520825007575909,5.0,0.29916700840705135,0.19792530670335703,29.10908735068305,43.56188027632065,-14.452792925637599,13
NGC3893,27.375,0.19150805162420284,0.656084328987936,1.3016364982598578,1.983946942106877,5.0,0.36651329311445674,0.24046362797815704,33.81205976768977,33.66495259153213,0.14710717615763969,10
NGC3917,20.55,0.15744378654948235,0.64335919639152,1.7664599581178204,2.745682300067459,5.0,0.33085803750520915,0.2128605611290267,26.009308864899815,16.045666727135977,9.963642137763838,17
NGC3949,23.55,0.24956017246514992,0.6736874986402227,0.32811703657837815,0.4870463489980929,5.0,0.26624770105837964,0.17936774774472955,32.027021331325585,44.859968067850424,-12.832946736524839,7
NGC3953,32.925,0.19455641477125402,0.6571212568136795,,,5.0,0.37072456724305297,0.24361099355846239,18.26639069797791,44.616465671967575,-26.350074973989663,8
NGC3972,16.95,0.19952616281836008,0.6587808188928713,1.8522055363880765,2.811565672936321,5.0,0.26991595727218776,0.17781545536402513,21.173242996045843,13.470839079604977,7.702403916440867,10
NGC3992,37.2,0.14482389951449598,0.6380063252714944,1.1263847152525928,1.7654757807820731,5.0,0.5182660424035401,0.33065701322688307,51.50181558835592,27.241855145529406,24.25996044282651,9
NGC4010,17.775,0.1921487107528311,0.6563034816492042,1.4925434274528742,2.2741665543237852,5.0,0.2900403426648803,0.19035448670968916,17.706376631874576,13.453122636206457,4.2532539956681195,12
NGC4013,26.7,0.18092670480676648,0.6523658642510165,1.5756917779187485,2.415349827857418,5.0,0.4619621283517596,0.3013683231134347,39.2720830188511,34.9438908726244,4.328192146226698,36
NGC4051,22.95,0.2476267854427658,0.6731637524552356,,,5.0,0.320134272112541,0.21550278790480362,29.682131008832762,46.73082216063798,-17.048691151805215,7
NGC4068,3.9675,0.44636381152969423,0.7140191478759529,4.400780089374317,6.163392259809352,5.0,0.13205084744611698,0.0942868335697739,6.0332781675934655,5.019740622249216,1.0135375453442492,6
NGC4085,19.05,0.264695271944731,0.6776658164969076,,,5.0,0.23542039371567686,0.15953635332735766,33.53583468853068,42.40177077674011,-8.86593608820943,7
NGC4088,25.875,0.2462967002212849,0.6728012970229488,0.230245010586126,0.3422184404294817,5.0,0.38271811299669994,0.25749324281835523,50.78967092195533,72.6171208964932,-21.827449974537878,12
NGC4100,25.725,0.18623757552779693,0.6542559660852931,1.195311580154069,1.8269784948330763,5.0,0.4041601792062924,0.26442420849981807,29.35765118897049,19.108708707670676,10.248942481299814,24
NGC4138,24.3,0.20415114577660395,0.6602921632815617,1.3898172573102046,2.104851964928681,5.0,0.37700337641551435,0.24893237497785287,31.520891576041766,29.617336202851064,1.9035553731907022,7
NGC4157,27.675,0.2048044493675745,0.6605031595521274,1.1403639981518796,1.7265080138679962,5.0,0.425085229117291,0.28077013691091063,40.01023827592091,49.72583458929016,-9.715596313369247,17
NGC4183,16.5,0.16702576074538272,0.647171385069893,3.0945927859328277,4.781720665227835,5.0,0.3695718939757104,0.2391763545071641,33.263626959210285,25.109274277453792,8.154352681756492,23
NGC4214,12.015,0.17092953468112312,0.6486682954592816,11.080470330984074,17.081874370225975,5.0,0.2083922384169726,0.1351774380808818,33.48453104145477,30.777905505866155,2.7066255355886177,14
NGC4217,27.675,0.2265406376656454,0.667199285498714,0.47040174018006686,0.7050393344298231,5.0,0.34454299777913194,0.22987884194182182,64.40844387153237,77.94521141695684,-13.536767545424468,19
NGC4389,11.4525,0.5314282390077031,0.7265833197611586,,,5.0,0.22095307493550798,0.16054081869807743,57.39781645079807,67.44334016954784,-10.04552371874977,6
NGC4559,18.3,0.19782021389237037,0.6582153822730177,1.8141881261351747,2.756222621036646,5.0,0.3714069195593678,0.24446574753661318,23.931662308749097,18.25992423410528,5.671738074643816,32
NGC5005,39.6,0.19512335756417742,0.6573124931350783,,,5.0,0.2755390793154481,0.18111527918098128,57.02955192190641,81.26094948952891,-24.2313975676225,18
NGC5033,29.625,0.1811161031075593,0.6524341232848738,2.3131784500270025,3.545459024093677,5.0,0.44996564729800287,0.2935729426031833,61.16313286997931,53.50532451202932,7.657808357949989,22
NGC5055,26.925,0.2346020257177362,0.6695363130953123,1.5150495673935696,2.262834050612418,5.0,0.4256600794717965,0.2849948802414043,58.26922066188828,69.93185654261686,-11.662635880728573,28
NGC5371,31.95,0.21919559900784438,0.6650038256037148,0.3160007555754788,0.4751863724822962,5.0,0.4505591019087722,0.2996235264299075,35.62745617971017,67.64032065764319,-32.012864477933014,19
NGC5585,13.4625,0.15648452803991375,0.6429661377639521,6.707834426763627,10.432640278835695,5.0,0.22786939280918742,0.14651230340914012,24.178154775922287,20.740669415843826,3.437485360078462,24
NGC5907,32.325,0.1602686885086672,0.6445043144961226,1.0253165011583718,1.590860570049047,5.0,0.510610525540026,0.3290906867376793,43.258327077427516,25.994697971196388,17.26362910623113,19
NGC5985,43.725,0.11346715115714959,0.6226270372880752,2.1579886771019625,3.465941161985728,5.0,0.43749864798487065,0.2723984870123585,80.13943130227766,54.53756690615793,25.60186439611973,33
NGC6015,23.175,0.15633986306290987,0.6429066728440178,2.7318932038911368,4.2492842573963285,5.0,0.3678898158124601,0.23651881745718725,43.27900492409794,33.427173234966986,9.851831689130954,44
NGC6195,37.725,0.19299402498867804,0.6565916373368224,0.23904179267837866,0.3640646317823167,5.0,0.40287098296830753,0.26452171834265614,43.84749983065521,75.36324596199319,-31.515746131337977,23
NGC6503,17.25,0.1803571472800534,0.6521602078818602,4.3789451988160915,6.714523741088699,5.0,0.3873308582448701,0.2526017730320339,41.67287570412551,34.7834294717137,6.889446232411807,31
NGC6674,36.3,0.13050464205108234,0.6313985157747518,2.395646096518084,3.7941902564951837,5.0,0.5353471799240196,0.33801741482822495,77.68970787051921,54.35278653770841,23.336921332810803,15
NGC6789,25.0,0.023780197479654406,0.5325525963843316,45.276864167574466,85.01857746065544,5.0,0.06392072189325837,0.03404114640701553,22.346909291739045,21.93128408497169,0.4156252067673556,4
NGC6946,23.55,0.24051435669667018,0.6712048117395508,0.6510319923383879,0.9699453593771455,5.0,0.3617056993002094,0.24277860580391966,27.29685221130175,36.690390169225765,-9.393537957924014,58
NGC7331,35.775,0.20479343798574462,0.6604996082481955,0.7385454458266357,1.1181618226624488,5.0,0.44228804734205807,0.2921310820022887,70.71859232887839,92.87136321717577,-22.152770888297383,36
NGC7793,16.2,0.1757127481996317,0.6504610379458377,1.9204568295155664,2.952454824320282,5.0,0.1686104284993841,0.10967451433020182,11.486837363798388,9.239895874392234,2.2469414894061543,46
NGC7814,32.1,0.17584871898123,0.6505113546779908,2.175254947094473,3.343915415851956,5.0,0.35954582896278076,0.23388864426739964,53.457344257273526,46.42605583318181,7.031288424091713,18
PGC51017,2.8575,0.6677376846482214,0.7433640416486761,11.513372199938614,15.488201681646567,5.0,0.17011873251810924,0.12646014856481175,4.522399935416963,5.399355075788247,-0.8769551403712841,6
UGC00128,19.575,0.10239840729174715,0.6162689414767495,7.272246005985431,11.800442171495993,5.0,0.49430883379011914,0.30462718176244313,65.11324314929104,56.864864230711774,8.248378918579263,22
UGC00191,8.64,0.23566462942049085,0.6698389557561251,6.685208373521649,9.980321861058794,5.0,0.20768872203355276,0.1391179966892791,23.831490758619328,20.624887984476963,3.2066027741423646,9
UGC00634,25.0,0.0629017266188493,0.5869582582814029,7.333406082336349,12.493914139326286,5.0,0.3910570211636222,0.22953414803091338,48.762603305365005,43.37808192510924,5.384521380255762,4
UGC00731,10.4625,0.12201510576250046,0.6271657320670584,21.554858472346847,34.368680191286565,5.0,0.29530101444181317,0.1852026769025447,36.16596928486053,33.57927041810745,2.586698866753082,12
UGC00891,25.0,0.033803593393286036,0.5516164990425171,9.418731567332697,17.074782178708414,5.0,0.2643961477682577,0.14584527739225434,25.538963308819817,23.58584077408608,1.9531225347337369,5
UGC01230,15.6,0.13301998792666295,0.6326050450236269,6.16053554485944,9.738359808100096,5.0,0.3740648637701426,0.2366353199870679,43.73505435771638,37.31445741553104,6.420596942185341,11
UGC01281,8.032499999999999,0.1352600273282324,0.6336623560308187,12.219582376471447,19.284059184158224,5.0,0.17140529069837412,0.10861308034007912,18.461825570134042,17.088423524768203,1.3734020453658395,25
UGC02023,25.0,0.04287559827403951,0.5648875199662728,3.9073530245677217,6.917046113536044,5.0,0.18818675931395523,0.10630435175935007,8.845647965450617,7.541298642027739,1.304349323422878,5
UGC02259,12.4875,0.14804665343359807,0.6394120554028893,10.836362027904837,16.947384611128292,5.0,0.2653237248522876,0.1696511882549519,39.096000450093676,35.537846826892526,3.55815362320115,8
UGC02455,5.4075,0.8920509044936099,0.7652087447573892,,,5.0,0.1860797527486429,0.14238985402555437,35.37808204018852,40.02053016542937,-4.642448125240854,8
UGC02487,49.875,0.11434448641742383,0.6231067895834611,2.1704863326315063,3.483329613664535,5.0,0.5562700019670755,0.34661561506729005,109.51773009092928,75.74733365917011,33.77039643175917,17
UGC02885,44.7,0.12343943464833321,0.6278940289372107,1.4930268475355437,2.3778325302164105,5.0,0.5315009376927339,0.3337262651517961,69.35716763455243,45.48080307327124,23.876364561281186,19
UGC02916,31.425,0.20079173672924602,0.6591974888606004,0.8130666955783404,1.23341898189524,5.0,0.34100039927342873,0.22478660690150631,39.97364888805376,51.947930894619645,-11.974282006565886,43
UGC02953,39.45,0.17450578477113607,0.6500128519050992,3.7175198276116617,5.719148193325897,5.0,0.3487069915673331,0.22666402606792954,62.22481167957494,65.50896868880596,-3.2841570092310235,115
UGC03205,32.55,0.16853114428383956,0.6477523207467263,1.248172360798699,1.9269284274579068,5.0,0.36318414923806275,0.23525337552738054,33.64653417615317,27.202056001171236,6.444478174981931,48
UGC03546,29.175,0.2544960057642779,0.6750082140989463,1.4582834165110463,2.160393586406466,5.0,0.3071287379111912,0.2073144208758965,72.11935937530671,83.3028559180242,-11.183496542717492,30
UGC03580,18.45,0.20130494427087103,0.6593657809679309,5.555584675700289,8.425649064688864,5.0,0.2573590123969845,0.1696937261982731,39.24452840755697,39.96834665506918,-0.723818247512213,47
UGC04278,12.57,0.11980479127855444,0.626020246718245,7.789742209793808,12.443275198573192,5.0,0.2265846537155328,0.14184658082156595,27.66685900630416,24.84834310005679,2.81851590624737,25
UGC04305,5.010000000000001,0.4668676401004823,0.7172331232979895,1.1737353376279136,1.6364767597888263,5.0,0.20879226427408912,0.14975272782576418,4.955072428351265,7.2276544099821365,-2.2725819816308714,22
UGC04325,13.41,0.14973564421435304,0.6401378107242032,10.116848436672788,15.804172581568578,5.0,0.2209959633427713,0.14146787215312787,35.331222541708,31.868693376349057,3.4625291653589443,8
UGC04483,3.12,0.3490808027246738,0.6966803434713602,13.85089661982916,19.881279484381714,5.0,0.08665626504060896,0.060371716492436674,7.079526352533245,6.635745899313036,0.4437804532202092,8
UGC04499,10.035,0.2099471904165194,0.6621432671652936,4.747089226280511,7.169278102914659,5.0,0.26379477924122186,0.17466993698792999,21.50254779202607,17.723782790971654,3.778765001054417,9
UGC05005,11.3325,0.17885124336583594,0.6516136255754735,4.931690400778188,7.568427373541734,5.0,0.3631172192515307,0.23661212774537405,33.6105146121397,28.324636633265428,5.285877978874275,11
UGC05253,32.775,0.21553314635211876,0.6638842530602482,2.751468216109632,4.1444998935076915,5.0,0.303052360218861,0.20119168980204383,44.104843857397995,53.69235935296923,-9.587515495571232,73
UGC05414,7.334999999999999,0.27716080690931233,0.6807915276619345,3.3787818242000305,4.963019789338295,5.0,0.19287889633675956,0.13131031849085043,12.492346698655776,9.9901207232232,2.5022259754325766,6
UGC05716,10.815,0.13673702564628518,0.6343509192630129,10.979174445020506,17.30773001444702,5.0,0.3117806323809988,0.1977783307592901,34.860659179032254,31.76974640791824,3.090912771114013,12
UGC05721,11.7825,0.14584057389896307,0.638452801760858,16.229631633222855,25.420252818158836,5.0,0.1929645405278159,0.12319875154048067,36.993423389983725,34.733990192485344,2.2594331974983817,23
UGC05750,8.3475,0.20867964340340447,0.6617424107752624,4.989204770966194,7.539496773557411,5.0,0.291051549752326,0.19260115419298043,20.787271481906608,16.86126905714448,3.926002424762128,11
UGC05764,7.4925,0.14246306688791166,0.6369585764454789,34.1588127656404,53.627997218064394,5.0,0.17301177515918212,0.11020133401369792,27.9551391121523,26.825246100707158,1.1298930114451409,10
UGC05829,7.484999999999999,0.20418463341191187,0.660302993488306,9.566920513196726,14.488682631371647,5.0,0.24058718593265588,0.15886043906626035,20.89128746050334,18.409490993913398,2.481796466589941,11
UGC05918,5.714999999999999,0.2014753613519708,0.6594215791046903,17.08292772485513,25.905927658674678,5.0,0.19660760430686325,0.1296472968960219,18.378285164393436,17.119731662441676,1.2585535019517593,8
UGC05986,16.95,0.1415183954997236,0.6365349441157662,5.726280531571448,8.996019125903658,5.0,0.27389742334334355,0.17434528106130748,38.97404649965343,33.44901622176176,5.525030277891673,15
UGC05999,25.0,0.06262171387777737,0.5866964435888434,4.978149875293473,8.485052073678766,5.0,0.37583777811897806,0.22050268778873727,37.193191266338594,31.8758125762515,5.317378690087093,5
UGC06399,11.625,0.169456557557722,0.6481071290714527,6.05196536695977,9.337908959018025,5.0,0.2587399730609922,0.1676912211165847,28.750319030139067,24.854328946704857,3.89599008343421,9
UGC06446,12.254999999999995,0.13505695336265408,0.6335671561770723,10.63503186845395,16.785958307285775,5.0,0.2794259530397602,0.17703510642946899,37.554663229842475,34.182160731854815,3.3725024979876608,17
UGC06614,29.025,0.17173052800010163,0.648971628965973,2.8263831911710047,4.355172190923616,5.0,0.47590095225480333,0.30884621621125746,50.98495587013215,48.36531212202297,2.6196437481091763,13
UGC06628,6.21,0.46763030761649177,0.7173502033135607,0.14496542843620175,0.2020845993582802,5.0,0.2609663569623432,0.18720426922493613,8.072900058646603,12.555466530557108,-4.482566471910506,7
UGC06667,11.595,0.0959262036626048,0.6122583072236571,33.81168315277256,55.224539632781486,5.0,0.2587399730609922,0.15841569791741772,45.27733630984675,43.08753011117307,2.189806198673679,9
UGC06786,33.75,0.14642938640509764,0.6387101017229818,2.358620720955598,3.6927875644881647,5.0,0.3311899019633643,0.21153433597264484,51.9524574240025,41.825666203224536,10.126791220777967,45
UGC06787,37.425,0.1566360703807939,0.6430283766058276,3.6509131217322217,5.677685860464303,5.0,0.3253935040806585,0.20923725668706755,64.96642478114666,60.91799698162221,4.048427799524447,71
UGC06818,8.3175,0.26410283128560763,0.6775139884278368,5.869430287846696,8.663186868608632,5.0,0.24665210559080936,0.1671102518129532,20.175495852306163,17.620108147505842,2.555387704800321,8
UGC06917,15.075,0.17866615750777085,0.6515461613155255,3.4265186896110253,5.259057443746736,5.0,0.3062904814889381,0.19956238746160163,30.603998657699744,24.11486078421226,6.489137873487483,11
UGC06923,11.355,0.24370377579348976,0.6720896175654274,2.9151422559414604,4.337430871944207,5.0,0.22487291273157228,0.15113474991858616,15.1054378478316,11.793796179632032,3.3116416681995684,6
UGC06930,15.75,0.17284843127921454,0.6493928534530353,2.960471150076741,4.55882927312018,5.0,0.3599324152147969,0.2337375381665797,31.485550365605146,23.661679471661007,7.8238708939441395,10
UGC06973,26.1,0.2851783496823391,0.6827357051589731,0.0458042997692807,0.06708935745291847,5.0,0.28505091245620434,0.19461443572199538,88.38568001480633,104.87310629215526,-16.48742627734893,9
UGC06983,16.275,0.14700090001047403,0.6389589533910239,5.529821432117719,8.654423578807936,5.0,0.3511181062813887,0.22435005770619443,42.45443781782275,35.91108825962226,6.5433495582004895,17
UGC07089,10.364999999999998,0.2283887680331874,0.6677416022184463,2.064147063027616,3.091236274885187,5.0,0.28388518456671363,0.18956194798865666,14.928726535103594,10.52883093503801,4.399895600065584,12
UGC07125,9.7125,0.2300886870345026,0.6682369516859231,2.0336064348961673,3.043241517496894,5.0,0.36576934171354264,0.24442058992682447,14.698599189568334,9.51552688443095,5.183072305137385,13
UGC07151,10.1925,0.2359309356625574,0.669914610575955,3.2520735463262986,4.854459799780076,5.0,0.2146316532886866,0.1437848804301639,15.566865119323268,11.820022560308633,3.7468425590146346,11
UGC07232,25.0,0.030879559235268347,0.5466483857282943,7.394736974890682,13.527410247519063,5.0,0.07669295161696169,0.041924078198150284,9.106155029455469,8.607120910520651,0.4990341189348175,4
UGC07261,10.44,0.21657806157881465,0.6642054073744708,5.044648023220087,7.595011975528794,5.0,0.24371028880865467,0.16187369165950236,22.262552465739894,18.59656290049952,3.6659895652403733,7
UGC07323,9.375,0.2893632776216112,0.6837310490561294,1.633623193408512,2.389277473450534,5.0,0.22223425034394376,0.15194845712386715,10.345457337040719,6.114361023541664,4.231096313499054,10
UGC07399,14.01,0.1200353652955805,0.6261406251629446,17.68125054181043,28.238465659705643,5.0,0.2280494983373688,0.14279105545705595,50.95226232229807,48.053408783055595,2.8988535392424737,10
