case,domain,scenario,resolution,cells,cell_kpc,sigma_weighted_mean,sigma_median,sigma_p90,sigma_maximum,sigma_r80_kpc,sigma_active_pixels,transverse_mismatch_weighted_mean,transverse_mismatch_median,transverse_mismatch_p90,transverse_mismatch_maximum,transverse_mismatch_r80_kpc,transverse_mismatch_active_pixels,survival_weighted_mean,survival_median,survival_p90,survival_maximum,survival_r80_kpc,survival_active_pixels,screen_weighted_mean,screen_median,screen_p90,screen_maximum,screen_r80_kpc,screen_active_pixels,trace_length_kpc_weighted_mean,trace_length_kpc_median,trace_length_kpc_p90,trace_length_kpc_maximum,trace_length_kpc_r80_kpc,trace_length_kpc_active_pixels,sigma_global_minimum,sigma_global_maximum,minimum_eigenvalue_proxy,maximum_direction_norm_error,all_coefficients_finite
DDO101,registered_galaxy_baryons_only,high,primary,65,0.148137920826862,0.0009705343412834213,0.0002509539940816128,0.002263704217331942,0.0393877091831112,2.5017758715337766,1291,0.07729726994958319,0.016259225452597253,0.2519700541905966,0.8358998584315007,2.5017758715337766,1291,0.02491851194231017,0.018165729741881687,0.04725446138877831,0.3968619659379442,2.5017758715337766,1291,0.9499132628430622,0.9534790476007324,0.9644361752082357,0.9932245446871185,2.5017758715337766,1291,1.4228194303095134,1.3539849492679878,2.2001686726890703,7.110620199689376,2.5017758715337766,1291,8.199404297131601e-12,0.0393877091831112,0.004911182844298879,1.1102230246251565e-16,True
DDO101,registered_galaxy_baryons_only,high,check,33,0.296275841653724,0.0009567217838207587,0.00028338503407169684,0.0026938138342198804,0.007733412692378697,2.5004717362627567,321,0.08073436302519318,0.01567146861597488,0.2695757329225001,0.840643914651489,2.5004717362627567,321,0.02524155354104455,0.01982777383687573,0.04692577546887633,0.2282433935440179,2.5004717362627567,321,0.9498909177105501,0.9533498671870093,0.9645964339780175,0.993602196492192,2.5004717362627567,321,1.46835607674602,1.4151671906660728,2.1923159724018007,5.090049658686077,2.5004717362627567,321,5.703685702359053e-10,0.015195915047217077,0.004974111849268944,1.1102230246251565e-16,True
DDO126,registered_galaxy_baryons_only,low,primary,65,0.2269045354056606,0.001256319416720744,0.0003227252689445553,0.0033306542492783915,0.04019196709449506,3.4267183419157403,1027,0.06628748733444444,0.018803452573081157,0.28167439618309387,0.9963385977420478,3.4267183419157403,1027,0.03939726485436351,0.018090574834981554,0.08804649969115842,0.6946295945275751,3.4267183419157403,1027,0.975683097665879,0.9784074073020975,0.9852139304809893,0.993722332986017,3.4267183419157403,1027,1.697614742641301,1.3511554295401804,3.035885748415159,10.89141769947171,3.4267183419157403,1027,2.5689294782129597e-11,0.20486406654469685,0.001767683939858497,1.1102230246251565e-16,True
DDO126,registered_galaxy_baryons_only,low,check,33,0.4538090708113212,0.0016358809062577205,0.0003887003743195218,0.004754011517813497,0.03935102888842864,3.4124644194056306,255,0.057943334871189245,0.0196549289996422,0.24108127554141867,0.8346218146035318,3.4124644194056306,255,0.04692386171077351,0.024496811265454776,0.11132454301843628,0.4756671780443771,3.4124644194056306,255,0.9755444940159947,0.978669632396644,0.9850640960373926,0.9914514668501478,3.4124644194056306,255,1.9252858027982327,1.5748603145568996,3.4354491210284657,8.035101989917061,3.4124644194056306,255,1.1680773696110952e-11,0.03935102888842864,0.0017659482258560026,1.1102230246251565e-16,True
DDO126,registered_galaxy_baryons_only,nominal,primary,65,0.2269045354056606,0.0017018170687989253,0.0004444340351523378,0.0046351209940660755,0.07991472617808588,3.371191383894922,1000,0.08223863415280064,0.024655452233099805,0.3206680032436896,0.9729237386278999,3.371191383894922,1000,0.03821205512923476,0.018545605004291643,0.0865470970398823,0.6946295945275751,3.371191383894922,1000,0.9722519128124787,0.9752058782126691,0.982124783959361,0.9900450873862782,3.371191383894922,1000,1.6795166221518265,1.368200677691685,3.0087116393314703,10.89141769947171,3.371191383894922,1000,3.165814526268174e-11,0.18043261086952703,0.0019517931420435044,1.1102230246251565e-16,True
DDO126,registered_galaxy_baryons_only,nominal,check,33,0.4538090708113212,0.0021640097008275754,0.0004954893169509977,0.005674797036425471,0.04533021711074693,3.3645748568458633,247,0.07189106616449245,0.025457586288285098,0.2695125046093126,0.9333704704785007,3.3645748568458633,247,0.04773909253121296,0.02457107610358933,0.09888773929270026,0.9298700821354744,3.3645748568458633,247,0.972033396609165,0.9747608005324557,0.9822603505515916,0.98980006329324,3.3645748568458633,247,1.9372071408596219,1.577275587097636,3.226840574360368,16.301551421944044,3.3645748568458633,247,1.5008913790629302e-11,0.04533021711074693,0.0019454613640440606,1.1102230246251565e-16,True
DDO126,registered_galaxy_baryons_only,high,primary,65,0.2269045354056606,0.0021316826727831913,0.0005235611802685739,0.005471601919216449,0.10713460264284708,3.301181153095322,950,0.09453579012628344,0.029107071520331755,0.3460694438426326,0.9327515900005253,3.301181153095322,950,0.0358313850306558,0.01871380673400419,0.08332954233359847,0.5380422720109336,3.301181153095322,950,0.9646128541582197,0.9683172241498751,0.9769755535157176,0.9848257502874305,3.301181153095322,950,1.6364318439419232,1.374449893767057,2.9496915670345514,8.78795704328228,3.301181153095322,950,3.5515954508275216e-11,0.10713460264284708,0.0023198100957448897,1.1102230246251565e-16,True
DDO126,registered_galaxy_baryons_only,high,check,33,0.4538090708113212,0.0025967688558524798,0.0005986307184841786,0.005543525353418082,0.0664319071113644,3.301138960123055,237,0.08129708891035137,0.03086116658319167,0.27206587022503864,0.9305741944098126,3.301138960123055,237,0.046128849114638076,0.0248449152494139,0.09481722638097888,0.7900950342248456,3.301138960123055,237,0.9643520341115458,0.968448055376987,0.9773837907312366,0.9855679437038093,3.301138960123055,237,1.8873109457392379,1.5861512963945794,3.156233604864808,12.494400324230897,3.301138960123055,237,1.792454838940658e-11,0.0664319071113644,0.0023043471038624625,1.1102230246251565e-16,True
DDO133,registered_galaxy_baryons_only,low,primary,65,0.2851490045969202,0.003512364568361897,0.0010448065269285283,0.008890132325638617,0.1407743613160265,4.849337774257557,1294,0.09938446164791215,0.03670466820403424,0.44594977667254937,0.9965499110438898,4.849337774257557,1294,0.07223446412918855,0.03327381842612198,0.1497372967020464,0.8463966055322034,4.849337774257557,1294,0.973597874520242,0.9760054927663665,0.986171710433479,0.9995121394996024,4.849337774257557,1294,2.371085896951871,1.8395647857546127,4.027527515285559,13.68715222065217,4.849337774257557,1294,5.079058706042599e-14,0.1407743613160265,0.00048786048927918445,1.1102230246251565e-16,True
DDO133,registered_galaxy_baryons_only,low,check,33,0.5702980091938404,0.0050292471845079555,0.0015389063011010643,0.011316475341440717,0.11025866154151368,4.8662062915680675,327,0.10545257478475291,0.05061561991948982,0.40271303749433734,0.997976943962527,4.8662062915680675,327,0.07634429162128642,0.044976424901351786,0.14892640225732798,0.6025464150319723,4.8662062915680675,327,0.9736764101827786,0.9757528786562442,0.9855107884563865,0.9996069262777856,4.8662062915680675,327,2.5357941362913734,2.1452098461206384,4.015675972017203,9.605608357004892,4.8662062915680675,327,2.2488924520186814e-11,0.11025866154151368,0.0003930690198753262,1.1102230246251565e-16,True
DDO133,registered_galaxy_baryons_only,nominal,primary,65,0.2851490045969202,0.004373409748321025,0.001277776399312693,0.011087588433320864,0.1496871632692104,4.770503531713191,1268,0.11910152888530781,0.04556750398619565,0.5017760546087716,0.9980764375733095,4.770503531713191,1268,0.06995603385813826,0.03349006185334913,0.14539634354345754,0.8463966055322034,4.770503531713191,1268,0.9693915739618013,0.971966786039992,0.9825364284607403,0.9991703980742365,4.770503531713191,1268,2.332656432990504,1.845635248539744,3.9638036885277974,13.68715222065217,4.770503531713191,1268,7.254295811196291e-14,0.1496871632692104,0.0008295983596728487,1.1102230246251565e-16,True
DDO133,registered_galaxy_baryons_only,nominal,check,33,0.5702980091938404,0.0069018153472270435,0.0019795005131705437,0.014399070756702994,0.23963315198600021,4.766667703592805,317,0.1272269027464453,0.0646712047224493,0.46465126573438464,0.983194094077543,4.766667703592805,317,0.07642515677794941,0.047332008110353874,0.1661528449309719,0.9254111325028312,4.766667703592805,317,0.9695173588217372,0.9720329873449807,0.9819523936340995,0.9963797976985718,4.766667703592805,317,2.548754511050243,2.2020176678354138,4.262572893892991,16.111374901505734,4.766667703592805,317,3.1692366031085284e-11,0.23963315198600021,0.002907456440085196,1.1102230246251565e-16,True
DDO133,registered_galaxy_baryons_only,high,primary,65,0.2851490045969202,0.004589312069028732,0.0014138100987927667,0.011634831832319554,0.18128996577935041,4.6464427741325585,1196,0.13439030348455921,0.05502481792528251,0.5258145417960522,0.9953602461615191,4.6464427741325585,1196,0.05796813234633044,0.03196657573956119,0.12459782725011137,0.8463966055322034,4.6464427741325585,1196,0.9602117416498372,0.9640859245497266,0.9759891826113536,0.9986673577172677,4.6464427741325585,1196,2.1311588739732796,1.8024535778573028,3.6479002059352457,13.68715222065217,4.6464427741325585,1196,1.0344677131418878e-13,0.18128996577935041,0.0013325342251448511,1.1102230246251565e-16,True
DDO133,registered_galaxy_baryons_only,high,check,33,0.5702980091938404,0.007031049534394042,0.0023242338044091302,0.016233031188201685,0.14937545517532472,4.668151239699006,301,0.14053489134119382,0.07571561587111629,0.48567708756189,0.9868914405316639,4.668151239699006,301,0.07011338360510809,0.0471795715496619,0.1452283378114232,0.6345118763871687,4.668151239699006,301,0.9604790609646205,0.9642630378307564,0.9754974096546084,0.9957249183743879,4.668151239699006,301,2.4283319110132497,2.1983816941520375,3.9613243679414527,10.03255447957087,4.668151239699006,301,4.348600742720352e-11,0.14937545517532472,0.0035216374052671577,1.1102230246251565e-16,True
DDO210,registered_galaxy_baryons_only,low,primary,65,0.04344171314303519,0.00014319054629222648,3.1019810250254974e-05,0.0003295341546888704,0.004955877121313703,0.6547658655966693,1026,0.1552691402486217,0.05588916151521365,0.4612046620863847,0.9737242483084292,0.6547658655966693,1026,0.0011503841972042635,0.0007188171288342038,0.00212981877663454,0.02953203522787473,0.6547658655966693,1026,0.9868388972879083,0.9889764678235318,0.9941065411725107,0.998765002699226,0.6547658655966693,1026,0.29114906334595086,0.2681557477518337,0.4617444387914532,1.7313834327223476,0.6547658655966693,1026,2.8789179630991533e-11,0.01488434311051722,0.0006875958577985099,1.1102230246251565e-16,True
DDO210,registered_galaxy_baryons_only,low,check,33,0.08688342628607038,0.0002161648453683672,6.0945739879635837e-05,0.0004392027509924413,0.0032701622505268996,0.6463635452908026,250,0.19920406682780895,0.09215621475989609,0.5108480305937723,0.9052651904919977,0.6463635452908026,250,0.0012248501100694034,0.0008836940698973006,0.0020856510648921468,0.015428116994627206,0.6463635452908026,250,0.9867798785046993,0.9893447431690826,0.9939015318793993,0.9962377570091707,0.6463635452908026,250,0.31394555373946054,0.2973319862746423,0.45692766096424386,1.2469309858471296,0.6463635452908026,250,8.13452959978562e-12,0.06520703047803479,0.0007149148612220231,1.1102230246251565e-16,True
DDO210,registered_galaxy_baryons_only,nominal,primary,65,0.04344171314303519,0.00014375329684758562,3.3082553740499925e-05,0.0003294242983769382,0.0069816955075013955,0.7165057441297239,1233,0.19429594532175481,0.06933856036107319,0.591354694702209,0.9871606344385311,0.7165057441297239,1233,0.0010594693797574628,0.0005990514047266027,0.002034276152449243,0.04254895142327131,0.7165057441297239,1233,0.986311302908496,0.9894121952313618,0.9944873398695264,0.9987992901584618,0.7165057441297239,1233,0.27159291467087165,0.2447919336315321,0.4512589924871718,2.085202230865689,0.7165057441297239,1233,1.691773035907615e-11,0.0069816955075013955,0.00024763442065988566,1.1102230246251565e-16,True
DDO210,registered_galaxy_baryons_only,nominal,check,33,0.08688342628607038,0.00029088577849478036,5.2837135485580595e-05,0.00044637901061327366,0.007701157115340694,0.7118730904021716,305,0.23848194582941307,0.09140701521557994,0.6239222522522158,0.9884591546232184,0.7118730904021716,305,0.0012792320191066311,0.0007958558391647497,0.0023609289763519403,0.014832537157850045,0.7118730904021716,305,0.986328978223606,0.9895521620752292,0.9942502698982306,0.9967078930209987,0.7118730904021716,305,0.3147026428992196,0.2821653239772089,0.48617397727965367,1.2224417868721258,0.7118730904021716,305,4.672203648117395e-12,0.008880280351030905,0.0008220698745873148,1.1102230246251565e-16,True
DDO210,registered_galaxy_baryons_only,high,primary,65,0.04344171314303519,0.0001076920956064833,2.7250287185309298e-05,0.0002813702688869411,0.005815626124148155,0.8122091716294685,1579,0.22950651236680492,0.08234355020344217,0.6983026260815342,0.9981571093576166,0.8122091716294685,1579,0.0008672365887067268,0.00045545732210483525,0.0018818734025684474,0.04254895142327131,0.8122091716294685,1579,0.9831803071477523,0.9893433354504981,0.9943488408910025,0.9995382270212197,0.8122091716294685,1579,0.2346328719589999,0.2134387674006882,0.4340072301814767,2.085202230865689,0.8122091716294685,1579,6.260889963495607e-12,0.005815626124148155,0.00021562316150018765,1.1102230246251565e-16,True
DDO210,registered_galaxy_baryons_only,high,check,33,0.08688342628607038,0.0003449791306020932,5.1714285296851397e-05,0.0004980396086849146,0.009658791121709238,0.8045831874460291,386,0.27999227202945526,0.10193338198102833,0.7845758232162481,0.9997553954072564,0.8045831874460291,386,0.0012678805112431974,0.0007040470766846996,0.0024970767702971464,0.012051359101929005,0.8045831874460291,386,0.9843004157056536,0.9895861712018303,0.9943320458039794,0.9967667438437287,0.8045831874460291,386,0.30372610647933146,0.26538547425482695,0.5000185667941468,1.101116046659759,0.8045831874460291,386,2.4898563795242227e-12,0.010103796154193755,0.0008568049272583163,1.1102230246251565e-16,True
DDO216,registered_galaxy_baryons_only,low,primary,65,0.08789581251241756,0.00032800509187257284,9.808581578513251e-05,0.0007946770156264571,0.011337119615117719,1.3431634241751582,1054,0.13810258998672048,0.05578381823514205,0.3907253053297837,0.9918962170111657,1.3431634241751582,1054,0.003120636581518108,0.0023431031338027597,0.006413838749961398,0.06749230829450481,1.3431634241751582,1054,0.9894588689009842,0.9919783448873709,0.9950479599833189,0.9977417676772893,1.3431634241751582,1054,0.5012741504793161,0.4843400093191001,0.8021530840886428,2.643442434032603,1.3431634241751582,1054,2.389365884807422e-11,0.019672963305255184,0.000357353102528743,1.1102230246251565e-16,True
DDO216,registered_galaxy_baryons_only,low,check,33,0.1757916250248351,0.0005495799501035528,0.00014861403524998025,0.0013350418832408263,0.020174315693099302,1.3416848469298668,261,0.13718512523495724,0.05723842863655423,0.4113793976576469,0.9960319087742993,1.3416848469298668,261,0.004372706539251983,0.003326746763082089,0.00749177057254613,0.03389294917871344,1.3416848469298668,261,0.9895934707732083,0.992050105687382,0.9951136045656409,0.9973427354130548,1.3416848469298668,261,0.6048723434857192,0.577260139662965,0.867177884900427,1.8568961267118984,1.3416848469298668,261,2.507276387065348e-10,0.021347903039160412,0.0004843816120384739,1.1102230246251565e-16,True
DDO216,registered_galaxy_baryons_only,nominal,primary,65,0.08789581251241756,0.0003050217290499927,8.862012299819251e-05,0.0006981237261869835,0.012652588539240207,1.480052047638207,1279,0.14014287252777322,0.05128560212981521,0.3913551424870027,0.9909530610065609,1.480052047638207,1279,0.0035429847695192147,0.002343521945526339,0.006883697022027846,0.11814102500647916,1.480052047638207,1279,0.9868991854575647,0.9902843623990434,0.994251566847299,0.998891847466395,1.480052047638207,1279,0.5111110585980895,0.48438334931308874,0.8311136269098408,3.5457457333694613,1.480052047638207,1279,1.9095275852657204e-11,0.016932385447669552,0.00011153747644199619,1.1102230246251565e-16,True
DDO216,registered_galaxy_baryons_only,nominal,check,33,0.1757916250248351,0.0005742165938095684,0.00013625680167986091,0.0011919037010306745,0.01566317668972144,1.4987872112598297,330,0.1363105024391287,0.04937064868826975,0.3968379834303288,0.9544409750948725,1.4987872112598297,330,0.005839932539265998,0.003370965710512819,0.008615989031295119,0.27112237546080475,1.4987872112598297,330,0.9873040976933696,0.9904766094589182,0.9944184163491446,0.9993383466723798,1.4987872112598297,330,0.6408287109279223,0.581090252580251,0.9302229732512046,5.623605859570329,1.4987872112598297,330,1.4197566814084768e-10,0.026286538100517433,0.0006558145625124187,1.1102230246251565e-16,True
DDO216,registered_galaxy_baryons_only,high,primary,65,0.08789581251241756,0.0002474324560431428,6.354387605158585e-05,0.0005617694310268778,0.006046728731429823,1.610164144368913,1516,0.12759485798918077,0.038157173315447025,0.3627106539987391,0.97226955520418,1.610164144368913,1516,0.0033460773592670027,0.002343683415003295,0.007776432548854961,0.049486660959008555,1.610164144368913,1516,0.9812572580968403,0.9863818956978612,0.9921872331067245,0.99894657810211,1.610164144368913,1516,0.5003306208223881,0.48439972694422184,0.8835536786168088,2.2528445006814657,1.610164144368913,1516,1.4195657832874936e-11,0.01408973560703902,0.0008957133616118753,1.1102230246251565e-16,True
DDO216,registered_galaxy_baryons_only,high,check,33,0.1757916250248351,0.0004680262651266465,0.00012035831609688416,0.0010507962958874772,0.006937793393621335,1.6461208575657797,397,0.12651975279860828,0.04099868017949915,0.370104386471092,0.9608869393537849,1.6461208575657797,397,0.005131281450887479,0.003363357238307274,0.010038591894528139,0.10419700700357348,1.6461208575657797,397,0.9821163045588173,0.9870445712920621,0.9925363256313754,0.9992960207890028,1.6461208575657797,397,0.6343128764845429,0.5804331174763248,1.0044554889836586,3.317148837042598,1.6461208575657797,397,8.318084612399754e-11,0.03921703310535434,0.0007039763701847465,1.1102230246251565e-16,True
DDO47,registered_galaxy_baryons_only,low,primary,65,0.5503378583749859,0.0077383590234470796,0.001042987236010472,0.014997310097498938,0.4758655253622778,8.178313346904481,1007,0.10956514516645152,0.023928307203173203,0.4300116166451678,0.942899537828311,8.178313346904481,1007,0.09943824734455022,0.06008156145066523,0.18364556981761682,0.9990679884145653,8.178313346904481,1007,0.986469795455734,0.9894545340870194,0.9940224378555074,0.9993004122691849,8.178313346904481,1007,2.929672019691705,2.4892202591034907,4.5045162626723325,26.416217201999324,8.178313346904481,1007,9.324593722745145e-13,0.4758655253622778,0.0006988151695505748,1.1102230246251565e-16,True
DDO47,registered_galaxy_baryons_only,low,check,33,1.1006757167499719,0.01063329831496904,0.0017249912075234818,0.020038841294164216,0.4234002791971633,8.123592744318922,245,0.10547988790267783,0.02212019418852278,0.42713424452486676,0.965116853756436,8.123592744318922,245,0.14373263763616612,0.07991507168750489,0.30126597955378126,0.7832522757539033,8.123592744318922,245,0.9863900643699013,0.989330321384963,0.9940824455466812,0.999495107979169,8.123592744318922,245,3.624245920624987,2.8859885622871473,5.987331527668631,12.365359529014563,8.123592744318922,245,2.8935681482797454e-09,0.4234002791971633,0.0005047980861146945,1.1102230246251565e-16,True
DDO47,registered_galaxy_baryons_only,nominal,primary,65,0.5503378583749859,0.008714438215114417,0.0013285238599278753,0.016914035294563565,0.3794590665512968,8.194342395736388,1007,0.13972956413525803,0.03157445830868874,0.537469815429725,0.9948426155261754,8.194342395736388,1007,0.09438292627602082,0.0585803945176695,0.1780849912888288,0.9595254502119863,8.194342395736388,1007,0.9855944076682492,0.9887709878332714,0.9936044172747875,0.9994817890424179,8.194342395736388,1007,2.8285400581231963,2.456955928646683,4.428524316886496,17.90832740010028,8.194342395736388,1007,1.237188329452997e-12,0.3794590665512968,0.0005181929893832936,1.1102230246251565e-16,True
DDO47,registered_galaxy_baryons_only,nominal,check,33,1.1006757167499719,0.013236322192069137,0.0024044356721980385,0.027255049689460856,0.4851210372163323,8.164043774382808,251,0.1345115681401992,0.030273786737314894,0.5589577890341829,0.9945902882137079,8.164043774382808,251,0.14019088578889327,0.08148077532328868,0.2666621484780173,0.7913997519901715,8.164043774382808,251,0.9855654481620567,0.988600145610926,0.9938784968493316,0.9980562313374961,8.164043774382808,251,3.581889819296026,2.915346360767958,5.569100171091192,12.519327248262263,8.164043774382808,251,3.825894506131048e-09,0.4851210372163323,0.0008514620638008173,1.1102230246251565e-16,True
DDO47,registered_galaxy_baryons_only,high,primary,65,0.5503378583749859,0.008634973373198566,0.001560807256997929,0.018145126359413448,0.5876874989011549,8.261682393705572,1020,0.16712020735583488,0.03875445178105955,0.6169111726223394,0.9989687205404354,8.261682393705572,1020,0.08630769925038262,0.05613244197866468,0.17291854867848536,0.9930490736289344,8.261682393705572,1020,0.9836999119956025,0.9874392193922903,0.99269534391343,0.9983729678068786,8.261682393705572,1020,2.69059994614171,2.403526949156637,4.357202059329577,22.290985481775035,8.261682393705572,1020,1.5570521507749549e-12,0.5876874989011549,0.0009574585938732548,1.1102230246251565e-16,True
