domain,scenario,systems,median_sigma,minimum_sigma,maximum_sigma,median_transverse_mismatch,median_survival,median_trace_length_kpc
registered_cluster_baryons_only,high,4,0.07441923447905915,0.046408843558122526,0.1567392227942975,0.15730468171802303,0.9959095045713346,168.02364323119468
registered_cluster_baryons_only,low,4,0.07154486987618763,0.03986417477245198,0.1494844480089478,0.12692827485701014,0.9977727726219456,191.49057053241842
registered_cluster_baryons_only,nominal,4,0.07464966376838478,0.04441419377399195,0.15684701962101857,0.1454589412135628,0.9967016085853764,176.91366515467993
registered_galaxy_baryons_only,high,13,0.0013364688301088718,0.0001076920956064833,0.008634973373198566,0.14767898894165346,0.01987692058697188,1.3007484627320385
registered_galaxy_baryons_only,low,13,0.0011918159224877608,0.00014319054629222648,0.0077383590234470796,0.10640528923051643,0.017873334277391396,1.2316821141411274
registered_galaxy_baryons_only,nominal,13,0.0012136425951862258,0.00014375329684758562,0.008714438215114417,0.1311951044457222,0.017544111609736637,1.2256402231768604
