case,domain,scenario,resolution,cells,cell_kpc,sigma_weighted_mean,sigma_median,sigma_p90,sigma_maximum,sigma_r80_kpc,sigma_active_pixels,transverse_mismatch_weighted_mean,transverse_mismatch_median,transverse_mismatch_p90,transverse_mismatch_maximum,transverse_mismatch_r80_kpc,transverse_mismatch_active_pixels,survival_weighted_mean,survival_median,survival_p90,survival_maximum,survival_r80_kpc,survival_active_pixels,screen_weighted_mean,screen_median,screen_p90,screen_maximum,screen_r80_kpc,screen_active_pixels,trace_length_kpc_weighted_mean,trace_length_kpc_median,trace_length_kpc_p90,trace_length_kpc_maximum,trace_length_kpc_r80_kpc,trace_length_kpc_active_pixels,sigma_global_minimum,sigma_global_maximum,minimum_eigenvalue_proxy,maximum_direction_norm_error,all_coefficients_finite
DDO101,registered_galaxy_baryons_only,high,primary,65,0.148137920826862,0.006483428138996865,0.002021211569085333,0.016926649294009884,0.0735361097016737,2.5017758715337766,1291,0.07729726994958319,0.016259225452597253,0.2519700541905966,0.8358998584315007,2.5017758715337766,1291,0.13031109107545738,0.12663219030719053,0.1974947382237301,0.5088776613330708,2.5017758715337766,1291,0.9499132628430622,0.9534790476007324,0.9644361752082357,0.9932245446871185,2.5017758715337766,1291,1.4228194303095134,1.3539849492679878,2.2001686726890703,7.110620199689376,2.5017758715337766,1291,4.551769085107157e-11,0.0735361097016737,0.004911127223917069,1.1102230246251565e-16,True
DDO101,registered_galaxy_baryons_only,high,check,33,0.296275841653724,0.0070446971898247505,0.0017830325176282297,0.019518457821161274,0.061119623976263374,2.5004717362627567,321,0.08073436302519318,0.01567146861597488,0.2695757329225001,0.840643914651489,2.5004717362627567,321,0.13473752427022972,0.13195933736608578,0.19686430739694105,0.3989066102192308,2.5004717362627567,321,0.9498909177105501,0.9533498671870093,0.9645964339780175,0.993602196492192,2.5004717362627567,321,1.46835607674602,1.4151671906660728,2.1923159724018007,5.090049658686077,2.5004717362627567,321,3.926669209464154e-09,0.061119623976263374,0.004973622643561824,1.1102230246251565e-16,True
DDO126,registered_galaxy_baryons_only,low,primary,65,0.2269045354056606,0.006485605736718412,0.0024249533331547712,0.019899696895309845,0.11912205563597471,3.4267183419157403,1027,0.06628748733444444,0.018803452573081157,0.28167439618309387,0.9963385977420478,3.4267183419157403,1027,0.15062033134535055,0.12638503419746938,0.2618353816541794,0.6634948313370681,3.4267183419157403,1027,0.975683097665879,0.9784074073020975,0.9852139304809893,0.993722332986017,3.4267183419157403,1027,1.697614742641301,1.3511554295401804,3.035885748415159,10.89141769947171,3.4267183419157403,1027,9.018499120296298e-11,0.36039227124106105,0.001767678020274894,1.1102230246251565e-16,True
DDO126,registered_galaxy_baryons_only,low,check,33,0.4538090708113212,0.007417984620548463,0.0024340915943295367,0.02292169294527182,0.13759458451972847,3.4124644194056306,255,0.057943334871189245,0.0196549289996422,0.24108127554141867,0.8346218146035318,3.4124644194056306,255,0.170020801705153,0.14571125330465284,0.2907483416404706,0.5522455049929744,3.4124644194056306,255,0.9755444940159947,0.978669632396644,0.9850640960373926,0.9914514668501478,3.4124644194056306,255,1.9252858027982327,1.5748603145568996,3.4354491210284657,8.035101989917061,3.4124644194056306,255,4.4870505142829286e-11,0.13759458451972847,0.001765802953275635,1.1102230246251565e-16,True
DDO126,registered_galaxy_baryons_only,nominal,primary,65,0.2269045354056606,0.008475084056290064,0.00319632925616448,0.02389264490289181,0.14243346024836248,3.371191383894922,1000,0.08223863415280064,0.024655452233099805,0.3206680032436896,0.9729237386278999,3.371191383894922,1000,0.14941482565820274,0.12787286420368438,0.2598268706386475,0.6634948313370681,3.371191383894922,1000,0.9722519128124787,0.9752058782126691,0.982124783959361,0.9900450873862782,3.371191383894922,1000,1.6795166221518265,1.368200677691685,3.0087116393314703,10.89141769947171,3.371191383894922,1000,1.1319933304479756e-10,0.3540722853502672,0.0019517847462039999,1.1102230246251565e-16,True
DDO126,registered_galaxy_baryons_only,nominal,check,33,0.4538090708113212,0.009354255623846217,0.003451221361797308,0.02943317462847427,0.14710176166100428,3.3645748568458633,247,0.07189106616449245,0.025457586288285098,0.2695125046093126,0.9333704704785007,3.3645748568458633,247,0.16959257819450957,0.14591756240419007,0.2757971774980698,0.804100820459367,3.3645748568458633,247,0.972033396609165,0.9747608005324557,0.9822603505515916,0.98980006329324,3.3645748568458633,247,1.9372071408596219,1.577275587097636,3.226840574360368,16.301551421944044,3.3645748568458633,247,5.743840271232942e-11,0.14710176166100428,0.0019452572611122043,1.1102230246251565e-16,True
DDO126,registered_galaxy_baryons_only,high,primary,65,0.2269045354056606,0.010342976224616544,0.0038972294670983855,0.028661938227981666,0.18375221486088322,3.301181153095322,950,0.09453579012628344,0.029107071520331755,0.3460694438426326,0.9327515900005253,3.301181153095322,950,0.14633186816765392,0.12841770476278014,0.2554452508512513,0.5847172661467253,3.301181153095322,950,0.9646128541582197,0.9683172241498751,0.9769755535157176,0.9848257502874305,3.301181153095322,950,1.6364318439419232,1.374449893767057,2.9496915670345514,8.78795704328228,3.301181153095322,950,1.305755970759985e-10,0.21330905154625096,0.0023197982305973295,1.1102230246251565e-16,True
DDO126,registered_galaxy_baryons_only,high,check,33,0.4538090708113212,0.010715207913396422,0.0039948504063367935,0.031772437300479836,0.1934252034359647,3.301138960123055,237,0.08129708891035137,0.03086116658319167,0.27206587022503864,0.9305741944098126,3.301138960123055,237,0.1656509883254628,0.14667528483141967,0.27066577335336883,0.7133347248158031,3.301138960123055,237,0.9643520341115458,0.968448055376987,0.9773837907312366,0.9855679437038093,3.301138960123055,237,1.8873109457392379,1.5861512963945794,3.156233604864808,12.494400324230897,3.301138960123055,237,6.823287970825548e-11,0.1934252034359647,0.0023040630426506893,1.1102230246251565e-16,True
DDO133,registered_galaxy_baryons_only,low,primary,65,0.2851490045969202,0.013239128424066458,0.006205719118382227,0.039147344288628136,0.1830592152842996,4.849337774257557,1294,0.09938446164791215,0.03670466820403424,0.44594977667254937,0.9965499110438898,4.849337774257557,1294,0.2008386547333031,0.1680279881686914,0.3315225739943587,0.7455663596212694,4.849337774257557,1294,0.973597874520242,0.9760054927663665,0.986171710433479,0.9995121394996024,4.849337774257557,1294,2.371085896951871,1.8395647857546127,4.027527515285559,13.68715222065217,4.849337774257557,1294,2.507272665523186e-13,0.1830592152842996,0.00048786011582970033,1.1102230246251565e-16,True
DDO133,registered_galaxy_baryons_only,low,check,33,0.5702980091938404,0.017037826338056943,0.00884195277252465,0.0483672948551784,0.14662292967233592,4.8662062915680675,327,0.10545257478475291,0.05061561991948982,0.40271303749433734,0.997976943962527,4.8662062915680675,327,0.21649538318112693,0.19307212151426112,0.3307298558288245,0.6173217938191327,4.8662062915680675,327,0.9736764101827786,0.9757528786562442,0.9855107884563865,0.9996069262777856,4.8662062915680675,327,2.5357941362913734,2.1452098461206384,4.015675972017203,9.605608357004892,4.8662062915680675,327,1.1544920647418543e-10,0.14662292967233592,0.0003929934448449973,1.1102230246251565e-16,True
DDO133,registered_galaxy_baryons_only,nominal,primary,65,0.2851490045969202,0.01591549856327381,0.007581353555980093,0.04556553581200578,0.19093418098678294,4.770503531713191,1268,0.11910152888530781,0.04556750398619565,0.5017760546087716,0.9980764375733095,4.770503531713191,1268,0.19824374724127347,0.16853287923786392,0.3272492067176728,0.7455663596212694,4.770503531713191,1268,0.9693915739618013,0.971966786039992,0.9825364284607403,0.9991703980742365,4.770503531713191,1268,2.332656432990504,1.845635248539744,3.9638036885277974,13.68715222065217,4.770503531713191,1268,3.4109120868672677e-13,0.19093418098678294,0.0008294785812458284,1.1102230246251565e-16,True
DDO133,registered_galaxy_baryons_only,nominal,check,33,0.5702980091938404,0.02140431480374584,0.010657696132250071,0.05939858928810468,0.2224126081689262,4.766667703592805,317,0.1272269027464453,0.0646712047224493,0.46465126573438464,0.983194094077543,4.766667703592805,317,0.2165550236760681,0.19764310734001256,0.3470466004442903,0.8003396268504284,4.766667703592805,317,0.9695173588217372,0.9720329873449807,0.9819523936340995,0.9963797976985718,4.766667703592805,317,2.548754511050243,2.2020176678354138,4.262572893892991,16.111374901505734,4.766667703592805,317,1.555299656845131e-10,0.2224126081689262,0.002906124229487931,1.1102230246251565e-16,True
DDO133,registered_galaxy_baryons_only,high,primary,65,0.2851490045969202,0.017451138646287893,0.008677061426353803,0.04913242756526885,0.18845639001425618,4.6464427741325585,1196,0.13439030348455921,0.05502481792528251,0.5258145417960522,0.9953602461615191,4.6464427741325585,1196,0.1847010320334636,0.16493458109808967,0.3056575133131206,0.7455663596212694,4.6464427741325585,1196,0.9602117416498372,0.9640859245497266,0.9759891826113536,0.9986673577172677,4.6464427741325585,1196,2.1311588739732796,1.8024535778573028,3.6479002059352457,13.68715222065217,4.6464427741325585,1196,4.4786399348892006e-13,0.18845639001425618,0.0013289047695000356,1.1102230246251565e-16,True
DDO133,registered_galaxy_baryons_only,high,check,33,0.5702980091938404,0.023316231888397685,0.012706682831712625,0.05972659772974017,0.24569090401914123,4.668151239699006,301,0.14053489134119382,0.07571561587111629,0.48567708756189,0.9868914405316639,4.668151239699006,301,0.20885547845463404,0.19735131944193252,0.3270824290100204,0.6333162239350438,4.668151239699006,301,0.9604790609646205,0.9642630378307564,0.9754974096546084,0.9957249183743879,4.668151239699006,301,2.4283319110132497,2.1983816941520375,3.9613243679414527,10.03255447957087,4.668151239699006,301,1.995069588512629e-10,0.24569090401914123,0.0035197507020655536,1.1102230246251565e-16,True
DDO210,registered_galaxy_baryons_only,low,primary,65,0.04344171314303519,0.0038400206182580034,0.0013838627336951652,0.010661563704868883,0.05587903351340016,0.6547658655966693,1026,0.1552691402486217,0.05588916151521365,0.4612046620863847,0.9737242483084292,0.6547658655966693,1026,0.028549084078136076,0.026459229286844466,0.045124619325729365,0.15897874283657742,0.6547658655966693,1026,0.9868388972879083,0.9889764678235318,0.9941065411725107,0.998765002699226,0.6547658655966693,1026,0.29114906334595086,0.2681557477518337,0.4617444387914532,1.7313834327223476,0.6547658655966693,1026,5.122046720685011e-10,0.1101987464344761,0.0006834060837951473,1.1102230246251565e-16,True
DDO210,registered_galaxy_baryons_only,low,check,33,0.08688342628607038,0.005691488933630171,0.0025519006333435783,0.01281221632643397,0.04481638556287325,0.6463635452908026,250,0.19920406682780895,0.09215621475989609,0.5108480305937723,0.9052651904919977,0.6463635452908026,250,0.030791229656286168,0.029295505178576153,0.04466457136872597,0.11723221630224256,0.6463635452908026,250,0.9867798785046993,0.9893447431690826,0.9939015318793993,0.9962377570091707,0.6463635452908026,250,0.31394555373946054,0.2973319862746423,0.45692766096424386,1.2469309858471296,0.6463635452908026,250,3.5563986039910433e-10,0.2241842575066,0.0007139322488584753,1.1102230246251565e-16,True
DDO210,registered_galaxy_baryons_only,nominal,primary,65,0.04344171314303519,0.004183415553534433,0.0016223498310548856,0.011740515677617473,0.050967597094151926,0.7165057441297239,1233,0.19429594532175481,0.06933856036107319,0.591354694702209,0.9871606344385311,0.7165057441297239,1233,0.026638479942267288,0.024182007802222683,0.04412286932210487,0.18821538225405643,0.7165057441297239,1233,0.986311302908496,0.9894121952313618,0.9944873398695264,0.9987992901584618,0.7165057441297239,1233,0.27159291467087165,0.2447919336315321,0.4512589924871718,2.085202230865689,0.7165057441297239,1233,3.292698280579834e-10,0.060446716949096736,0.0002476139033518794,1.1102230246251565e-16,True
DDO210,registered_galaxy_baryons_only,nominal,check,33,0.08688342628607038,0.006842107280155409,0.002413369870380661,0.01533213360106048,0.08131415286858595,0.7118730904021716,305,0.23848194582941307,0.09140701521557994,0.6239222522522158,0.9884591546232184,0.7118730904021716,305,0.030840492619694612,0.027822163989141502,0.04745446091615267,0.11506773947842697,0.7118730904021716,305,0.986328978223606,0.9895521620752292,0.9942502698982306,0.9967078930209987,0.7118730904021716,305,0.3147026428992196,0.2821653239772089,0.48617397727965367,1.2224417868721258,0.7118730904021716,305,3.02724524516647e-10,0.08338924248892327,0.0008126835144830171,1.1102230246251565e-16,True
DDO210,registered_galaxy_baryons_only,high,primary,65,0.04344171314303519,0.003839807109858347,0.0016506429178965519,0.010210728220336177,0.04971957924689712,0.8122091716294685,1579,0.22950651236680492,0.08234355020344217,0.6983026260815342,0.9981571093576166,0.8122091716294685,1579,0.02303690425442187,0.021117708165611204,0.0424723788390962,0.18821538225405643,0.8122091716294685,1579,0.9831803071477523,0.9893433354504981,0.9943488408910025,0.9995382270212197,0.8122091716294685,1579,0.2346328719589999,0.2134387674006882,0.4340072301814767,2.085202230865689,0.8122091716294685,1579,1.9836181534220746e-10,0.053634108728261784,0.00021562190798723248,1.1102230246251565e-16,True
DDO210,registered_galaxy_baryons_only,high,check,33,0.08688342628607038,0.007586739845591031,0.0027260096463088196,0.01636245409651058,0.0877142725668419,0.8045831874460291,386,0.27999227202945526,0.10193338198102833,0.7845758232162481,0.9997553954072564,0.8045831874460291,386,0.029748917536565982,0.02618949451510716,0.04877233493610428,0.10426583839404235,0.8045831874460291,386,0.9843004157056536,0.9895861712018303,0.9943320458039794,0.9967667438437287,0.8045831874460291,386,0.30372610647933146,0.26538547425482695,0.5000185667941468,1.101116046659759,0.8045831874460291,386,2.376536699910214e-10,0.0877142725668419,0.0008518116147892583,1.1102230246251565e-16,True
DDO216,registered_galaxy_baryons_only,low,primary,65,0.08789581251241756,0.005623594154420721,0.0024473014279996364,0.015021429820118766,0.07448129466576815,1.3431634241751582,1054,0.13810258998672048,0.05578381823514205,0.3907253053297837,0.9918962170111657,1.3431634241751582,1054,0.04860109812766042,0.04727978409913497,0.07708238689001128,0.23229078466963604,1.3431634241751582,1054,0.9894588689009842,0.9919783448873709,0.9950479599833189,0.9977417676772893,1.3431634241751582,1054,0.5012741504793161,0.4843400093191001,0.8021530840886428,2.643442434032603,1.3431634241751582,1054,2.3682957005546147e-10,0.07448129466576815,0.0003573125485285483,1.1102230246251565e-16,True
DDO216,registered_galaxy_baryons_only,low,check,33,0.1757916250248351,0.007292603409147653,0.0027020333396812735,0.019217429027698393,0.10087390746027348,1.3416848469298668,261,0.13718512523495724,0.05723842863655423,0.4113793976576469,0.9960319087742993,1.3416848469298668,261,0.05835335932735211,0.056091470234543084,0.08306417103250052,0.16946865861619997,1.3416848469298668,261,0.9895934707732083,0.992050105687382,0.9951136045656409,0.9973427354130548,1.3416848469298668,261,0.6048723434857192,0.577260139662965,0.867177884900427,1.8568961267118984,1.3416848469298668,261,2.314846969373987e-09,0.11536071526465988,0.00047786064038871974,1.1102230246251565e-16,True
DDO216,registered_galaxy_baryons_only,nominal,primary,65,0.08789581251241756,0.005330404096417463,0.002237701438918546,0.013096163309458033,0.09146907322209975,1.480052047638207,1279,0.14014287252777322,0.05128560212981521,0.3913551424870027,0.9909530610065609,1.480052047638207,1279,0.04938436121307381,0.047283913202582295,0.07975133969066817,0.2985281954523269,1.480052047638207,1279,0.9868991854575647,0.9902843623990434,0.994251566847299,0.998891847466395,1.480052047638207,1279,0.5111110585980895,0.48438334931308874,0.8311136269098408,3.5457457333694613,1.480052047638207,1279,2.0812333723487647e-10,0.09146907322209975,0.00011152422034073875,1.1102230246251565e-16,True
DDO216,registered_galaxy_baryons_only,nominal,check,33,0.1757916250248351,0.0072874399603411666,0.0025263886262523625,0.019727456112997994,0.08608259246640444,1.4987872112598297,330,0.1363105024391287,0.04937064868826975,0.3968379834303288,0.9544409750948725,1.4987872112598297,330,0.061234435145829616,0.05645292796912832,0.08882673625223578,0.4301377340043827,1.4987872112598297,330,0.9873040976933696,0.9904766094589182,0.9944184163491446,0.9993383466723798,1.4987872112598297,330,0.6408287109279223,0.581090252580251,0.9302229732512046,5.623605859570329,1.4987872112598297,330,1.729886183315647e-09,0.13744564458281788,0.0006467046810336083,1.1102230246251565e-16,True
DDO216,registered_galaxy_baryons_only,high,primary,65,0.08789581251241756,0.004530132334336665,0.0016773562263455927,0.01063466128578261,0.055449353758520455,1.610164144368913,1516,0.12759485798918077,0.038157173315447025,0.3627106539987391,0.97226955520418,1.610164144368913,1516,0.04839972848667541,0.04728547200018518,0.08456442507265466,0.20171088693181927,1.610164144368913,1516,0.9812572580968403,0.9863818956978612,0.9921872331067245,0.99894657810211,1.610164144368913,1516,0.5003306208223881,0.48439972694422184,0.8835536786168088,2.2528445006814657,1.610164144368913,1516,1.6687023498023e-10,0.055449353758520455,0.0008956143480416958,1.1102230246251565e-16,True
DDO216,registered_galaxy_baryons_only,high,check,33,0.1757916250248351,0.006417368662748641,0.0021486609709292508,0.017067891777572265,0.05796042757070757,1.6461208575657797,397,0.12651975279860828,0.04099868017949915,0.370104386471092,0.9608869393537849,1.6461208575657797,397,0.06093578141093394,0.05639092280649105,0.09556563685102047,0.2823080806523127,1.6461208575657797,397,0.9821163045588173,0.9870445712920621,0.9925363256313754,0.9992960207890028,1.6461208575657797,397,0.6343128764845429,0.5804331174763248,1.0044554889836586,3.317148837042598,1.6461208575657797,397,1.2390647570987399e-09,0.14629706220591976,0.0007038189972361873,1.1102230246251565e-16,True
DDO47,registered_galaxy_baryons_only,low,primary,65,0.5503378583749859,0.020252782546631883,0.004863477822939349,0.053462307472318074,0.44237448181712696,8.178313346904481,1007,0.10956514516645152,0.023928307203173203,0.4300116166451678,0.942899537828311,8.178313346904481,1007,0.24049867229095473,0.22035923720659623,0.3626597529824264,0.9287543646674251,8.178313346904481,1007,0.986469795455734,0.9894545340870194,0.9940224378555074,0.9993004122691849,8.178313346904481,1007,2.929672019691705,2.4892202591034907,4.5045162626723325,26.416217201999324,8.178313346904481,1007,1.0703800929680477e-12,0.44237448181712696,0.0006859083820680891,1.1102230246251565e-16,True
DDO47,registered_galaxy_baryons_only,low,check,33,1.1006757167499719,0.024214930827522706,0.005399890673073527,0.07266188350532571,0.3835925668336353,8.123592744318922,245,0.10547988790267783,0.02212019418852278,0.42713424452486676,0.965116853756436,8.123592744318922,245,0.28944610528319986,0.2506872727443119,0.4504890522589975,0.7096116032432203,8.123592744318922,245,0.9863900643699013,0.989330321384963,0.9940824455466812,0.999495107979169,8.123592744318922,245,3.624245920624987,2.8859885622871473,5.987331527668631,12.365359529014563,8.123592744318922,245,5.5108490540488915e-09,0.3835925668336353,0.0005040789785482159,1.1102230246251565e-16,True
DDO47,registered_galaxy_baryons_only,nominal,primary,65,0.5503378583749859,0.024675805397487934,0.006251582409613118,0.06684750538007589,0.388925276353704,8.194342395736388,1007,0.13972956413525803,0.03157445830868874,0.537469815429725,0.9948426155261754,8.194342395736388,1007,0.23537041703338354,0.21783971613839992,0.3577980266223528,0.8331788068726285,8.194342395736388,1007,0.9855944076682492,0.9887709878332714,0.9936044172747875,0.9994817890424179,8.194342395736388,1007,2.8285400581231963,2.456955928646683,4.428524316886496,17.90832740010028,8.194342395736388,1007,1.4222086585649917e-12,0.40763040585874727,0.00051789280384133,1.1102230246251565e-16,True
DDO47,registered_galaxy_baryons_only,nominal,check,33,1.1006757167499719,0.030941122079761754,0.007432537491354339,0.08894202908426892,0.46468394971905314,8.164043774382808,251,0.1345115681401992,0.030273786737314894,0.5589577890341829,0.9945902882137079,8.164043774382808,251,0.28764505640655824,0.2528838640170379,0.4270231801554286,0.7140484033094805,8.164043774382808,251,0.9855654481620567,0.988600145610926,0.9938784968493316,0.9980562313374961,8.164043774382808,251,3.581889819296026,2.915346360767958,5.569100171091192,12.519327248262263,8.164043774382808,251,7.328918447083506e-09,0.46468394971905314,0.0008514560879131429,1.1102230246251565e-16,True
DDO47,registered_galaxy_baryons_only,high,primary,65,0.5503378583749859,0.027191986298177193,0.007727702789698766,0.07279240814091907,0.5620786102892499,8.261682393705572,1020,0.16712020735583488,0.03875445178105955,0.6169111726223394,0.9989687205404354,8.261682393705572,1020,0.2248907979638164,0.21364952813470733,0.3532013285110447,0.8923745944621294,8.261682393705572,1020,0.9836999119956025,0.9874392193922903,0.99269534391343,0.9983729678068786,8.261682393705572,1020,2.69059994614171,2.403526949156637,4.357202059329577,22.290985481775035,8.261682393705572,1020,1.7942280358339932e-12,0.5620786102892499,0.0009574560047955576,1.1102230246251565e-16,True
DDO47,registered_galaxy_baryons_only,high,check,33,1.1006757167499719,0.03637944466572945,0.008973083109078964,0.10005828587920085,0.34430823855685927,8.171801719626378,250,0.16160519527638023,0.03569191894944673,0.6142980995038059,0.9800460445467153,8.171801719626378,250,0.2805880199954485,0.24926925545345224,0.40925739562831315,0.6254803343261917,8.171801719626378,250,0.9835366413766553,0.9870127333962422,0.992599726937462,0.997900907912536,8.171801719626378,250,3.4519381682366124,2.8670822248843564,5.263749718485987,9.821109655909874,8.171801719626378,250,9.243862203996956e-09,0.34430823855685927,0.0009483574616199166,1.1102230246251565e-16,True
