domain,scenario,systems,median_sigma,minimum_sigma,maximum_sigma,median_transverse_mismatch,median_survival,median_trace_length_kpc
registered_cluster_baryons_only,high,4,0.07282911043757101,0.04617969620202655,0.15339962450649486,0.15730468171802303,0.9890854220418346,168.02364323119468
registered_cluster_baryons_only,low,4,0.07046378609389299,0.03974514119634345,0.1474121166331395,0.12692827485701014,0.9937416162216024,191.49057053241842
registered_cluster_baryons_only,nominal,4,0.07324173736465371,0.04423719888967692,0.15398648291550665,0.1454589412135628,0.9910740492282749,176.91366515467993
registered_galaxy_baryons_only,high,13,0.010210918325347602,0.002332962086758411,0.027191986298177193,0.14767898894165346,0.12053516436949357,1.3007484627320385
registered_galaxy_baryons_only,low,13,0.00801704532668014,0.00228257692381539,0.020252782546631883,0.10640528923051643,0.11493075418483312,1.2316821141411274
registered_galaxy_baryons_only,nominal,13,0.008914658269586519,0.002441705890741581,0.024675805397487934,0.1311951044457222,0.11413018520276848,1.2256402231768604
