galaxy,rms_base,rms_gamma_masslog,delta
NGC5985,40.79840930344115,38.37888177912573,-2.41952752431542
UGC05253,40.5834968515856,39.34465294534285,-1.2388439062427494
UGC06786,47.68541604902616,46.74352922392051,-0.941886825105648
UGC06787,62.19721472470859,61.30944123881926,-0.8877734858893263
ESO079-G014,8.839758472865633,8.082223360052579,-0.7575351128130539
