galaxy,n_points_theory,sigma_v_true,Q_gal,G_sigma,K_mean,rms_gr_theory,rms_theory,delta_rms_theory,rotmod_path,sigma_v,sigma_ref,beta_sigma,A_base,A_eff,sigma_gate,accel_gate_min,accel_gate_median,accel_gate_max,n_points_emp,rms_gr_emp,rms_metric_resonance_sigma,delta_rms_emp,delta_emp,delta_theory,delta_emp_vs_gr,delta_theory_vs_gr
UGC05829,11,7.484999999999999,5.012701308792423,0.8336854021772724,-0.2554346128981528,20.89128746050334,24.502954697985203,3.611667237481864,data\Rotmod_LTG\UGC05829_rotmod.dat,7.484999999999999,25.0,1.5,5.694915875549634,4.893279022250229,0.8592364012362103,0.999473793482336,0.9997333930946298,0.9999691525574024,11,20.89128746050334,17.209461791933293,-3.6818256685700455,-3.6818256685700455,3.611667237481864,-3.6818256685700455,3.611667237481864
UGC05918,8,5.714999999999999,3.604977932382716,0.7828436933502136,-0.2699070079218041,18.37828516439344,20.990785452407305,2.612500288013869,data\Rotmod_LTG\UGC05918_rotmod.dat,5.714999999999999,25.0,1.5,5.694915875549634,5.133799151579276,0.9014705860047136,0.9998785782012712,0.999932965890241,0.9999569549528206,8,18.37828516439344,17.863316388738053,-0.5149687756553831,-0.5149687756553831,2.612500288013869,-0.5149687756553867,2.612500288013866
UGC05986,15,16.95,3.456345543863104,0.7756008841421388,-0.1812799912123167,38.97404649965343,44.08744134230166,5.113394842648226,data\Rotmod_LTG\UGC05986_rotmod.dat,16.95,25.0,1.5,5.694915875549634,3.6546392474668177,0.6417371787979392,0.8469911770086139,0.9527786792780224,0.998749701206179,15,38.97404649965343,28.28098149187761,-10.693065007775822,-10.693065007775822,5.113394842648226,-10.693065007775822,5.113394842648226
UGC05999,5,25.0,2.014979424212565,0.6683227779369757,-0.5349624073304373,37.193191266338594,51.09522549238444,13.902034226045842,data\Rotmod_LTG\UGC05999_rotmod.dat,25.0,25.0,1.5,5.694915875549634,2.847457937774817,0.5,0.9962097133544074,0.9994956639074942,0.9997925013627966,5,37.193191266338594,18.96798127410637,-18.225209992232223,-18.225209992232223,13.902034226045842,-18.225209992232223,13.902034226045842
UGC06399,9,11.625,4.199931177827248,0.807689762459925,-0.2619616577798782,28.750319030139067,34.29574024763205,5.545421217492979,data\Rotmod_LTG\UGC06399_rotmod.dat,11.625,25.0,1.5,5.694915875549634,4.323869830239654,0.7592508694998668,0.9915547396755195,0.9961108049226404,0.9991235931160314,9,28.750319030139067,22.08886286977421,-6.661456160364857,-6.661456160364857,5.545421217492979,-6.661456160364857,5.545421217492979
UGC06446,17,12.254999999999995,3.2387381227963825,0.7640807308614104,-0.1788535454888563,37.55466322984248,40.81045953675835,3.255796306915876,data\Rotmod_LTG\UGC06446_rotmod.dat,12.254999999999995,25.0,1.5,5.694915875549634,4.239780663264398,0.7444852138145418,0.9837469431044776,0.9992985367078344,0.999878564748646,17,37.55466322984248,30.0413146781086,-7.513348551733877,-7.513348551733877,3.255796306915876,-7.513348551733884,3.255796306915869
UGC06614,13,29.025,4.503197118800236,0.8182874466582778,-0.4434194867250333,50.98495587013215,71.78245820281279,20.797502332680644,data\Rotmod_LTG\UGC06614_rotmod.dat,29.025,25.0,1.5,5.694915875549634,2.5299783735851618,0.4442521064178118,0.0039074400663164,0.7147605407406452,0.9997709215618462,13,50.98495587013215,58.13346148778758,7.148505617655431,7.148505617655431,20.797502332680644,7.148505617655431,20.797502332680644
UGC06628,7,6.21,8.107384044551987,0.8901989863271224,-0.3793885328151484,8.072900058646603,5.472573352067846,-2.600326706578757,data\Rotmod_LTG\UGC06628_rotmod.dat,6.21,25.0,1.5,5.694915875549634,5.067544167522258,0.8898365275734954,0.9843122920002252,0.9951691563138751,0.9976215370848524,7,8.072900058646603,18.55068231200697,10.477782253360363,10.477782253360363,-2.600326706578757,10.477782253360367,-2.600326706578757
UGC06667,9,11.595,2.738204696883583,0.7324919095966931,-0.2376672548618545,45.27733630984675,48.21400194072593,2.936665630879176,data\Rotmod_LTG\UGC06667_rotmod.dat,11.595,25.0,1.5,5.694915875549634,4.327900536497956,0.7599586422477675,0.999825837610713,0.9998753635340828,0.9999943242310444,9,45.27733630984675,41.18389107311414,-4.093445236732613,-4.093445236732613,2.936665630879176,-4.093445236732613,2.936665630879176
UGC06786,45,33.75,3.260523404674161,0.765287053956114,-0.0669536486529416,51.9524574240025,54.14946900769803,2.1970115836955277,data\Rotmod_LTG\UGC06786_rotmod.dat,33.75,25.0,1.5,5.694915875549634,2.217164381609539,0.3893234650100171,2.4150262449731548e-05,0.0711023696470998,0.998995155817295,45,51.9524574240025,31.681128926617816,-20.271328497384687,-20.271328497384687,2.1970115836955277,-20.271328497384687,2.1970115836955273
UGC06787,71,37.425,3.2737940018649327,0.7660158632906416,-0.0690072528217542,64.96642478114666,62.81128181381381,-2.155142967332843,data\Rotmod_LTG\UGC06787_rotmod.dat,37.425,25.0,1.5,5.694915875549634,2.0111945029323124,0.353156139069079,8.651527050210621e-07,0.0545227763330571,0.998543048289653,71,64.96642478114666,49.58761643773866,-15.378808343407997,-15.378808343407997,-2.155142967332843,-15.378808343407997,-2.15514296733285
UGC06818,8,8.3175,5.095385431346473,0.8359414656770771,-0.2949846367238606,20.175495852306163,24.1476773094442,3.9721814571380394,data\Rotmod_LTG\UGC06818_rotmod.dat,8.3175,25.0,1.5,5.694915875549634,4.778007343074038,0.8389952454939289,0.9775772338057784,0.996411636914438,0.9995548354559208,8,20.175495852306163,14.85907920851532,-5.316416643790843,-5.316416643790843,3.9721814571380394,-5.316416643790843,3.9721814571380385
UGC06917,11,15.075,4.567026641520599,0.8203708973580812,-0.4150511579106564,30.603998657699744,44.81530876333115,14.211310105631409,data\Rotmod_LTG\UGC06917_rotmod.dat,15.075,25.0,1.5,5.694915875549634,3.878715121867199,0.6810838310219731,0.8301088278918756,0.9859422906857892,0.9963474312086122,11,30.603998657699744,15.8016912492403,-14.802307408459445,-14.802307408459445,14.211310105631409,-14.802307408459445,14.211310105631409
UGC06923,6,11.355,5.3143170525061,0.841629745278136,-0.3078185165305566,15.1054378478316,22.10157253733681,6.996134689505213,data\Rotmod_LTG\UGC06923_rotmod.dat,11.355,25.0,1.5,5.694915875549634,4.360227578804317,0.7656351163191675,0.5594043157500518,0.9511323248438855,0.9881793157912564,6,15.1054378478316,12.315655302168476,-2.789782545663124,-2.789782545663124,6.996134689505213,-2.7897825456631242,6.99613468950521
UGC06930,10,15.75,4.654408822993484,0.8231468520752284,-0.3652498155799683,31.485550365605143,44.10578080296996,12.620230437364814,data\Rotmod_LTG\UGC06930_rotmod.dat,15.75,25.0,1.5,5.694915875549634,3.796491632552377,0.6666457794138998,0.8793890506552144,0.9933076873968836,0.9994215504658496,10,31.485550365605143,12.104062255278494,-19.38148811032665,-19.38148811032665,12.620230437364814,-19.38148811032665,12.620230437364818
UGC06973,9,26.1,7.410591842041552,0.8811023030506182,-0.4586842276259286,88.38568001480633,30.717036450621716,-57.66864356418461,data\Rotmod_LTG\UGC06973_rotmod.dat,26.1,25.0,1.5,5.694915875549634,2.7555323294591085,0.4838583026818046,7.440344643520254e-05,0.0383037429496047,0.3028623022161626,9,88.38568001480633,88.9193532241644,0.5336732093580707,0.5336732093580707,-57.66864356418461,0.5336732093580707,-57.668643564184606
UGC06983,17,16.275,3.665441843593826,0.7856580290732567,-0.3553009831340534,42.45443781782275,53.516823091822296,11.062385273999546,data\Rotmod_LTG\UGC06983_rotmod.dat,16.275,25.0,1.5,5.694915875549634,3.733742922294519,0.655627405898101,0.8102131380872455,0.9970543545785234,0.999709035343717,17,42.45443781782275,21.607760589576117,-20.84667722824664,-20.84667722824664,11.062385273999546,-20.846677228246634,11.062385273999546
UGC07089,12,10.364999999999998,5.193155823367612,0.8385314323552355,-0.2632703282943849,14.928726535103594,20.56241383704044,5.633687301936844,data\Rotmod_LTG\UGC07089_rotmod.dat,10.364999999999998,25.0,1.5,5.694915875549634,4.494950183199306,0.7892917615337881,0.986231754434763,0.9966158808995268,0.999062479122962,12,14.928726535103594,2.573097916692339,-12.355628618411256,-12.355628618411256,5.633687301936844,-12.355628618411256,5.633687301936847
UGC07125,13,9.7125,4.933391109051961,0.83146231528975,-0.3219014286384253,14.698599189568334,21.37563743247077,6.677038242902441,data\Rotmod_LTG\UGC07125_rotmod.dat,9.7125,25.0,1.5,5.694915875549634,4.584720529857805,0.8050550052094175,0.9932107057159704,0.9997458736157768,0.999965782918998,13,14.698599189568334,12.029669118602008,-2.6689300709663257,-2.6689300709663257,6.677038242902441,-2.6689300709663257,6.677038242902437
UGC07151,11,10.1925,5.22931136590659,0.8394686119764277,-0.2170196838180869,15.566865119323268,20.849174765233148,5.28230964590988,data\Rotmod_LTG\UGC07151_rotmod.dat,10.1925,25.0,1.5,5.694915875549634,4.518619327003035,0.7934479500220764,0.8855280634989418,0.976020659498002,0.9940029727149796,11,15.566865119323268,13.147256380387471,-2.4196087389357945,-2.4196087389357945,5.28230964590988,-2.4196087389357963,5.28230964590988
UGC07232,4,25.0,1.0694859885074772,0.5167882239583538,-0.0860780278589976,9.106155029455469,9.979948667699,0.8737936382435301,data\Rotmod_LTG\UGC07232_rotmod.dat,25.0,25.0,1.5,5.694915875549634,2.847457937774817,0.5,0.8670190165046929,0.9419652858871732,0.9742639456786344,4,9.106155029455469,9.1061448952274,-1.013422806828146e-05,-1.013422806828146e-05,0.8737936382435301,-1.0134228068281459e-05,0.8737936382435318
UGC07261,7,10.44,4.57384706332067,0.8205906999887721,-0.2973613500320273,22.26255246573989,29.18271259835267,6.920160132612775,data\Rotmod_LTG\UGC07261_rotmod.dat,10.44,25.0,1.5,5.694915875549634,4.484675233499436,0.7874875294916638,0.9174137481837016,0.9892726945171432,0.998909944149512,7,22.26255246573989,17.832743623312833,-4.429808842427061,-4.429808842427061,6.920160132612775,-4.429808842427057,6.920160132612779
UGC07323,10,9.375,7.029753270207995,0.875463172235914,-0.2467902191071436,10.34545733704072,16.49743506097897,6.15197772393825,data\Rotmod_LTG\UGC07323_rotmod.dat,9.375,25.0,1.5,5.694915875549634,4.631369697256002,0.8132463759719741,0.9609647434014436,0.972618007765622,0.98420361820713,10,10.34545733704072,5.955786321410218,-4.3896710156305,-4.3896710156305,6.15197772393825,-4.389671015630502,6.1519777239382485
UGC07399,10,14.01,2.8701468427679617,0.7416118714284258,-0.1931281604843051,50.95226232229807,54.715783605127285,3.763521282829217,data\Rotmod_LTG\UGC07399_rotmod.dat,14.01,25.0,1.5,5.694915875549634,4.0118752204385375,0.7044661076843983,0.8606684396694161,0.9955370133664164,0.9993757633465428,10,50.95226232229807,48.48105577350839,-2.471206548789681,-2.471206548789681,3.763521282829217,-2.471206548789681,3.763521282829217
UGC07524,31,11.895,4.29348824513365,0.8110886520019557,-0.1506361647319828,26.756759638805764,29.52136618111202,2.764606542306254,data\Rotmod_LTG\UGC07524_rotmod.dat,11.895,25.0,1.5,5.694915875549634,4.287699214991725,0.7528994823962883,0.9892685416673032,0.9992229497138786,0.9994742124292404,31,26.756759638805764,17.883283995837726,-8.873475642968039,-8.873475642968039,2.764606542306254,-8.873475642968039,2.764606542306254
UGC07559,7,3.915,5.236433975588952,0.8396519543196859,-0.3266478398889433,6.78682547264883,10.28251541062815,3.4956899379793205,data\Rotmod_LTG\UGC07559_rotmod.dat,3.915,25.0,1.5,5.694915875549634,5.362591388542182,0.9416454089455047,0.9984555809540584,0.9993319321089732,0.9997214003187171,7,6.78682547264883,6.746771142438612,-0.0400543302102178,-0.0400543302102178,3.4956899379793205,-0.04005433021021787,3.4956899379793205
UGC07577,9,1.6049999999999998,9.326486805855088,0.903161644535971,-0.3628041024347548,1.7651840058788588,3.3208019258751267,1.555617919996268,data\Rotmod_LTG\UGC07577_rotmod.dat,1.6049999999999998,25.0,1.5,5.694915875549634,5.603760536539105,0.9839935582890886,0.9997976603100344,0.999859591319176,0.9999831146385368,9,1.7651840058788588,1.7639484307812243,-0.0012355750976345,-0.0012355750976345,1.555617919996268,-0.0012355750976345004,1.5556179199962679
UGC07603,12,9.075,3.122835074151105,0.7574484591271454,-0.1895406712018551,25.74568614409514,28.465723944174737,2.7200378000795986,data\Rotmod_LTG\UGC07603_rotmod.dat,9.075,25.0,1.5,5.694915875549634,4.672921659767692,0.8205427019265134,0.9432737554144712,0.9950454136308056,0.9998089345320949,12,25.74568614409514,25.29749509576988,-0.4481910483252598,-0.4481910483252598,2.7200378000795986,-0.4481910483252598,2.7200378000795986
UGC07608,8,7.965,3.074876374632585,0.7545937819794187,-0.234166138499068,30.63714273310021,33.228047850145025,2.590905117044816,data\Rotmod_LTG\UGC07608_rotmod.dat,7.965,25.0,1.5,5.694915875549634,4.826884261437182,0.8475777986749145,0.9997635371878272,0.9998154453718476,0.9998412635317034,8,30.63714273310021,29.74781048393851,-0.8893322491617006,-0.8893322491617006,2.590905117044816,-0.8893322491617006,2.590905117044816
UGC07690,7,8.684999999999999,5.011480871826976,0.8336516373716606,-0.2546121798590936,13.006404800319592,18.62800422434594,5.621599424026348,data\Rotmod_LTG\UGC07690_rotmod.dat,8.684999999999999,25.0,1.5,5.694915875549634,4.727013485157469,0.8300409678485814,0.3904486160837841,0.9754216560524576,0.9984604967871512,7,13.006404800319592,12.296802246206186,-0.7096025541134061,-0.7096025541134061,5.621599424026348,-0.7096025541134061,5.621599424026348
UGC07866,7,3.9,5.232318146738751,0.8395460603173347,-0.3249955923638195,7.480355756414136,11.047747677232111,3.567391920817977,data\Rotmod_LTG\UGC07866_rotmod.dat,3.9,25.0,1.5,5.694915875549634,5.364388725754882,0.941961012766874,0.9988381828291254,0.9992313449420382,0.9997117115835158,7,7.480355756414136,7.45674672208644,-0.0236090343276957,-0.0236090343276957,3.567391920817977,-0.023609034327695788,3.5673919208179754
UGC08286,17,12.375,3.096202926816018,0.7558714697815764,-0.165627480328697,36.6726781610861,39.78881102627135,3.11613286518525,data\Rotmod_LTG\UGC08286_rotmod.dat,12.375,25.0,1.5,5.694915875549634,4.223889784118892,0.7416948514118713,0.9893690824548834,0.9968390580451436,0.9998025866002096,17,36.6726781610861,31.74145457874444,-4.931223582341659,-4.931223582341659,3.11613286518525,-4.931223582341655,3.11613286518525
UGC08490,30,11.7525,2.647446566058812,0.7258355998123549,-0.1361692515586636,38.25426280569027,40.75733822693388,2.503075421243608,data\Rotmod_LTG\UGC08490_rotmod.dat,11.7525,25.0,1.5,5.694915875549634,4.3067652890331685,0.7562473938418818,0.6879283918567226,0.9992442366855306,0.9999723349114608,30,38.25426280569027,31.313631663796933,-6.940631141893334,-6.940631141893334,2.503075421243608,-6.940631141893334,2.503075421243615
UGC08550,11,7.86,3.217208102219664,0.7628762973604113,-0.2163930393196508,24.99854471571737,27.848965105417463,2.850420389700094,data\Rotmod_LTG\UGC08550_rotmod.dat,7.86,25.0,1.5,5.694915875549634,4.841428120947599,0.8501316308698481,0.9857170320710672,0.9996502351388508,0.999914661540032,11,24.99854471571737,23.816912267173908,-1.1816324485434606,-1.1816324485434606,2.850420389700094,-1.1816324485434606,2.850420389700094
UGC08699,41,27.225,4.104149419978887,0.8040809706538457,-0.0863957339530669,38.29257854611432,36.93777497671303,-1.354803569401291,data\Rotmod_LTG\UGC08699_rotmod.dat,27.225,25.0,1.5,5.694915875549634,2.6656253403508168,0.4680710652452876,1.332722002623045e-05,0.3748267763018292,0.9979291259028052,41,38.29257854611432,26.723950558803654,-11.568627987310665,-11.568627987310665,-1.354803569401291,-11.568627987310666,-1.354803569401291
UGC08837,8,4.755,6.871545594445768,0.8729601463903596,-0.3226619106913553,7.952404742389242,12.121544704239213,4.169139961849971,data\Rotmod_LTG\UGC08837_rotmod.dat,4.755,25.0,1.5,5.694915875549634,5.258706772933297,0.923403767123384,0.9984183987857584,0.999120394978276,0.9993547225697916,8,7.952404742389242,7.104537198421891,-0.8478675439673511,-0.8478675439673511,4.169139961849971,-0.8478675439673511,4.169139961849971
UGC09037,22,23.325,5.286926021027173,0.8409397539186221,-0.4137513837544682,31.12809140007977,33.66056957305929,2.5324781729795163,data\Rotmod_LTG\UGC09037_rotmod.dat,23.325,25.0,1.5,5.694915875549634,2.9954280998185885,0.5259828530003511,0.0600280204493653,0.8929720114510247,0.9947733889305654,22,31.12809140007977,55.85189611741393,24.723804717334158,24.723804717334158,2.5324781729795163,24.723804717334158,2.53247817297952
UGC09133,68,33.975,3.7198318465065374,0.7881280451251317,-0.0656803530399817,61.91748044477971,58.44826982019071,-3.469210624589003,data\Rotmod_LTG\UGC09133_rotmod.dat,33.975,25.0,1.5,5.694915875549634,2.2036845927807023,0.3869564785393811,1.081947595094672e-05,0.097753605452405,0.999926320087981,68,61.91748044477971,58.928712016553,-2.988768428226713,-2.988768428226713,-3.469210624589003,-2.988768428226713,-3.469210624589003
UGC09992,5,25.0,1.0855366230579235,0.5205071016524526,-0.1652694590901519,5.888447315315842,8.110952259566886,2.2225049442510443,data\Rotmod_LTG\UGC09992_rotmod.dat,25.0,25.0,1.5,5.694915875549634,2.847457937774817,0.5,0.99336240904565,0.9989398993914655,0.9997104179562172,5,5.888447315315842,5.68458122869426,-0.2038660866215824,-0.2038660866215824,2.2225049442510443,-0.20386608662158245,2.2225049442510443
UGC10310,7,10.38,4.530512632703385,0.8191849352107551,-0.3203320192387315,22.50539817651381,29.44661848629222,6.941220309778409,data\Rotmod_LTG\UGC10310_rotmod.dat,10.38,25.0,1.5,5.694915875549634,4.49289439675522,0.7889307752630493,0.9930331306493166,0.9974978825951052,0.9992066788990333,7,22.50539817651381,17.087404777047297,-5.417993399466514,-5.417993399466514,6.941220309778409,-5.417993399466514,6.941220309778409
UGC11455,36,40.8,5.50728730315956,0.8463261335465458,-0.1274061299563312,39.82149446522485,29.381784975239626,-10.43970948998523,data\Rotmod_LTG\UGC11455_rotmod.dat,40.8,25.0,1.5,5.694915875549634,1.846076101958716,0.3241621372994462,0.0236246412207314,0.0506904217480356,0.9605795080139008,36,39.82149446522485,43.84355153949756,4.022057074272709,4.022057074272709,-10.43970948998523,4.022057074272709,-10.439709489985226
UGC11557,12,10.92,8.618308380208132,0.8960316138274659,-0.1781825108119684,20.837740296482337,14.659307997507396,-6.178432298974942,data\Rotmod_LTG\UGC11557_rotmod.dat,10.92,25.0,1.5,5.694915875549634,4.419168905274191,0.7759849314451345,0.7158684194700866,0.8704924416929083,0.9885661169324244,12,20.837740296482337,33.56591873199427,12.728178435511936,12.728178435511936,-6.178432298974942,12.728178435511936,-6.178432298974942
UGC11820,10,7.78125,5.044430126906012,0.8345584316462478,-0.1858885475164149,27.350315053297003,29.898080922022316,2.5477658687253104,data\Rotmod_LTG\UGC11820_rotmod.dat,7.78125,25.0,1.5,5.694915875549634,4.852329678608633,0.8520458922741014,0.9926235782789742,0.9995006252472872,0.9999685598832834,10,27.350315053297003,14.049599138746942,-13.30071591455006,-13.30071591455006,2.5477658687253104,-13.30071591455006,2.547765868725314
UGC11914,65,42.6,6.756398421996469,0.8710741834555472,-0.1108851694263499,20.216150253791284,11.566244891358506,-8.649905362432778,data\Rotmod_LTG\UGC11914_rotmod.dat,42.6,25.0,1.5,5.694915875549634,1.766217831391894,0.3101394067952638,6.40063827251194e-06,0.0016490470916534,0.0868416782107176,65,20.216150253791284,20.027844208236534,-0.18830604555475,-0.18830604555475,-8.649905362432778,-0.18830604555475006,-8.649905362432778
UGC12506,31,34.95,4.084121865480129,0.8033091994136212,-0.1174342395342238,78.84357368691505,87.07051191992991,8.226938233014863,data\Rotmod_LTG\UGC12506_rotmod.dat,34.95,25.0,1.5,5.694915875549634,2.1466320044129867,0.3769383167939787,0.5045398575344155,0.9562862504383998,0.997700811837017,31,78.84357368691505,53.05935407908301,-25.784219607832043,-25.784219607832043,8.226938233014863,-25.784219607832043,8.226938233014863
UGC12632,15,10.4625,3.8262460807818215,0.7927996245400719,-0.2142381513308981,28.541353368849645,32.06023959021273,3.5188862213630863,data\Rotmod_LTG\UGC12632_rotmod.dat,10.4625,25.0,1.5,5.694915875549634,4.481594712840588,0.7869466047921306,0.9991357452547844,0.999720929522619,0.9998617097158996,15,28.541353368849645,20.330322996034724,-8.211030372814921,-8.211030372814921,3.5188862213630863,-8.211030372814921,3.5188862213630863
UGC12732,16,12.72,3.582427440471533,0.7817750497982572,-0.2270594985304722,38.50841686062227,42.7994864980566,4.291069637434333,data\Rotmod_LTG\UGC12732_rotmod.dat,12.72,25.0,1.5,5.694915875549634,4.178441746139326,0.7337143932325518,0.9956070519563454,0.9997914416889636,0.9998913141869008,16,38.50841686062227,22.91723229050389,-15.591184570118385,-15.591184570118385,4.291069637434333,-15.59118457011838,4.291069637434333
UGCA281,7,3.9,4.983573938898744,0.8328758012833971,-0.219388448870764,6.731165308050977,9.230772572992068,2.4996072649410914,data\Rotmod_LTG\UGCA281_rotmod.dat,3.9,25.0,1.5,5.694915875549634,5.364388725754882,0.941961012766874,0.987458776202795,0.9947650538211388,0.9997576414755542,7,6.731165308050977,6.731082978063323,-8.232998765400623e-05,-8.232998765400623e-05,2.4996072649410914,-8.232998765400623e-05,2.4996072649410914
UGCA442,8,7.784999999999999,3.1691668395155435,0.7601439235959672,-0.1995882494086882,26.097011285652165,28.234273992172614,2.1372627065204526,data\Rotmod_LTG\UGCA442_rotmod.dat,7.784999999999999,25.0,1.5,5.694915875549634,4.851810691763671,0.8519547606654344,0.999325620164091,0.9998641990816264,0.9999918330314568,8,26.097011285652165,24.160976870136867,-1.936034415515298,-1.936034415515298,2.1372627065204526,-1.936034415515298,2.137262706520449
UGCA444,36,5.2875,2.973678191969071,0.7483439897017752,-0.2425431050316978,14.06205010975886,15.99995012992721,1.9379000201683516,data\Rotmod_LTG\UGCA444_rotmod.dat,5.2875,25.0,1.5,5.694915875549634,5.190091229605715,0.9113552057702352,0.9997195918666548,0.9999046683681146,0.9999992866410796,36,14.06205010975886,14.03758850742309,-0.0244616023357693,-0.0244616023357693,1.9379000201683516,-0.024461602335771104,1.9379000201683496
