alpha,lam_coh_kpc,lam_cut_kpc,A_global,burr_ell0_kpc,phase_sign,corr_K_emp_theory,rms_theory,rms_empirical,rms_gr,delta_rms_vs_emp,delta_rms_vs_gr
3.0,40.0,500.0,20.0,40.0,1.0,-0.9952982773655228,44.03124544632607,39.57075032402997,111.37021851783247,4.460495122296095,-67.3389730715064
3.0,40.0,900.0,5.0,5.0,1.0,-0.9960953684448898,44.3214815506918,39.57075032402997,111.37021851783247,4.750731226661827,-67.04873696714067
3.0,40.0,900.0,5.0,10.0,1.0,-0.9958003205896331,52.88783489337987,39.57075032402997,111.37021851783247,13.317084569349895,-58.4823836244526
3.0,40.0,900.0,5.0,40.0,1.0,-0.9952979726263974,76.87381294581957,39.57075032402997,111.37021851783247,37.30306262178959,-34.496405572012904
3.0,40.0,900.0,10.0,5.0,1.0,-0.9960953684448898,60.24782290277324,39.57075032402997,111.37021851783247,20.677072578743264,-51.12239561505923
3.0,40.0,900.0,10.0,10.0,1.0,-0.9958003205896331,44.627492807894555,39.57075032402997,111.37021851783247,5.056742483864582,-66.74272570993791
3.0,40.0,900.0,10.0,40.0,1.0,-0.9952979726263974,53.208770784584814,39.57075032402997,111.37021851783247,13.638020460554841,-58.161447733247655
3.0,40.0,900.0,15.0,5.0,1.0,-0.9960953684448894,102.04709677727723,39.57075032402997,111.37021851783247,62.47634645324726,-9.323121740555237
3.0,40.0,900.0,15.0,10.0,1.0,-0.9958003205896335,72.39523366922708,39.57075032402997,111.37021851783247,32.82448334519711,-38.97498484860539
3.0,40.0,900.0,15.0,40.0,1.0,-0.9952979726263977,41.5036641414252,39.57075032402997,111.37021851783247,1.9329138173952245,-69.86655437640727
3.0,40.0,900.0,20.0,5.0,1.0,-0.9960953684448898,142.22470325671202,39.57075032402997,111.37021851783247,102.65395293268205,30.85448473887955
3.0,40.0,900.0,20.0,10.0,1.0,-0.9958003205896331,104.7105004469463,39.57075032402997,111.37021851783247,65.13975012291633,-6.659718070886171
3.0,40.0,900.0,20.0,40.0,1.0,-0.9952979726263974,44.03132090424396,39.57075032402997,111.37021851783247,4.4605705802139894,-67.3388976135885
3.0,40.0,1300.0,5.0,5.0,1.0,-0.9960952651542488,44.32140670621594,39.57075032402997,111.37021851783247,4.750656382185966,-67.04881181161653
3.0,40.0,1300.0,5.0,10.0,1.0,-0.9958002116084543,52.8877497893094,39.57075032402997,111.37021851783247,13.31699946527943,-58.48246872852307
3.0,40.0,1300.0,5.0,40.0,1.0,-0.9952978550004566,76.87375319554364,39.57075032402997,111.37021851783247,37.30300287151367,-34.49646532228883
3.0,40.0,1300.0,10.0,5.0,1.0,-0.9960952651542488,60.24793509416116,39.57075032402997,111.37021851783247,20.677184770131184,-51.12228342367131
3.0,40.0,1300.0,10.0,10.0,1.0,-0.9958002116084543,44.62752323922503,39.57075032402997,111.37021851783247,5.0567729151950545,-66.74269527860744
3.0,40.0,1300.0,10.0,40.0,1.0,-0.9952978550004566,53.208685804467265,39.57075032402997,111.37021851783247,13.637935480437292,-58.161532713365204
3.0,40.0,1300.0,15.0,5.0,1.0,-0.996095265154249,102.0473033007811,39.57075032402997,111.37021851783247,62.47655297675112,-9.322915217051374
3.0,40.0,1300.0,15.0,10.0,1.0,-0.995800211608454,72.3953836383331,39.57075032402997,111.37021851783247,32.82463331430313,-38.97483487949937
3.0,40.0,1300.0,15.0,40.0,1.0,-0.995297855000457,41.503609619610316,39.57075032402997,111.37021851783247,1.932859295580343,-69.86660889822215
3.0,40.0,1300.0,20.0,5.0,1.0,-0.9960952651542488,142.22496764302434,39.57075032402997,111.37021851783247,102.65421731899437,30.854749125191873
3.0,40.0,1300.0,20.0,10.0,1.0,-0.9958002116084543,104.71071341542279,39.57075032402997,111.37021851783247,65.13996309139281,-6.659505102409682
3.0,40.0,1300.0,20.0,40.0,1.0,-0.9952978550004566,44.03135011868808,39.57075032402997,111.37021851783247,4.460599794658108,-67.33886839914439
3.0,80.0,500.0,5.0,5.0,1.0,-0.9960946417324874,44.320351677676506,39.57075032402997,111.37021851783247,4.749601353646533,-67.04986684015597
3.0,80.0,500.0,5.0,10.0,1.0,-0.9957995930319413,52.88655932335901,39.57075032402997,111.37021851783247,13.315808999329036,-58.48365919447346
