galaxy,rms_base,rms_massneg_gammalog,delta
UGC05918,15.481097218823225,7.788834780681226,-7.692262438141999
UGC06667,42.11440533535206,34.82710600890426,-7.287299326447801
UGC07608,29.249452351569023,23.054173998133606,-6.195278353435416
UGC07399,46.8916248887526,41.3204992647654,-5.5711256239872
UGC05764,26.892387775905203,21.425363166338723,-5.467024609566479
