galaxy,rotmod_path,sigma_v,sigma_ref,beta_sigma,A_base,A_eff,sigma_gate,accel_gate_min,accel_gate_median,accel_gate_max,n_points,rms_gr,rms_metric_resonance_sigma,delta_rms
UGC03546,data\Rotmod_LTG\UGC03546_rotmod.dat,29.175,25.0,1.5,5.694915875549634,2.51911172047383,0.44234397408560544,1.8490376977328985e-06,0.014728521049894408,0.9943086412729458,30,72.11935937530671,72.51816968805272,0.39881031274600787
UGC03580,data\Rotmod_LTG\UGC03580_rotmod.dat,18.45,25.0,1.5,5.694915875549634,3.4852753156722023,0.611997682114282,0.0015427158146652687,0.1841816532748841,0.9999337812995315,47,39.24452840755697,31.955368535732312,-7.289159871824658
UGC04278,data\Rotmod_LTG\UGC04278_rotmod.dat,12.57,25.0,1.5,5.694915875549634,4.198157667128704,0.7371764146952439,0.9908709212784392,0.9985934246200585,0.9999065646459512,25,27.66685900630416,23.764872401794513,-3.9019866045096485
UGC04305,data\Rotmod_LTG\UGC04305_rotmod.dat,5.010000000000001,25.0,1.5,5.694915875549634,5.226078224098778,0.9176743499471611,0.986206636182815,0.996937362370292,0.9998306234982275,22,4.955072428351265,6.93528364529661,1.980211216945345
UGC04325,data\Rotmod_LTG\UGC04325_rotmod.dat,13.41,25.0,1.5,5.694915875549634,4.088661534847618,0.7179494173744944,0.9734089443839432,0.9851157557990498,0.9951568480332252,8,35.331222541708,33.16451162804744,-2.166710913660559
UGC04483,data\Rotmod_LTG\UGC04483_rotmod.dat,3.12,25.0,1.5,5.694915875549634,5.4544397177718045,0.9577735364256597,0.9975835207468562,0.9994764800795626,0.999834752978808,8,7.079526352533245,7.079383023862047,-0.00014332867119737358
UGC04499,data\Rotmod_LTG\UGC04499_rotmod.dat,10.035,25.0,1.5,5.694915875549634,4.540272281085831,0.797250105234897,0.9661256290396486,0.9969807693879122,0.9993918137240649,9,21.50254779202607,14.58637180225773,-6.916175989768341
UGC05005,data\Rotmod_LTG\UGC05005_rotmod.dat,11.3325,25.0,1.5,5.694915875549634,4.363265493352049,0.7661685595892911,0.9970591356314098,0.9992848327631161,0.999984750204955,11,33.6105146121397,12.984770835528407,-20.625743776611294
UGC05253,data\Rotmod_LTG\UGC05253_rotmod.dat,32.775,25.0,1.5,5.694915875549634,2.2769820676101427,0.39982716467965107,3.9036820433845154e-06,0.005539033264635062,0.9989246666049184,73,44.104843857397995,38.16583686743747,-5.939006989960525
UGC05414,data\Rotmod_LTG\UGC05414_rotmod.dat,7.334999999999999,25.0,1.5,5.694915875549634,4.9139673165854525,0.8628691668094554,0.987936513488273,0.9944390869562263,0.9975000884537493,6,12.492346698655776,11.591128789472164,-0.9012179091836128
UGC05716,data\Rotmod_LTG\UGC05716_rotmod.dat,10.815,25.0,1.5,5.694915875549634,4.433458862150631,0.778494179551466,0.9965137958034548,0.9998894782680254,0.9999826752938258,12,34.860659179032254,24.993879587957313,-9.866779591074941
UGC05721,data\Rotmod_LTG\UGC05721_rotmod.dat,11.7825,25.0,1.5,5.694915875549634,4.302746878864826,0.7555417802285894,0.3321189530953595,0.9830098123748781,0.9999050683345418,23,36.993423389983725,35.22089886228177,-1.772524527701954
UGC05750,data\Rotmod_LTG\UGC05750_rotmod.dat,8.3475,25.0,1.5,5.694915875549634,4.7738451910935344,0.8382643915056597,0.999535586255898,0.9997111082713276,0.9999939786261095,11,20.787271481906608,8.841569496369054,-11.945701985537553
UGC05764,data\Rotmod_LTG\UGC05764_rotmod.dat,7.4925,25.0,1.5,5.694915875549634,4.892243718176368,0.8590546067906935,0.9996511554257815,0.9997405429057649,0.9999648189937103,10,27.9551391121523,27.787662399213946,-0.16747671293835253
UGC05829,data\Rotmod_LTG\UGC05829_rotmod.dat,7.484999999999999,25.0,1.5,5.694915875549634,4.893279022250229,0.8592364012362103,0.9994737934823359,0.9997333930946298,0.9999691525574023,11,20.89128746050334,17.209461791933293,-3.6818256685700455
UGC05918,data\Rotmod_LTG\UGC05918_rotmod.dat,5.714999999999999,25.0,1.5,5.694915875549634,5.133799151579276,0.9014705860047137,0.9998785782012711,0.999932965890241,0.9999569549528206,8,18.378285164393436,17.863316388738053,-0.5149687756553831
UGC05986,data\Rotmod_LTG\UGC05986_rotmod.dat,16.95,25.0,1.5,5.694915875549634,3.6546392474668177,0.6417371787979392,0.8469911770086139,0.9527786792780224,0.998749701206179,15,38.97404649965343,28.28098149187761,-10.693065007775822
UGC05999,data\Rotmod_LTG\UGC05999_rotmod.dat,25.0,25.0,1.5,5.694915875549634,2.847457937774817,0.5,0.9962097133544074,0.9994956639074942,0.9997925013627966,5,37.193191266338594,18.96798127410637,-18.225209992232223
UGC06399,data\Rotmod_LTG\UGC06399_rotmod.dat,11.625,25.0,1.5,5.694915875549634,4.323869830239654,0.7592508694998668,0.9915547396755197,0.9961108049226405,0.9991235931160314,9,28.750319030139067,22.08886286977421,-6.661456160364857
UGC06446,data\Rotmod_LTG\UGC06446_rotmod.dat,12.254999999999995,25.0,1.5,5.694915875549634,4.239780663264398,0.7444852138145418,0.9837469431044776,0.9992985367078344,0.9998785647486459,17,37.554663229842475,30.0413146781086,-7.513348551733877
UGC06614,data\Rotmod_LTG\UGC06614_rotmod.dat,29.025,25.0,1.5,5.694915875549634,2.5299783735851618,0.4442521064178118,0.003907440066316465,0.7147605407406452,0.9997709215618462,13,50.98495587013215,58.13346148778758,7.148505617655431
UGC06628,data\Rotmod_LTG\UGC06628_rotmod.dat,6.21,25.0,1.5,5.694915875549634,5.067544167522258,0.8898365275734954,0.9843122920002252,0.9951691563138751,0.9976215370848524,7,8.072900058646603,18.550682312006966,10.477782253360363
UGC06667,data\Rotmod_LTG\UGC06667_rotmod.dat,11.595,25.0,1.5,5.694915875549634,4.327900536497956,0.7599586422477675,0.999825837610713,0.9998753635340829,0.9999943242310444,9,45.27733630984675,41.18389107311414,-4.093445236732613
UGC06786,data\Rotmod_LTG\UGC06786_rotmod.dat,33.75,25.0,1.5,5.694915875549634,2.217164381609539,0.38932346501001713,2.4150262449731548e-05,0.0711023696470998,0.998995155817295,45,51.9524574240025,31.681128926617816,-20.271328497384687
UGC06787,data\Rotmod_LTG\UGC06787_rotmod.dat,37.425,25.0,1.5,5.694915875549634,2.0111945029323124,0.353156139069079,8.651527050210621e-07,0.05452277633305717,0.998543048289653,71,64.96642478114666,49.58761643773866,-15.378808343407997
UGC06818,data\Rotmod_LTG\UGC06818_rotmod.dat,8.3175,25.0,1.5,5.694915875549634,4.778007343074038,0.8389952454939289,0.9775772338057784,0.9964116369144381,0.9995548354559209,8,20.175495852306163,14.85907920851532,-5.316416643790843
UGC06917,data\Rotmod_LTG\UGC06917_rotmod.dat,15.075,25.0,1.5,5.694915875549634,3.8787151218671987,0.6810838310219731,0.8301088278918756,0.9859422906857893,0.9963474312086122,11,30.603998657699744,15.801691249240301,-14.802307408459443
UGC06923,data\Rotmod_LTG\UGC06923_rotmod.dat,11.355,25.0,1.5,5.694915875549634,4.360227578804317,0.7656351163191675,0.5594043157500518,0.9511323248438855,0.9881793157912565,6,15.1054378478316,12.315655302168476,-2.7897825456631242
UGC06930,data\Rotmod_LTG\UGC06930_rotmod.dat,15.75,25.0,1.5,5.694915875549634,3.796491632552377,0.6666457794138998,0.8793890506552144,0.9933076873968836,0.9994215504658497,10,31.485550365605146,12.104062255278494,-19.38148811032665
UGC06973,data\Rotmod_LTG\UGC06973_rotmod.dat,26.1,25.0,1.5,5.694915875549634,2.7555323294591085,0.4838583026818046,7.440344643520254e-05,0.038303742949604744,0.30286230221616267,9,88.38568001480633,88.9193532241644,0.5336732093580707
UGC06983,data\Rotmod_LTG\UGC06983_rotmod.dat,16.275,25.0,1.5,5.694915875549634,3.733742922294519,0.655627405898101,0.8102131380872455,0.9970543545785234,0.999709035343717,17,42.45443781782275,21.607760589576113,-20.846677228246637
UGC07089,data\Rotmod_LTG\UGC07089_rotmod.dat,10.364999999999998,25.0,1.5,5.694915875549634,4.494950183199306,0.7892917615337881,0.986231754434763,0.9966158808995269,0.9990624791229621,12,14.928726535103594,2.573097916692339,-12.355628618411256
UGC07125,data\Rotmod_LTG\UGC07125_rotmod.dat,9.7125,25.0,1.5,5.694915875549634,4.584720529857805,0.8050550052094175,0.9932107057159703,0.9997458736157768,0.999965782918998,13,14.698599189568334,12.029669118602008,-2.6689300709663257
UGC07151,data\Rotmod_LTG\UGC07151_rotmod.dat,10.1925,25.0,1.5,5.694915875549634,4.518619327003035,0.7934479500220764,0.8855280634989418,0.9760206594980019,0.9940029727149797,11,15.566865119323268,13.147256380387473,-2.4196087389357945
UGC07232,data\Rotmod_LTG\UGC07232_rotmod.dat,25.0,25.0,1.5,5.694915875549634,2.847457937774817,0.5,0.8670190165046929,0.9419652858871732,0.9742639456786343,4,9.106155029455469,9.1061448952274,-1.0134228068281459e-05
UGC07261,data\Rotmod_LTG\UGC07261_rotmod.dat,10.44,25.0,1.5,5.694915875549634,4.484675233499436,0.7874875294916638,0.9174137481837015,0.9892726945171431,0.998909944149512,7,22.262552465739894,17.832743623312833,-4.429808842427061
UGC07323,data\Rotmod_LTG\UGC07323_rotmod.dat,9.375,25.0,1.5,5.694915875549634,4.631369697256002,0.8132463759719741,0.9609647434014437,0.9726180077656219,0.98420361820713,10,10.345457337040719,5.955786321410218,-4.3896710156305
UGC07399,data\Rotmod_LTG\UGC07399_rotmod.dat,14.01,25.0,1.5,5.694915875549634,4.0118752204385375,0.7044661076843983,0.8606684396694161,0.9955370133664165,0.9993757633465428,10,50.95226232229807,48.48105577350839,-2.471206548789681
UGC07524,data\Rotmod_LTG\UGC07524_rotmod.dat,11.895,25.0,1.5,5.694915875549634,4.287699214991725,0.7528994823962883,0.9892685416673033,0.9992229497138786,0.9994742124292404,31,26.756759638805764,17.883283995837726,-8.873475642968039
UGC07559,data\Rotmod_LTG\UGC07559_rotmod.dat,3.915,25.0,1.5,5.694915875549634,5.362591388542182,0.9416454089455047,0.9984555809540585,0.9993319321089732,0.9997214003187171,7,6.78682547264883,6.746771142438612,-0.04005433021021787
UGC07577,data\Rotmod_LTG\UGC07577_rotmod.dat,1.6049999999999998,25.0,1.5,5.694915875549634,5.603760536539105,0.9839935582890886,0.9997976603100345,0.9998595913191759,0.9999831146385368,9,1.7651840058788588,1.7639484307812243,-0.0012355750976345004
UGC07603,data\Rotmod_LTG\UGC07603_rotmod.dat,9.075,25.0,1.5,5.694915875549634,4.672921659767692,0.8205427019265134,0.9432737554144712,0.9950454136308056,0.9998089345320947,12,25.74568614409514,25.29749509576988,-0.4481910483252598
UGC07608,data\Rotmod_LTG\UGC07608_rotmod.dat,7.965,25.0,1.5,5.694915875549634,4.826884261437182,0.8475777986749145,0.9997635371878272,0.9998154453718477,0.9998412635317034,8,30.63714273310021,29.74781048393851,-0.8893322491617006
UGC07690,data\Rotmod_LTG\UGC07690_rotmod.dat,8.684999999999999,25.0,1.5,5.694915875549634,4.727013485157469,0.8300409678485814,0.3904486160837841,0.9754216560524577,0.9984604967871512,7,13.006404800319592,12.296802246206186,-0.7096025541134061
UGC07866,data\Rotmod_LTG\UGC07866_rotmod.dat,3.9,25.0,1.5,5.694915875549634,5.364388725754882,0.941961012766874,0.9988381828291254,0.9992313449420382,0.9997117115835158,7,7.480355756414136,7.45674672208644,-0.023609034327695788
UGC08286,data\Rotmod_LTG\UGC08286_rotmod.dat,12.375,25.0,1.5,5.694915875549634,4.223889784118892,0.7416948514118713,0.9893690824548834,0.9968390580451436,0.9998025866002097,17,36.6726781610861,31.741454578744438,-4.931223582341659
UGC08490,data\Rotmod_LTG\UGC08490_rotmod.dat,11.7525,25.0,1.5,5.694915875549634,4.3067652890331685,0.7562473938418818,0.6879283918567226,0.9992442366855306,0.9999723349114608,30,38.25426280569027,31.313631663796933,-6.940631141893334
UGC08550,data\Rotmod_LTG\UGC08550_rotmod.dat,7.86,25.0,1.5,5.694915875549634,4.841428120947599,0.8501316308698481,0.9857170320710673,0.9996502351388508,0.999914661540032,11,24.99854471571737,23.816912267173908,-1.1816324485434606
UGC08699,data\Rotmod_LTG\UGC08699_rotmod.dat,27.225,25.0,1.5,5.694915875549634,2.6656253403508168,0.46807106524528763,1.332722002623045e-05,0.37482677630182926,0.9979291259028051,41,38.29257854611432,26.723950558803658,-11.568627987310663
UGC08837,data\Rotmod_LTG\UGC08837_rotmod.dat,4.755,25.0,1.5,5.694915875549634,5.258706772933297,0.9234037671233841,0.9984183987857583,0.9991203949782761,0.9993547225697916,8,7.952404742389242,7.104537198421891,-0.8478675439673511
UGC09037,data\Rotmod_LTG\UGC09037_rotmod.dat,23.325,25.0,1.5,5.694915875549634,2.9954280998185885,0.5259828530003511,0.06002802044936532,0.8929720114510247,0.9947733889305654,22,31.128091400079775,55.85189611741393,24.723804717334154
UGC09133,data\Rotmod_LTG\UGC09133_rotmod.dat,33.975,25.0,1.5,5.694915875549634,2.2036845927807023,0.3869564785393811,1.0819475950946719e-05,0.09775360545240502,0.999926320087981,68,61.91748044477971,58.928712016553,-2.988768428226713
UGC09992,data\Rotmod_LTG\UGC09992_rotmod.dat,25.0,25.0,1.5,5.694915875549634,2.847457937774817,0.5,0.99336240904565,0.9989398993914657,0.9997104179562171,5,5.888447315315842,5.68458122869426,-0.20386608662158245
UGC10310,data\Rotmod_LTG\UGC10310_rotmod.dat,10.38,25.0,1.5,5.694915875549634,4.4928943967552195,0.7889307752630493,0.9930331306493166,0.9974978825951053,0.9992066788990331,7,22.50539817651381,17.087404777047297,-5.417993399466514
UGC11455,data\Rotmod_LTG\UGC11455_rotmod.dat,40.8,25.0,1.5,5.694915875549634,1.8460761019587162,0.3241621372994462,0.023624641220731414,0.05069042174803564,0.9605795080139007,36,39.82149446522485,43.84355153949756,4.022057074272709
UGC11557,data\Rotmod_LTG\UGC11557_rotmod.dat,10.92,25.0,1.5,5.694915875549634,4.419168905274191,0.7759849314451345,0.7158684194700866,0.8704924416929083,0.9885661169324245,12,20.837740296482337,33.56591873199427,12.728178435511936
UGC11820,data\Rotmod_LTG\UGC11820_rotmod.dat,7.78125,25.0,1.5,5.694915875549634,4.852329678608633,0.8520458922741014,0.9926235782789742,0.9995006252472873,0.9999685598832834,10,27.350315053297003,14.049599138746942,-13.30071591455006
UGC11914,data\Rotmod_LTG\UGC11914_rotmod.dat,42.6,25.0,1.5,5.694915875549634,1.7662178313918941,0.31013940679526386,6.40063827251194e-06,0.0016490470916534976,0.08684167821071767,65,20.216150253791284,20.027844208236534,-0.18830604555475006
UGC12506,data\Rotmod_LTG\UGC12506_rotmod.dat,34.95,25.0,1.5,5.694915875549634,2.1466320044129867,0.37693831679397877,0.5045398575344155,0.9562862504383998,0.997700811837017,31,78.84357368691505,53.05935407908301,-25.784219607832043
UGC12632,data\Rotmod_LTG\UGC12632_rotmod.dat,10.4625,25.0,1.5,5.694915875549634,4.481594712840588,0.7869466047921306,0.9991357452547844,0.999720929522619,0.9998617097158996,15,28.541353368849645,20.330322996034724,-8.211030372814921
UGC12732,data\Rotmod_LTG\UGC12732_rotmod.dat,12.72,25.0,1.5,5.694915875549634,4.178441746139326,0.7337143932325518,0.9956070519563454,0.9997914416889635,0.9998913141869009,16,38.50841686062227,22.917232290503886,-15.591184570118383
UGCA281,data\Rotmod_LTG\UGCA281_rotmod.dat,3.9,25.0,1.5,5.694915875549634,5.364388725754882,0.941961012766874,0.987458776202795,0.9947650538211389,0.9997576414755542,7,6.731165308050977,6.731082978063323,-8.232998765400623e-05
UGCA442,data\Rotmod_LTG\UGCA442_rotmod.dat,7.784999999999999,25.0,1.5,5.694915875549634,4.851810691763671,0.8519547606654344,0.999325620164091,0.9998641990816264,0.9999918330314567,8,26.097011285652165,24.160976870136867,-1.936034415515298
UGCA444,data\Rotmod_LTG\UGCA444_rotmod.dat,5.2875,25.0,1.5,5.694915875549634,5.190091229605715,0.9113552057702351,0.9997195918666549,0.9999046683681146,0.9999992866410796,36,14.062050109758859,14.03758850742309,-0.024461602335769328
