galaxy,rms_base,rms_sigmapos,delta
UGC05414,5.178179128629113,9.028386800965755,3.8502076723366425
UGC07151,5.800920072579133,9.562304844968292,3.7613847723891594
F568-1,48.30185414759124,51.46511761063744,3.1632634630461993
UGCA281,6.911106340685907e-10,3.154852799189336,3.1548527984982253
F574-1,29.047200409791564,31.96886057770444,2.9216601679128757
