galaxy,status,n_points,alpha,gamma,alpha_eff,gamma_eff,alpha_scaling,gamma_scaling,shell_mode,shell_params,budget_factor,force_match,rms_velocity
NGC3949,ok,7,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 21.21, 'R_stop': 28.28, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.00992781510377264, 0.012921144392842442, 0.013593926872004222, 0.013799502636660022, 0.013559172143933502, 0.013247304117641683, 0.012316690792644615, 0.01244721874013701, 0.013094695445026004, 0.014543453094286127, 0.015981097104718782, 0.017399522188265938, 0.01879130595470506, 0.020149666615349008, 0.021468430069719057, 0.022742003251141178, 0.02396535165665563, 0.02513397964458159, 0.02624391250677293, 0.02729167960364328, 0.02827429804289617, 0.02918925652036743, 0.03003449904334871, 0.03080840833529299, 0.03150978878325979, 0.03213784884032184, 0.032692182837184246, 0.033172752192219684, 0.03357986603812028, 0.03156151187072657, 0.0321120541535832, 0.032626060725592064, 0.03309923598145969, 0.03352718931559786, 0.03390546734358158, 0.03422959126127507, 0.034495099503737796, 0.03469759577876869, 0.03483280244249875, 0.03489661905566693]}",1.0,False,32.0278324829996
NGC3953,ok,8,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 47.04, 'R_stop': 62.72, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.008186968543270988, 0.011071356987608909, 0.013812957254329706, 0.015561115998610327, 0.01664513693976735, 0.016332724738395463, 0.015545134063730608, 0.01410572063936381, 0.01279153107940518, 0.014245500835388962, 0.015689190254517402, 0.01711419371215704, 0.018512825758218266, 0.019878075503598092, 0.02120357108393856, 0.022483550734633265, 0.023712838221446132, 0.024886821122898986, 0.026001430937744163, 0.02705312430059871, 0.028038864795264285, 0.02895610499731063, 0.029802768479018932, 0.030577231585376927, 0.03127830484845775, 0.031905213954601434, 0.03245758021763389, 0.03293540054384996, 0.033339026901822034, 0.031228810270829216, 0.0317700233561892, 0.0322749605577904, 0.0327393903362182, 0.03315898948864642, 0.033529374955388706, 0.03384614066842525, 0.03410489959993659, 0.034301331083091836, 0.034431233371714436, 0.03449058127881193]}",1.0,False,18.26639069797791
NGC3972,ok,10,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 26.160000000000004, 'R_stop': 34.88, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.003612778397817956, 0.0064079495572831905, 0.00919983136367193, 0.011597750228231445, 0.014459216372016824, 0.01585088519904304, 0.014932714267660787, 0.0137951979050726, 0.01320873900488961, 0.01373512750990627, 0.015324368707193623, 0.016896627028877637, 0.01844221757097069, 0.019952417414924175, 0.021419388198282107, 0.022836112988229768, 0.024196343699878956, 0.02549455651414437, 0.02672591343828699, 0.02788622856626511, 0.028971937869544214, 0.029980071551504887, 0.03090822816458049, 0.03175454983454714, 0.0325176980672887, 0.03319682973171482, 0.03379157291846157, 0.034302002467298295, 0.034728615036709674, 0.031960699074875795, 0.03250386206491074, 0.0330098602408758, 0.03347442213277365, 0.03389318471163036, 0.0342617255259643, 0.0345755999508137, 0.03483038371082648, 0.03502172075163904, 0.035145376426338845, 0.03519729583505464]}",1.0,False,20.925042747727062
NGC3992,ok,9,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 138.06, 'R_stop': 184.08, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.13953167993283366, 0.17090771453397932, 0.1687352654734904, 0.15043857579571487, 0.11359224225379971, 0.10259292376080568, 0.08774383740955716, 0.06645776083981916, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,46.94249558765428
NGC4010,ok,12,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 31.410000000000004, 'R_stop': 41.88, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.00352591625235506, 0.006771927881420363, 0.008984124621140038, 0.010951675520683515, 0.012487741532011112, 0.013920926655917406, 0.014274662390410496, 0.013754119292833314, 0.013496934115921675, 0.013730551283937345, 0.015345033924095143, 0.016942017889676603, 0.018511509678026727, 0.020044546788536715, 0.021533107628522886, 0.022970037675672333, 0.024348987968135994, 0.025664363219771166, 0.02691127752907195, 0.0280855160465888, 0.029183501231659165, 0.03020226253628795, 0.03113940853427592, 0.03199310067957529, 0.0327620280323669, 0.03344538243379819, 0.03404283373906433, 0.03455450483226511, 0.0349809462446526, 0.032113988476870095, 0.03265560452524366, 0.033159842657260304, 0.03362243334021951, 0.0340390162134181, 0.03440517223826776, 0.034716460962005785, 0.03496846305653238, 0.03515682820650076, 0.035277328313194224, 0.035325915851813376]}",1.0,False,17.593734449562113
NGC4013,ok,36,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 93.03, 'R_stop': 124.04, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.44254011502393464, 0.3150687298120449, 0.1689866932741969, 0.07340446188982355, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,70.45428643638816
NGC4051,ok,7,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 36.57, 'R_stop': 48.76, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.003440234346188245, 0.005407879913018221, 0.008157054830700653, 0.010537927231382353, 0.01199345419962761, 0.012266258929396333, 0.012212080703676204, 0.01201570055789128, 0.012703856758412967, 0.014050628928666195, 0.015616141446604255, 0.017167302408855955, 0.01869505942775024, 0.02019112402624863, 0.021647922636221114, 0.023058560868280512, 0.024416796645396477, 0.025717019076183244, 0.026954230825491355, 0.0281240323688084, 0.029222606977070992, 0.030246705620495622, 0.031193631236599427, 0.032061222000961086, 0.03284783338528661, 0.033552318897542635, 0.03417400948186649, 0.03471269161805628, 0.03516858420649159, 0.03258620895576415, 0.0331623925843521, 0.03370110445775825, 0.03419786496385094, 0.034648091804218205, 0.035047133511728744, 0.035390308353091086, 0.03567294878678723, 0.03589045155564524, 0.036038333381182695, 0.036112292092450315]}",1.0,False,29.682131008832762
NGC4068,ok,6,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 6.99, 'R_stop': 9.32, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.003183839105362991, 0.006444114899127679, 0.009545417171214095, 0.011799484829697398, 0.013914227601023395, 0.015292447991112179, 0.015898911965951473, 0.015254987216771326, 0.014800169990520905, 0.014497583226033369, 0.016107784790987748, 0.017683462538013478, 0.01921589086053945, 0.02069766959810218, 0.02212251932105992, 0.023485112674289096, 0.02478093804700632, 0.026006191367616453, 0.027157691574229523, 0.028232815362937144, 0.029229447117445632, 0.030145940386847953, 0.030981087818297316, 0.03173409700269623, 0.03240457021088199, 0.03299248646076467, 0.03349818475211357, 0.0339223476341706, 0.03426598453651295, 0.031417005927543755, 0.031898838775261874, 0.03234389836892567, 0.032748259628893744, 0.03310791992329498, 0.03341882899016806, 0.033676923619080215, 0.033878167240943606, 0.03401859449229847, 0.03409436071901963, 0.03410179626324298]}",1.0,False,6.02444042566926
NGC4085,ok,7,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 18.6, 'R_stop': 24.8, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.006516734053498802, 0.00956328280413482, 0.012552999437627776, 0.014951770621456383, 0.01717432054011263, 0.018107155096001002, 0.017841147065148725, 0.016044765639396563, 0.013500864314052652, 0.013539771296665008, 0.015051045865963134, 0.016547415609103684, 0.01801990301456437, 0.019460316344914408, 0.020861207006185115, 0.0222158362967845, 0.023518147933333393, 0.02476274402549572, 0.025944862980091275, 0.027060358337668695, 0.028105677888717845, 0.029077842646424393, 0.029974425408595247, 0.03079352874868741, 0.03153376235124424, 0.03219421966114772, 0.032774453855875796, 0.03327445317988838, 0.03369461570324158, 0.03119587681595483, 0.03173441036416561, 0.03223649204637717, 0.03269790147214735, 0.03311433007521717, 0.03348141302338341, 0.03379476610963755, 0.03405002777500668, 0.0342429063285428, 0.03436923232534526, 0.03442501593820096]}",1.0,False,33.53583468853068
NGC4088,ok,12,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 64.44, 'R_stop': 85.92, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.07164915380119814, 0.13746624186812023, 0.15590681825226824, 0.15743951479884852, 0.14883066389904515, 0.10468956921861138, 0.08990616245518544, 0.07594160454822418, 0.05817027115849886, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,50.90801672635464
NGC4100,ok,24,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 68.28, 'R_stop': 91.04, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.10628896542161734, 0.17470216539685426, 0.1532858793576732, 0.1284822676380486, 0.13137472932131697, 0.10350026921724667, 0.09512396093508613, 0.05970658879588813, 0.047535173916268755, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,51.809217367751884
NGC4138,ok,7,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 55.739999999999995, 'R_stop': 74.32, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.17556342352517965, 0.1575267584431364, 0.17092769623900658, 0.15582582490415176, 0.1189862785629293, 0.097245078882704, 0.0572238750987588, 0.04246183368022615, 0.0242392306639072, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,32.901640218005014
NGC4157,ok,17,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 88.83, 'R_stop': 118.44, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.10771431011977808, 0.17907712084776778, 0.19595787208321983, 0.13726109273983314, 0.12511828216236748, 0.10023966638931166, 0.0764614991389175, 0.045173200776186626, 0.032996955742617955, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,44.86443423518208
NGC4183,ok,23,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 63.06, 'R_stop': 84.08, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.044095362256064974, 0.09671886552575375, 0.14553535264567513, 0.16643411676347647, 0.12681971682319418, 0.11371391958794198, 0.11261739591118414, 0.10384079186825994, 0.09022447861844941, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,21.808573670394015
NGC4214,ok,14,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 16.89, 'R_stop': 22.52, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.08104901635504941, 0.14360299607631927, 0.1675096674417688, 0.15821680736264288, 0.1371515314514602, 0.11315243727792103, 0.0856488276251026, 0.06708205172839662, 0.04658666468133925, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,34.08463750998344
NGC4217,ok,19,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 50.16, 'R_stop': 66.88, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.019291793435578075, 0.024852736264362758, 0.022882072696085595, 0.027397546224014798, 0.02120610869231132, 0.01680412975561841, 0.01764492415485109, 0.015710236652726778, 0.013567311901137226, 0.012390757413095288, 0.013913581151526867, 0.015422914094225035, 0.01690815859003575, 0.01835964498980972, 0.019768585135124302, 0.021127039677623718, 0.022427893349230493, 0.02366483436711065, 0.024832335464671104, 0.0259256348978321, 0.026940716356488856, 0.027874287114674587, 0.028723754039725463, 0.029487197288057817, 0.03016334166674989, 0.030751525751467817, 0.0312516689327747, 0.03166423662163382, 0.03199020388598608, 0.02919118991019176, 0.02962521072507056, 0.03001913204477543, 0.030368972520907308, 0.030670732524231904, 0.030920432668256198, 0.03111415695404482, 0.03124810045592432, 0.03131862135090496, 0.03132229696031252, 0.031255983320850236]}",1.0,False,64.44073966319893
NGC4389,ok,6,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 15.96, 'R_stop': 21.28, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.005852451934440593, 0.008276456404559712, 0.010952926153901402, 0.0135456909663395, 0.015738679790832138, 0.01712785375520042, 0.017121368724914408, 0.015997280088982498, 0.012697458640090045, 0.013809071213757698, 0.015312156825243447, 0.01679994189712008, 0.018263816417627404, 0.019695910235742728, 0.02108905206568646, 0.02243673758963046, 0.02373310343789104, 0.02497290490680402, 0.026151495959962103, 0.027264810505340357, 0.028309344240686585, 0.029282136567193567, 0.03018075222013975, 0.031003262375281834, 0.031748225073893487, 0.03241466487530023, 0.03300205169846466, 0.03351027885675423, 0.03393964032450217, 0.03153287406915791, 0.03208514826885852, 0.03260094791146288, 0.033075968893494734, 0.033505811453625384, 0.033886012445730224, 0.0342120827592341, 0.03447955004902238, 0.03468400684984057, 0.03482116404255652, 0.03488690951073377]}",1.0,False,57.39781645079807
NGC4559,ok,32,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 62.91, 'R_stop': 83.88, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.05788994090748005, 0.12909367821601636, 0.15480238347705497, 0.17992596132425148, 0.1337504088066121, 0.11583269441101368, 0.0884855576963727, 0.08052370431491784, 0.05969567084628076, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,25.25581416016005
NGC5005,ok,18,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 34.410000000000004, 'R_stop': 45.88, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.003472517594719104, 0.0070253603106221205, 0.009575368715195718, 0.011756897474345466, 0.014062232635959473, 0.015112904275258646, 0.0161475262508042, 0.016107691142729877, 0.014437199473133768, 0.012900135022517469, 0.014519839128727462, 0.01613153943144, 0.01772444996924091, 0.019288707752813824, 0.020815314170504706, 0.02229609272632503, 0.02372365683681277, 0.025091383645554046, 0.026393391205718535, 0.02762451727512776, 0.028780298558176442, 0.02985694962705466, 0.03085134102912292, 0.03176097628009604, 0.032583967580583614, 0.03331901019373742, 0.03396535549555886, 0.03452278276429359, 0.034991569816299674, 0.031983409336188005, 0.032545733910507295, 0.033071021056716034, 0.03355489077828457, 0.033992866318607276, 0.034380407067661, 0.034712946688380444, 0.03498593662454236, 0.03519489506336072, 0.035335461316969255, 0.03540345545630905]}",1.0,False,57.02955192190641
NGC5033,ok,22,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 133.77, 'R_stop': 178.36, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.07511975188841029, 0.09222850458588139, 0.12776938017244951, 0.1360873825549795, 0.1543914496293548, 0.11674531055847083, 0.10688333895270613, 0.08905462635544253, 0.07346528663952336, 0.028254968662781644, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,47.12820547776291
NGC5055,ok,28,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 163.77, 'R_stop': 218.36, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.12139286843009378, 0.23072054605624995, 0.2337470190116474, 0.17017209051133247, 0.11565281204860532, 0.07187434227598824, 0.03898094325803205, 0.017459378408050685, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,62.31344459438415
NGC5371,ok,19,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 138.72, 'R_stop': 184.96, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.047509711279688616, 0.11270262652134062, 0.16792723133456347, 0.18797519948186275, 0.18010787297441225, 0.14062874129634628, 0.11496456572806622, 0.04818405138371972, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,36.11203588759375
NGC5585,ok,24,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 32.88, 'R_stop': 43.84, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.050157192194744495, 0.13584134313577176, 0.2013107186899778, 0.24037355594232976, 0.22204278746955397, 0.15027440256762223, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,36.423780897493565
NGC5907,ok,19,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 150.99, 'R_stop': 201.32, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.10227880031117367, 0.1399584172991337, 0.15392882874326616, 0.1404674339619372, 0.12568360476200074, 0.1128098087902116, 0.09261656947691742, 0.07416073420920219, 0.05809580244615745, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,42.900286583971344
NGC5985,ok,33,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 104.16, 'R_stop': 138.88, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.005749190227862469, 0.010294407597367189, 0.013515806182635755, 0.014922139320031126, 0.01536182696738005, 0.016177225258739915, 0.017064997288698522, 0.015312400817523391, 0.013929361781711384, 0.01369713559417403, 0.015270116283110265, 0.016823010647810624, 0.0183458457390646, 0.019829673964091826, 0.02126651044690342, 0.022649279363873336, 0.0239717655845403, 0.02522856952709429, 0.026415064074063375, 0.027527352941529616, 0.028562230206015, 0.029517140859839974, 0.03039014234654697, 0.031179867059830477, 0.03188548579555442, 0.03250667214118274, 0.03304356777869523, 0.033496748670347645, 0.03386719209351468, 0.031139363359738027, 0.03163451901104213, 0.03209187400167065, 0.03250743517503095, 0.032877148119070415, 0.033196928263127534, 0.03346269647412038, 0.033670419269493025, 0.033816153685598704, 0.03389609674344844, 0.033906639337927064]}",1.0,False,77.97381705560883
NGC6015,ok,44,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 87.69, 'R_stop': 116.92, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.06468512305402477, 0.15704167379471848, 0.18198725179914013, 0.17582013998229531, 0.14458480128392603, 0.10574213843385302, 0.0789585806325199, 0.055968087471025836, 0.03521220354849655, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,88.27385982776752
NGC6195,ok,23,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 109.28999999999999, 'R_stop': 145.72, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.0038642809879148605, 0.007229321344364823, 0.009713725945263617, 0.01275309389783702, 0.014538166660461748, 0.01449624068433587, 0.013090782017251288, 0.011869071605070756, 0.012352876191915343, 0.013227018238836976, 0.014883457528566396, 0.016527404844796433, 0.0181475821061831, 0.01973378525949051, 0.02127681437606349, 0.022768418664570876, 0.02420125043799311, 0.02556882441798489, 0.026865480173924566, 0.02808634635780988, 0.029227305926532995, 0.030284961868488943, 0.03125660315046324, 0.03214017072218085, 0.03293422349050183, 0.03363790422224383, 0.03425090536585541, 0.03477343480476246, 0.03520618157320438, 0.03211762043172867, 0.03265424645363434, 0.03315274885440858, 0.03360887483484588, 0.034018292063279124, 0.03437662121069609, 0.034679473415494606, 0.03492249281900266, 0.035101404227950855, 0.03521206585564227, 0.03525052696844747]}",1.0,False,43.848234734986285
NGC6503,ok,31,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 70.5, 'R_stop': 94.0, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.14687147645947224, 0.13410015217513163, 0.1521083626562454, 0.145300320503312, 0.12438823771793471, 0.10207440136628908, 0.07938621623047148, 0.06178318604141791, 0.05398764684972569, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,59.506425433926125
