galaxy,status,n_points,alpha,gamma,alpha_eff,gamma_eff,alpha_scaling,gamma_scaling,force_match,rms_velocity
UGC03546,ok,30,2.8271,0.8579,2.8271,1.0474539110737406,constant,mass_log,False,71.75944556544889
UGC03580,ok,47,2.8271,0.8579,2.8271,0.9179949076115939,constant,mass_log,False,38.59975485671862
UGC04278,ok,25,2.8271,0.8579,2.8271,0.6359277495779866,constant,mass_log,False,24.1974655531805
UGC04305,ok,22,2.8271,0.8579,2.8271,0.3711831064751722,constant,mass_log,False,4.5797301985284715
UGC04325,ok,8,2.8271,0.8579,2.8271,0.6293795567129514,constant,mass_log,False,20.724898208047772
UGC04483,ok,8,2.8271,0.8579,2.8271,0.050027115142065814,constant,mass_log,False,6.545529060447462
UGC04499,ok,9,2.8271,0.8579,2.8271,0.6034351648315646,constant,mass_log,False,19.280227357103808
UGC05005,ok,11,2.8271,0.8579,2.8271,0.7982495416160791,constant,mass_log,False,33.0386902361577
UGC05253,ok,73,2.8271,0.8579,2.8271,1.1560180839256118,constant,mass_log,False,39.34465294534285
UGC05414,ok,6,2.8271,0.8579,2.8271,0.43209136510646673,constant,mass_log,False,6.653266215662244
UGC05716,ok,12,2.8271,0.8579,2.8271,0.6768255717898674,constant,mass_log,False,34.26366155286504
UGC05721,ok,23,2.8271,0.8579,2.8271,0.6200391856556651,constant,mass_log,False,35.43782042570237
UGC05750,ok,11,2.8271,0.8579,2.8271,0.6892984655936707,constant,mass_log,False,16.519838015911326
UGC05764,ok,10,2.8271,0.8579,2.8271,0.42108736976662425,constant,mass_log,False,26.3792091045869
UGC05829,ok,11,2.8271,0.8579,2.8271,0.5050572446557673,constant,mass_log,False,18.75291026678328
UGC05918,ok,8,2.8271,0.8579,2.8271,0.37770894608848793,constant,mass_log,False,15.297507437038613
UGC05986,ok,15,2.8271,0.8579,2.8271,0.7582774561877027,constant,mass_log,False,34.3390767241941
UGC06399,ok,9,2.8271,0.8579,2.8271,0.6363954215968357,constant,mass_log,False,23.175056618375706
UGC06446,ok,17,2.8271,0.8579,2.8271,0.6845220057285313,constant,mass_log,False,35.76924065174903
UGC06614,ok,13,2.8271,0.8579,2.8271,1.1494116700453767,constant,mass_log,False,50.835474736155
UGC06628,ok,7,2.8271,0.8579,2.8271,0.4703316096824425,constant,mass_log,False,8.06857555355479
UGC06667,ok,9,2.8271,0.8579,2.8271,0.6357220964440444,constant,mass_log,False,41.947373360896506
UGC06786,ok,45,2.8271,0.8579,2.8271,1.1052981488109324,constant,mass_log,False,46.74352922392051
UGC06787,ok,71,2.8271,0.8579,2.8271,1.1437236865528106,constant,mass_log,False,61.30944123881926
UGC06818,ok,8,2.8271,0.8579,2.8271,0.5338510601475295,constant,mass_log,False,19.31922235965222
UGC06917,ok,11,2.8271,0.8579,2.8271,0.7416371446270311,constant,mass_log,False,23.407121681348745
UGC06923,ok,6,2.8271,0.8579,2.8271,0.5756059412576808,constant,mass_log,False,9.840971235716653
UGC06930,ok,10,2.8271,0.8579,2.8271,0.813177972246855,constant,mass_log,False,27.122291001233144
UGC06973,ok,9,2.8271,0.8579,2.8271,0.8471439490626094,constant,mass_log,False,88.38522935882517
UGC06983,ok,17,2.8271,0.8579,2.8271,0.8142151634847287,constant,mass_log,False,40.12527358327982
UGC07089,ok,12,2.8271,0.8579,2.8271,0.6266089735943479,constant,mass_log,False,13.128413015278582
UGC07125,ok,13,2.8271,0.8579,2.8271,0.7025104282896698,constant,mass_log,False,14.284820659569185
UGC07151,ok,11,2.8271,0.8579,2.8271,0.5557759865588547,constant,mass_log,False,6.931740063718521
UGC07261,ok,7,2.8271,0.8579,2.8271,0.5871567970107757,constant,mass_log,False,19.065774027847993
UGC07323,ok,10,2.8271,0.8579,2.8271,0.5413584088708855,constant,mass_log,False,2.957196443416912
UGC07399,ok,10,2.8271,0.8579,2.8271,0.6527997711630543,constant,mass_log,False,46.6143809747043
UGC07524,ok,31,2.8271,0.8579,2.8271,0.6826107270226695,constant,mass_log,False,22.60516383334758
UGC07559,ok,7,2.8271,0.8579,2.8271,0.2052739638251877,constant,mass_log,False,5.992156090060174
UGC07577,ok,9,2.8271,0.8579,2.8271,-0.07965021893529833,constant,mass_log,False,1.7619103780514507
UGC07603,ok,12,2.8271,0.8579,2.8271,0.48755927442377583,constant,mass_log,False,24.394552524541062
UGC07608,ok,8,2.8271,0.8579,2.8271,0.4732385847019909,constant,mass_log,False,29.05113599430766
UGC07690,ok,7,2.8271,0.8579,2.8271,0.4767456568028558,constant,mass_log,False,10.866305843241532
UGC07866,ok,7,2.8271,0.8579,2.8271,0.19298390731923454,constant,mass_log,False,5.557903225354524
UGC08286,ok,17,2.8271,0.8579,2.8271,0.6558026868239641,constant,mass_log,False,32.54613263923991
UGC08490,ok,30,2.8271,0.8579,2.8271,0.6727167162270087,constant,mass_log,False,37.21528594112205
UGC08550,ok,11,2.8271,0.8579,2.8271,0.4847017121675408,constant,mass_log,False,23.875305279078372
UGC08699,ok,41,2.8271,0.8579,2.8271,1.0126594176921409,constant,mass_log,False,35.722464651968416
UGC08837,ok,8,2.8271,0.8579,2.8271,0.3219638475194948,constant,mass_log,False,6.8807034310533055
UGC09037,ok,22,2.8271,0.8579,2.8271,0.9833528892092807,constant,mass_log,False,30.90879717865118
UGC09133,ok,68,2.8271,0.8579,2.8271,1.2577949936290564,constant,mass_log,False,60.16259796260034
UGC10310,ok,7,2.8271,0.8579,2.8271,0.6050394479483963,constant,mass_log,False,17.43518684122773
UGC11455,ok,36,2.8271,0.8579,2.8271,1.1818523042110636,constant,mass_log,False,39.736065368271916
UGC11557,ok,12,2.8271,0.8579,2.8271,0.6587315061166341,constant,mass_log,False,20.837740296482337
UGC11820,ok,10,2.8271,0.8579,2.8271,0.6230903126500607,constant,mass_log,False,25.48866142385423
UGC11914,ok,65,2.8271,0.8579,2.8271,1.0041105624473372,constant,mass_log,False,19.13060509292795
UGC12506,ok,31,2.8271,0.8579,2.8271,1.1644319967108623,constant,mass_log,False,70.14588241841815
UGC12632,ok,15,2.8271,0.8579,2.8271,0.648807191644021,constant,mass_log,False,26.443861379570958
UGC12732,ok,16,2.8271,0.8579,2.8271,0.747647230674441,constant,mass_log,False,37.557114360351946
UGCA281,ok,7,2.8271,0.8579,2.8271,0.09336463849804955,constant,mass_log,False,1.511652213414764
UGCA442,ok,8,2.8271,0.8579,2.8271,0.5038750307837551,constant,mass_log,False,25.706035541280503
UGCA444,ok,36,2.8271,0.8579,2.8271,0.28813936326184797,constant,mass_log,False,13.815534789383873
