galaxy,rms_base,rms_masspos,delta
NGC5985,40.79840930344115,22.17481869673452,-18.623590606706628
UGC12506,67.37621359432588,58.94062242097842,-8.435591173347454
UGC02487,105.73249409886012,99.39614056764668,-6.336353531213433
UGC02885,68.08142385690768,63.59558510478351,-4.485838752124167
UGC06787,62.19721472470859,59.08525385435989,-3.111960870348696
