galaxy,rms_base,rms_gamma_masslog,delta
UGC12506,67.37621359432588,70.14588241841815,2.769668824092278
UGCA281,6.911106340685907e-10,1.511652213414764,1.5116522127236534
UGC05414,5.178179128629113,6.653266215662244,1.4750870870331312
UGC07323,1.7656058777089885,2.957196443416912,1.1915905657079233
UGC07151,5.800920072579133,6.931740063718521,1.1308199911393881
