galaxy,status,n_points,alpha,gamma,alpha_eff,gamma_eff,alpha_scaling,gamma_scaling,shell_mode,shell_params,budget_factor,force_match,rms_velocity
CamB,ok,9,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 5.37, 'R_stop': 7.16, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'radius_formula', 'spill_weights': [0.0029426553060409202, 0.005310013361478754, 0.007617594891287289, 0.009810562821848686, 0.011867624048743957, 0.013782045097759484, 0.015554339886050745, 0.017188830722014336, 0.01869183986566493, 0.020070672562426835, 0.021333022080139666, 0.022486614852491434, 0.023538998643831525, 0.024497418691404843, 0.025368749146268306, 0.026159459711985057, 0.026875604774991662, 0.027522826826884384, 0.028106368806227012, 0.028631091803974128, 0.02910149576627779, 0.029521741619664147, 0.029895673776126525, 0.03022684233733534, 0.030518524564206027, 0.03077374534728942, 0.03099529652930214, 0.031185755010071467, 0.031347499617465656, 0.03146983999725612, 0.031562546842502856, 0.03164220427738763, 0.031708671296143215, 0.031761827424741276, 0.031801573145757864, 0.03182783025674538, 0.0318405421600305, 0.031839674082221735, 0.03182521322208941, 0.03179716882587155]}",1.0,False,4.616958571670643
D564-8,ok,6,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 9.209999999999999, 'R_stop': 12.28, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'radius_formula', 'spill_weights': [0.004651431212137319, 0.006886127947351047, 0.009023345034098755, 0.011037707058207466, 0.012919972234682378, 0.014668850730521276, 0.016287258552858133, 0.017780373464280113, 0.019154546920486716, 0.02041666636971005, 0.02157377180809448, 0.022632823247664195, 0.023600561015290497, 0.02448342459461464, 0.0252875089849443, 0.02601854529734315, 0.02668189700721633, 0.027282566222694767, 0.027825206214614737, 0.02831413768965217, 0.02875336711136111, 0.0291466059296296, 0.02949728995820064, 0.02980859840051456, 0.03008347220412982, 0.030324631548546484, 0.030534592357353327, 0.030715681784827656, 0.030870052667428153, 0.030988601561861367, 0.03107989072919299, 0.03115833003842681, 0.031223780640063217, 0.03127612390236897, 0.03131526182974577, 0.03134111741562191, 0.03135363492781866, 0.031352780124701045, 0.031338540400796464, 0.031310924860948976]}",1.0,False,9.962181350856962
D631-7,ok,16,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 21.57, 'R_stop': 28.76, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'radius_formula', 'spill_weights': [0.0023393980110166255, 0.0047390881160089314, 0.007103257073419829, 0.009359370976526891, 0.011479677804727481, 0.013454636507083003, 0.01528350723403718, 0.016970113998639576, 0.018520674214175033, 0.019942598791059595, 0.021243798039655197, 0.022432270637623396, 0.023515859128606063, 0.024502106891144612, 0.025398178419776988, 0.02621081967712913, 0.026946343944542556, 0.027610633830556296, 0.02820915335226509, 0.028746966081597925, 0.029228756700563335, 0.029658854203854022, 0.03004125558629609, 0.030379649257711368, 0.03067743770338202, 0.030937759096428378, 0.03116350769676913, 0.03135735295853774, 0.031521757326513924, 0.03164546649961997, 0.031738690722107187, 0.03181879270824094, 0.03188563066533075, 0.03193908344700825, 0.03197905098046389, 0.03200545462681876, 0.03201823747253996, 0.03201736455017306, 0.032002822987047444, 0.03197462208100243]}",1.0,False,23.901090886785326
DDO064,ok,14,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 8.94, 'R_stop': 11.92, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'radius_formula', 'spill_weights': [0.0016905777501243426, 0.00411052038169597, 0.006532640207834003, 0.008857035226059604, 0.011046931904649848, 0.013089002201246385, 0.01498082202843767, 0.016725521960527266, 0.018329132846370416, 0.019799147832179113, 0.02114370159782139, 0.022371088463865294, 0.023489477050475834, 0.024506743410459674, 0.025430377470044466, 0.02626743557024843, 0.02702452220360201, 0.02770779019168502, 0.02832295234181561, 0.028875300022177978, 0.029369725647020863, 0.029810747084363147, 0.030202532678858397, 0.03054892604023448, 0.03085347005785924, 0.03111942981282677, 0.03134981420229959, 0.031547396187888065, 0.031714731644945385, 0.03183994946318775, 0.03193374661207079, 0.03201434087951287, 0.03208158960141076, 0.0321353708868691, 0.03217558404806271, 0.03220214996282313, 0.032215011367845034, 0.03221413308077514, 0.03219950214983151, 0.03217112792999498]}",1.0,False,14.358216928775835
DDO154,ok,12,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 17.759999999999998, 'R_stop': 23.68, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'radius_formula', 'spill_weights': [0.002793699778392205, 0.005169986122148378, 0.0074917505440381974, 0.009700295186158813, 0.01177287194552887, 0.013702107833085368, 0.015488231175618124, 0.017135452649115923, 0.018650074037992792, 0.02003942902817427, 0.021311265203509067, 0.022473376072845934, 0.023533381583602197, 0.024498599764255, 0.025375975544187423, 0.026172045917131626, 0.026892928304902024, 0.02754432365355779, 0.02813152872170562, 0.02865945389829039, 0.02913264411509638, 0.029555301234726813, 0.029931306843116727, 0.03026424474757303, 0.03055742273515637, 0.030813893319932558, 0.031036473326449876, 0.03122776223772031, 0.031390159290564656, 0.031512835402763055, 0.0316056689079612, 0.03168543517414969, 0.03175199300291335, 0.0318052217556272, 0.031845021778902485, 0.03187131476344812, 0.03188404403426471, 0.03188317477045191, 0.03186869415329046, 0.03184061144165099]}",1.0,False,21.936144494699256
DDO161,ok,31,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 40.11, 'R_stop': 53.48, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'radius_formula', 'spill_weights': [0.0019424459607505849, 0.004356754821352501, 0.006756784910257149, 0.009054601473790449, 0.011217241444455305, 0.013232957412812923, 0.015100026682151482, 0.016821871082676205, 0.018404604109647858, 0.019855691256005434, 0.021183181252155136, 0.02239525314706858, 0.023499947619053527, 0.024505009809919452, 0.025417801394046858, 0.02624525629740757, 0.0269938641124063, 0.027669671028919797, 0.02827829167555498, 0.02882492753424925, 0.029314389062320353, 0.02975111962562624, 0.030139219993888973, 0.030482472585722575, 0.03078436494711626, 0.03104811214881587, 0.031276677925357876, 0.03147279447160145, 0.0316389808751267, 0.0317636072718012, 0.031857179524602035, 0.031937580552321904, 0.03200466803292123, 0.03205832036776073, 0.032098437110432934, 0.032124939328479554, 0.032137769895894605, 0.032136893714681064, 0.03212229786411125, 0.032093991676735774]}",1.0,False,20.780068319133107
DDO168,ok,10,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 12.36, 'R_stop': 16.48, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'radius_formula', 'spill_weights': [0.003170538764914023, 0.005523214655234549, 0.007808856267099307, 0.009978004246314976, 0.012011437300418273, 0.013903339583301162, 0.015654634428507418, 0.017269801730004322, 0.018755188757947988, 0.020118054474593833, 0.021366008167568975, 0.022506673786944292, 0.023547489333905033, 0.024495589613796498, 0.02535774152985201, 0.026140312888668794, 0.02684926265275389, 0.027490144834711933, 0.028068120908128158, 0.028587977336852522, 0.02905414595781687, 0.029470725707847124, 0.02984150469425241, 0.030169981955405822, 0.030459388494524377, 0.03071270733241706, 0.030932692436403262, 0.031121886458638465, 0.03128263726846757, 0.03140446632329568, 0.03149698058456121, 0.031576472543575214, 0.03164280148748791, 0.03169584719253693, 0.03173551034803023, 0.031761712913973575, 0.03177439841026645, 0.03177353213575365, 0.031759101315798066, 0.03173111517743011]}",1.0,False,18.44729381780089
DDO170,ok,8,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 36.99, 'R_stop': 49.32, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'radius_formula', 'spill_weights': [0.004333560368966698, 0.006596243157857098, 0.00876605519115912, 0.010813661033654127, 0.012728094325008169, 0.01450727220394616, 0.016153767620114067, 0.017672650450784894, 0.019070291811237906, 0.020353668182781687, 0.021529944926107547, 0.022606224393083366, 0.023589394711688794, 0.024486041778003512, 0.025302401614054018, 0.026044338734261676, 0.026717341280620945, 0.027326526873081305, 0.027876655157761908, 0.028372144364667635, 0.028817090069129525, 0.029215284945375904, 0.029570238704976767, 0.02988519769020502, 0.03016316378349474, 0.0304069124261963, 0.03061900963091352, 0.03080182793424081, 0.030957561279224364, 0.031076810246674115, 0.031168359267531927, 0.031247021853324126, 0.031312658759317595, 0.031365151016095306, 0.03140440034911569, 0.03143032953260869, 0.031442882675754645, 0.031442025439450155, 0.03142774518234128, 0.03140005103518893]}",1.0,False,24.160116958343917
ESO079-G014,ok,15,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 50.010000000000005, 'R_stop': 66.68, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'radius_formula', 'spill_weights': [0.0014927571821629138, 0.003914643221579547, 0.006353706298293327, 0.008699074245487111, 0.01091065044727018, 0.012973750504408556, 0.01488535073494098, 0.016648330601812412, 0.01826864580325989, 0.0197538070172839, 0.021112015399591715, 0.02235165644272294, 0.02348100074737665, 0.02450802908288019, 0.02544033414953543, 0.026285070477618803, 0.02704893476461568, 0.027738165418233145, 0.028358554048639004, 0.028915464164060344, 0.029413853943745544, 0.029858301025538048, 0.030253027952643098, 0.030601927399485366, 0.030908586618151237, 0.031176310765280303, 0.03140814491755826, 0.03160689468425399, 0.03177514539244797, 0.031900834263397806, 0.03199481077251119, 0.032075559153447605, 0.03214293646929951, 0.03219682059609007, 0.032237110653457385, 0.03226372736793452, 0.03227661336671641, 0.0322757334001736, 0.03226107449175755, 0.032232646014337875]}",1.0,False,28.367263764194245
ESO116-G012,ok,15,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 29.58, 'R_stop': 39.44, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'radius_formula', 'spill_weights': [0.0015094638211604803, 0.003931281431714892, 0.00636892829151266, 0.008712520872705775, 0.010922255647900805, 0.012983567028057077, 0.014893483761550684, 0.016654907336634182, 0.01827380017060751, 0.019757671611223514, 0.021114717234906, 0.022353314808410435, 0.0234817262626409, 0.024507923451460682, 0.02543949031857761, 0.02628357302505595, 0.027046860407713466, 0.02773558357727526, 0.02835552742520536, 0.028912049309327743, 0.02941010180238458, 0.029854257447259384, 0.030248734167586278, 0.03059742045627084, 0.03090389978505598, 0.031171473895989416, 0.0314031847835113, 0.03160183527589229, 0.031770008191775015, 0.031895657026941575, 0.031989618284459814, 0.032070353560614766, 0.03213771994169635, 0.032191595323547394, 0.03223187884217807, 0.03225849123698685, 0.03227137514447977, 0.03227049532074812, 0.03225583879134933, 0.032227414927631856]}",1.0,False,33.351064455733614
