feature,perm_importance_mean,perm_importance_std,corr_with_target
h_term,1.9089882595427985,2.370231620887242,-0.08409142126099954
log10_Omega_over_H0,1.7415350888278949,0.2587312509100978,0.03367167574845875
R_over_L0,1.3474455960133296,1.153765741733974,-0.10772189365271875
tidal_L0,0.31295514471612385,0.20229732186631896,0.34000105085520566
log10_x_gbar,0.3040088617538119,0.40605473608568754,0.029129221853372793
f_gas_r,0.2966741644088894,0.24221686304888732,-0.14577309497372623
f_disk_r,0.0995262792028566,0.12238793653648093,0.1579576576711804
f_bulge_r,0.03807194718076872,0.06966577481536894,-0.09003000607631097
dlnVbar_dlnR,0.031265360945768726,0.033500522994824394,0.10168877434495534
dlnGbar_dlnR,0.03126536094550193,0.03350052299493755,0.10168877434494997
abs_dlnOmega_dlnR,0.007646113728543835,0.010092737012125172,-0.09832142587861965
A_use,0.0,0.0,3.389614495334898e-17
f_bulge_global,-0.095292503911315,0.035986189456154526,-0.1779822254296445
R_over_Rd,-0.09968148193644714,0.16531888437759945,-0.046701160439503335
C_term,-0.5903584935394041,0.7536966130896733,-0.07504826321420068
