variant,system,state,converged,iterations,maximumRelativeUpdate,maximumEquationResidual,wallSeconds,cpuSeconds,peakPythonHeapBytes,requestedMaximumIterations,executedMaximumIterations,iterationLimitAdjusted,nonlinearMethod,krylovMethod,lineSearch,modelDocumentSha256,modelPhysicsSha256,inputBundleSha256,scientificResultSha256,output,picardWarmupIterations,picardWarmupDamping
hybrid_picard80_newton,DDO53,succeeded,True,83,2.828615399500284e-09,4.076435908662933e-11,457.512665700051,452.515625,27502844,160,160,False,newton_krylov,gmres,armijo,9e48054e3b3e66cd6855212c6eaafe5ac389a19622ab7d0acc2a9f17c0d615fc,033a1c91c3ad93fb441fe27b05e12753b06a4fa91018238a953712c318bece5a,d7ba34c267abf391cae39650bdf1452a4261723d8a94ad077519ed103fc0d955,f7c149327dd5c9ef6633051486ffc5c202c7867da73e0f5a6feca8689fa582a1,C:\Users\henry\Documents\Codex\2026-07-18\sigmagravity-frontiers-main\research\galaxy-cluster-unification\tmp\p0729-worker-cache\runs\DDO53,80,0.2
hybrid_picard80_newton,DDO101,succeeded,True,87,1.403434291637206e-10,3.3472086286573583e-12,457.5328375999816,452.203125,27502954,160,160,False,newton_krylov,gmres,armijo,9e48054e3b3e66cd6855212c6eaafe5ac389a19622ab7d0acc2a9f17c0d615fc,033a1c91c3ad93fb441fe27b05e12753b06a4fa91018238a953712c318bece5a,7457c0dd034be9bc8f2ba2a9bbf06fceb236921e60b94400b9570e35f69abdb8,451759e0c522f7d97da69dac5f6ff2a9e47277ba8edef81f84c4607da95032ed,C:\Users\henry\Documents\Codex\2026-07-18\sigmagravity-frontiers-main\research\galaxy-cluster-unification\tmp\p0729-worker-cache\runs\DDO101,80,0.2
hybrid_picard80_newton,DDO50,succeeded,True,82,5.5826188787515214e-12,7.213915733073914e-14,454.7551380000077,449.0,27503000,160,160,False,newton_krylov,gmres,armijo,9e48054e3b3e66cd6855212c6eaafe5ac389a19622ab7d0acc2a9f17c0d615fc,033a1c91c3ad93fb441fe27b05e12753b06a4fa91018238a953712c318bece5a,142dac0537fc721abc6030bbad4f16f6a534ea6c55db69e3873dbf772a664b5f,0914a5b7570946a93740492616ac01f1d9d8942c2c50b4fac05d24fcf5ece788,C:\Users\henry\Documents\Codex\2026-07-18\sigmagravity-frontiers-main\research\galaxy-cluster-unification\tmp\p0729-worker-cache\runs\DDO50,80,0.2
hybrid_picard80_newton,NGC1569,succeeded,True,82,1.940670334230278e-11,2.0196615184637002e-13,458.3412817999488,453.046875,27503000,160,160,False,newton_krylov,gmres,armijo,9e48054e3b3e66cd6855212c6eaafe5ac389a19622ab7d0acc2a9f17c0d615fc,033a1c91c3ad93fb441fe27b05e12753b06a4fa91018238a953712c318bece5a,5e5f2358d7c93923665c40e39ddf89118f11b88d9f34bb79eb459636b1ea151e,0b085c7d785287876c2df2ccfcd2b1d283240c61288c0cd32a9a57b7513aa282,C:\Users\henry\Documents\Codex\2026-07-18\sigmagravity-frontiers-main\research\galaxy-cluster-unification\tmp\p0729-worker-cache\runs\NGC1569,80,0.2
