system,validObservationPoints,rmseMPerS,inverseVarianceWeightedRmseMPerS,chiSquare,rmseKmS
DDO53,9,2715.6973738464185,3880.930736956106,9.510462101806892,2.7156973738464183
DDO101,10,28349.274410244754,30298.18445011068,996.461523512235,28.349274410244753
DDO50,26,10999.458925244811,9135.28080739796,92.05478770032188,10.999458925244811
NGC1569,10,30666.88266562447,35024.67428513429,171.00754639684445,30.66688266562447
