variant,system,comparable,predictionNormalizedRmse,potentialNormalizedRmse,accelerationNormalizedRmse
hybrid_picard80_newton,DDO53,True,4.999085642797488e-09,1.2373342629450205e-09,4.1291489985117594e-09
hybrid_picard80_newton,DDO101,True,3.2362884582617835e-08,9.179937920094484e-09,5.394839768000694e-08
hybrid_picard80_newton,DDO50,True,6.2575406054145e-10,3.863449197577085e-10,1.3222142274545578e-09
hybrid_picard80_newton,NGC1569,True,4.569918096069875e-09,1.7163599349430305e-09,6.718703994115326e-09
