name,M_disk,R_d,radius_min,radius_max,multiplier_min,multiplier_median,multiplier_max,velocity_ratio_median,velocity_ratio_max
dwarf,1000000000.0,1.0,0.1,8.0,1.9740758994211065,6.025662341289802,37631.30484198748,2.45469267359101,193.98789869986086
lmc_like,3000000000.0,1.5,0.1,12.0,1.3665783211285563,2.910225167832969,37631.30484198748,1.7059251725691502,193.98789869986086
mw_disk,40000000000.0,3.0,0.1,24.0,1.068961341924375,1.3629599040549045,37631.30484198748,1.1674572446458946,193.98789869986086
