system_label,variant_id,stage,image_id,source_family,source_redshift,observed_x_arcsec,observed_y_arcsec,linearized_delta_x_arcsec,linearized_delta_y_arcsec,linearized_radial_residual_arcsec,source_plane_closure_arcsec
RXJ2129,eta_000,training,1a,1,0.6786,-5.748113029341908,4.227443603999998,-0.022831834337566,0.6762797758088441,0.676665078031428,0.1857999568422199
RXJ2129,eta_000,training,1b,1,0.6786,-4.783674198960802,-0.969769187999997,-0.25216746768550186,0.5704248379673479,0.6236769416364483,0.1558744791595276
RXJ2129,eta_000,training,2a,2,0.916,-6.776271782658472,11.277998675999983,0.11578275729694575,0.6192761453133805,0.6300068182499953,0.29863840430756183
RXJ2129,eta_000,training,2b,2,0.916,-0.7772390574582798,-4.156659036000021,-0.18537789923400055,0.014370545193711445,0.1859340692115777,0.03829083061156016
RXJ2129,eta_000,training,3a,3,1.5194,-2.0174375536347493,8.154932903999962,-0.258871588021039,-0.4492997727497187,0.5185410156173602,0.1608851763844562
RXJ2129,eta_000,training,3b,3,1.5194,2.98907637506174,5.134105511999998,0.9694854623843533,0.6607374733943053,1.173233169716103,0.361682381284478
RXJ2129,eta_000,training,3c,3,1.5194,1.5634781039797112,3.965703875999982,-0.4312746441122601,-0.48146431742956103,0.6463789195294581,0.16939986746918748
RXJ2129,eta_000,training,4a,4,1.5202,-3.4189158540684597,10.495438775999993,-0.36682897149233745,0.03198778602800996,0.36822101078170416,0.09501647620390823
RXJ2129,eta_000,training,4b,4,1.5202,3.486595771864287,3.41780230799999,0.1352965166484399,0.41628946403458067,0.43772373168860745,0.13222921938387824
RXJ2129,eta_000,training,5a,5,1.521,5.239793645663579,14.528709863999984,0.22370394914201686,-0.05855908462608065,0.23124148255444685,0.05590932474685094
RXJ2129,eta_000,training,5b,5,1.521,13.2029839889991,1.9107456839999704,-0.2934025584031955,-0.1719007427487275,0.34005135881967113,0.13444333617368018
RXJ2129,eta_000,training,6a,6,3.0815,-9.90574798751465,17.874595907999986,0.592193098176052,-0.19030997991586604,0.6220213452791862,0.2763755089390559
RXJ2129,eta_000,training,6b,6,3.0815,0.8049590237318596,-5.299632900000001,-0.14126204059184427,-0.12431635468645263,0.18817417504721456,0.02234655884419255
RXJ2129,eta_000,training,7a,7,3.427,-10.01842785083087,10.257536087999991,-0.7409312003943421,-0.6880762646825269,1.0111518133976023,0.2622257679784772
RXJ2129,eta_000,training,7b,7,3.427,-7.485830922116288,-2.1700512000000174,0.858409970442132,-0.7337812760775206,1.1292929816820862,0.6169614255734482
RXJ2129,eta_000,heldout,1c,1,0.6786,0.456839445991538,-8.935221672000038,1.2025407670556307,-0.2722483605215473,1.232973424789608,0.4658375680241284
RXJ2129,eta_000,heldout,2c,2,0.916,0.24443970348725166,-5.292556488000027,0.33457110720483013,0.2879890372904073,0.44144706520229754,0.10826320505851958
RXJ2129,eta_000,heldout,3d,3,1.5194,7.381071049134713,-15.531179832000019,-0.007539367248867006,-0.11102416787270918,0.11127986300468201,0.05429736447330797
RXJ2129,eta_000,heldout,4c,4,1.5202,6.864471675477358,-13.912761239999998,-0.18754949732424356,0.4801428063487547,0.5154725292729324,0.23802592297154182
RXJ2129,eta_000,heldout,5c,5,1.521,13.970143058665721,-3.314626776000029,-0.7201484042681277,3.489873342222772,3.5634014184381573,0.299840764324609
RXJ2129,eta_000,heldout,6c,6,3.0815,1.7125179231929197,-6.634811124000012,1.4993405677866996,-5.017476020535616,5.236705811372342,0.16091259835393168
RXJ2129,eta_000,heldout,7c,7,3.427,3.7040355081620837,-19.321482528000033,-0.907362387783365,-0.024675283177901863,0.9076978419958038,0.29160004146877483
RXJ2129,local_vector_s200,training,1a,1,0.6786,-5.748113029341908,4.227443603999998,-0.017568583341369643,0.6724533555394506,0.6726828156693833,0.18509959226627581
RXJ2129,local_vector_s200,training,1b,1,0.6786,-4.783674198960802,-0.969769187999997,-0.25477309876291027,0.5665210208983534,0.621172599985679,0.15564286809803896
RXJ2129,local_vector_s200,training,2a,2,0.916,-6.776271782658472,11.277998675999983,0.13695450498297126,0.6093476978457434,0.6245487597498198,0.29535018904964677
RXJ2129,local_vector_s200,training,2b,2,0.916,-0.7772390574582798,-4.156659036000021,-0.19384904918676968,0.009015639957153165,0.1940585881491764,0.04050973435166206
RXJ2129,local_vector_s200,training,3a,3,1.5194,-2.0174375536347493,8.154932903999962,-0.2492320934378608,-0.45791648817291475,0.5213483926704232,0.1618313312324416
RXJ2129,local_vector_s200,training,3b,3,1.5194,2.98907637506174,5.134105511999998,0.9726068884100433,0.6512717580139321,1.1705208508049842,0.361969622583566
RXJ2129,local_vector_s200,training,3c,3,1.5194,1.5634781039797112,3.965703875999982,-0.4304525298686494,-0.4892919239701671,0.651687016391111,0.17131939438933366
RXJ2129,local_vector_s200,training,4a,4,1.5202,-3.4189158540684597,10.495438775999993,-0.3572923767146273,0.026139938702398495,0.35824731520801706,0.09278975957376123
RXJ2129,local_vector_s200,training,4b,4,1.5202,3.486595771864287,3.41780230799999,0.13469712132399841,0.4045856232554064,0.4264186218235991,0.12906183332899362
RXJ2129,local_vector_s200,training,5a,5,1.521,5.239793645663579,14.528709863999984,0.231503668291463,-0.06656410656441074,0.24088322630503345,0.057118676703395745
RXJ2129,local_vector_s200,training,5b,5,1.521,13.2029839889991,1.9107456839999704,-0.30430667749741147,-0.18104313702732683,0.35408921394785386,0.1401041298608767
RXJ2129,local_vector_s200,training,6a,6,3.0815,-9.90574798751465,17.874595907999986,0.6442130657933436,-0.19272557087041522,0.6724236906937369,0.2942459859156
RXJ2129,local_vector_s200,training,6b,6,3.0815,0.8049590237318596,-5.299632900000001,-0.15597990814490917,-0.13384464663056436,0.20553374705034438,0.024403039217228854
RXJ2129,local_vector_s200,training,7a,7,3.427,-10.01842785083087,10.257536087999991,-0.7121306378121691,-0.6861058633621105,0.9888737538486062,0.2584490312690162
RXJ2129,local_vector_s200,training,7b,7,3.427,-7.485830922116288,-2.1700512000000174,0.8414001280910045,-0.7402508647352984,1.1206808280205902,0.6183229787132795
RXJ2129,local_vector_s200,heldout,1c,1,0.6786,0.456839445991538,-8.935221672000038,1.1894184160868397,-0.25674100216215134,1.2168122742303977,0.46053419542093893
RXJ2129,local_vector_s200,heldout,2c,2,0.916,0.24443970348725166,-5.292556488000027,0.318392506859269,0.3059210269488176,0.4415444067741645,0.10595117783585997
RXJ2129,local_vector_s200,heldout,3d,3,1.5194,7.381071049134713,-15.531179832000019,-0.032493359456553975,-0.09509828079452143,0.10049627564664508,0.04504753751399587
RXJ2129,local_vector_s200,heldout,4c,4,1.5202,6.864471675477358,-13.912761239999998,-0.21565343692409178,0.4970360436738378,0.5418036854508416,0.2503877567969469
RXJ2129,local_vector_s200,heldout,5c,5,1.521,13.970143058665721,-3.314626776000029,-0.7433294086885611,3.475958926585083,3.5545504735659343,0.30567422618135
RXJ2129,local_vector_s200,heldout,6c,6,3.0815,1.7125179231929197,-6.634811124000012,1.4799064601731187,-4.954228459318522,5.170541824411027,0.16227735854524977
RXJ2129,local_vector_s200,heldout,7c,7,3.427,3.7040355081620837,-19.321482528000033,-0.9327700680651223,0.008718867827568096,0.9328108160470736,0.304954338345084
RXJ2129,network_parent,training,1a,1,0.6786,-5.748113029341908,4.227443603999998,-0.018070122934646837,0.6720553863771694,0.6722982758429771,0.18492721583737803
