system_label,variant_id,stage,image_id,source_family,source_redshift,observed_x_arcsec,observed_y_arcsec,linearized_delta_x_arcsec,linearized_delta_y_arcsec,linearized_radial_residual_arcsec,source_plane_closure_arcsec
RXJ2129,network_parent,training,1b,1,0.6786,-4.783674198960802,-0.969769187999997,-0.2542361393815934,0.5665391971586037,0.6209691429409131,0.15559491057111555
RXJ2129,network_parent,training,2a,2,0.916,-6.776271782658472,11.277998675999983,0.13451257700553665,0.6088867237823513,0.62356769942892,0.2949711193780381
RXJ2129,network_parent,training,2b,2,0.916,-0.7772390574582798,-4.156659036000021,-0.192529420497008,0.009679007098054589,0.19277256271398666,0.04018561004847706
RXJ2129,network_parent,training,3a,3,1.5194,-2.0174375536347493,8.154932903999962,-0.25093574781253586,-0.45728405130014205,0.521610441904404,0.16194877077239653
RXJ2129,network_parent,training,3b,3,1.5194,2.98907637506174,5.134105511999998,0.9725082727472805,0.6525282991190825,1.1711385578628781,0.36217830958164154
RXJ2129,network_parent,training,3c,3,1.5194,1.5634781039797112,3.965703875999982,-0.4302281416664736,-0.4881982554340175,0.6507179039265828,0.1710698828357229
RXJ2129,network_parent,training,4a,4,1.5202,-3.4189158540684597,10.495438775999993,-0.35902815480114014,0.026323277939897825,0.359991848381894,0.09326667287298171
RXJ2129,network_parent,training,4b,4,1.5202,3.486595771864287,3.41780230799999,0.13547382018176093,0.40633765142276407,0.42832632760362493,0.12963615552751045
RXJ2129,network_parent,training,5a,5,1.521,5.239793645663579,14.528709863999984,0.22955566656971124,-0.06617162380994898,0.23890267443440197,0.05665744742094677
RXJ2129,network_parent,training,5b,5,1.521,13.2029839889991,1.9107456839999704,-0.30167328069901084,-0.17946269686932187,0.35101798793696354,0.1389288665129406
RXJ2129,network_parent,training,6a,6,3.0815,-9.90574798751465,17.874595907999986,0.6373202545000496,-0.1938243101941187,0.6661418542759747,0.29247508264238387
RXJ2129,network_parent,training,6b,6,3.0815,0.8049590237318596,-5.299632900000001,-0.15395123650107284,-0.13289562455411766,0.2033770642079344,0.024179139827323913
RXJ2129,network_parent,training,7a,7,3.427,-10.01842785083087,10.257536087999991,-0.7160161502155804,-0.6867979843551784,0.9921545235919033,0.2590863848439611
RXJ2129,network_parent,training,7b,7,3.427,-7.485830922116288,-2.1700512000000174,0.8438230095189948,-0.7403010541931395,1.1225341519228569,0.6188328578849523
RXJ2129,network_parent,heldout,1c,1,0.6786,0.456839445991538,-8.935221672000038,1.191163260925073,-0.256104730506084,1.2183839900315696,0.46124598899106156
RXJ2129,network_parent,heldout,2c,2,0.916,0.24443970348725166,-5.292556488000027,0.3198509051316745,0.30702476335206436,0.44336080885092066,0.106387203732869
RXJ2129,network_parent,heldout,3d,3,1.5194,7.381071049134713,-15.531179832000019,-0.027284155061758682,-0.09281038816489322,0.09673775513599767,0.04403961012440456
RXJ2129,network_parent,heldout,4c,4,1.5202,6.864471675477358,-13.912761239999998,-0.21025372343650345,0.4993878625647784,0.5418439493949634,0.25028615958196176
RXJ2129,network_parent,heldout,5c,5,1.521,13.970143058665721,-3.314626776000029,-0.740283100187708,3.487244838986355,3.564953805515647,0.30493599633283386
RXJ2129,network_parent,heldout,6c,6,3.0815,1.7125179231929197,-6.634811124000012,1.4775739199536804,-4.947951947665492,5.163860296845183,0.1623699017284981
RXJ2129,network_parent,heldout,7c,7,3.427,3.7040355081620837,-19.321482528000033,-0.9251551844414538,0.010592628759060477,0.9252158229747953,0.3028014371726027
RXJ2129,network_hop_080,training,1a,1,0.6786,-5.748113029341908,4.227443603999998,-0.018087725812322476,0.6719894684069925,0.6722328550993131,0.18490308306508796
RXJ2129,network_hop_080,training,1b,1,0.6786,-4.783674198960802,-0.969769187999997,-0.25419798260758825,0.5665168405832645,0.6209331244395097,0.15558739319120057
RXJ2129,network_hop_080,training,2a,2,0.916,-6.776271782658472,11.277998675999983,0.13442493030239586,0.6087216218628917,0.6233875799293673,0.29488313508819436
RXJ2129,network_hop_080,training,2b,2,0.916,-0.7772390574582798,-4.156659036000021,-0.19244822426486133,0.009695560542664095,0.19269230113560537,0.040167366490740625
RXJ2129,network_hop_080,training,3a,3,1.5194,-2.0174375536347493,8.154932903999962,-0.2509846059869318,-0.4573465743830261,0.521688759263897,0.16197174545409404
RXJ2129,network_hop_080,training,3b,3,1.5194,2.98907637506174,5.134105511999998,0.9725466853468848,0.6525285262216909,1.1711705822433658,0.36219204867761196
RXJ2129,network_hop_080,training,3c,3,1.5194,1.5634781039797112,3.965703875999982,-0.43018677017189816,-0.48819324259921026,0.6506867905148074,0.17106261924682256
RXJ2129,network_hop_080,training,4a,4,1.5202,-3.4189158540684597,10.495438775999993,-0.3590895129154388,0.02624219868720136,0.3600471236904769,0.09328937663743214
RXJ2129,network_hop_080,training,4b,4,1.5202,3.486595771864287,3.41780230799999,0.1355594684659046,0.4063532290261346,0.42836820170354006,0.12964826555468004
RXJ2129,network_hop_080,training,5a,5,1.521,5.239793645663579,14.528709863999984,0.22953703986274496,-0.06630026593077372,0.23892044268216708,0.056639517842890286
RXJ2129,network_hop_080,training,5b,5,1.521,13.2029839889991,1.9107456839999704,-0.3016471861323908,-0.1794971071504347,0.35101315698555213,0.13892451853815016
RXJ2129,network_hop_080,training,6a,6,3.0815,-9.90574798751465,17.874595907999986,0.637035315840187,-0.19415288751787224,0.6659649670659369,0.2925173269053034
RXJ2129,network_hop_080,training,6b,6,3.0815,0.8049590237318596,-5.299632900000001,-0.1538256957884478,-0.1329121826421521,0.2032928748862116,0.02417346690668324
RXJ2129,network_hop_080,training,7a,7,3.427,-10.01842785083087,10.257536087999991,-0.7162160253090255,-0.6868893106370998,0.9923619903931069,0.2591310932609325
RXJ2129,network_hop_080,training,7b,7,3.427,-7.485830922116288,-2.1700512000000174,0.8439934598374809,-0.7404385399456018,1.122752952205077,0.6189514151681988
RXJ2129,network_hop_080,heldout,1c,1,0.6786,0.456839445991538,-8.935221672000038,1.1912853100094754,-0.25609027197310674,1.2185002737971098,0.4612971141506919
RXJ2129,network_hop_080,heldout,2c,2,0.916,0.24443970348725166,-5.292556488000027,0.31994896610896256,0.30704906486513994,0.443448383860795,0.10641258914502483
RXJ2129,network_hop_080,heldout,3d,3,1.5194,7.381071049134713,-15.531179832000019,-0.027036297336716884,-0.09276871598052447,0.09662813274794552,0.04402639320828646
RXJ2129,network_hop_080,heldout,4c,4,1.5202,6.864471675477358,-13.912761239999998,-0.20999883911471215,0.4994530274399017,0.541805167055843,0.25026460959090563
RXJ2129,network_hop_080,heldout,5c,5,1.521,13.970143058665721,-3.314626776000029,-0.7402676310438924,3.4871893758196864,3.5648963390821096,0.30493338153577626
RXJ2129,network_hop_080,heldout,6c,6,3.0815,1.7125179231929197,-6.634811124000012,1.4776233573794975,-4.94847666192767,5.164377218979678,0.1623799151104232
RXJ2129,network_hop_080,heldout,7c,7,3.427,3.7040355081620837,-19.321482528000033,-0.9248022356965382,0.010654326828409359,0.924863606068204,0.3026973397700587
RXJ2129,network_hop_090,training,1a,1,0.6786,-5.748113029341908,4.227443603999998,-0.018072256884595482,0.672011405348802,0.6722543680689436,0.1849120107552309
RXJ2129,network_hop_090,training,1b,1,0.6786,-4.783674198960802,-0.969769187999997,-0.2542182276101523,0.5665203600522043,0.6209446236202761,0.15559012181400678
RXJ2129,network_hop_090,training,2a,2,0.916,-6.776271782658472,11.277998675999983,0.13449357714766083,0.6087725256746148,0.6234520914314293,0.2949132701040181
RXJ2129,network_hop_090,training,2b,2,0.916,-0.7772390574582798,-4.156659036000021,-0.19249443052368526,0.009679827039573097,0.19273765805922294,0.040178307271093214
RXJ2129,network_hop_090,training,3a,3,1.5194,-2.0174375536347493,8.154932903999962,-0.25095049445207823,-0.4573336833128566,0.5216610475761505,0.16196324080791644
RXJ2129,network_hop_090,training,3b,3,1.5194,2.98907637506174,5.134105511999998,0.972535786355774,0.652513955462047,1.1711534134413688,0.36218555026720767
RXJ2129,network_hop_090,training,3c,3,1.5194,1.5634781039797112,3.965703875999982,-0.43020236963685593,-0.488207027240451,0.6507074460063635,0.17106785678345776
RXJ2129,network_hop_090,training,4a,4,1.5202,-3.4189158540684597,10.495438775999993,-0.35905028921338916,0.0262667203669574,0.36000979262105404,0.09327641886442145
RXJ2129,network_hop_090,training,4b,4,1.5202,3.486595771864287,3.41780230799999,0.13552434785657436,0.40632991112672695,0.4283349688482177,0.1296385028393575
RXJ2129,network_hop_090,training,5a,5,1.521,5.239793645663579,14.528709863999984,0.2295347343944274,-0.0662388356660365,0.2389011880336984,0.05664493573358244
RXJ2129,network_hop_090,training,5b,5,1.521,13.2029839889991,1.9107456839999704,-0.30164765291091733,-0.17947319678534585,0.3510013317225687,0.1389216485812203
RXJ2129,network_hop_090,training,6a,6,3.0815,-9.90574798751465,17.874595907999986,0.6372469804227459,-0.1940286419628997,0.6661312392913836,0.2925339201998335
RXJ2129,network_hop_090,training,6b,6,3.0815,0.8049590237318596,-5.299632900000001,-0.15390508865718117,-0.13292350378983836,0.20336035546374806,0.024179694946193913
RXJ2129,network_hop_090,training,7a,7,3.427,-10.01842785083087,10.257536087999991,-0.7160811887368695,-0.6868499562271065,0.9922374369232327,0.25910517297589836
RXJ2129,network_hop_090,training,7b,7,3.427,-7.485830922116288,-2.1700512000000174,0.8438965317272369,-0.7403967711136735,1.1226525441724224,0.6189072618216971
RXJ2129,network_hop_090,heldout,1c,1,0.6786,0.456839445991538,-8.935221672000038,1.1912198817527344,-0.2560820712860919,1.218434583355698,0.46127075639977416
RXJ2129,network_hop_090,heldout,2c,2,0.916,0.24443970348725166,-5.292556488000027,0.3198905713052535,0.30704965520715566,0.4434066625264382,0.10639885308054642
RXJ2129,network_hop_090,heldout,3d,3,1.5194,7.381071049134713,-15.531179832000019,-0.027128644225876603,-0.09277524294637499,0.096660276439151,0.044026879517015165
RXJ2129,network_hop_090,heldout,4c,4,1.5202,6.864471675477358,-13.912761239999998,-0.21010143867875722,0.49943823008126237,0.541831302345654,0.2502782817011221
RXJ2129,network_hop_090,heldout,5c,5,1.521,13.970143058665721,-3.314626776000029,-0.7402421502783346,3.4871771924747823,3.5648791301760845,0.30492738363793137
RXJ2129,network_hop_090,heldout,6c,6,3.0815,1.7125179231929197,-6.634811124000012,1.4775833473720905,-4.948282250805557,5.164179487785898,0.16237683942793876
RXJ2129,network_hop_090,heldout,7c,7,3.427,3.7040355081620837,-19.321482528000033,-0.9249425624225464,0.010667729114350445,0.9250040779506019,0.3027468714057556
RXJ2129,network_hop_110,training,1a,1,0.6786,-5.748113029341908,4.227443603999998,-0.018042017133126653,0.6720401823927767,0.672282322490149,0.18492377024601614
RXJ2129,network_hop_110,training,1b,1,0.6786,-4.783674198960802,-0.969769187999997,-0.25425788682564426,0.566519874008829,0.6209604179495031,0.1555939490191816
RXJ2129,network_hop_110,training,2a,2,0.916,-6.776271782658472,11.277998675999983,0.13459233262929832,0.6087896123739183,0.6234900866388986,0.2949267304393367
RXJ2129,network_hop_110,training,2b,2,0.916,-0.7772390574582798,-4.156659036000021,-0.19255623790257664,0.009648162580703107,0.19279780028925997,0.04019431842236339
RXJ2129,network_hop_110,training,3a,3,1.5194,-2.0174375536347493,8.154932903999962,-0.2508955731670261,-0.45737398219229675,0.5216699610110304,0.1619618210279389
RXJ2129,network_hop_110,training,3b,3,1.5194,2.98907637506174,5.134105511999998,0.972548645725789,0.652462576176079,1.1711354668070606,0.36217134678775964
RXJ2129,network_hop_110,training,3c,3,1.5194,1.5634781039797112,3.965703875999982,-0.4302036898495315,-0.4882508253389496,0.6507411798897603,0.17107364701183944
RXJ2129,network_hop_110,training,4a,4,1.5202,-3.4189158540684597,10.495438775999993,-0.35899879511322463,0.026241359226661456,0.35995658603060693,0.09326254143268294
RXJ2129,network_hop_110,training,4b,4,1.5202,3.486595771864287,3.41780230799999,0.13551433762946805,0.4062664698072868,0.4282716196443894,0.1296185989461337
RXJ2129,network_hop_110,training,5a,5,1.521,5.239793645663579,14.528709863999984,0.22956785904386928,-0.06636243148389039,0.23896730784448295,0.05663807772236628
RXJ2129,network_hop_110,training,5b,5,1.521,13.2029839889991,1.9107456839999704,-0.30169989094721095,-0.17954514413238376,0.35108301436993133,0.13894716941186566
RXJ2129,network_hop_110,training,6a,6,3.0815,-9.90574798751465,17.874595907999986,0.6374424140328571,-0.19397386273462525,0.6663022517088079,0.2925757135712509
RXJ2129,network_hop_110,training,6b,6,3.0815,0.8049590237318596,-5.299632900000001,-0.15397161952341037,-0.13295407921120392,0.20343069286015059,0.024187600206255627
RXJ2129,network_hop_110,training,7a,7,3.427,-10.01842785083087,10.257536087999991,-0.7158412776917015,-0.6867856236435371,0.9920197718244984,0.25905885706255966
RXJ2129,network_hop_110,training,7b,7,3.427,-7.485830922116288,-2.1700512000000174,0.8437609990311288,-0.7403534167587543,1.122522073365317,0.6188552420341331
RXJ2129,network_hop_110,heldout,1c,1,0.6786,0.456839445991538,-8.935221672000038,1.1910871182523541,-0.25611066957818013,1.2183107971033011,0.4612202871548384
RXJ2129,network_hop_110,heldout,2c,2,0.916,0.24443970348725166,-5.292556488000027,0.319800726549365,0.3070170117493653,0.4433192418619021,0.10637721877540815
RXJ2129,network_hop_110,heldout,3d,3,1.5194,7.381071049134713,-15.531179832000019,-0.027411129079739926,-0.09283895132061429,0.0968010375963892,0.04405079332274671
RXJ2129,network_hop_110,heldout,4c,4,1.5202,6.864471675477358,-13.912761239999998,-0.21037879247411842,0.4993789552449607,0.5418842840168153,0.25030921042696996
RXJ2129,network_hop_110,heldout,5c,5,1.521,13.970143058665721,-3.314626776000029,-0.7402966491235234,3.48792734708254,3.565624252109266,0.30495564271773984
RXJ2129,network_hop_110,heldout,6c,6,3.0815,1.7125179231929197,-6.634811124000012,1.477800439039178,-4.9485094681223645,5.164459322496507,0.16237366261598032
RXJ2129,network_hop_110,heldout,7c,7,3.427,3.7040355081620837,-19.321482528000033,-0.9253432730058517,0.010571335224655788,0.9254036557230657,0.30286682523880126
RXJ2129,network_hop_120,training,1a,1,0.6786,-5.748113029341908,4.227443603999998,-0.018101322353475335,0.6720959476320154,0.6723396616995916,0.18493638489734243
RXJ2129,network_hop_120,training,1b,1,0.6786,-4.783674198960802,-0.969769187999997,-0.2542325103691884,0.5665696423262895,0.620995433907818,0.1555982118719873
RXJ2129,network_hop_120,training,2a,2,0.916,-6.776271782658472,11.277998675999983,0.13435074707004746,0.6089503878566703,0.6235949792205427,0.2949878436885095
RXJ2129,network_hop_120,training,2b,2,0.916,-0.7772390574582798,-4.156659036000021,-0.19246953892401955,0.009713988204310848,0.19271451678702922,0.040170891344483005
RXJ2129,network_hop_120,training,3a,3,1.5194,-2.0174375536347493,8.154932903999962,-0.25100861541507374,-0.4572378325573784,0.5216049851509872,0.16194293787677577
RXJ2129,network_hop_120,training,3b,3,1.5194,2.98907637506174,5.134105511999998,0.9724926365016264,0.6525899230833272,1.1711599104135129,0.36216471370988446
RXJ2129,network_hop_120,training,3c,3,1.5194,1.5634781039797112,3.965703875999982,-0.43023017757904464,-0.4881476857402974,0.6506813112371558,0.1710517032789846
RXJ2129,network_hop_120,training,4a,4,1.5202,-3.4189158540684597,10.495438775999993,-0.359104251039207,0.026348275043283142,0.36006956926708805,0.09328436290812549
RXJ2129,network_hop_120,training,4b,4,1.5202,3.486595771864287,3.41780230799999,0.13549129596296378,0.40641780353794366,0.4284078924510262,0.12965717986662542
RXJ2129,network_hop_120,training,5a,5,1.521,5.239793645663579,14.528709863999984,0.22947266937512492,-0.06616673266096276,0.2388215704269041,0.05663279729754772
RXJ2129,network_hop_120,training,5b,5,1.521,13.2029839889991,1.9107456839999704,-0.3015669800493254,-0.17939539976832092,0.35089222407187354,0.1388719187073716
RXJ2129,network_hop_120,training,6a,6,3.0815,-9.90574798751465,17.874595907999986,0.6368826092943872,-0.19383384122170902,0.6657259316147973,0.2923365753728388
RXJ2129,network_hop_120,training,6b,6,3.0815,0.8049590237318596,-5.299632900000001,-0.1538298796945755,-0.13282774660941912,0.20324084765662545,0.02416389230433534
RXJ2129,network_hop_120,training,7a,7,3.427,-10.01842785083087,10.257536087999991,-0.716121903651495,-0.6867830638109224,0.9922205186484295,0.2590925095703311
RXJ2129,network_hop_120,training,7b,7,3.427,-7.485830922116288,-2.1700512000000174,0.8439093301230183,-0.740237283717355,1.1225569890539764,0.6188054492798137
RXJ2129,network_hop_120,heldout,1c,1,0.6786,0.456839445991538,-8.935221672000038,1.1912238586856692,-0.2562567337690978,1.2184751926502162,0.46127515256292523
RXJ2129,network_hop_120,heldout,2c,2,0.916,0.24443970348725166,-5.292556488000027,0.3199652504909949,0.3068512541332404,0.4433231932630049,0.1064020165590626
RXJ2129,network_hop_120,heldout,3d,3,1.5194,7.381071049134713,-15.531179832000019,-0.027108502303594635,-0.09294561997485136,0.09681817582279416,0.044110267809371974
RXJ2129,network_hop_120,heldout,4c,4,1.5202,6.864471675477358,-13.912761239999998,-0.21004453850435406,0.49925249818359907,0.5416380388211962,0.250190941549623
RXJ2129,network_hop_120,heldout,5c,5,1.521,13.970143058665721,-3.314626776000029,-0.7399633806245346,3.4882595984524434,3.5658800920475286,0.3048730553212185
RXJ2129,network_hop_120,heldout,6c,6,3.0815,1.7125179231929197,-6.634811124000012,1.4778900985463113,-4.948703519651482,5.16467091582728,0.16235798009339678
RXJ2129,network_hop_120,heldout,7c,7,3.427,3.7040355081620837,-19.321482528000033,-0.9250088882184887,0.010279938578201132,0.925066008682827,0.30271011587754865
RXJ2129,network_soft_100,training,1a,1,0.6786,-5.748113029341908,4.227443603999998,-0.018027857220789874,0.6720230075132486,0.6722647739270035,0.18492090556375254
RXJ2129,network_soft_100,training,1b,1,0.6786,-4.783674198960802,-0.969769187999997,-0.2542589846074286,0.5665062965650415,0.6209484803922458,0.15559295976696838
RXJ2129,network_soft_100,training,2a,2,0.916,-6.776271782658472,11.277998675999983,0.13468134613375288,0.6087790683074917,0.6234990128346134,0.29493105970171746
RXJ2129,network_soft_100,training,2b,2,0.916,-0.7772390574582798,-4.156659036000021,-0.19259436367127325,0.00963257427213523,0.1928350989966579,0.04020307097551274
RXJ2129,network_soft_100,training,3a,3,1.5194,-2.0174375536347493,8.154932903999962,-0.25086406836891056,-0.4573891520463426,0.5216681102082757,0.16196649715118927
RXJ2129,network_soft_100,training,3b,3,1.5194,2.98907637506174,5.134105511999998,0.9725533979974654,0.6524396009396025,1.1711266134925993,0.36218721147200855
RXJ2129,network_soft_100,training,3c,3,1.5194,1.5634781039797112,3.965703875999982,-0.4302035967862548,-0.4882696406730252,0.6507552356230379,0.17108549223811123
RXJ2129,network_soft_100,training,4a,4,1.5202,-3.4189158540684597,10.495438775999993,-0.35896452910573967,0.026235777093525158,0.35992200426732257,0.09325614864472302
RXJ2129,network_soft_100,training,4b,4,1.5202,3.486595771864287,3.41780230799999,0.1355013733070013,0.40623362772843646,0.4282363628482397,0.1296117769458315
RXJ2129,network_soft_100,training,5a,5,1.521,5.239793645663579,14.528709863999984,0.22966794943503055,-0.06643814377947732,0.2390844912296786,0.05665981128222353
RXJ2129,network_soft_100,training,5b,5,1.521,13.2029839889991,1.9107456839999704,-0.30182336330360426,-0.1796511265631894,0.3512433200949487,0.1390143010748152
RXJ2129,network_soft_100,training,6a,6,3.0815,-9.90574798751465,17.874595907999986,0.637643172076153,-0.19390813602454737,0.6664751909200017,0.2926181460960989
RXJ2129,network_soft_100,training,6b,6,3.0815,0.8049590237318596,-5.299632900000001,-0.1540273371896995,-0.13297659387868394,0.20348757977165544,0.024193632779223526
RXJ2129,network_soft_100,training,7a,7,3.427,-10.01842785083087,10.257536087999991,-0.7158476537463403,-0.686787361717871,0.9920255760763097,0.2590656060961192
RXJ2129,network_soft_100,training,7b,7,3.427,-7.485830922116288,-2.1700512000000174,0.8437241777348882,-0.7403495056805831,1.1224918167433993,0.618849034210846
RXJ2129,network_soft_100,heldout,1c,1,0.6786,0.456839445991538,-8.935221672000038,1.1910130907906968,-0.25597783240890515,1.2182105044365568,0.46118296128885733
RXJ2129,network_soft_100,heldout,2c,2,0.916,0.24443970348725166,-5.292556488000027,0.3196941081033107,0.3072061672372589,0.4433733775776101,0.10636610193250308
RXJ2129,network_soft_100,heldout,3d,3,1.5194,7.381071049134713,-15.531179832000019,-0.02773566025022303,-0.09266869191401118,0.09673031226337339,0.04395999622566355
