cohort,system_label,beta,phase_degrees,variant_id,epsilon,heldout_images,heldout_converged_roots,heldout_all_roots,heldout_RMS_arcsec
P0581_four,MACS0329,0.25,,beta_0p25_scalar,0.0,3,3,True,19.690460963026887
P0581_four,MACS0329,0.25,-90.0,beta_0p25_phase_-90p0,0.009546813019608486,3,3,True,19.713367770126528
P0581_four,MACS0329,0.25,-67.5,beta_0p25_phase_-67p5,0.009546813019608486,3,3,True,19.725811443586615
P0581_four,MACS0329,0.25,-45.0,beta_0p25_phase_-45p0,0.009546813019608486,3,3,True,19.728062327404075
P0581_four,MACS0329,0.25,-22.5,beta_0p25_phase_-22p5,0.009546813019608486,3,3,True,19.71691141533831
P0581_four,MACS0329,0.25,0.0,beta_0p25_phase_+00p0,0.009546813019608486,3,3,True,19.696280890984145
P0581_four,MACS0329,0.25,22.5,beta_0p25_phase_+22p5,0.009546813019608486,3,3,True,19.68116487997207
P0581_four,MACS0329,0.25,45.0,beta_0p25_phase_+45p0,0.009546813019608486,3,3,True,19.67545453879068
P0581_four,MACS0329,0.25,67.5,beta_0p25_phase_+67p5,0.009546813019608486,3,3,True,19.670176576346634
P0581_four,MACS0329,0.25,90.0,beta_0p25_phase_+90p0,0.009546813019608486,3,3,True,19.66739134413094
P0581_four,MACS0329,0.5,,beta_0p50_scalar,0.0,3,3,True,19.714477244459736
P0581_four,MACS0329,0.5,-90.0,beta_0p50_phase_-90p0,0.009599421508942425,3,3,True,19.737398732636407
P0581_four,MACS0329,0.5,-67.5,beta_0p50_phase_-67p5,0.009599421508942425,3,3,True,19.74997918788086
P0581_four,MACS0329,0.5,-45.0,beta_0p50_phase_-45p0,0.009599421508942425,3,3,True,19.75236426713355
P0581_four,MACS0329,0.5,-22.5,beta_0p50_phase_-22p5,0.009599421508942425,3,3,True,19.741239194107102
P0581_four,MACS0329,0.5,0.0,beta_0p50_phase_+00p0,0.009599421508942425,3,3,True,19.720462474682883
P0581_four,MACS0329,0.5,22.5,beta_0p50_phase_+22p5,0.009599421508942425,3,3,True,19.70514779658203
P0581_four,MACS0329,0.5,45.0,beta_0p50_phase_+45p0,0.009599421508942425,3,3,True,19.69936595153588
P0581_four,MACS0329,0.5,67.5,beta_0p50_phase_+67p5,0.009599421508942425,3,3,True,19.694074754497137
P0581_four,MACS0329,0.5,90.0,beta_0p50_phase_+90p0,0.009599421508942425,3,3,True,19.691259563244785
P0581_four,MACS0329,0.75,,beta_0p75_scalar,0.0,3,3,True,19.739137015514338
P0581_four,MACS0329,0.75,-90.0,beta_0p75_phase_-90p0,0.009652613018063864,3,3,True,19.762078972724883
P0581_four,MACS0329,0.75,-67.5,beta_0p75_phase_-67p5,0.009652613018063864,3,3,True,19.774766603430844
P0581_four,MACS0329,0.75,-45.0,beta_0p75_phase_-45p0,0.009652613018063864,3,3,True,19.77726839398402
P0581_four,MACS0329,0.75,-22.5,beta_0p75_phase_-22p5,0.009652613018063864,3,3,True,19.766194357356664
P0581_four,MACS0329,0.75,0.0,beta_0p75_phase_+00p0,0.009652613018063864,3,3,True,19.745284978745882
P0581_four,MACS0329,0.75,22.5,beta_0p75_phase_+22p5,0.009652613018063864,3,3,True,19.729767282497324
P0581_four,MACS0329,0.75,45.0,beta_0p75_phase_+45p0,0.009652613018063864,3,3,True,19.72391155475189
P0581_four,MACS0329,0.75,67.5,beta_0p75_phase_+67p5,0.009652613018063864,3,3,True,19.718607185140538
P0581_four,MACS0329,0.75,90.0,beta_0p75_phase_+90p0,0.009652613018063864,3,3,True,19.715765192945913
P0581_four,MACS0329,1.0,,beta_1p00_scalar,0.0,3,3,True,19.76418993791852
P0581_four,MACS0329,1.0,-90.0,beta_1p00_phase_-90p0,0.009706397292713649,3,3,True,19.787131672523095
P0581_four,MACS0329,1.0,-67.5,beta_1p00_phase_-67p5,0.009706397292713649,3,3,True,19.799994967472006
P0581_four,MACS0329,1.0,-45.0,beta_1p00_phase_-45p0,0.009706397292713649,3,3,True,19.80268838347295
P0581_four,MACS0329,1.0,-22.5,beta_1p00_phase_-22p5,0.009706397292713649,3,3,True,19.79166561008326
P0581_four,MACS0329,1.0,0.0,beta_1p00_phase_+00p0,0.009706397292713649,3,3,True,19.770516359790687
P0581_four,MACS0329,1.0,22.5,beta_1p00_phase_+22p5,0.009706397292713649,3,3,True,19.75479894807293
P0581_four,MACS0329,1.0,45.0,beta_1p00_phase_+45p0,0.009706397292713649,3,3,True,19.74888174812671
P0581_four,MACS0329,1.0,67.5,beta_1p00_phase_+67p5,0.009706397292713649,3,3,True,19.743569595850122
P0581_four,MACS0329,1.0,90.0,beta_1p00_phase_+90p0,0.009706397292713649,3,3,True,19.740695216851325
P0581_four,MACS0429,0.25,,beta_0p25_scalar,0.0,2,2,True,13.257240184757912
P0581_four,MACS0429,0.25,-90.0,beta_0p25_phase_-90p0,0.00623857386168903,2,2,True,13.216375925577573
P0581_four,MACS0429,0.25,-67.5,beta_0p25_phase_-67p5,0.00623857386168903,2,2,True,13.226625519005456
P0581_four,MACS0429,0.25,-45.0,beta_0p25_phase_-45p0,0.00623857386168903,2,2,True,13.241618965735537
P0581_four,MACS0429,0.25,-22.5,beta_0p25_phase_-22p5,0.00623857386168903,2,2,True,13.260054327200377
P0581_four,MACS0429,0.25,0.0,beta_0p25_phase_+00p0,0.00623857386168903,2,2,True,13.278488228273025
P0581_four,MACS0429,0.25,22.5,beta_0p25_phase_+22p5,0.00623857386168903,2,2,True,13.29265099079762
P0581_four,MACS0429,0.25,45.0,beta_0p25_phase_+45p0,0.00623857386168903,2,2,True,13.30083833183764
P0581_four,MACS0429,0.25,67.5,beta_0p25_phase_+67p5,0.00623857386168903,2,2,True,13.303328213189284
P0581_four,MACS0429,0.25,90.0,beta_0p25_phase_+90p0,0.00623857386168903,2,2,True,13.300085208838414
P0581_four,MACS0429,0.5,,beta_0p50_scalar,0.0,2,2,True,13.221752233725603
P0581_four,MACS0429,0.5,-90.0,beta_0p50_phase_-90p0,0.0062670457335497805,2,2,True,13.180807622750343
P0581_four,MACS0429,0.5,-67.5,beta_0p50_phase_-67p5,0.0062670457335497805,2,2,True,13.191061056220788
P0581_four,MACS0429,0.5,-45.0,beta_0p50_phase_-45p0,0.0062670457335497805,2,2,True,13.20607349298358
P0581_four,MACS0429,0.5,-22.5,beta_0p50_phase_-22p5,0.0062670457335497805,2,2,True,13.224533061542388
P0581_four,MACS0429,0.5,0.0,beta_0p50_phase_+00p0,0.0062670457335497805,2,2,True,13.242994500902807
P0581_four,MACS0429,0.5,22.5,beta_0p50_phase_+22p5,0.0062670457335497805,2,2,True,13.257199095160262
P0581_four,MACS0429,0.5,45.0,beta_0p50_phase_+45p0,0.0062670457335497805,2,2,True,13.265436467350414
P0581_four,MACS0429,0.5,67.5,beta_0p50_phase_+67p5,0.0062670457335497805,2,2,True,13.26794936597412
P0581_four,MACS0429,0.5,90.0,beta_0p50_phase_+90p0,0.0062670457335497805,2,2,True,13.264694864668263
P0581_four,MACS0429,0.75,,beta_0p75_scalar,0.0,2,2,True,13.186557070330654
P0581_four,MACS0429,0.75,-90.0,beta_0p75_phase_-90p0,0.006295778679413149,2,2,True,13.145589410297294
P0581_four,MACS0429,0.75,-67.5,beta_0p75_phase_-67p5,0.006295778679413149,2,2,True,13.155869972583906
P0581_four,MACS0429,0.75,-45.0,beta_0p75_phase_-45p0,0.006295778679413149,2,2,True,13.170901331564039
P0581_four,MACS0429,0.75,-22.5,beta_0p75_phase_-22p5,0.006295778679413149,2,2,True,13.189384849573377
P0581_four,MACS0429,0.75,0.0,beta_0p75_phase_+00p0,0.006295778679413149,2,2,True,13.20786517872185
P0581_four,MACS0429,0.75,22.5,beta_0p75_phase_+22p5,0.006295778679413149,2,2,True,13.222069641512725
P0581_four,MACS0429,0.75,45.0,beta_0p75_phase_+45p0,0.006295778679413149,2,2,True,13.230328238449747
P0581_four,MACS0429,0.75,67.5,beta_0p75_phase_+67p5,0.006295778679413149,2,2,True,13.232841709799635
P0581_four,MACS0429,0.75,90.0,beta_0p75_phase_+90p0,0.006295778679413149,2,2,True,13.229553294041681
P0581_four,MACS0429,1.0,,beta_1p00_scalar,0.0,2,2,True,13.15162076863172
P0581_four,MACS0429,1.0,-90.0,beta_1p00_phase_-90p0,0.006324776306706405,2,2,True,13.11058961306034
P0581_four,MACS0429,1.0,-67.5,beta_1p00_phase_-67p5,0.006324776306706405,2,2,True,13.120880850140296
P0581_four,MACS0429,1.0,-45.0,beta_1p00_phase_-45p0,0.006324776306706405,2,2,True,13.135948750572016
P0581_four,MACS0429,1.0,-22.5,beta_1p00_phase_-22p5,0.006324776306706405,2,2,True,13.154448764867057
P0581_four,MACS0429,1.0,0.0,beta_1p00_phase_+00p0,0.006324776306706405,2,2,True,13.172934275258847
P0581_four,MACS0429,1.0,22.5,beta_1p00_phase_+22p5,0.006324776306706405,2,2,True,13.187171568512067
P0581_four,MACS0429,1.0,45.0,beta_1p00_phase_+45p0,0.006324776306706405,2,2,True,13.195476446012433
P0581_four,MACS0429,1.0,67.5,beta_1p00_phase_+67p5,0.006324776306706405,2,2,True,13.198009497956475
P0581_four,MACS0429,1.0,90.0,beta_1p00_phase_+90p0,0.006324776306706405,2,2,True,13.19470682603102
P0581_four,MACS1115,0.25,,beta_0p25_scalar,0.0,2,2,True,27.40192070513472
P0581_four,MACS1115,0.25,-90.0,beta_0p25_phase_-90p0,0.01740127868001411,2,2,True,27.201632813511672
P0581_four,MACS1115,0.25,-67.5,beta_0p25_phase_-67p5,0.01740127868001411,2,2,True,26.90630631012032
P0581_four,MACS1115,0.25,-45.0,beta_0p25_phase_-45p0,0.01740127868001411,2,2,True,26.951774325289605
P0581_four,MACS1115,0.25,-22.5,beta_0p25_phase_-22p5,0.01740127868001411,2,2,True,27.088974361262142
P0581_four,MACS1115,0.25,0.0,beta_0p25_phase_+00p0,0.01740127868001411,2,2,True,27.125617249022177
P0581_four,MACS1115,0.25,22.5,beta_0p25_phase_+22p5,0.01740127868001411,2,2,True,27.062212510587297
P0581_four,MACS1115,0.25,45.0,beta_0p25_phase_+45p0,0.01740127868001411,2,2,True,27.076148760623457
P0581_four,MACS1115,0.25,67.5,beta_0p25_phase_+67p5,0.01740127868001411,2,2,True,27.142238579401276
P0581_four,MACS1115,0.25,90.0,beta_0p25_phase_+90p0,0.01740127868001411,2,2,True,27.215685172544497
P0581_four,MACS1115,0.5,,beta_0p50_scalar,0.0,2,2,True,27.613194094997475
P0581_four,MACS1115,0.5,-90.0,beta_0p50_phase_-90p0,0.017512449772950852,2,2,True,27.41576060007203
P0581_four,MACS1115,0.5,-67.5,beta_0p50_phase_-67p5,0.017512449772950852,2,2,True,27.098189705561918
P0581_four,MACS1115,0.5,-45.0,beta_0p50_phase_-45p0,0.017512449772950852,2,2,True,27.140098828253308
P0581_four,MACS1115,0.5,-22.5,beta_0p50_phase_-22p5,0.017512449772950852,2,2,True,27.283434960402786
P0581_four,MACS1115,0.5,0.0,beta_0p50_phase_+00p0,0.017512449772950852,2,2,True,27.324789989076
P0581_four,MACS1115,0.5,22.5,beta_0p50_phase_+22p5,0.017512449772950852,2,2,True,27.259241193265364
P0581_four,MACS1115,0.5,45.0,beta_0p50_phase_+45p0,0.017512449772950852,2,2,True,27.271347456990032
P0581_four,MACS1115,0.5,67.5,beta_0p50_phase_+67p5,0.017512449772950852,2,2,True,27.340282413983275
P0581_four,MACS1115,0.5,90.0,beta_0p50_phase_+90p0,0.017512449772950852,2,2,True,27.415927426971873
P0581_four,MACS1115,0.75,,beta_0p75_scalar,0.0,2,2,True,27.827447808442066
P0581_four,MACS1115,0.75,-90.0,beta_0p75_phase_-90p0,0.017625050471326738,2,2,True,27.633241770022146
P0581_four,MACS1115,0.75,-67.5,beta_0p75_phase_-67p5,0.017625050471326738,2,2,True,27.29378514089997
P0581_four,MACS1115,0.75,-45.0,beta_0p75_phase_-45p0,0.017625050471326738,2,2,True,27.331283698501537
P0581_four,MACS1115,0.75,-22.5,beta_0p75_phase_-22p5,0.017625050471326738,2,2,True,27.48007385164236
P0581_four,MACS1115,0.75,0.0,beta_0p75_phase_+00p0,0.017625050471326738,2,2,True,27.526210163914392
P0581_four,MACS1115,0.75,22.5,beta_0p75_phase_+22p5,0.017625050471326738,2,2,True,27.458886531657985
P0581_four,MACS1115,0.75,45.0,beta_0p75_phase_+45p0,0.017625050471326738,2,2,True,27.468994026469094
P0581_four,MACS1115,0.75,67.5,beta_0p75_phase_+67p5,0.017625050471326738,2,2,True,27.540598851552268
P0581_four,MACS1115,0.75,90.0,beta_0p75_phase_+90p0,0.017625050471326738,2,2,True,27.61818341616713
P0581_four,MACS1115,1.0,,beta_1p00_scalar,0.0,2,2,True,28.044775258398676
P0581_four,MACS1115,1.0,-90.0,beta_1p00_phase_-90p0,0.017739108529617718,2,2,True,27.854782891290657
P0581_four,MACS1115,1.0,-67.5,beta_1p00_phase_-67p5,0.017739108529617718,2,2,True,27.491136033824734
P0581_four,MACS1115,1.0,-45.0,beta_1p00_phase_-45p0,0.017739108529617718,2,2,True,27.523770578873528
P0581_four,MACS1115,1.0,-22.5,beta_1p00_phase_-22p5,0.017739108529617718,2,2,True,27.67845475897025
P0581_four,MACS1115,1.0,0.0,beta_1p00_phase_+00p0,0.017739108529617718,2,2,True,27.729804153699767
P0581_four,MACS1115,1.0,22.5,beta_1p00_phase_+22p5,0.017739108529617718,2,2,True,27.660552928155457
P0581_four,MACS1115,1.0,45.0,beta_1p00_phase_+45p0,0.017739108529617718,2,2,True,27.668516450356712
P0581_four,MACS1115,1.0,67.5,beta_1p00_phase_+67p5,0.017739108529617718,2,2,True,27.743007918793577
P0581_four,MACS1115,1.0,90.0,beta_1p00_phase_+90p0,0.017739108529617718,2,2,True,27.822797402455393
P0581_four,MACS1931,0.25,,beta_0p25_scalar,0.0,4,4,True,27.005755014748022
P0581_four,MACS1931,0.25,-90.0,beta_0p25_phase_-90p0,0.021186805898824858,4,4,True,26.826829277462064
P0581_four,MACS1931,0.25,-67.5,beta_0p25_phase_-67p5,0.021186805898824858,4,4,True,26.863617006511262
P0581_four,MACS1931,0.25,-45.0,beta_0p25_phase_-45p0,0.021186805898824858,4,4,True,26.898974779136033
P0581_four,MACS1931,0.25,-22.5,beta_0p25_phase_-22p5,0.021186805898824858,4,4,True,27.0067404616078
P0581_four,MACS1931,0.25,0.0,beta_0p25_phase_+00p0,0.021186805898824858,4,4,True,27.14475829846151
P0581_four,MACS1931,0.25,22.5,beta_0p25_phase_+22p5,0.021186805898824858,4,4,True,27.18785697558041
P0581_four,MACS1931,0.25,45.0,beta_0p25_phase_+45p0,0.021186805898824858,4,4,True,27.177600788766696
P0581_four,MACS1931,0.25,67.5,beta_0p25_phase_+67p5,0.021186805898824858,4,4,True,27.12015334684139
P0581_four,MACS1931,0.25,90.0,beta_0p25_phase_+90p0,0.021186805898824858,4,4,True,27.067121620135854
P0581_four,MACS1931,0.5,,beta_0p50_scalar,0.0,4,4,True,27.043726465945532
P0581_four,MACS1931,0.5,-90.0,beta_0p50_phase_-90p0,0.021150124861242996,4,4,True,26.864796576783412
P0581_four,MACS1931,0.5,-67.5,beta_0p50_phase_-67p5,0.021150124861242996,4,4,True,26.90188862735495
P0581_four,MACS1931,0.5,-45.0,beta_0p50_phase_-45p0,0.021150124861242996,4,4,True,26.93722410569194
P0581_four,MACS1931,0.5,-22.5,beta_0p50_phase_-22p5,0.021150124861242996,4,4,True,27.044751785332565
P0581_four,MACS1931,0.5,0.0,beta_0p50_phase_+00p0,0.021150124861242996,4,4,True,27.182837983639214
P0581_four,MACS1931,0.5,22.5,beta_0p50_phase_+22p5,0.021150124861242996,4,4,True,27.225740579341668
P0581_four,MACS1931,0.5,45.0,beta_0p50_phase_+45p0,0.021150124861242996,4,4,True,27.21548654006914
P0581_four,MACS1931,0.5,67.5,beta_0p50_phase_+67p5,0.021150124861242996,4,4,True,27.158117846693198
P0581_four,MACS1931,0.5,90.0,beta_0p50_phase_+90p0,0.021150124861242996,4,4,True,27.105100788418525
P0581_four,MACS1931,0.75,,beta_0p75_scalar,0.0,4,4,True,27.081916441258578
P0581_four,MACS1931,0.75,-90.0,beta_0p75_phase_-90p0,0.021113570617037402,4,4,True,26.90282875088428
P0581_four,MACS1931,0.75,-67.5,beta_0p75_phase_-67p5,0.021113570617037402,4,4,True,26.94037104704045
P0581_four,MACS1931,0.75,-45.0,beta_0p75_phase_-45p0,0.021113570617037402,4,4,True,26.975687847322632
