beta,phase_degrees,all_18_roots,roots,systems_not_worse_than_own_scalar,worst_system_improvement_fraction,mean_system_improvement_fraction,equal_system_RMS_arcsec,own_scalar_equal_system_RMS_arcsec,improvement_vs_own_scalar_fraction,original_P0618_scalar_RMS_arcsec,improvement_vs_original_P0618_scalar_fraction,galaxy_improvement_fraction,galaxy_fold_wins,derived_cluster_improvement_fraction,Solar_convex_endpoint_pass,all_cross_domain_diagnostic_rules
1.0,-90.0,True,18,4,-0.0011607728258349326,0.007702430175053077,20.359610337179493,20.461657572855607,0.004987241884620852,20.14511674755416,-0.010647423507802456,0.10183377205380528,4,0.0044323664550721675,True,False
0.75,-90.0,True,18,4,-0.0011622573566671957,0.0101367755972817,20.266191663820756,20.36869266874739,0.005032281972809471,20.14511674755416,-0.0060101372349354865,0.09663592223284301,4,0.003499882120994391,True,False
0.5,-90.0,True,18,4,-0.001162672887160321,0.01165386998706348,20.192760763229924,20.295890257864045,0.005081299382477811,20.14511674755416,-0.0023650404350001875,0.07784277382962146,4,0.0024506015190156605,True,False
0.25,-90.0,True,18,4,-0.0011633453956538808,0.011093199316468415,20.121747990058754,20.225231366261625,0.005116548450243896,20.14511674755416,0.0011600209513922266,0.045475684557783835,4,0.0012841149965371335,True,False
0.5,-67.5,True,18,4,-0.001800805721648091,0.015218105459611952,20.120376048639613,20.295890257864045,0.008647770903098206,20.14511674755416,0.0012281238785846194,0.07784277382962146,4,0.0024506015190156605,True,True
0.75,-67.5,True,18,4,-0.0018050225746193416,0.014483226457364684,20.18745790741835,20.36869266874739,0.008897712007168601,20.14511674755416,-0.0021018076189274204,0.09663592223284301,4,0.003499882120994391,True,False
1.0,-67.5,True,18,4,-0.0018116112861672473,0.009223619964685459,20.274657226140754,20.461657572855607,0.00913906148849486,20.14511674755416,-0.0064303662376303805,0.10183377205380528,4,0.0044323664550721675,True,False
0.5,-45.0,True,18,4,-0.0019217868272141114,0.009841207121924244,20.14405052140818,20.295890257864045,0.007481304565934654,20.14511674755416,5.292727559447208e-05,0.07784277382962146,4,0.0024506015190156605,True,True
0.75,-45.0,True,18,4,-0.0019317652255876894,0.00969795775833764,20.210066580450444,20.36869266874739,0.007787740277525601,20.14511674755416,-0.0032240981132150015,0.09663592223284301,4,0.003499882120994391,True,False
1.0,-45.0,True,18,4,-0.0019478888674597794,0.0060661621216374865,20.296277867520732,20.461657572855607,0.008082419752457715,20.14511674755416,-0.007503611017043443,0.10183377205380528,4,0.0044323664550721675,True,False
0.25,90.0,True,18,3,-0.0032318207623456274,0.01685934240491298,20.19116893388513,20.225231366261625,0.0016841553878743643,20.14511674755416,-0.0022860223104224087,0.045475684557783835,4,0.0012841149965371335,True,False
0.5,90.0,True,18,3,-0.0032478774510025232,0.015452016482620201,20.2582234449657,20.295890257864045,0.0018558837488663604,20.14511674755416,-0.005614596273078254,0.07784277382962146,4,0.0024506015190156605,True,False
0.75,90.0,True,18,3,-0.0032606102928691705,0.013572880640613839,20.327133767268453,20.36869266874739,0.0020403322959799963,20.14511674755416,-0.009035292373591908,0.09663592223284301,4,0.003499882120994391,True,False
1.0,90.0,True,18,3,-0.003276102478720011,0.007339387550055698,20.41579461622031,20.461657572855607,0.002241409644941905,20.14511674755416,-0.013436401092042027,0.10183377205380528,4,0.0044323664550721675,True,False
1.0,67.5,True,18,3,-0.004217328245539997,0.010842580710171324,20.40795982037341,20.461657572855607,0.00262431097241278,20.14511674755416,-0.013047483224497336,0.10183377205380528,4,0.0044323664550721675,True,False
0.75,67.5,True,18,3,-0.004220865120857065,0.013572642537009117,20.321256638788565,20.36869266874739,0.00232886963980794,20.14511674755416,-0.008743552764755913,0.09663592223284301,4,0.003499882120994391,True,False
0.5,67.5,True,18,3,-0.004229867540322507,0.01609395835070939,20.25289227470792,20.295890257864045,0.002118556151507689,20.14511674755416,-0.005349957932949012,0.07784277382962146,4,0.0024506015190156605,True,False
0.25,67.5,True,18,3,-0.0042360723494268004,0.01860008093792671,20.186472006593345,20.225231366261625,0.0019163864663094277,20.14511674755416,-0.0020528676779303368,0.045475684557783835,4,0.0012841149965371335,True,False
1.0,45.0,True,18,3,-0.006328560381408721,0.010114205713907887,20.404030959255625,20.461657572855607,0.0028163218641890087,20.14511674755416,-0.012852455259803941,0.10183377205380528,4,0.0044323664550721675,True,False
0.75,45.0,True,18,3,-0.006336599195445158,0.009587343999845843,20.318514476610083,20.36869266874739,0.002463495961834483,20.14511674755416,-0.008607432323616493,0.09663592223284301,4,0.003499882120994391,True,False
0.5,45.0,True,18,3,-0.006351198468890429,0.01188231011528218,20.25085641785111,20.295890257864045,0.002218864974178003,20.14511674755416,-0.005248898361921439,0.07784277382962146,4,0.0024506015190156605,True,False
0.25,45.0,True,18,3,-0.006363301967481583,0.014490712778401948,20.185187034384917,20.225231366261625,0.001979919594072288,20.14511674755416,-0.001989081886835997,0.045475684557783835,4,0.0012841149965371335,True,False
1.0,22.5,True,18,3,-0.006708764776967691,0.006593270079868274,20.406015074774583,20.461657572855607,0.002719354376980676,20.14511674755416,-0.012950946400055008,0.10183377205380528,4,0.0044323664550721675,True,False
0.75,22.5,True,18,3,-0.006716213629326395,0.005067817626625071,20.319279278417678,20.36869266874739,0.0024259480533833644,20.14511674755416,-0.00864539694884936,0.09663592223284301,4,0.003499882120994391,True,False
0.5,22.5,True,18,3,-0.0067303636436839565,0.0067858103667462364,20.250959006228772,20.295890257864045,0.002213810336201605,20.14511674755416,-0.005253990830679234,0.07784277382962146,4,0.0024506015190156605,True,False
0.25,22.5,True,18,3,-0.00674307978921318,0.008631008275068398,20.184707619133803,20.225231366261625,0.002003623414435718,20.14511674755416,-0.0019652837993331396,0.045475684557783835,4,0.0012841149965371335,True,False
0.5,-22.5,True,18,2,-0.0013574770112094736,0.005076805996239409,20.212024586727864,20.295890257864045,0.004132150404374868,20.14511674755416,-0.003321293195375885,0.07784277382962146,4,0.0024506015190156605,True,False
0.75,-22.5,True,18,2,-0.001370745935906914,0.004535428637254979,20.279703958186197,20.36869266874739,0.0043688965221480025,20.14511674755416,-0.0066808851156634486,0.09663592223284301,4,0.003499882120994391,True,False
1.0,-22.5,True,18,2,-0.0013901744645767877,0.0030656917983910015,20.367372718392147,20.461657572855607,0.0046078795976205456,20.14511674755416,-0.011032746725827325,0.10183377205380528,4,0.0044323664550721675,True,False
0.75,0.0,True,18,2,-0.005136601953582565,0.0027108222298807714,20.327529750702595,20.36869266874739,0.0020208915080717205,20.14511674755416,-0.009054948920590666,0.09663592223284301,4,0.003499882120994391,True,False
1.0,0.0,True,18,2,-0.005136871546098876,0.0030668709035768017,20.415892454113052,20.461657572855607,0.002236628121627171,20.14511674755416,-0.01344125774757643,0.10183377205380528,4,0.0044323664550721675,True,False
0.5,0.0,True,18,2,-0.005143947816099059,0.003880654596259481,20.25853148407437,20.295890257864045,0.0018407063358650833,20.14511674755416,-0.005629887279456014,0.07784277382962146,4,0.0024506015190156605,True,False
0.25,0.0,True,18,2,-0.0051471726540353036,0.003906270543477497,20.191581325185616,20.225231366261625,0.0016637654455781137,20.14511674755416,-0.0023064933409779886,0.045475684557783835,4,0.0012841149965371335,True,False
0.25,-67.5,False,17,3,-inf,-inf,inf,20.225231366261625,-inf,20.14511674755416,-inf,0.045475684557783835,4,0.0012841149965371335,True,False
0.25,-45.0,False,17,3,-inf,-inf,inf,20.225231366261625,-inf,20.14511674755416,-inf,0.045475684557783835,4,0.0012841149965371335,True,False
0.25,-22.5,False,17,1,-inf,-inf,inf,20.225231366261625,-inf,20.14511674755416,-inf,0.045475684557783835,4,0.0012841149965371335,True,False
