beta,fold_wins,cv_equal_galaxy_RMSE_km_s,cv_pooled_RMSE_km_s,improvement_vs_constant_fraction
0.0,0,12.6144442816539,12.673863399610559,0.0
0.25,4,12.040793792629668,12.089083270333397,0.045475684557783835
0.5,4,11.632500948450755,11.652684082096277,0.07784277382962146
0.75,4,11.395435825041464,11.371350812599957,0.09663592223284301
1.0,4,11.32986783809053,11.247534203506346,0.10183377205380528
