system_label,variant_id,source_family,source_redshift,root_index,root_x_arcsec,root_y_arcsec,root_radius_arcsec,closure_arcsec,signed_jacobian_determinant,signed_magnification,parity,assigned,assigned_image_id,relative_to_faintest_assigned_abs_magnification,potentially_observable_surplus
RXJ2129,locked_path_qumond_P0685,1,0.6786,0,-4.278089146189212,0.5881320850952775,4.3183267699724235,5.551115123125783e-17,0.04729815328634517,21.142474505208575,positive,True,1b,1.0,False
RXJ2129,locked_path_qumond_P0685,2,0.916,0,-4.933883119866773,8.836515084709005,10.120632464564459,2.482534153247273e-16,0.22329272009945628,4.478426343476816,positive,True,2a,1.0,False
RXJ2129,locked_path_qumond_P0685,3,1.5194,0,1.3332110504580015,4.484936160444341,4.67889987799745,0.0,-0.16144958341885035,-6.193884052371256,negative,True,3c,1.7987487427636542,False
RXJ2129,locked_path_qumond_P0685,3,1.5194,1,-0.8545425421413467,8.744481607495793,8.786136895141208,8.881784197001252e-16,0.12943475841246577,7.725899999854218,positive,True,3a,2.2436572583458685,False
RXJ2129,locked_path_qumond_P0685,3,1.5194,2,6.750105332616867,-10.801803967131251,12.73746014501145,9.930136612989092e-16,0.2904072351943728,3.4434403789240613,positive,True,3d,1.0,False
RXJ2129,locked_path_qumond_P0685,4,1.5202,0,-2.083144874441931,11.20509080676198,11.397085265790352,2.220446049250313e-16,0.1920905630957199,5.205877810362261,positive,True,4a,1.3477126201899645,False
RXJ2129,locked_path_qumond_P0685,4,1.5202,1,1.9876794865396634,3.119023341271624,3.698537054648471,2.220446049250313e-16,-0.20861438305581748,-4.793533338170826,negative,True,4b,1.2409636972836668,False
RXJ2129,locked_path_qumond_P0685,4,1.5202,2,6.091380161773776,-9.050978677725737,10.909863761747763,2.220446049250313e-16,0.25888287610349836,3.862750657947,positive,True,4c,1.0,False
RXJ2129,locked_path_qumond_P0685,5,1.521,0,5.890455726300716,12.695003561073497,13.995019974232893,0.0,0.1298486726367859,7.701272409593363,positive,True,5a,1.0,False
RXJ2129,locked_path_qumond_P0685,5,1.521,1,10.625183290041612,3.0058683727539863,11.042181153255102,0.0,-0.026744497357277627,-37.3908691063092,negative,True,5b,4.855154722190054,False
RXJ2129,locked_path_qumond_P0685,5,1.521,2,11.046047280395229,1.7095410783549005,11.177553006777005,0.0,0.027572957948547083,36.267418311305754,positive,True,5c,4.709276127686116,False
RXJ2129,locked_path_qumond_P0685,6,3.0815,0,-0.43793966400539125,-4.9107901418941315,4.930278994847425,0.0,-0.0388029225256343,-25.771254712563778,negative,True,6b,8.51126021074583,False
RXJ2129,locked_path_qumond_P0685,6,3.0815,1,0.09030877274098285,-5.799012160900891,5.7997153134193065,0.0,0.03401816759164015,29.396057189328054,positive,True,6c,9.708393894627205,False
RXJ2129,locked_path_qumond_P0685,6,3.0815,2,-9.605265505928102,18.81965596754163,21.129140450477337,4.440892098500626e-16,0.33026177055308426,3.027901165567288,positive,True,6a,1.0,False
RXJ2129,locked_path_qumond_P0685,7,3.427,0,-7.3183924109268865,-1.4113127826757974,7.453232268677553,2.220446049250313e-16,-0.20577792224406138,-4.859607819413967,negative,True,7b,1.3088441961484167,False
RXJ2129,locked_path_qumond_P0685,7,3.427,1,0.09979935299054189,-15.342672430452982,15.342997009027908,2.220446049250313e-16,0.26933123922461993,3.712900155507058,positive,True,7c,1.0,False
RXJ2129,locked_path_qumond_P0685,7,3.427,2,-11.177348742530194,10.54626187278091,15.367392895394248,9.155133597044475e-16,0.1870400299014535,5.346449102509628,positive,True,7a,1.439965762230275,False
