coordinate,best_main_effect_level,main_effect_span_arcsec,main_effect_relative_span,selected_local_span_arcsec,selected_local_levels
anisotropy_tau,0.6,0.0457871777089256,0.0035139391136103214,0.12414384268527101,3
minimum_permittivity,1.0,0.007973614418126829,0.0006119354147316483,0.05499418178789384,4
smoothing_r80_fraction,0.2,0.001078402616183638,8.276205966039883e-05,0.0482001117206714,3
gate_power,1.0,0.0008616931691900476,6.613068292605176e-05,0.0038101149341756013,3
a0_m_s2,6e-11,0.0006883472324865636,5.282724083490383e-05,0.0004672500968414539,3
