row_type,candidate_id,system_label,minimum_permittivity,a0_m_s2,gate_power,anisotropy_tau,smoothing_r80_fraction,identity,source_plane_RMS_arcsec
aggregate,e0d75_a1d2_n4_tp0d6_w0d35,selection,0.75,1.2e-10,4.0,0.6,0.35,False,13.000491335286009
system,e0d75_a1d2_n4_tp0d6_w0d50,MACS0329,0.75,1.2e-10,4.0,0.6,0.5,False,15.929069978902305
system,e0d75_a1d2_n4_tp0d6_w0d50,MACS0429,0.75,1.2e-10,4.0,0.6,0.5,False,9.129743925045327
aggregate,e0d75_a1d2_n4_tp0d6_w0d50,selection,0.75,1.2e-10,4.0,0.6,0.5,False,12.982439958067758
system,e0d75_a2d4_n1_tm0d6_w0d20,MACS0329,0.75,2.4e-10,1.0,-0.6,0.2,False,15.979501962708145
system,e0d75_a2d4_n1_tm0d6_w0d20,MACS0429,0.75,2.4e-10,1.0,-0.6,0.2,False,9.199032349893116
aggregate,e0d75_a2d4_n1_tm0d6_w0d20,selection,0.75,2.4e-10,1.0,-0.6,0.2,False,13.03776589662841
system,e0d75_a2d4_n1_tm0d6_w0d35,MACS0329,0.75,2.4e-10,1.0,-0.6,0.35,False,15.99002942328274
system,e0d75_a2d4_n1_tm0d6_w0d35,MACS0429,0.75,2.4e-10,1.0,-0.6,0.35,False,9.231702573004721
aggregate,e0d75_a2d4_n1_tm0d6_w0d35,selection,0.75,2.4e-10,1.0,-0.6,0.35,False,13.055753010720403
system,e0d75_a2d4_n1_tm0d6_w0d50,MACS0329,0.75,2.4e-10,1.0,-0.6,0.5,False,16.001950868784032
system,e0d75_a2d4_n1_tm0d6_w0d50,MACS0429,0.75,2.4e-10,1.0,-0.6,0.5,False,9.261977261840972
aggregate,e0d75_a2d4_n1_tm0d6_w0d50,selection,0.75,2.4e-10,1.0,-0.6,0.5,False,13.073764844256555
system,e0d75_a2d4_n1_tp0d0_w0d20,MACS0329,0.75,2.4e-10,1.0,0.0,0.2,False,15.96617822614159
system,e0d75_a2d4_n1_tp0d0_w0d20,MACS0429,0.75,2.4e-10,1.0,0.0,0.2,False,9.195584647992767
aggregate,e0d75_a2d4_n1_tp0d0_w0d20,selection,0.75,2.4e-10,1.0,0.0,0.2,False,13.028384860897342
system,e0d75_a2d4_n1_tp0d0_w0d35,MACS0329,0.75,2.4e-10,1.0,0.0,0.35,False,15.965804455970673
system,e0d75_a2d4_n1_tp0d0_w0d35,MACS0429,0.75,2.4e-10,1.0,0.0,0.35,False,9.197122256524132
aggregate,e0d75_a2d4_n1_tp0d0_w0d35,selection,0.75,2.4e-10,1.0,0.0,0.35,False,13.028698509976822
system,e0d75_a2d4_n1_tp0d0_w0d50,MACS0329,0.75,2.4e-10,1.0,0.0,0.5,False,15.96567063435671
system,e0d75_a2d4_n1_tp0d0_w0d50,MACS0429,0.75,2.4e-10,1.0,0.0,0.5,False,9.197866929180218
aggregate,e0d75_a2d4_n1_tp0d0_w0d50,selection,0.75,2.4e-10,1.0,0.0,0.5,False,13.028879361857399
system,e0d75_a2d4_n1_tp0d6_w0d20,MACS0329,0.75,2.4e-10,1.0,0.6,0.2,False,15.954263543775017
system,e0d75_a2d4_n1_tp0d6_w0d20,MACS0429,0.75,2.4e-10,1.0,0.6,0.2,False,9.190344224823853
aggregate,e0d75_a2d4_n1_tp0d6_w0d20,selection,0.75,2.4e-10,1.0,0.6,0.2,False,13.01923485069268
system,e0d75_a2d4_n1_tp0d6_w0d35,MACS0329,0.75,2.4e-10,1.0,0.6,0.35,False,15.94322544241822
system,e0d75_a2d4_n1_tp0d6_w0d35,MACS0429,0.75,2.4e-10,1.0,0.6,0.35,False,9.16048093904005
aggregate,e0d75_a2d4_n1_tp0d6_w0d35,selection,0.75,2.4e-10,1.0,0.6,0.35,False,13.00193925040199
system,e0d75_a2d4_n1_tp0d6_w0d50,MACS0329,0.75,2.4e-10,1.0,0.6,0.5,False,15.931139900292258
system,e0d75_a2d4_n1_tp0d6_w0d50,MACS0429,0.75,2.4e-10,1.0,0.6,0.5,False,9.131544858445995
aggregate,e0d75_a2d4_n1_tp0d6_w0d50,selection,0.75,2.4e-10,1.0,0.6,0.5,False,12.984343072032862
system,e0d75_a2d4_n2_tm0d6_w0d20,MACS0329,0.75,2.4e-10,2.0,-0.6,0.2,False,15.980002538578784
system,e0d75_a2d4_n2_tm0d6_w0d20,MACS0429,0.75,2.4e-10,2.0,-0.6,0.2,False,9.202184221844172
aggregate,e0d75_a2d4_n2_tm0d6_w0d20,selection,0.75,2.4e-10,2.0,-0.6,0.2,False,13.039184705834606
system,e0d75_a2d4_n2_tm0d6_w0d35,MACS0329,0.75,2.4e-10,2.0,-0.6,0.35,False,15.990756459066992
system,e0d75_a2d4_n2_tm0d6_w0d35,MACS0429,0.75,2.4e-10,2.0,-0.6,0.35,False,9.235822534703885
aggregate,e0d75_a2d4_n2_tm0d6_w0d35,selection,0.75,2.4e-10,2.0,-0.6,0.35,False,13.057655034992631
system,e0d75_a2d4_n2_tm0d6_w0d50,MACS0329,0.75,2.4e-10,2.0,-0.6,0.5,False,16.003055672673085
system,e0d75_a2d4_n2_tm0d6_w0d50,MACS0429,0.75,2.4e-10,2.0,-0.6,0.5,False,9.265871906908261
aggregate,e0d75_a2d4_n2_tm0d6_w0d50,selection,0.75,2.4e-10,2.0,-0.6,0.5,False,13.075820682808134
system,e0d75_a2d4_n2_tp0d0_w0d20,MACS0329,0.75,2.4e-10,2.0,0.0,0.2,False,15.96526570009425
system,e0d75_a2d4_n2_tp0d0_w0d20,MACS0429,0.75,2.4e-10,2.0,0.0,0.2,False,9.1983893090353
aggregate,e0d75_a2d4_n2_tp0d0_w0d20,selection,0.75,2.4e-10,2.0,0.0,0.2,False,13.028815655215574
system,e0d75_a2d4_n2_tp0d0_w0d35,MACS0329,0.75,2.4e-10,2.0,0.0,0.35,False,15.965137189058586
system,e0d75_a2d4_n2_tp0d0_w0d35,MACS0429,0.75,2.4e-10,2.0,0.0,0.35,False,9.19899514508821
aggregate,e0d75_a2d4_n2_tp0d0_w0d35,selection,0.75,2.4e-10,2.0,0.0,0.35,False,13.028950785554796
system,e0d75_a2d4_n2_tp0d0_w0d50,MACS0329,0.75,2.4e-10,2.0,0.0,0.5,False,15.965097776489468
system,e0d75_a2d4_n2_tp0d0_w0d50,MACS0429,0.75,2.4e-10,2.0,0.0,0.5,False,9.199142857325484
aggregate,e0d75_a2d4_n2_tp0d0_w0d50,selection,0.75,2.4e-10,2.0,0.0,0.5,False,13.028978784278364
system,e0d75_a2d4_n2_tp0d6_w0d20,MACS0329,0.75,2.4e-10,2.0,0.6,0.2,False,15.952445976744832
system,e0d75_a2d4_n2_tp0d6_w0d20,MACS0429,0.75,2.4e-10,2.0,0.6,0.2,False,9.192057669171225
aggregate,e0d75_a2d4_n2_tp0d6_w0d20,selection,0.75,2.4e-10,2.0,0.6,0.2,False,13.018726067367957
system,e0d75_a2d4_n2_tp0d6_w0d35,MACS0329,0.75,2.4e-10,2.0,0.6,0.35,False,15.941545180496647
system,e0d75_a2d4_n2_tp0d6_w0d35,MACS0429,0.75,2.4e-10,2.0,0.6,0.35,False,9.159607445899654
aggregate,e0d75_a2d4_n2_tp0d6_w0d35,selection,0.75,2.4e-10,2.0,0.6,0.35,False,13.000601357337212
system,e0d75_a2d4_n2_tp0d6_w0d50,MACS0329,0.75,2.4e-10,2.0,0.6,0.5,False,15.929218330546194
system,e0d75_a2d4_n2_tp0d6_w0d50,MACS0429,0.75,2.4e-10,2.0,0.6,0.5,False,9.129862618644045
aggregate,e0d75_a2d4_n2_tp0d6_w0d50,selection,0.75,2.4e-10,2.0,0.6,0.5,False,12.982572704543633
system,e0d75_a2d4_n4_tm0d6_w0d20,MACS0329,0.75,2.4e-10,4.0,-0.6,0.2,False,15.980059493988959
system,e0d75_a2d4_n4_tm0d6_w0d20,MACS0429,0.75,2.4e-10,4.0,-0.6,0.2,False,9.20304448992473
aggregate,e0d75_a2d4_n4_tm0d6_w0d20,selection,0.75,2.4e-10,4.0,-0.6,0.2,False,13.039523176001502
system,e0d75_a2d4_n4_tm0d6_w0d35,MACS0329,0.75,2.4e-10,4.0,-0.6,0.35,False,15.990789520779366
system,e0d75_a2d4_n4_tm0d6_w0d35,MACS0429,0.75,2.4e-10,4.0,-0.6,0.35,False,9.236346294754043
aggregate,e0d75_a2d4_n4_tm0d6_w0d35,selection,0.75,2.4e-10,4.0,-0.6,0.35,False,13.05786051339353
system,e0d75_a2d4_n4_tm0d6_w0d50,MACS0329,0.75,2.4e-10,4.0,-0.6,0.5,False,16.003115285726384
system,e0d75_a2d4_n4_tm0d6_w0d50,MACS0429,0.75,2.4e-10,4.0,-0.6,0.5,False,9.266170438895939
aggregate,e0d75_a2d4_n4_tm0d6_w0d50,selection,0.75,2.4e-10,4.0,-0.6,0.5,False,13.075962936834104
system,e0d75_a2d4_n4_tp0d0_w0d20,MACS0329,0.75,2.4e-10,4.0,0.0,0.2,False,15.965017505212833
system,e0d75_a2d4_n4_tp0d0_w0d20,MACS0429,0.75,2.4e-10,4.0,0.0,0.2,False,9.19920494254646
aggregate,e0d75_a2d4_n4_tp0d0_w0d20,selection,0.75,2.4e-10,4.0,0.0,0.2,False,13.028951521836348
system,e0d75_a2d4_n4_tp0d0_w0d35,MACS0329,0.75,2.4e-10,4.0,0.0,0.35,False,15.965012533713129
system,e0d75_a2d4_n4_tp0d0_w0d35,MACS0429,0.75,2.4e-10,4.0,0.0,0.35,False,9.199230560122505
aggregate,e0d75_a2d4_n4_tp0d0_w0d35,selection,0.75,2.4e-10,4.0,0.0,0.35,False,13.028957519692607
system,e0d75_a2d4_n4_tp0d0_w0d50,MACS0329,0.75,2.4e-10,4.0,0.0,0.5,False,15.965010327009225
system,e0d75_a2d4_n4_tp0d0_w0d50,MACS0429,0.75,2.4e-10,4.0,0.0,0.5,False,9.19923196964353
aggregate,e0d75_a2d4_n4_tp0d0_w0d50,selection,0.75,2.4e-10,4.0,0.0,0.5,False,13.028956665305605
system,e0d75_a2d4_n4_tp0d6_w0d20,MACS0329,0.75,2.4e-10,4.0,0.6,0.2,False,15.952038847885962
system,e0d75_a2d4_n4_tp0d6_w0d20,MACS0429,0.75,2.4e-10,4.0,0.6,0.2,False,9.19259277212707
aggregate,e0d75_a2d4_n4_tp0d6_w0d20,selection,0.75,2.4e-10,4.0,0.6,0.2,False,13.018665547563346
system,e0d75_a2d4_n4_tp0d6_w0d35,MACS0329,0.75,2.4e-10,4.0,0.6,0.35,False,15.941336499693993
system,e0d75_a2d4_n4_tp0d6_w0d35,MACS0429,0.75,2.4e-10,4.0,0.6,0.35,False,9.15948882632749
aggregate,e0d75_a2d4_n4_tp0d6_w0d35,selection,0.75,2.4e-10,4.0,0.6,0.35,False,13.000431626605597
system,e0d75_a2d4_n4_tp0d6_w0d50,MACS0329,0.75,2.4e-10,4.0,0.6,0.5,False,15.929034702315352
system,e0d75_a2d4_n4_tp0d6_w0d50,MACS0429,0.75,2.4e-10,4.0,0.6,0.5,False,9.129718135223174
aggregate,e0d75_a2d4_n4_tp0d6_w0d50,selection,0.75,2.4e-10,4.0,0.6,0.5,False,12.982409248213322
system,e1d00_a0d6_n1_tm0d6_w0d20,MACS0329,1.0,6e-11,1.0,-0.6,0.2,False,15.982527505661178
system,e1d00_a0d6_n1_tm0d6_w0d20,MACS0429,1.0,6e-11,1.0,-0.6,0.2,False,9.183013477439209
aggregate,e1d00_a0d6_n1_tm0d6_w0d20,selection,1.0,6e-11,1.0,-0.6,0.2,False,13.033973338856542
system,e1d00_a0d6_n1_tm0d6_w0d35,MACS0329,1.0,6e-11,1.0,-0.6,0.35,False,15.996227753332777
system,e1d00_a0d6_n1_tm0d6_w0d35,MACS0429,1.0,6e-11,1.0,-0.6,0.35,False,9.214874605556
aggregate,e1d00_a0d6_n1_tm0d6_w0d35,selection,1.0,6e-11,1.0,-0.6,0.35,False,13.053605178888601
system,e1d00_a0d6_n1_tm0d6_w0d50,MACS0329,1.0,6e-11,1.0,-0.6,0.5,False,16.01046879145976
system,e1d00_a0d6_n1_tm0d6_w0d50,MACS0429,1.0,6e-11,1.0,-0.6,0.5,False,9.251449244210976
aggregate,e1d00_a0d6_n1_tm0d6_w0d50,selection,1.0,6e-11,1.0,-0.6,0.5,False,13.075251891273812
system,e1d00_a0d6_n1_tp0d0_w0d20,MACS0329,1.0,6e-11,1.0,0.0,0.2,True,15.970873527659064
system,e1d00_a0d6_n1_tp0d0_w0d20,MACS0429,1.0,6e-11,1.0,0.0,0.2,True,9.180839409478883
aggregate,e1d00_a0d6_n1_tp0d0_w0d20,selection,1.0,6e-11,1.0,0.0,0.2,True,13.026062595794665
system,e1d00_a0d6_n1_tp0d0_w0d35,MACS0329,1.0,6e-11,1.0,0.0,0.35,True,15.970873527659064
system,e1d00_a0d6_n1_tp0d0_w0d35,MACS0429,1.0,6e-11,1.0,0.0,0.35,True,9.180839409478883
aggregate,e1d00_a0d6_n1_tp0d0_w0d35,selection,1.0,6e-11,1.0,0.0,0.35,True,13.026062595794665
system,e1d00_a0d6_n1_tp0d0_w0d50,MACS0329,1.0,6e-11,1.0,0.0,0.5,True,15.970873527659064
system,e1d00_a0d6_n1_tp0d0_w0d50,MACS0429,1.0,6e-11,1.0,0.0,0.5,True,9.180839409478883
aggregate,e1d00_a0d6_n1_tp0d0_w0d50,selection,1.0,6e-11,1.0,0.0,0.5,True,13.026062595794665
system,e1d00_a0d6_n1_tp0d6_w0d20,MACS0329,1.0,6e-11,1.0,0.6,0.2,False,15.959720619133018
system,e1d00_a0d6_n1_tp0d6_w0d20,MACS0429,1.0,6e-11,1.0,0.6,0.2,False,9.178244773129695
aggregate,e1d00_a0d6_n1_tp0d6_w0d20,selection,1.0,6e-11,1.0,0.6,0.2,False,13.01831132206213
system,e1d00_a0d6_n1_tp0d6_w0d35,MACS0329,1.0,6e-11,1.0,0.6,0.35,False,15.946525760068983
system,e1d00_a0d6_n1_tp0d6_w0d35,MACS0429,1.0,6e-11,1.0,0.6,0.35,False,9.145853510381302
aggregate,e1d00_a0d6_n1_tp0d6_w0d35,selection,1.0,6e-11,1.0,0.6,0.35,False,12.998813796841187
system,e1d00_a0d6_n1_tp0d6_w0d50,MACS0329,1.0,6e-11,1.0,0.6,0.5,False,15.932549838376765
system,e1d00_a0d6_n1_tp0d6_w0d50,MACS0429,1.0,6e-11,1.0,0.6,0.5,False,9.108805467542574
aggregate,e1d00_a0d6_n1_tp0d6_w0d50,selection,1.0,6e-11,1.0,0.6,0.5,False,12.977220068217479
system,e1d00_a0d6_n2_tm0d6_w0d20,MACS0329,1.0,6e-11,2.0,-0.6,0.2,False,15.984548944319481
system,e1d00_a0d6_n2_tm0d6_w0d20,MACS0429,1.0,6e-11,2.0,-0.6,0.2,False,9.183707734792016
aggregate,e1d00_a0d6_n2_tm0d6_w0d20,selection,1.0,6e-11,2.0,-0.6,0.2,False,13.035457274515224
system,e1d00_a0d6_n2_tm0d6_w0d35,MACS0329,1.0,6e-11,2.0,-0.6,0.35,False,16.001348114809446
system,e1d00_a0d6_n2_tm0d6_w0d35,MACS0429,1.0,6e-11,2.0,-0.6,0.35,False,9.222238783994458
aggregate,e1d00_a0d6_n2_tm0d6_w0d35,selection,1.0,6e-11,2.0,-0.6,0.35,False,13.059342052345658
system,e1d00_a0d6_n2_tm0d6_w0d50,MACS0329,1.0,6e-11,2.0,-0.6,0.5,False,16.01775491848035
system,e1d00_a0d6_n2_tm0d6_w0d50,MACS0429,1.0,6e-11,2.0,-0.6,0.5,False,9.263722595467867
aggregate,e1d00_a0d6_n2_tm0d6_w0d50,selection,1.0,6e-11,2.0,-0.6,0.5,False,13.084055735021218
system,e1d00_a0d6_n2_tp0d0_w0d20,MACS0329,1.0,6e-11,2.0,0.0,0.2,True,15.970873527659064
system,e1d00_a0d6_n2_tp0d0_w0d20,MACS0429,1.0,6e-11,2.0,0.0,0.2,True,9.180839409478883
aggregate,e1d00_a0d6_n2_tp0d0_w0d20,selection,1.0,6e-11,2.0,0.0,0.2,True,13.026062595794665
system,e1d00_a0d6_n2_tp0d0_w0d35,MACS0329,1.0,6e-11,2.0,0.0,0.35,True,15.970873527659064
system,e1d00_a0d6_n2_tp0d0_w0d35,MACS0429,1.0,6e-11,2.0,0.0,0.35,True,9.180839409478883
aggregate,e1d00_a0d6_n2_tp0d0_w0d35,selection,1.0,6e-11,2.0,0.0,0.35,True,13.026062595794665
system,e1d00_a0d6_n2_tp0d0_w0d50,MACS0329,1.0,6e-11,2.0,0.0,0.5,True,15.970873527659064
system,e1d00_a0d6_n2_tp0d0_w0d50,MACS0429,1.0,6e-11,2.0,0.0,0.5,True,9.180839409478883
aggregate,e1d00_a0d6_n2_tp0d0_w0d50,selection,1.0,6e-11,2.0,0.0,0.5,True,13.026062595794665
system,e1d00_a0d6_n2_tp0d6_w0d20,MACS0329,1.0,6e-11,2.0,0.6,0.2,False,15.95782738459149
system,e1d00_a0d6_n2_tp0d6_w0d20,MACS0429,1.0,6e-11,2.0,0.6,0.2,False,9.177822898600494
aggregate,e1d00_a0d6_n2_tp0d6_w0d20,selection,1.0,6e-11,2.0,0.6,0.2,False,13.01700211251603
system,e1d00_a0d6_n2_tp0d6_w0d35,MACS0329,1.0,6e-11,2.0,0.6,0.35,False,15.942043078021678
system,e1d00_a0d6_n2_tp0d6_w0d35,MACS0429,1.0,6e-11,2.0,0.6,0.35,False,9.137710631402342
aggregate,e1d00_a0d6_n2_tp0d6_w0d35,selection,1.0,6e-11,2.0,0.6,0.35,False,12.993200011635745
system,e1d00_a0d6_n2_tp0d6_w0d50,MACS0329,1.0,6e-11,2.0,0.6,0.5,False,15.925979657132268
system,e1d00_a0d6_n2_tp0d6_w0d50,MACS0429,1.0,6e-11,2.0,0.6,0.5,False,9.095545333651641
aggregate,e1d00_a0d6_n2_tp0d6_w0d50,selection,1.0,6e-11,2.0,0.6,0.5,False,12.968534476877156
system,e1d00_a0d6_n4_tm0d6_w0d20,MACS0329,1.0,6e-11,4.0,-0.6,0.2,False,15.987590051464474
system,e1d00_a0d6_n4_tm0d6_w0d20,MACS0429,1.0,6e-11,4.0,-0.6,0.2,False,9.185084931419327
aggregate,e1d00_a0d6_n4_tm0d6_w0d20,selection,1.0,6e-11,4.0,-0.6,0.2,False,13.037806963808602
system,e1d00_a0d6_n4_tm0d6_w0d35,MACS0329,1.0,6e-11,4.0,-0.6,0.35,False,16.004214995749603
system,e1d00_a0d6_n4_tm0d6_w0d35,MACS0429,1.0,6e-11,4.0,-0.6,0.35,False,9.227928421253957
aggregate,e1d00_a0d6_n4_tm0d6_w0d35,selection,1.0,6e-11,4.0,-0.6,0.35,False,13.063107604585577
system,e1d00_a0d6_n4_tm0d6_w0d50,MACS0329,1.0,6e-11,4.0,-0.6,0.5,False,16.020943570619377
system,e1d00_a0d6_n4_tm0d6_w0d50,MACS0429,1.0,6e-11,4.0,-0.6,0.5,False,9.26897512100343
aggregate,e1d00_a0d6_n4_tm0d6_w0d50,selection,1.0,6e-11,4.0,-0.6,0.5,False,13.087867142639226
system,e1d00_a0d6_n4_tp0d0_w0d20,MACS0329,1.0,6e-11,4.0,0.0,0.2,True,15.970873527659064
system,e1d00_a0d6_n4_tp0d0_w0d20,MACS0429,1.0,6e-11,4.0,0.0,0.2,True,9.180839409478883
aggregate,e1d00_a0d6_n4_tp0d0_w0d20,selection,1.0,6e-11,4.0,0.0,0.2,True,13.026062595794665
system,e1d00_a0d6_n4_tp0d0_w0d35,MACS0329,1.0,6e-11,4.0,0.0,0.35,True,15.970873527659064
system,e1d00_a0d6_n4_tp0d0_w0d35,MACS0429,1.0,6e-11,4.0,0.0,0.35,True,9.180839409478883
aggregate,e1d00_a0d6_n4_tp0d0_w0d35,selection,1.0,6e-11,4.0,0.0,0.35,True,13.026062595794665
system,e1d00_a0d6_n4_tp0d0_w0d50,MACS0329,1.0,6e-11,4.0,0.0,0.5,True,15.970873527659064
system,e1d00_a0d6_n4_tp0d0_w0d50,MACS0429,1.0,6e-11,4.0,0.0,0.5,True,9.180839409478883
aggregate,e1d00_a0d6_n4_tp0d0_w0d50,selection,1.0,6e-11,4.0,0.0,0.5,True,13.026062595794665
system,e1d00_a0d6_n4_tp0d6_w0d20,MACS0329,1.0,6e-11,4.0,0.6,0.2,False,15.955457569924167
system,e1d00_a0d6_n4_tp0d6_w0d20,MACS0429,1.0,6e-11,4.0,0.6,0.2,False,9.175718408657325
aggregate,e1d00_a0d6_n4_tp0d6_w0d20,selection,1.0,6e-11,4.0,0.6,0.2,False,13.014807616338848
system,e1d00_a0d6_n4_tp0d6_w0d35,MACS0329,1.0,6e-11,4.0,0.6,0.35,False,15.939771202046993
system,e1d00_a0d6_n4_tp0d6_w0d35,MACS0429,1.0,6e-11,4.0,0.6,0.35,False,9.130830845980414
aggregate,e1d00_a0d6_n4_tp0d6_w0d35,selection,1.0,6e-11,4.0,0.6,0.35,False,12.989387551218766
system,e1d00_a0d6_n4_tp0d6_w0d50,MACS0329,1.0,6e-11,4.0,0.6,0.5,False,15.923381785988607
system,e1d00_a0d6_n4_tp0d6_w0d50,MACS0429,1.0,6e-11,4.0,0.6,0.5,False,9.089713058930414
aggregate,e1d00_a0d6_n4_tp0d6_w0d50,selection,1.0,6e-11,4.0,0.6,0.5,False,12.96489434966679
system,e1d00_a1d2_n1_tm0d6_w0d20,MACS0329,1.0,1.2e-10,1.0,-0.6,0.2,False,15.985606418188526
system,e1d00_a1d2_n1_tm0d6_w0d20,MACS0429,1.0,1.2e-10,1.0,-0.6,0.2,False,9.184095923838667
aggregate,e1d00_a1d2_n1_tm0d6_w0d20,selection,1.0,1.2e-10,1.0,-0.6,0.2,False,13.036242374539917
system,e1d00_a1d2_n1_tm0d6_w0d35,MACS0329,1.0,1.2e-10,1.0,-0.6,0.35,False,15.999973403370323
system,e1d00_a1d2_n1_tm0d6_w0d35,MACS0429,1.0,1.2e-10,1.0,-0.6,0.35,False,9.221130427139583
aggregate,e1d00_a1d2_n1_tm0d6_w0d35,selection,1.0,1.2e-10,1.0,-0.6,0.35,False,13.058108501289096
system,e1d00_a1d2_n1_tm0d6_w0d50,MACS0329,1.0,1.2e-10,1.0,-0.6,0.5,False,16.01529047010079
system,e1d00_a1d2_n1_tm0d6_w0d50,MACS0429,1.0,1.2e-10,1.0,-0.6,0.5,False,9.259504823069237
aggregate,e1d00_a1d2_n1_tm0d6_w0d50,selection,1.0,1.2e-10,1.0,-0.6,0.5,False,13.081054208475395
system,e1d00_a1d2_n1_tp0d0_w0d20,MACS0329,1.0,1.2e-10,1.0,0.0,0.2,True,15.970873527659064
system,e1d00_a1d2_n1_tp0d0_w0d20,MACS0429,1.0,1.2e-10,1.0,0.0,0.2,True,9.180839409478883
aggregate,e1d00_a1d2_n1_tp0d0_w0d20,selection,1.0,1.2e-10,1.0,0.0,0.2,True,13.026062595794665
system,e1d00_a1d2_n1_tp0d0_w0d35,MACS0329,1.0,1.2e-10,1.0,0.0,0.35,True,15.970873527659064
system,e1d00_a1d2_n1_tp0d0_w0d35,MACS0429,1.0,1.2e-10,1.0,0.0,0.35,True,9.180839409478883
aggregate,e1d00_a1d2_n1_tp0d0_w0d35,selection,1.0,1.2e-10,1.0,0.0,0.35,True,13.026062595794665
system,e1d00_a1d2_n1_tp0d0_w0d50,MACS0329,1.0,1.2e-10,1.0,0.0,0.5,True,15.970873527659064
system,e1d00_a1d2_n1_tp0d0_w0d50,MACS0429,1.0,1.2e-10,1.0,0.0,0.5,True,9.180839409478883
aggregate,e1d00_a1d2_n1_tp0d0_w0d50,selection,1.0,1.2e-10,1.0,0.0,0.5,True,13.026062595794665
system,e1d00_a1d2_n1_tp0d6_w0d20,MACS0329,1.0,1.2e-10,1.0,0.6,0.2,False,15.957307839775842
system,e1d00_a1d2_n1_tp0d6_w0d20,MACS0429,1.0,1.2e-10,1.0,0.6,0.2,False,9.176408250818934
aggregate,e1d00_a1d2_n1_tp0d6_w0d20,selection,1.0,1.2e-10,1.0,0.6,0.2,False,13.016184961021976
system,e1d00_a1d2_n1_tp0d6_w0d35,MACS0329,1.0,1.2e-10,1.0,0.6,0.35,False,15.943428471220091
system,e1d00_a1d2_n1_tp0d6_w0d35,MACS0429,1.0,1.2e-10,1.0,0.6,0.35,False,9.138849013453282
aggregate,e1d00_a1d2_n1_tp0d6_w0d35,selection,1.0,1.2e-10,1.0,0.6,0.35,False,12.994450213602871
system,e1d00_a1d2_n1_tp0d6_w0d50,MACS0329,1.0,1.2e-10,1.0,0.6,0.5,False,15.928338947341912
system,e1d00_a1d2_n1_tp0d6_w0d50,MACS0429,1.0,1.2e-10,1.0,0.6,0.5,False,9.100124848200052
aggregate,e1d00_a1d2_n1_tp0d6_w0d50,selection,1.0,1.2e-10,1.0,0.6,0.5,False,12.971589221722935
system,e1d00_a1d2_n2_tm0d6_w0d20,MACS0329,1.0,1.2e-10,2.0,-0.6,0.2,False,15.988818192454595
system,e1d00_a1d2_n2_tm0d6_w0d20,MACS0429,1.0,1.2e-10,2.0,-0.6,0.2,False,9.185114388900324
aggregate,e1d00_a1d2_n2_tm0d6_w0d20,selection,1.0,1.2e-10,2.0,-0.6,0.2,False,13.038570349707646
system,e1d00_a1d2_n2_tm0d6_w0d35,MACS0329,1.0,1.2e-10,2.0,-0.6,0.35,False,16.004074816474148
system,e1d00_a1d2_n2_tm0d6_w0d35,MACS0429,1.0,1.2e-10,2.0,-0.6,0.35,False,9.227762577191287
aggregate,e1d00_a1d2_n2_tm0d6_w0d35,selection,1.0,1.2e-10,2.0,-0.6,0.35,False,13.062963157574817
system,e1d00_a1d2_n2_tm0d6_w0d50,MACS0329,1.0,1.2e-10,2.0,-0.6,0.5,False,16.0205443223293
system,e1d00_a1d2_n2_tm0d6_w0d50,MACS0429,1.0,1.2e-10,2.0,-0.6,0.5,False,9.268136757384235
aggregate,e1d00_a1d2_n2_tm0d6_w0d50,selection,1.0,1.2e-10,2.0,-0.6,0.5,False,13.087325917415184
system,e1d00_a1d2_n2_tp0d0_w0d20,MACS0329,1.0,1.2e-10,2.0,0.0,0.2,True,15.970873527659064
system,e1d00_a1d2_n2_tp0d0_w0d20,MACS0429,1.0,1.2e-10,2.0,0.0,0.2,True,9.180839409478883
aggregate,e1d00_a1d2_n2_tp0d0_w0d20,selection,1.0,1.2e-10,2.0,0.0,0.2,True,13.026062595794665
system,e1d00_a1d2_n2_tp0d0_w0d35,MACS0329,1.0,1.2e-10,2.0,0.0,0.35,True,15.970873527659064
system,e1d00_a1d2_n2_tp0d0_w0d35,MACS0429,1.0,1.2e-10,2.0,0.0,0.35,True,9.180839409478883
aggregate,e1d00_a1d2_n2_tp0d0_w0d35,selection,1.0,1.2e-10,2.0,0.0,0.35,True,13.026062595794665
system,e1d00_a1d2_n2_tp0d0_w0d50,MACS0329,1.0,1.2e-10,2.0,0.0,0.5,True,15.970873527659064
system,e1d00_a1d2_n2_tp0d0_w0d50,MACS0429,1.0,1.2e-10,2.0,0.0,0.5,True,9.180839409478883
aggregate,e1d00_a1d2_n2_tp0d0_w0d50,selection,1.0,1.2e-10,2.0,0.0,0.5,True,13.026062595794665
system,e1d00_a1d2_n2_tp0d6_w0d20,MACS0329,1.0,1.2e-10,2.0,0.6,0.2,False,15.954897175147561
system,e1d00_a1d2_n2_tp0d6_w0d20,MACS0429,1.0,1.2e-10,2.0,0.6,0.2,False,9.174495946410225
aggregate,e1d00_a1d2_n2_tp0d6_w0d20,selection,1.0,1.2e-10,2.0,0.6,0.2,False,13.014033189988208
system,e1d00_a1d2_n2_tp0d6_w0d35,MACS0329,1.0,1.2e-10,2.0,0.6,0.35,False,15.940124402711199
