galaxy,distance_mpc,inclination_deg,position_angle_deg,cells_per_axis,half_extent_kpc,spacing_kpc,hi_r995_kpc,optical_aperture_radius_kpc,beam_geometric_mean_arcsec,beam_geometric_mean_kpc,cells_per_radio_beam,expected_gas_mass_solar,unscaled_registered_gas_mass_solar,pre_normalization_gas_mass_fraction,gas_mass_solar,stellar_mass_solar,total_baryonic_mass_solar,gas_fraction,outer_cell_gas_mass_fraction,outer_cell_stellar_mass_fraction,gas_centroid_x_kpc,gas_centroid_y_kpc,stellar_centroid_x_kpc,stellar_centroid_y_kpc,gas_star_centroid_offset_kpc,concentration_5log_r80_r20,lopsidedness_180,clumpiness_positive_highpass,r20_kpc,r80_kpc,optical_sky_mean_counts,optical_sky_median_counts,optical_sky_standard_deviation_counts,optical_foreground_quantile_cap_counts,optical_foreground_sigma_cap_counts,optical_foreground_cap_counts,hi_sha256,v_sha256,all_gates_pass
CVnIdwA,4.1,40.99515257406992,79.5,65,3.6514299002896875,0.11410718438405265,2.92114392023175,1.347685070748288,15.691459049559414,0.31190479497565404,2.7334369580610307,74782920.13134557,74710000.7145349,0.9990249188359774,74782920.13134558,4823585.75948084,79606505.8908264,0.9394071413447543,0.00013229583131216932,0.0,0.07396220748633911,-0.29493971440855987,0.05590558670058025,-0.04910514829988745,0.2464968061619459,2.0386889335186393,0.34540539567611256,0.0723426693393925,0.5818347598154149,1.4877756617748372,1420.1926610044568,1420.7844848632812,11.118653819675554,489.7740186830411,555.9326909837777,489.7740186830411,6c5415f087d156e8eef92c93bae585f82eb8d934c74be76b4abe269234a83343,4dc23c3636145781229114432280d94b57c7e3952c7d62e71aba29fcf5028d31,True
DDO47,5.2,64.38346344663108,-70.4,91,17.61081146799955,0.391351365955547,14.08864917439964,5.717698629533423,15.695793762406538,0.39569584869819724,1.0111012331132216,474336389.96381855,474676978.9707563,1.0007180326328404,474336389.96381855,64116529.13280115,538452919.0966197,0.8809245398086584,0.0,0.0,0.22776715561720112,0.2749324429353157,0.25163819032559614,0.523083627683341,0.2492966842737745,2.017443941405874,0.22346089138465858,0.05925414142244387,3.227166037128932,8.171656426513433,2212.4054571986658,2211.651123046875,23.999365197674678,28561.473234208264,1199.968259883734,1199.968259883734,893ce224a28a3f6bcebfd6f8763f885678fbc4d38e618b09b60090218d3c3141,bca62409ef6a6d842c51c2969e5415a8a40f8a623e686604d80ca401b14e1e7f,True
DDO50,3.4,46.67575518728624,18.1,129,13.808535117207548,0.21575836120636716,11.046828093766038,5.419829103859724,13.139835977058466,0.21659265647324982,1.0038668038736385,844420521.8298317,841519145.8874964,0.9965640627302044,844420521.8298317,185255028.15096185,1029675549.9807935,0.8200840758485357,0.0001404002343149477,0.0,0.03035610980275745,0.0634753392427205,0.06892010211462797,0.09715500906046455,0.051200602165035795,1.7982714484229503,0.2907050781212373,0.07033250630726229,2.6070181976439675,5.967581409524297,2332.342920238754,2331.033935546875,23.663201735910967,11353.079677417185,1183.1600867955483,1183.1600867955483,3f5302de99feddbde8f8c4326d0caf97733bbdc17633deea29e1a90c84a03ecd,234ab4b5818f6c86c2b04ebf58750acfe72c126f975dcf65dd4823318c943e9a,True
DDO52,6.0,51.09659995002662,4.5,65,5.493247249496647,0.17166397654677024,4.394597799597317,2.3038346126325147,9.167033044295193,0.2666581821034505,1.5533729759009682,113790623.3949181,113882538.13547449,1.000807753203332,113790623.3949181,21486714.057684004,135277337.4526021,0.8411654571098252,0.00015602620400082453,0.0,-0.050884429107651494,0.00781921332196234,-0.18244348317907247,-0.08178294051993758,0.15917390075409527,1.7755362563392039,0.18571038386360048,0.08310623276930518,1.3407385171892596,3.0370457724777666,2651.5333650855464,2650.056396484375,15.843068709213705,10264.053890774201,792.1534354606853,792.1534354606853,15eb27b5f248d67e9b6a1bdb14ed57a8b5662cf46b64d64b779d67848c1f0039,a42b10e871a4d99c9c2a4b29c939fa2513197a659913c3b1c03e686cc6c6d785,True
DDO53,3.6,64.38346344663108,81.0,81,7.252065086471634,0.18130162716179044,5.801652069177307,2.199114857512855,10.584260653933272,0.18473019730042373,1.01891086247987,61394783.27903393,61347491.45654563,0.9992297094319339,61394783.27903393,14406882.174198529,75801665.45323245,0.8099397673117462,9.135280671580348e-05,0.0,0.0050790472527320035,0.043809882519536866,0.10265895093536227,0.21231514777641702,0.19471995794474417,2.1730792993274393,0.20779280729323357,0.060073209923733405,0.8108055255301734,2.205629488763678,1018.913234203667,1018.5340576171875,19.720399501619017,14949.429246265145,986.0199750809509,986.0199750809509,fab3b248854649b02564a9f7f6975fba3e2b93f455c93c632672cb6bc18746e4,145f27d56859effc319cc1e61e49cce13ae0c1ea38cab12acf8d8c237859189d,True
DDO87,6.7,58.64393893336599,76.4,65,11.234377885677631,0.3510743089274264,8.987502308542105,4.424118765596959,12.306283388643381,0.39973905487849726,1.1386166538353302,213511723.92397526,213750684.67365247,1.0011191926386314,213511723.92397532,31086369.464697998,244598093.38867325,0.8729083737570235,0.0,0.0,0.18485119819441614,-0.1662129770739419,-0.5729946177993595,-0.2889984016768816,0.7677281688945611,2.052964706522115,0.24498363836813772,0.07764298864711788,2.220388888360502,5.715075690929253,1911.9397898710154,1900.6214599609375,39.32719491347637,10052.719878097763,1966.3597456738185,1966.3597456738185,a906a40b8e1036d1fceeb8e01e91df53461ed870136a890532c1bf292820f63a,479a54c68a9cd1a4ed3ddc7b63253f22c73fe812dc7e592c38d708b4ac0c0a6e,True
DDO101,9.0,49.354861719265,-69.4,65,4.740413466459584,0.14813792082686206,3.7923307731676674,3.4557519189487724,12.564780464011298,0.5482419722181451,3.700888801179472,51407647.043019876,51408876.40212922,1.0000239139346003,51407647.04301986,83747143.8013219,135154790.84434175,0.38036126371743806,0.0,0.0020586585999069766,0.1342032168343096,0.02664460632004539,-0.006553588538480102,0.16358930129461335,0.19638311470294703,1.578926472091252,0.15689234402773475,0.1032389430849353,1.185103366614896,2.4521189087832065,1791.3243561402473,1790.5831298828125,17.295800322062487,981.7227324828071,864.7900161031243,864.7900161031243,bfbf8c44c8e3745e7f10bd2f2cbdb98874297e9af5a6e246fa3868e0f8404f24,cbf9ff4107801f8f5dc3bd041be152c74a1fbca0bf6f909cfb83644bb50c4399,True
DDO126,4.9,67.71149352617678,-41.4,65,7.260945132981139,0.22690453540566047,5.808756106384911,3.5063664672566084,10.639326544701971,0.25274646226650477,1.1138889833763967,172658677.30455774,172428705.98801842,0.9986680581588514,172658677.30455777,36691883.366676874,209350560.67123458,0.8247347260545532,0.00011571797516447723,0.0015742813248666905,0.026940302954726183,-0.15570637782906413,0.2856834561051994,-0.007410980485534443,0.29822733639880267,1.9178896652054513,0.20438065197450905,0.052418220576659416,1.435070286608411,3.4709719612685053,1902.6406510656007,1902.5818481445312,15.675749575421802,2106.7170759851806,783.7874787710902,783.7874787710902,7b33e74ac88f43fd07225f7c3f1626a1f3f2b9aa5ee5ea188da31f553e0115f4,94aede93d3c57487588d688afeb3b31081f34ee5dfdef75319197f046da6e3b5,True
DDO133,6.1,49.354861719265,-6.4,65,9.124768147101447,0.2851490045969207,7.299814517681158,5.021603146196352,18.64120757144236,0.5512882602453134,1.9333339810342325,376271027.9333264,376052755.23548466,0.9994199056487537,376271027.93332636,101711487.16058654,477982515.09391296,0.7872066781760781,1.3013665706959403e-05,0.0,0.19200761790953458,0.19390114763428187,-0.03544872123384317,-0.10287197151920772,0.3739126508539108,1.9207412392799657,0.18445883463382381,0.06294535139207835,2.0562387144434258,4.979913274435348,1956.0272924343087,1955.51171875,13.111800236871915,826.9528394016135,655.5900118435957,655.5900118435957,e29c0b9d43cf3cf54449beba2932d975d6cfb961cc65217734e502053016f867,ebb302b7c1065a543fc7d29c18e6e987ede2512d9b3d08ada27005ea412edd3b,True
DDO210,0.9,66.87164966262179,-84.8,65,1.390134820577126,0.04344171314303513,1.1121078564617008,0.7435102613495843,15.331050874666094,0.06689432888841995,1.5398639705613197,2354124.984796094,2355505.94184016,1.0005866116085531,2354124.9847960942,943995.6745481481,3298120.6593442424,0.7137777018940717,0.00010673642031386623,0.016670949304098893,0.05397843201966124,0.00809181920450649,-0.025683715025602995,-0.09270927526449803,0.12847925248074288,2.415354331847582,0.30426277813164326,0.058572700633654065,0.1942772472937454,0.590871180163938,-0.7481483928513507,-1.0679931640625,13.159086283854919,50000.74814839285,657.9543141927459,657.9543141927459,6c3858d8f8003f488af5cb3bbc3efe0150016c08a9e73d80b2b84a96b496b2a5,5d93c388acc03f32752f4d69b767d27bdd33180791d285b68158033bf2d99cfa,True
