image_id,source_family,start_index,start_offset_x_arcsec,start_offset_y_arcsec,algorithm,reported_success,solution_x_arcsec,solution_y_arcsec,closure_arcsec,displacement_from_observed_arcsec,accepted
1b,1,0,0.0,0.0,scipy_root_hybr_with_lens_jacobian,False,-3.0805368219975935,-2.7855462692169533,0.030664681219083414,2.4895227119835415,False
1b,1,0,0.0,0.0,scipy_root_lm_with_lens_jacobian,True,-3.0810842309248523,-2.784843268203042,0.030664654487215556,2.4886354726800763,False
1b,1,0,0.0,0.0,scipy_least_squares_trf_bounded_with_lens_jacobian,True,-3.081083950704884,-2.784843071150815,0.03066465448667968,2.48863552067239,False
1b,1,0,0.0,0.0,scipy_least_squares_dogbox_bounded_with_lens_jacobian,True,-3.081082562820337,-2.7848449581061274,0.030664654487079397,2.488637846429614,False
1b,1,1,0.05,0.0,scipy_root_hybr_with_lens_jacobian,False,-3.0810519366865794,-2.7848688109772786,0.030664655042562113,2.4886761961581225,False
1b,1,1,0.05,0.0,scipy_root_lm_with_lens_jacobian,True,-3.08108557980567,-2.784840776767438,0.03066465448672728,2.488632732732442,False
1b,1,1,0.05,0.0,scipy_least_squares_trf_bounded_with_lens_jacobian,True,-3.0810851399405745,-2.784841524348207,0.030664654486622388,2.4886335789087015,False
1b,1,1,0.05,0.0,scipy_least_squares_dogbox_bounded_with_lens_jacobian,True,-3.0810851803211086,-2.7848415152184427,0.030664654486626263,2.488633544623768,False
1b,1,2,0.03535533905932738,0.03535533905932738,scipy_root_hybr_with_lens_jacobian,False,-3.0810682301959367,-2.7848540901576033,0.03066465467321053,2.488654312457685,False
1b,1,2,0.03535533905932738,0.03535533905932738,scipy_root_lm_with_lens_jacobian,True,-3.0810796288686646,-2.784849474919658,0.030664654490170418,2.4886431479968336,False
1b,1,2,0.03535533905932738,0.03535533905932738,scipy_least_squares_trf_bounded_with_lens_jacobian,True,-3.0810827575298525,-2.7848446115414442,0.030664654486993046,2.4886374604546324,False
1b,1,2,0.03535533905932738,0.03535533905932738,scipy_least_squares_dogbox_bounded_with_lens_jacobian,True,-3.0810842419059226,-2.784842745938925,0.030664654486647958,2.4886350842566727,False
1b,1,3,3.061616997868383e-18,0.05,scipy_root_hybr_with_lens_jacobian,False,-3.081428637463067,-2.7844389467937964,0.030664668395640325,2.4881049586220203,False
1b,1,3,3.061616997868383e-18,0.05,scipy_root_lm_with_lens_jacobian,True,-3.081095266114399,-2.7848274861257347,0.03066465449781508,2.4886164124202623,False
1b,1,3,3.061616997868383e-18,0.05,scipy_least_squares_trf_bounded_with_lens_jacobian,True,-3.0810856804929343,-2.7848408127324373,0.030664654486678662,2.4886326900785236,False
1b,1,3,3.061616997868383e-18,0.05,scipy_least_squares_dogbox_bounded_with_lens_jacobian,True,-3.081086444972352,-2.7848397219140137,0.030664654486871404,2.488631371479985,False
1b,1,4,-0.035355339059327376,0.03535533905932738,scipy_root_hybr_with_lens_jacobian,False,-3.080678159866017,-2.785370800974703,0.030664669168283767,2.489298038847273,False
1b,1,4,-0.035355339059327376,0.03535533905932738,scipy_root_lm_with_lens_jacobian,True,-3.0810863183206667,-2.7848392457263467,0.03066465448786986,2.488631110823258,False
1b,1,4,-0.035355339059327376,0.03535533905932738,scipy_least_squares_trf_bounded_with_lens_jacobian,True,-3.0810853874888258,-2.7848411972459237,0.030664654486641043,2.4886331709791225,False
1b,1,4,-0.035355339059327376,0.03535533905932738,scipy_least_squares_dogbox_bounded_with_lens_jacobian,True,-3.081083462514464,-2.784843771718146,0.030664654486786083,2.48863636562124,False
1b,1,5,-0.05,6.123233995736766e-18,scipy_root_hybr_with_lens_jacobian,False,-3.0810725528590623,-2.7848819761586694,0.030664655572260863,2.4886716937043953,False
1b,1,5,-0.05,6.123233995736766e-18,scipy_root_lm_with_lens_jacobian,True,-3.0810784223485816,-2.784851401120115,0.030664654492709283,2.488645378297759,False
1b,1,5,-0.05,6.123233995736766e-18,scipy_least_squares_trf_bounded_with_lens_jacobian,True,-3.0810857500355358,-2.7848406397972463,0.030664654486707806,2.4886325163718164,False
1b,1,5,-0.05,6.123233995736766e-18,scipy_least_squares_dogbox_bounded_with_lens_jacobian,True,-3.081084654911466,-2.7848421397033594,0.030664654486615598,2.488634359545669,False
1b,1,6,-0.03535533905932738,-0.035355339059327376,scipy_root_hybr_with_lens_jacobian,False,-3.0797004022613024,-2.7869455662688796,0.030664999613293182,2.4911155512293925,False
1b,1,6,-0.03535533905932738,-0.035355339059327376,scipy_root_lm_with_lens_jacobian,True,-3.0810796647894314,-2.7848419687084256,0.030664654570899882,2.4886376488068436,False
1b,1,6,-0.03535533905932738,-0.035355339059327376,scipy_least_squares_trf_bounded_with_lens_jacobian,True,-3.081084663726403,-2.784842147149587,0.030664654486615518,2.488634358945833,False
1b,1,6,-0.03535533905932738,-0.035355339059327376,scipy_least_squares_dogbox_bounded_with_lens_jacobian,True,-3.08108650956854,-2.784839233191776,0.03066465448736826,2.4886309708397043,False
1b,1,7,-9.184850993605149e-18,-0.05,scipy_root_hybr_with_lens_jacobian,False,-3.0809991960091683,-2.784942007212889,0.030664655361171193,2.488765663795132,False
1b,1,7,-9.184850993605149e-18,-0.05,scipy_root_lm_with_lens_jacobian,True,-3.0810626397319916,-2.7848719660748102,0.030664654533157455,2.4886711748630965,False
1b,1,7,-9.184850993605149e-18,-0.05,scipy_least_squares_trf_bounded_with_lens_jacobian,True,-3.081083847701885,-2.7848432873522895,0.03066465448671016,2.4886357488269546,False
1b,1,7,-9.184850993605149e-18,-0.05,scipy_least_squares_dogbox_bounded_with_lens_jacobian,True,-3.081084548763886,-2.784842292024437,0.030664654486618568,2.4886345432607357,False
1b,1,8,0.03535533905932737,-0.03535533905932738,scipy_root_hybr_with_lens_jacobian,False,-3.08113670412383,-2.7847476415488615,0.030664656069300328,2.488529828668401,False
1b,1,8,0.03535533905932737,-0.03535533905932738,scipy_root_lm_with_lens_jacobian,True,-3.0810807047101116,-2.784848209470081,0.030664654489695686,2.4886414890147543,False
1b,1,8,0.03535533905932737,-0.03535533905932738,scipy_least_squares_trf_bounded_with_lens_jacobian,True,-3.0810849326035163,-2.7848417967586228,0.03066465448661437,2.4886339194387115,False
1b,1,8,0.03535533905932737,-0.03535533905932738,scipy_least_squares_dogbox_bounded_with_lens_jacobian,True,-3.081086201974491,-2.7848402265159473,0.030664654486789438,2.4886319057548927,False
1b,1,9,0.2,0.0,scipy_root_hybr_with_lens_jacobian,False,-3.081140203822606,-2.7848298752546783,0.03066466134708929,2.488587411166958,False
1b,1,9,0.2,0.0,scipy_root_lm_with_lens_jacobian,True,-3.0810836004620756,-2.7848386115529276,0.0306646545313287,2.4886325077063947,False
1b,1,9,0.2,0.0,scipy_least_squares_trf_bounded_with_lens_jacobian,True,-3.0810851368007484,-2.784841482833992,0.030664654486628876,2.488633550778619,False
1b,1,9,0.2,0.0,scipy_least_squares_dogbox_bounded_with_lens_jacobian,True,-3.0810842921700154,-2.7848426009734624,0.03066465448663964,2.4886349441388553,False
1b,1,10,0.14142135623730953,0.14142135623730953,scipy_root_hybr_with_lens_jacobian,False,-3.0815502608587715,-2.784263462198582,0.03066467490221018,2.487893762152921,False
1b,1,10,0.14142135623730953,0.14142135623730953,scipy_root_lm_with_lens_jacobian,True,-3.0810900752071357,-2.7848424520797175,0.030664654587930162,2.4886308791050253,False
1b,1,10,0.14142135623730953,0.14142135623730953,scipy_least_squares_trf_bounded_with_lens_jacobian,True,-3.081084742694691,-2.7848420424050278,0.030664654486612992,2.4886342285250675,False
1b,1,10,0.14142135623730953,0.14142135623730953,scipy_least_squares_dogbox_bounded_with_lens_jacobian,True,-3.081084894420403,-2.78484184647655,0.030664654486614085,2.4886339818230607,False
1b,1,11,1.2246467991473533e-17,0.2,scipy_root_hybr_with_lens_jacobian,False,-3.082505137929058,-2.782908160874462,0.03066484880054535,2.4862520204452117,False
1b,1,11,1.2246467991473533e-17,0.2,scipy_root_lm_with_lens_jacobian,True,-3.0810859365062875,-2.7848395215721036,0.030664654488482504,2.4886315732268285,False
1b,1,11,1.2246467991473533e-17,0.2,scipy_least_squares_trf_bounded_with_lens_jacobian,True,-3.0810842114213655,-2.7848426906346226,0.030664654486650785,2.488635064776647,False
1b,1,11,1.2246467991473533e-17,0.2,scipy_least_squares_dogbox_bounded_with_lens_jacobian,True,-3.081083972199719,-2.7848430347167397,0.03066465448667724,2.488635479393772,False
1b,1,12,-0.1414213562373095,0.14142135623730953,scipy_root_hybr_with_lens_jacobian,False,-3.080832721289252,-2.785197156627775,0.030664661592265482,2.489065649466604,False
1b,1,12,-0.1414213562373095,0.14142135623730953,scipy_root_lm_with_lens_jacobian,True,-3.081077828608547,-2.7848517048575405,0.0306646544918284,2.488646006031912,False
1b,1,12,-0.1414213562373095,0.14142135623730953,scipy_least_squares_trf_bounded_with_lens_jacobian,True,-3.0810860156224353,-2.7848403316267816,0.03066465448674721,2.4886321099089925,False
1b,1,12,-0.1414213562373095,0.14142135623730953,scipy_least_squares_dogbox_bounded_with_lens_jacobian,True,-3.081086349674566,-2.784840015275448,0.030664654486825912,2.4886316506392667,False
1b,1,13,-0.2,2.4492935982947065e-17,scipy_root_hybr_with_lens_jacobian,False,-3.081646714682077,-2.7842219484197193,0.030664704410121313,2.4877974951822175,False
1b,1,13,-0.2,2.4492935982947065e-17,scipy_root_lm_with_lens_jacobian,True,-3.0810858972911714,-2.784840128007157,0.030664654487042312,2.488632042355951,False
1b,1,13,-0.2,2.4492935982947065e-17,scipy_least_squares_trf_bounded_with_lens_jacobian,True,-3.081084883847184,-2.784841855394015,0.030664654486613267,2.4886339955605954,False
1b,1,13,-0.2,2.4492935982947065e-17,scipy_least_squares_dogbox_bounded_with_lens_jacobian,True,-3.0810835405939456,-2.7848436639959906,0.030664654486765752,2.488636233636852,False
1b,1,14,-0.14142135623730953,-0.1414213562373095,scipy_root_hybr_with_lens_jacobian,True,-5.748113029341894,4.227443604000009,5.858990982136608e-15,5.28594013046642,False
1b,1,14,-0.14142135623730953,-0.1414213562373095,scipy_root_lm_with_lens_jacobian,True,-3.0810855476210373,-2.784840581214889,0.030664654486987106,2.488632612126187,False
1b,1,14,-0.14142135623730953,-0.1414213562373095,scipy_least_squares_trf_bounded_with_lens_jacobian,True,-3.0810848883709134,-2.7848418515548885,0.03066465448661322,2.488633989665656,False
1b,1,14,-0.14142135623730953,-0.1414213562373095,scipy_least_squares_dogbox_bounded_with_lens_jacobian,True,-3.081084838845216,-2.7848419141057863,0.030664654486612448,2.4886340691696525,False
1b,1,15,-3.6739403974420595e-17,-0.2,scipy_root_hybr_with_lens_jacobian,True,-5.748113029341853,4.227443604000226,4.145296844315631e-14,5.285940130466625,False
1b,1,15,-3.6739403974420595e-17,-0.2,scipy_root_lm_with_lens_jacobian,True,-3.0810868859551324,-2.784838707699548,0.03066465448756828,2.488630330071187,False
1b,1,15,-3.6739403974420595e-17,-0.2,scipy_least_squares_trf_bounded_with_lens_jacobian,True,-3.0810842490261137,-2.7848426666881894,0.030664654486645033,2.4886350215842943,False
1b,1,15,-3.6739403974420595e-17,-0.2,scipy_least_squares_dogbox_bounded_with_lens_jacobian,True,-3.081085884654241,-2.7848405113184826,0.03066465448671927,2.4886323305676106,False
1b,1,16,0.14142135623730948,-0.14142135623730953,scipy_root_hybr_with_lens_jacobian,False,-3.080984967105209,-2.7849505098178926,0.030664656182614228,2.488781599769966,False
1b,1,16,0.14142135623730948,-0.14142135623730953,scipy_root_lm_with_lens_jacobian,True,-3.0810846652726216,-2.784850392447239,0.03066465461195468,2.4886403715607823,False
1b,1,16,0.14142135623730948,-0.14142135623730953,scipy_least_squares_trf_bounded_with_lens_jacobian,True,-3.081083534907606,-2.7848436333725197,0.03066465448676187,2.488636215192063,False
1b,1,16,0.14142135623730948,-0.14142135623730953,scipy_least_squares_dogbox_bounded_with_lens_jacobian,True,-3.0810833225447993,-2.784843917655538,0.03066465448681464,2.488636567819646,False
1b,1,17,1.0,0.0,scipy_root_hybr_with_lens_jacobian,False,-3.081195410962482,-2.7847065201705057,0.030664655691404565,2.4884596728278385,False
1b,1,17,1.0,0.0,scipy_root_lm_with_lens_jacobian,True,-3.081084512875085,-2.7848475397131454,0.030664654536372613,2.488638395191873,False
1b,1,17,1.0,0.0,scipy_least_squares_trf_bounded_with_lens_jacobian,True,-3.0810844582228993,-2.784842470093157,0.030664654486632616,2.4886347350775275,False
1b,1,17,1.0,0.0,scipy_least_squares_dogbox_bounded_with_lens_jacobian,True,-3.0810854815392923,-2.784841053857478,0.030664654486653155,2.4886330020552205,False
1b,1,18,0.7071067811865476,0.7071067811865476,scipy_root_hybr_with_lens_jacobian,False,-3.081047312131106,-2.7848942612204484,0.030664654636170383,2.488697922044564,False
1b,1,18,0.7071067811865476,0.7071067811865476,scipy_root_lm_with_lens_jacobian,True,-3.0810870541922943,-2.784838716994953,0.030664654487256415,2.488630221751908,False
1b,1,18,0.7071067811865476,0.7071067811865476,scipy_least_squares_trf_bounded_with_lens_jacobian,True,-3.0810838227813484,-2.784843342424567,0.030664654486722898,2.4886358060429337,False
1b,1,18,0.7071067811865476,0.7071067811865476,scipy_least_squares_dogbox_bounded_with_lens_jacobian,True,-3.0810839091193456,-2.7848431636646045,0.030664654486691173,2.4886356165974437,False
1b,1,19,6.123233995736766e-17,1.0,scipy_root_hybr_with_lens_jacobian,False,-3.081918646602415,-2.7837151807105722,0.030664719929416103,2.4872418508165532,False
1b,1,19,6.123233995736766e-17,1.0,scipy_root_lm_with_lens_jacobian,True,-3.0810853981868624,-2.78484091307292,0.030664654486790392,2.4886329563999667,False
1b,1,19,6.123233995736766e-17,1.0,scipy_least_squares_trf_bounded_with_lens_jacobian,True,-3.0810843802113785,-2.784842563603197,0.03066465448663382,2.488634856649884,False
1b,1,19,6.123233995736766e-17,1.0,scipy_least_squares_dogbox_bounded_with_lens_jacobian,True,-3.0810853776839653,-2.7848412163902014,0.030664654486639787,2.4886331916498623,False
1b,1,20,-0.7071067811865475,0.7071067811865476,scipy_root_hybr_with_lens_jacobian,True,-5.748113029341901,4.227443603999993,7.771561172376096e-16,5.285940130466405,False
