A_pair,sigma_c,gamma_sigma,ell_pair_kpc,p,rms_gr_mean,rms_pair_mean,improvement_pct,fraction_improved,n_galaxies,K_solar_system,solar_system_safe
0.5,40.0,3.0,20.0,1.5,34.61484741536385,32.4721886421838,6.189999185808987,0.8,165,1.9676568067202775e-15,True
0.5,40.0,3.0,20.0,2.0,34.61484741536385,32.40418732392262,6.386450487313206,0.8363636363636363,165,0.0,True
0.5,40.0,3.0,20.0,3.0,34.61484741536385,32.40434946904166,6.385982060810854,0.8484848484848485,165,0.0,True
1.0,15.0,1.5,2.0,0.5,34.61484741536385,32.96597213683286,4.763491396466857,0.7272727272727273,165,3.2375668347101845e-05,False
1.0,15.0,1.5,2.0,1.0,34.61484741536385,32.94867378903211,4.813465176773269,0.7212121212121212,165,1.6188238774380834e-09,False
1.0,15.0,1.5,2.0,1.5,34.61484741536385,32.97020930927531,4.751250486109497,0.7212121212121212,165,8.094839008313624e-14,True
1.0,15.0,1.5,2.0,2.0,34.61484741536385,32.97973003959037,4.7237457272387875,0.7212121212121212,165,0.0,True
1.0,15.0,1.5,2.0,3.0,34.61484741536385,32.98448480389195,4.7100095283050605,0.7212121212121212,165,0.0,True
1.0,15.0,1.5,5.0,0.5,34.61484741536385,32.73229987619522,5.438555070253049,0.7454545454545455,165,2.0476358696533456e-05,False
1.0,15.0,1.5,5.0,1.0,34.61484741536385,32.3572525277825,6.5220420026445405,0.7515151515151515,165,6.475295365971889e-10,False
1.0,15.0,1.5,5.0,1.5,34.61484741536385,32.215710675873034,6.930947031781379,0.7575757575757576,165,2.048871329812951e-14,True
1.0,15.0,1.5,5.0,2.0,34.61484741536385,32.15006045836119,7.120606159045669,0.7575757575757576,165,0.0,True
1.0,15.0,1.5,5.0,3.0,34.61484741536385,32.10373339584078,7.254441972228682,0.7696969696969697,165,0.0,True
1.0,15.0,1.5,10.0,0.5,34.61484741536385,32.716068188869066,5.485447339143854,0.7515151515151515,165,1.4479039141032153e-05,False
1.0,15.0,1.5,10.0,1.0,34.61484741536385,32.27168782217967,6.76923276612267,0.7696969696969697,165,3.237648042437055e-10,False
1.0,15.0,1.5,10.0,1.5,34.61484741536385,32.11043577258139,7.235079250041331,0.7818181818181819,165,7.260912431968704e-15,True
1.0,15.0,1.5,10.0,2.0,34.61484741536385,32.06242285633138,7.373785382915106,0.793939393939394,165,0.0,True
1.0,15.0,1.5,10.0,3.0,34.61484741536385,32.07157948750572,7.347332482330376,0.806060606060606,165,0.0,True
1.0,15.0,1.5,20.0,0.5,34.61484741536385,32.8369180923185,5.136319977698971,0.7636363636363637,165,1.023826028820971e-05,False
1.0,15.0,1.5,20.0,1.0,34.61484741536385,32.59365156146886,5.839100862244092,0.7878787878787878,165,1.6188240212185274e-10,False
1.0,15.0,1.5,20.0,1.5,34.61484741536385,32.56469503732105,5.922754341343227,0.8181818181818182,165,2.5880479955532016e-15,True
1.0,15.0,1.5,20.0,2.0,34.61484741536385,32.59798521364886,5.826581228319379,0.8303030303030303,165,0.0,True
1.0,15.0,1.5,20.0,3.0,34.61484741536385,32.68632662571275,5.571368743908196,0.8545454545454545,165,0.0,True
1.0,15.0,2.0,2.0,0.5,34.61484741536385,32.439107019076765,6.285569802400391,0.7393939393939394,165,3.461451924522066e-05,False
1.0,15.0,2.0,2.0,1.0,34.61484741536385,32.33574379466873,6.584179307066754,0.7393939393939394,165,1.730769220250531e-09,False
1.0,15.0,2.0,2.0,1.5,34.61484741536385,32.329661426363586,6.6017508659766,0.7333333333333333,165,8.65461548580872e-14,True
1.0,15.0,2.0,2.0,2.0,34.61484741536385,32.33088236047759,6.5982236682416175,0.7333333333333333,165,0.0,True
1.0,15.0,2.0,2.0,3.0,34.61484741536385,32.333551111909735,6.590513822232122,0.7272727272727273,165,0.0,True
1.0,15.0,2.0,5.0,0.5,34.61484741536385,32.38608121410183,6.43875783855912,0.7515151515151515,165,2.189234534324744e-05,False
1.0,15.0,2.0,5.0,1.0,34.61484741536385,32.03619429532288,7.449557957307157,0.7515151515151515,165,6.923076727278936e-10,False
1.0,15.0,2.0,5.0,1.5,34.61484741536385,31.905086643491074,7.828319273971555,0.7636363636363637,165,2.1905554293565587e-14,True
1.0,15.0,2.0,5.0,2.0,34.61484741536385,31.850126859187384,7.9870944482318835,0.7636363636363637,165,0.0,True
1.0,15.0,2.0,5.0,3.0,34.61484741536385,31.822893130967053,8.065770884079015,0.7757575757575758,165,0.0,True
1.0,15.0,2.0,10.0,0.5,34.61484741536385,32.4989349870882,6.112730768059081,0.7575757575757576,165,1.548029753783986e-05,False
1.0,15.0,2.0,10.0,1.0,34.61484741536385,32.20351670343025,6.966174609983465,0.7696969696969697,165,3.461538747947438e-10,False
1.0,15.0,2.0,10.0,1.5,34.61484741536385,32.12592461812729,7.19033300182003,0.7818181818181819,165,7.763020995263594e-15,True
1.0,15.0,2.0,10.0,2.0,34.61484741536385,32.128230790937494,7.183670621418559,0.793939393939394,165,0.0,True
1.0,15.0,2.0,10.0,3.0,34.61484741536385,32.1913036921036,7.001457190259205,0.8121212121212121,165,0.0,True
1.0,15.0,2.0,20.0,0.5,34.61484741536385,32.72279289446745,5.4660201103662915,0.7636363636363637,165,1.0946259208747341e-05,False
1.0,15.0,2.0,20.0,1.0,34.61484741536385,32.68916450867828,5.563170288108359,0.7878787878787878,165,1.730769373973719e-10,False
1.0,15.0,2.0,20.0,1.5,34.61484741536385,32.770851431897825,5.327182180926104,0.8181818181818182,165,2.76701738445039e-15,True
1.0,15.0,2.0,20.0,2.0,34.61484741536385,32.861708369369936,5.064702510333119,0.8363636363636363,165,0.0,True
1.0,15.0,2.0,20.0,3.0,34.61484741536385,32.99826397109846,4.670202427493194,0.8606060606060606,165,0.0,True
1.0,15.0,2.5,2.0,0.5,34.61484741536385,32.05915960068521,7.3832127121967,0.7454545454545455,165,3.668590020502572e-05,False
1.0,15.0,2.5,2.0,1.0,34.61484741536385,31.893239137855044,7.862545932531869,0.7393939393939394,165,1.8343408568590217e-09,False
1.0,15.0,2.5,2.0,1.5,34.61484741536385,31.86605839779102,7.941069289107353,0.7393939393939394,165,9.172519709892764e-14,True
1.0,15.0,2.5,2.0,2.0,34.61484741536385,31.86115566716782,7.955232952937403,0.7393939393939394,165,0.0,True
1.0,15.0,2.5,2.0,3.0,34.61484741536385,31.863003030345432,7.949896043155763,0.7393939393939394,165,0.0,True
1.0,15.0,2.5,5.0,0.5,34.61484741536385,32.14061231383002,7.147901222397519,0.7515151515151515,165,2.320241372779509e-05,False
1.0,15.0,2.5,5.0,1.0,34.61484741536385,31.820533857032576,8.072586670109114,0.7636363636363637,165,7.337363264513889e-10,False
1.0,15.0,2.5,5.0,1.5,34.61484741536385,31.701912962510256,8.415274572496543,0.7696969696969697,165,2.3216413120066056e-14,True
1.0,15.0,2.5,5.0,2.0,34.61484741536385,31.657511929789916,8.54354621323945,0.7696969696969697,165,0.0,True
1.0,15.0,2.5,5.0,3.0,34.61484741536385,31.6480911742897,8.57076215149615,0.7818181818181819,165,0.0,True
1.0,15.0,2.5,10.0,0.5,34.61484741536385,32.34697214511747,6.551741346806511,0.7575757575757576,165,1.6406660066374068e-05,False
1.0,15.0,2.5,10.0,1.0,34.61484741536385,32.1751026215172,7.0482610094180735,0.7696969696969697,165,3.668682039562438e-10,False
1.0,15.0,2.5,10.0,1.5,34.61484741536385,32.168074657134014,7.068564332725703,0.7878787878787878,165,8.227570965356743e-15,True
1.0,15.0,2.5,10.0,2.0,34.61484741536385,32.21291871367654,6.93901282552299,0.8,165,0.0,True
1.0,15.0,2.5,10.0,3.0,34.61484741536385,32.32154603436324,6.625195695598316,0.8121212121212121,165,0.0,True
1.0,15.0,2.5,20.0,0.5,34.61484741536385,32.64406803966279,5.693450998216226,0.7636363636363637,165,1.1601298579522964e-05,False
1.0,15.0,2.5,20.0,1.0,34.61484741536385,32.77478349307147,5.315822716802343,0.7878787878787878,165,1.834341019781219e-10,False
1.0,15.0,2.5,20.0,1.5,34.61484741536385,32.9435787900623,4.828184291113632,0.8303030303030303,165,2.932599552008344e-15,True
1.0,15.0,2.5,20.0,2.0,34.61484741536385,33.080000183804785,4.4340719262504065,0.8363636363636363,165,0.0,True
1.0,15.0,2.5,20.0,3.0,34.61484741536385,33.25496963317639,3.928596783540571,0.8606060606060606,165,0.0,True
1.0,15.0,3.0,2.0,0.5,34.61484741536385,31.78799991083998,8.166575084393319,0.7454545454545455,165,3.857046430181731e-05,False
1.0,15.0,3.0,2.0,1.0,34.61484741536385,31.577724954579775,8.774045496546206,0.7454545454545455,165,1.928571416850592e-09,False
1.0,15.0,3.0,2.0,1.5,34.61484741536385,31.534875522434266,8.897834666064515,0.7393939393939394,165,9.643714398472575e-14,True
1.0,15.0,3.0,2.0,2.0,34.61484741536385,31.5256492743414,8.924488685312829,0.7393939393939394,165,0.0,True
1.0,15.0,3.0,2.0,3.0,34.61484741536385,31.527556572983723,8.918978625946004,0.7393939393939394,165,0.0,True
1.0,15.0,3.0,5.0,0.5,34.61484741536385,31.967353061794842,7.648435718349898,0.7575757575757576,165,2.4394327668190006e-05,False
1.0,15.0,3.0,5.0,1.0,34.61484741536385,31.67673506881923,8.488011838643935,0.7636363636363637,165,7.714285496110814e-10,False
1.0,15.0,3.0,5.0,1.5,34.61484741536385,31.570791692383406,8.794075231512746,0.7696969696969697,165,2.4409046212830228e-14,True
1.0,15.0,3.0,5.0,2.0,34.61484741536385,31.536082841027863,8.894346802665583,0.7696969696969697,165,0.0,True
1.0,15.0,3.0,5.0,3.0,34.61484741536385,31.54224334348266,8.876549519375919,0.7818181818181819,165,0.0,True
1.0,15.0,3.0,10.0,0.5,34.61484741536385,32.240350623624465,6.859763855799805,0.7636363636363637,165,1.7249474399307273e-05,False
1.0,15.0,3.0,10.0,1.0,34.61484741536385,32.16721344583023,7.071052315103471,0.7696969696969697,165,3.8571431762842884e-10,False
1.0,15.0,3.0,10.0,1.5,34.61484741536385,32.217577873672106,6.925552821092923,0.7878787878787878,165,8.65022339472229e-15,True
1.0,15.0,3.0,10.0,2.0,34.61484741536385,32.29720958233058,6.695502092563263,0.806060606060606,165,0.0,True
1.0,15.0,3.0,10.0,3.0,34.61484741536385,32.44318218508591,6.273796917891487,0.8121212121212121,165,0.0,True
1.0,15.0,3.0,20.0,0.5,34.61484741536385,32.58888932354889,5.852858651966013,0.7636363636363637,165,1.219726026117561e-05,False
1.0,15.0,3.0,20.0,1.0,34.61484741536385,32.845534142357955,5.111428780184597,0.7878787878787878,165,1.9285715881421442e-10,False
1.0,15.0,3.0,20.0,1.5,34.61484741536385,33.081359574329966,4.430144737120063,0.8303030303030303,165,3.083247942673292e-15,True
1.0,15.0,3.0,20.0,2.0,34.61484741536385,33.252952474343,3.934424221718138,0.8363636363636363,165,0.0,True
1.0,15.0,3.0,20.0,3.0,34.61484741536385,33.457611360495925,3.3431782638865024,0.8606060606060606,165,0.0,True
1.0,20.0,1.5,2.0,0.5,34.61484741536385,33.439813519665144,3.3945950464515504,0.703030303030303,165,3.693888277207847e-05,False
1.0,20.0,1.5,2.0,1.0,34.61484741536385,33.542248749104736,3.098666457743901,0.6909090909090909,165,1.8469903013656164e-09,False
1.0,20.0,1.5,2.0,1.5,34.61484741536385,33.6060072217752,2.9144724559463797,0.6909090909090909,165,9.23577255552507e-14,True
1.0,20.0,1.5,2.0,2.0,34.61484741536385,33.63186719280198,2.8397647135823387,0.696969696969697,165,0.0,True
1.0,20.0,1.5,2.0,3.0,34.61484741536385,33.648867583840385,2.790651710614535,0.696969696969697,165,0.0,True
1.0,20.0,1.5,5.0,0.5,34.61484741536385,32.93382350370101,4.856366666856131,0.7333333333333333,165,2.3362415422012027e-05,False
1.0,20.0,1.5,5.0,1.0,34.61484741536385,32.51534092530062,6.065335099906748,0.7333333333333333,165,7.387961041416772e-10,False
1.0,20.0,1.5,5.0,1.5,34.61484741536385,32.35834367734188,6.518889743886079,0.7393939393939394,165,2.337651135279436e-14,True
1.0,20.0,1.5,5.0,2.0,34.61484741536385,32.282939919978915,6.736726201340734,0.7454545454545455,165,0.0,True
1.0,20.0,1.5,5.0,3.0,34.61484741536385,32.228821146741936,6.893071750369383,0.7515151515151515,165,0.0,True
1.0,20.0,1.5,10.0,0.5,34.61484741536385,32.74066045205095,5.414401920723284,0.7454545454545455,165,1.6519798873304167e-05,False
1.0,20.0,1.5,10.0,1.0,34.61484741536385,32.112805387002766,7.22823359102992,0.7696969696969697,165,3.69398093082262e-10,False
1.0,20.0,1.5,10.0,1.5,34.61484741536385,31.868197829160206,7.934888613677776,0.7696969696969697,165,8.284307532042913e-15,True
1.0,20.0,1.5,10.0,2.0,34.61484741536385,31.780248123172363,8.188969485196527,0.7878787878787878,165,0.0,True
1.0,20.0,1.5,10.0,3.0,34.61484741536385,31.759912809483794,8.247716858670557,0.8,165,0.0,True
1.0,20.0,1.5,20.0,0.5,34.61484741536385,32.73846903036533,5.420732792731261,0.7575757575757576,165,1.1681300059093885e-05,False
1.0,20.0,1.5,20.0,1.0,34.61484741536385,32.26930873165698,6.776105800962738,0.7757575757575758,165,1.84699046541131e-10,False
1.0,20.0,1.5,20.0,1.5,34.61484741536385,32.144884636460105,7.135558765477747,0.793939393939394,165,2.952822486668761e-15,True
1.0,20.0,1.5,20.0,2.0,34.61484741536385,32.1395029062512,7.151106227364042,0.8303030303030303,165,0.0,True
1.0,20.0,1.5,20.0,3.0,34.61484741536385,32.208960150777806,6.950448851374065,0.8424242424242424,165,0.0,True
1.0,20.0,2.0,2.0,0.5,34.61484741536385,32.882002297376665,5.006074697350988,0.7090909090909091,165,3.999900001669943e-05,False
1.0,20.0,2.0,2.0,1.0,34.61484741536385,32.91022498012237,4.924541237425408,0.703030303030303,165,1.9999999878450583e-09,False
1.0,20.0,2.0,2.0,1.5,34.61484741536385,32.95347654760541,4.799590325569466,0.703030303030303,165,1.0000889005823411e-13,True
1.0,20.0,2.0,2.0,2.0,34.61484741536385,32.97427039124531,4.7395182894562256,0.703030303030303,165,0.0,True
1.0,20.0,2.0,2.0,3.0,34.61484741536385,32.99187091633886,4.688671538978461,0.703030303030303,165,0.0,True
1.0,20.0,2.0,5.0,0.5,34.61484741536385,32.52224066878418,6.045402198279986,0.7393939393939394,165,2.5297821285530376e-05,False
1.0,20.0,2.0,5.0,1.0,34.61484741536385,32.09944032602453,7.266844366394211,0.7454545454545455,165,7.999999773744548e-10,False
1.0,20.0,2.0,5.0,1.5,34.61484741536385,31.94156090823272,7.7229475405533226,0.7575757575757576,165,2.531308496145357e-14,True
1.0,20.0,2.0,5.0,2.0,34.61484741536385,31.870664031698965,7.927763917996857,0.7575757575757576,165,0.0,True
1.0,20.0,2.0,5.0,3.0,34.61484741536385,31.829647625997048,8.046257595607905,0.7696969696969697,165,0.0,True
1.0,20.0,2.0,10.0,0.5,34.61484741536385,32.44476167850129,6.269233866099219,0.7454545454545455,165,1.788834382150384e-05,False
1.0,20.0,2.0,10.0,1.0,34.61484741536385,31.919320108416056,7.7871997371607025,0.7696969696969697,165,4.000000330961484e-10,False
1.0,20.0,2.0,10.0,1.5,34.61484741536385,31.736215226350303,8.316177605728399,0.7757575757575758,165,8.970602038971266e-15,True
1.0,20.0,2.0,10.0,2.0,34.61484741536385,31.68851753474779,8.453973075487843,0.7878787878787878,165,0.0,True
1.0,20.0,2.0,10.0,3.0,34.61484741536385,31.715820998151454,8.375095179317928,0.8,165,0.0,True
1.0,20.0,2.0,20.0,0.5,34.61484741536385,32.544311646743594,5.981640605762841,0.7575757575757576,165,1.264901064121915e-05,False
1.0,20.0,2.0,20.0,1.0,34.61484741536385,32.25377649242606,6.820977410664014,0.7818181818181819,165,2.000000165480742e-10,False
1.0,20.0,2.0,20.0,1.5,34.61484741536385,32.23070863005214,6.887618936183733,0.8181818181818182,165,3.197442310920451e-15,True
1.0,20.0,2.0,20.0,2.0,34.61484741536385,32.281118134934786,6.74198921759,0.8303030303030303,165,0.0,True
1.0,20.0,2.0,20.0,3.0,34.61484741536385,32.40091484015277,6.395904476032496,0.8484848484848485,165,0.0,True
1.0,20.0,2.5,2.0,0.5,34.61484741536385,32.418602690288985,6.344805449294155,0.7212121212121212,165,4.248788255300281e-05,False
1.0,20.0,2.5,2.0,1.0,34.61484741536385,32.38520279307434,6.4412955386880455,0.7090909090909091,165,2.1244472250328965e-09,False
1.0,20.0,2.5,2.0,1.5,34.61484741536385,32.411375110405956,6.365685448550836,0.7090909090909091,165,1.0623180512703844e-13,True
1.0,20.0,2.5,2.0,2.0,34.61484741536385,32.428276478975064,6.316858514933885,0.7090909090909091,165,0.0,True
1.0,20.0,2.5,2.0,3.0,34.61484741536385,32.446618868016834,6.263868568678543,0.7151515151515152,165,0.0,True
1.0,20.0,2.5,5.0,0.5,34.61484741536385,32.18224209422018,7.027635545965034,0.7393939393939394,165,2.687194327802503e-05,False
1.0,20.0,2.5,5.0,1.0,34.61484741536385,31.761767565799992,8.242358590601533,0.7515151515151515,165,8.497788711442766e-10,False
1.0,20.0,2.5,5.0,1.5,34.61484741536385,31.605658654001285,8.693346890291158,0.7575757575757576,165,2.6888156715102982e-14,True
1.0,20.0,2.5,5.0,2.0,34.61484741536385,31.54005526147617,8.882870743272228,0.7636363636363637,165,0.0,True
1.0,20.0,2.5,5.0,3.0,34.61484741536385,31.511318386733542,8.96588966979759,0.7757575757575758,165,0.0,True
1.0,20.0,2.5,10.0,0.5,34.61484741536385,32.200747297636994,6.974175239771105,0.7515151515151515,165,1.900142131149468e-05,False
1.0,20.0,2.5,10.0,1.0,34.61484741536385,31.76773004849544,8.225133373272389,0.7696969696969697,165,4.248894827443431e-10,False
1.0,20.0,2.5,10.0,1.5,34.61484741536385,31.640227807106303,8.593478898125246,0.7818181818181819,165,9.52878536219439e-15,True
1.0,20.0,2.5,10.0,2.0,34.61484741536385,31.628725823596632,8.626707366162826,0.793939393939394,165,0.0,True
1.0,20.0,2.5,10.0,3.0,34.61484741536385,31.698644869538047,8.424715876492469,0.806060606060606,165,0.0,True
1.0,20.0,2.5,20.0,0.5,34.61484741536385,32.383641530779435,6.445805921981583,0.7636363636363637,165,1.3436077859732174e-05,False
1.0,20.0,2.5,20.0,1.0,34.61484741536385,32.24739245612063,6.8394204684329205,0.7878787878787878,165,2.1244474137217155e-10,False
1.0,20.0,2.5,20.0,1.5,34.61484741536385,32.31244652424736,6.651483577230967,0.8181818181818182,165,3.3963987429603764e-15,True
1.0,20.0,2.5,20.0,2.0,34.61484741536385,32.411828437498656,6.364375816625378,0.8303030303030303,165,0.0,True
1.0,20.0,2.5,20.0,3.0,34.61484741536385,32.57646048865977,5.8887647322095,0.8545454545454545,165,0.0,True
1.0,20.0,3.0,2.0,0.5,34.61484741536385,32.03532263600524,7.452076123304479,0.7272727272727273,165,4.444333335188825e-05,False
1.0,20.0,3.0,2.0,1.0,34.61484741536385,31.951525458419365,7.694160615488841,0.7151515151515152,165,2.222222208716731e-09,False
1.0,20.0,3.0,2.0,1.5,34.61484741536385,31.963907147595346,7.658390736085918,0.7151515151515152,165,1.1112098895359344e-13,True
1.0,20.0,3.0,2.0,2.0,34.61484741536385,31.97777423412767,7.618329642168842,0.7151515151515152,165,0.0,True
1.0,20.0,3.0,2.0,3.0,34.61484741536385,31.996523228631755,7.56416503968163,0.7151515151515152,165,0.0,True
1.0,20.0,3.0,5.0,0.5,34.61484741536385,31.90194423863062,7.8373974733429055,0.7393939393939394,165,2.810869031725597e-05,False
1.0,20.0,3.0,5.0,1.0,34.61484741536385,31.487751251782264,9.033973560702792,0.7515151515151515,165,8.888888637493942e-10,False
1.0,20.0,3.0,5.0,1.5,34.61484741536385,31.334986751486834,9.475300077218431,0.7636363636363637,165,2.812564995717063e-14,True
1.0,20.0,3.0,5.0,2.0,34.61484741536385,31.274998155197096,9.648603156009736,0.7636363636363637,165,0.0,True
1.0,20.0,3.0,5.0,3.0,34.61484741536385,31.257766758674496,9.698383518510923,0.7757575757575758,165,0.0,True
1.0,20.0,3.0,10.0,0.5,34.61484741536385,31.999476913520166,7.555632039801642,0.7575757575757576,165,1.987593757944871e-05,False
1.0,20.0,3.0,10.0,1.0,34.61484741536385,31.647897009424867,8.571323080921905,0.7696969696969697,165,4.4444448121794267e-10,False
1.0,20.0,3.0,10.0,1.5,34.61484741536385,31.569477084725797,8.797873045906766,0.7818181818181819,165,9.96733559885696e-15,True
1.0,20.0,3.0,10.0,2.0,34.61484741536385,31.589811116812825,8.739129374894645,0.793939393939394,165,0.0,True
1.0,20.0,3.0,10.0,3.0,34.61484741536385,31.69705870577973,8.429298198463389,0.806060606060606,165,0.0,True
1.0,20.0,3.0,20.0,0.5,34.61484741536385,32.250293178577685,6.831040473506903,0.7636363636363637,165,1.4054456268021276e-05,False
1.0,20.0,3.0,20.0,1.0,34.61484741536385,32.24518211967434,6.84580598393084,0.7878787878787878,165,2.2222224060897133e-10,False
1.0,20.0,3.0,20.0,1.5,34.61484741536385,32.385567696966206,6.440241355529341,0.8181818181818182,165,3.552713678800501e-15,True
1.0,20.0,3.0,20.0,2.0,34.61484741536385,32.52715451682785,6.031206416959021,0.8303030303030303,165,0.0,True
1.0,20.0,3.0,20.0,3.0,34.61484741536385,32.7308747655059,5.442672120581822,0.8606060606060606,165,0.0,True
1.0,25.0,1.5,2.0,0.5,34.61484741536385,34.06386061969448,1.591764334702254,0.6848484848484848,165,3.9903798720818326e-05,False
1.0,25.0,1.5,2.0,1.0,34.61484741536385,34.28855860584259,0.9426267451245072,0.6787878787878788,165,1.995239804077325e-09,False
1.0,25.0,1.5,2.0,1.5,34.61484741536385,34.391719049133286,0.644603061666323,0.6787878787878788,165,9.977085970924539e-14,True
1.0,25.0,1.5,2.0,2.0,34.61484741536385,34.432751739107026,0.5260623398732596,0.6787878787878788,165,0.0,True
1.0,25.0,1.5,2.0,3.0,34.61484741536385,34.46118689332531,0.4439150639454588,0.6787878787878788,165,0.0,True
1.0,25.0,1.5,5.0,0.5,34.61484741536385,33.29390990380278,3.8161009225618305,0.7151515151515152,165,2.5237610146043253e-05,False
1.0,25.0,1.5,5.0,1.0,34.61484741536385,32.865617955639934,5.05340797471641,0.7212121212121212,165,7.980959039096407e-10,False
1.0,25.0,1.5,5.0,1.5,34.61484741536385,32.70656140137658,5.512911818124236,0.7272727272727273,165,2.5252837493015044e-14,True
1.0,25.0,1.5,5.0,2.0,34.61484741536385,32.62768634989743,5.7407766142121215,0.7212121212121212,165,0.0,True
1.0,25.0,1.5,5.0,3.0,34.61484741536385,32.570110751604645,5.907108701717528,0.7333333333333333,165,0.0,True
1.0,25.0,1.5,10.0,0.5,34.61484741536385,32.91517849496748,4.91023086134411,0.7333333333333333,165,1.7845767919299712e-05,False
1.0,25.0,1.5,10.0,1.0,34.61484741536385,32.13679004859749,7.1589434933243945,0.7696969696969697,165,3.99047996258044e-10,False
1.0,25.0,1.5,10.0,1.5,34.61484741536385,31.822463990120863,8.067010643541307,0.7696969696969697,165,8.949251181735155e-15,True
1.0,25.0,1.5,10.0,2.0,34.61484741536385,31.699507766858932,8.422223023323042,0.7878787878787878,165,0.0,True
1.0,25.0,1.5,10.0,3.0,34.61484741536385,31.65076804749549,8.563028842220888,0.8,165,0.0,True
1.0,25.0,1.5,20.0,0.5,34.61484741536385,32.77039645804518,5.328496570231907,0.7454545454545455,165,1.2618904833470078e-05,False
1.0,25.0,1.5,20.0,1.0,34.61484741536385,32.08260778616572,7.315472458428901,0.7696969696969697,165,1.99523998129022e-10,False
1.0,25.0,1.5,20.0,1.5,34.61484741536385,31.85973897612184,7.959325679474611,0.793939393939394,165,3.1898321043808476e-15,True
1.0,25.0,1.5,20.0,2.0,34.61484741536385,31.811211049357944,8.099519643589433,0.8242424242424242,165,0.0,True
1.0,25.0,1.5,20.0,3.0,34.61484741536385,31.854727253012484,7.97380421537343,0.8424242424242424,165,0.0,True
1.0,25.0,2.0,2.0,0.5,34.61484741536385,33.6673721787119,2.737193162467643,0.6848484848484848,165,4.310237070765024e-05,False
1.0,25.0,2.0,2.0,1.0,34.61484741536385,33.850832295130495,2.2071890453986045,0.6848484848484848,165,2.1551724006951056e-09,False
1.0,25.0,2.0,2.0,1.5,34.61484741536385,33.94521636561611,1.9345197212988983,0.6787878787878788,165,1.0776820049378674e-13,True
1.0,25.0,2.0,2.0,2.0,34.61484741536385,33.98576071615021,1.817389779781078,0.6848484848484848,165,0.0,True
1.0,25.0,2.0,2.0,3.0,34.61484741536385,34.017475115908404,1.725768980828438,0.6848484848484848,165,0.0,True
1.0,25.0,2.0,5.0,0.5,34.61484741536385,32.9738044459446,4.740864374548324,0.7090909090909091,165,2.7260583281821524e-05,False
1.0,25.0,2.0,5.0,1.0,34.61484741536385,32.53072075636911,6.020903787285506,0.7212121212121212,165,8.620689411362659e-10,False
1.0,25.0,2.0,5.0,1.5,34.61484741536385,32.368163820843364,6.4905200001641195,0.7272727272727273,165,2.7277031208462896e-14,True
1.0,25.0,2.0,5.0,2.0,34.61484741536385,32.29177222940714,6.7112102447853355,0.7212121212121212,165,0.0,True
1.0,25.0,2.0,5.0,3.0,34.61484741536385,32.243381115743674,6.85100896492063,0.7333333333333333,165,0.0,True
1.0,25.0,2.0,10.0,0.5,34.61484741536385,32.6641763907678,5.6353593046036075,0.7333333333333333,165,1.9276232566275685e-05,False
1.0,25.0,2.0,10.0,1.0,34.61484741536385,31.93589231059348,7.739323743433024,0.7696969696969697,165,4.310345184225737e-10,False
1.0,25.0,2.0,10.0,1.5,34.61484741536385,31.656149785177007,8.547481358746705,0.7696969696969697,165,9.666597024753518e-15,True
1.0,25.0,2.0,10.0,2.0,34.61484741536385,31.559166539294086,8.827659528302567,0.7878787878787878,165,0.0,True
1.0,25.0,2.0,10.0,3.0,34.61484741536385,31.545380404991285,8.867486756593864,0.8,165,0.0,True
1.0,25.0,2.0,20.0,0.5,34.61484741536385,32.58674967882585,5.859039943760723,0.7575757575757576,165,1.3630399397865461e-05,False
1.0,25.0,2.0,20.0,1.0,34.61484741536385,32.01313345079086,7.516179208746743,0.7696969696969697,165,2.1551725921128684e-10,False
1.0,25.0,2.0,20.0,1.5,34.61484741536385,31.861481234137273,7.954292411540401,0.793939393939394,165,3.445519731595313e-15,True
1.0,25.0,2.0,20.0,2.0,34.61484741536385,31.85464939243749,7.9740291494141875,0.8242424242424242,165,0.0,True
1.0,25.0,2.0,20.0,3.0,34.61484741536385,31.93854408695299,7.7316629372833106,0.8424242424242424,165,0.0,True
1.0,25.0,2.5,2.0,0.5,34.61484741536385,33.34194358087992,3.67733481303444,0.6848484848484848,165,4.540417096427311e-05,False
1.0,25.0,2.5,2.0,1.0,34.61484741536385,33.49148812624596,3.2453105328994787,0.6848484848484848,165,2.2702652901009782e-09,False
1.0,25.0,2.5,2.0,1.5,34.61484741536385,33.578980745579166,2.9925501544314494,0.6848484848484848,165,1.1352335659030174e-13,True
1.0,25.0,2.5,2.0,2.0,34.61484741536385,33.619114459084926,2.876606516072533,0.6848484848484848,165,0.0,True
1.0,25.0,2.5,2.0,3.0,34.61484741536385,33.652837040241145,2.779184214158091,0.6848484848484848,165,0.0,True
1.0,25.0,2.5,5.0,0.5,34.61484741536385,32.71396497890898,5.491523373323192,0.7090909090909091,165,2.8716382964381643e-05,False
1.0,25.0,2.5,5.0,1.0,34.61484741536385,32.262028253940805,6.797138618553437,0.7212121212121212,165,9.081060958763848e-10,False
1.0,25.0,2.5,5.0,1.5,34.61484741536385,32.09792025691635,7.271235745301459,0.7212121212121212,165,2.8733709261310833e-14,True
1.0,25.0,2.5,5.0,2.0,34.61484741536385,32.024444332489395,7.483502821175801,0.7212121212121212,165,0.0,True
