A_pair,mean_improvement,median_improvement,fraction_improved,mean_rms,n_galaxies,catastrophic_failures,K_solar_system,solar_system_safe
5.0,11.628305888926686,18.12350455433159,0.7818181818181819,29.270145549202194,165,8,1.541623971336646e-14,True
6.0,11.78992780624589,20.005803219855974,0.7818181818181819,28.84985771342022,165,9,1.8499487656039752e-14,True
7.0,11.252561823871671,22.325115366667625,0.7696969696969697,28.63928921402071,165,12,2.1582735598713044e-14,True
8.0,10.097456367309734,22.889895779947445,0.7696969696969697,28.631286016058937,165,12,2.4665983541386336e-14,True
9.0,8.47697473237326,25.238309602678743,0.7575757575757576,28.781911182689587,165,15,2.7749231484059628e-14,True
10.0,6.459057950014707,26.917623005381326,0.7515151515151515,29.068912280211237,165,19,3.083247942673292e-14,True
11.0,4.073106358277108,26.430082079507965,0.7333333333333333,29.48029773706093,165,21,3.391572736940621e-14,True
12.0,1.36922991811694,27.984891281287748,0.7212121212121212,30.000827530830957,165,24,3.6998975312079504e-14,True
