tier,galaxy,component,mass_relative_error,normalized_l2,pixel_correlation,radial_profile_log10_rmse,concentration_absolute_error,lopsidedness_absolute_error,clumpiness_absolute_error
haar_256,NGC3521,gas,1.6880864588459208e-16,0.14192567074427037,0.982851762107949,1.455969806457063,0.006860759044427178,0.00918390806498226,0.0027627734796812214
haar_256,NGC3521,stars,0.0,0.04839164560680709,0.998801465871676,0.15220172595442863,0.051634630869613396,0.045106540931204794,0.010040464590663253
haar_256,NGC3521,total,0.0,0.048607885618119365,0.9987828855995132,0.1579716177355841,0.025691858253160227,0.03510481142208301,0.009856048104234114
haar_256,NGC6946,gas,0.0,0.3971051139839395,0.8961804036347975,1.6700010839624007,0.008359358130690442,0.10963587419327947,0.10124786503160883
haar_256,NGC6946,stars,0.0,0.14518527128004727,0.991800034388939,1.2625508429311953,0.250943483492291,0.13829481995287818,0.16805166065125632
haar_256,NGC6946,total,1.8700550597827822e-16,0.14577351413166986,0.9916804473940978,1.2587822922886513,0.20294762082356455,0.143317351178403,0.14183782016487295
haar_384,NGC3521,gas,3.3761729176918417e-16,0.11953297911105704,0.9878634894223228,1.1825001333973182,0.010324035361342299,0.006264346484152944,0.00243754319467656
haar_384,NGC3521,stars,3.5972438734735256e-16,0.03443712146660171,0.9993966248991688,0.08715495701189159,0.030953315954637795,0.023077611080912636,0.005821649132145168
haar_384,NGC3521,total,1.5872271398788867e-16,0.034796433275785,0.9993799959947053,0.08918155594485211,0.015976033197180328,0.015889419658554157,0.005953755588239754
haar_384,NGC6946,gas,2.473478359804569e-16,0.3722491732919398,0.9094035433550502,1.6428922309368144,0.011073345368182164,0.10165562247140902,0.09213681741710812
haar_384,NGC6946,stars,0.0,0.11222550003459854,0.9950326991007267,1.352133361500485,0.1388623595836984,0.18251313062866287,0.15444575955525122
haar_384,NGC6946,total,0.0,0.11307032645910632,0.9949194027726395,1.3478701801415816,0.13502992433952254,0.16308752594478032,0.1301340159499455
haar_512,NGC3521,gas,3.3761729176918417e-16,0.10469815199646233,0.990702194051464,1.182271479436078,0.004141401860757954,0.004121508978938898,0.00196003380280102
haar_512,NGC3521,stars,0.0,0.02663657460809719,0.999639688338947,0.05693241339664349,0.006590224814648771,0.021119282899211958,0.0040547644163951985
haar_512,NGC3521,total,0.0,0.027012492098973644,0.9996270480815793,0.05932477726363132,0.006172479414447096,0.011526962625143272,0.004075881231719439
haar_512,NGC6946,gas,0.0,0.35381603739368167,0.9185487808817562,1.642524648421696,0.013582664323641414,0.09266454238712868,0.08599059168243231
haar_512,NGC6946,stars,2.3058935007480397e-16,0.09424958388765352,0.9963884694050915,1.3536566979578695,0.11350856217499627,0.18487131572588084,0.1471808605539215
haar_512,NGC6946,total,0.0,0.09520931804204256,0.9962848693098604,1.3494991874201963,0.12319295598936142,0.16327266716723543,0.1235450507664824
haar_768,NGC3521,gas,0.0,0.08468833316267843,0.9939250244367461,1.1827952096778718,0.0020726755351327952,0.003918091823031045,0.0011186297493734343
haar_768,NGC3521,stars,0.0,0.017579623492213745,0.9998434430051057,0.034623353339197346,0.0,0.009410306932788867,0.0012891015231270148
haar_768,NGC3521,total,1.5872271398788867e-16,0.017926794788558534,0.999836147981162,0.036119428503903615,0.00494078761501715,0.004881887847068528,0.0014258303541988954
haar_768,NGC6946,gas,0.0,0.32559560299870455,0.9314860209434941,1.6046189931743158,0.011073345368182164,0.07799474093085818,0.07756577355281162
haar_768,NGC6946,stars,1.1529467503740198e-16,0.07659055177727433,0.9976877070090585,1.354632861288843,0.035956268184978324,0.1382926293486264,0.13119653967743428
haar_768,NGC6946,total,1.8700550597827822e-16,0.07752933363786985,0.9976064045174878,1.3505125863792378,0.056208184670287764,0.12703389563636036,0.11019560350369856
haar_1024,NGC3521,gas,1.6880864588459208e-16,0.07179157615647526,0.9956384306093823,1.1816329668081758,4.440892098500626e-16,0.002911345428811607,0.0007434348251899106
haar_1024,NGC3521,stars,0.0,0.012870132659334689,0.9999163563185324,0.024394784204091562,0.006630470711765923,0.005458755073079052,0.000533999305342564
haar_1024,NGC3521,total,1.5872271398788867e-16,0.013198532520540204,0.9999114668067104,0.02552957614337437,0.0,0.0019176411582007558,0.000199271200292922
haar_1024,NGC6946,gas,2.473478359804569e-16,0.3042977843875882,0.9404287466726695,1.594046762186891,0.0053486869263448256,0.06923347259088275,0.0725470181789009
haar_1024,NGC6946,stars,3.4588402511220597e-16,0.06720492989273641,0.9982775250286984,1.297555765993759,0.024461369785082177,0.12368393540655509,0.11899648058484852
haar_1024,NGC6946,total,0.0,0.06811615392003799,0.998210617797737,1.2938317579804746,0.054056459708565985,0.11423303340262175,0.10001144450940272
