tier,galaxy,component,realization,status,profile,baseScaleHeightKpc,flaringPerR80,r80Kpc,projection_relative_error
haar_256,NGC3521,gas,0,assumed_prior_not_measured,exponential,1.5665922640705945,0.4668394466837058,14.763094470487244,4.087638709933768e-16
haar_256,NGC3521,gas,1,assumed_prior_not_measured,exponential,1.7247717469765942,0.12472898197462146,14.763094470487244,4.087638709933768e-16
haar_256,NGC3521,gas,2,assumed_prior_not_measured,exponential,2.2747814992573505,0.6306117086476185,14.763094470487244,4.087638709933768e-16
haar_256,NGC3521,stars,0,assumed_prior_not_measured,sech_squared,0.7441599083905766,0.6334931162512626,9.733574931441288,1.8803892582577547e-16
haar_256,NGC3521,stars,1,assumed_prior_not_measured,exponential,0.8795282832882791,0.11583574448002798,9.733574931441288,1.8803892582577547e-16
haar_256,NGC3521,stars,2,assumed_prior_not_measured,exponential,0.7226243070213,0.39280300719813477,9.733574931441288,1.8803892582577547e-16
haar_256,NGC6946,gas,0,assumed_prior_not_measured,exponential,2.6066147916990365,0.8242550234537948,16.328618329867965,3.5839137336465943e-16
haar_256,NGC6946,gas,1,assumed_prior_not_measured,exponential,2.9198579539998235,0.9078041343519181,16.328618329867965,3.5839137336465943e-16
haar_256,NGC6946,gas,2,assumed_prior_not_measured,exponential,2.2211694635786174,0.440861064044733,16.328618329867965,2.687935300234946e-16
haar_256,NGC6946,stars,0,assumed_prior_not_measured,exponential,3.904763579354598,0.23835685071670087,22.780674992743304,1.2408558857972478e-16
haar_256,NGC6946,stars,1,assumed_prior_not_measured,sech_squared,1.9526457156018355,0.8388260426228193,22.780674992743304,1.2408558857972478e-16
haar_256,NGC6946,stars,2,assumed_prior_not_measured,sech_squared,2.4783914286395956,0.9250116688598455,22.780674992743304,1.2408558857972478e-16
haar_384,NGC3521,gas,0,assumed_prior_not_measured,exponential,0.8427441838707334,0.02571736687433579,14.763094470487243,3.873986145498978e-16
haar_384,NGC3521,gas,1,assumed_prior_not_measured,exponential,2.09568503344591,0.6484229179619789,14.763094470487243,5.165314860665304e-16
haar_384,NGC3521,gas,2,assumed_prior_not_measured,exponential,2.3208840895638376,0.7502892498341196,14.763094470487243,3.873986145498978e-16
haar_384,NGC3521,stars,0,assumed_prior_not_measured,exponential,1.266146978733927,0.10410244140566094,9.641311475409834,1.8787563395923543e-16
haar_384,NGC3521,stars,1,assumed_prior_not_measured,exponential,0.70418100197211,0.418277968555531,9.641311475409834,9.393781697961771e-17
haar_384,NGC3521,stars,2,assumed_prior_not_measured,sech_squared,0.4890305575311828,0.06334722157003803,9.641311475409834,9.393781697961771e-17
haar_384,NGC6946,gas,0,assumed_prior_not_measured,sech_squared,1.5315966447477365,0.16989526127237486,16.2892618962616,3.5859436332856854e-16
haar_384,NGC6946,gas,1,assumed_prior_not_measured,exponential,1.8957165547251213,0.697074667142438,16.2892618962616,3.5859436332856854e-16
haar_384,NGC6946,gas,2,assumed_prior_not_measured,sech_squared,4.964085711557946,0.2538198603144377,16.2892618962616,2.689457724964264e-16
haar_384,NGC6946,stars,0,assumed_prior_not_measured,exponential,1.3119769902688572,0.22392898535906558,22.524427365085227,2.4379147030338195e-16
haar_384,NGC6946,stars,1,assumed_prior_not_measured,exponential,2.1876098345724446,0.1716153047827561,22.524427365085227,1.2189573515169097e-16
haar_384,NGC6946,stars,2,assumed_prior_not_measured,exponential,2.6159280576111663,0.5665939711325665,22.524427365085227,3.656872054550729e-16
haar_512,NGC3521,gas,0,assumed_prior_not_measured,sech_squared,2.0534912697107193,0.4069875408519068,14.721120653040515,2.6150824066676274e-16
haar_512,NGC3521,gas,1,assumed_prior_not_measured,sech_squared,2.1008781561063428,0.9623036910345162,14.721120653040515,3.922623610001441e-16
haar_512,NGC3521,gas,2,assumed_prior_not_measured,sech_squared,1.1212271416050053,0.26163304910591023,14.721120653040515,3.922623610001441e-16
haar_512,NGC3521,stars,0,assumed_prior_not_measured,exponential,0.8436408805130314,0.8759217554539401,9.533744202949732,9.397677863994833e-17
haar_512,NGC3521,stars,1,assumed_prior_not_measured,sech_squared,0.8830239301545555,0.013321017874417862,9.533744202949732,9.397677863994833e-17
haar_512,NGC3521,stars,2,assumed_prior_not_measured,exponential,0.7011970464408146,0.2620269583247382,9.533744202949732,1.8795355727989667e-16
haar_512,NGC6946,gas,0,assumed_prior_not_measured,sech_squared,1.618823216039597,0.9789443393300153,16.308096388374093,3.590496978006565e-16
haar_512,NGC6946,gas,1,assumed_prior_not_measured,sech_squared,1.154137787837555,0.45166757273877245,16.308096388374093,2.6928727335049237e-16
haar_512,NGC6946,gas,2,assumed_prior_not_measured,exponential,1.7843114813903511,0.46461786590966603,16.308096388374093,2.6928727335049237e-16
haar_512,NGC6946,stars,0,assumed_prior_not_measured,sech_squared,1.2063742427983781,0.30460136822969797,22.2188069619523,1.808092199827479e-16
haar_512,NGC6946,stars,1,assumed_prior_not_measured,exponential,2.070374568028154,0.9714759846025558,22.2188069619523,6.02697399942493e-17
haar_512,NGC6946,stars,2,assumed_prior_not_measured,sech_squared,1.511555670021387,0.7308240942243701,22.2188069619523,1.205394799884986e-16
haar_768,NGC3521,gas,0,assumed_prior_not_measured,sech_squared,1.87426238540036,0.20173622613201891,14.707102760015571,3.9210676345715133e-16
haar_768,NGC3521,gas,1,assumed_prior_not_measured,sech_squared,2.8245574751563964,0.3902107678637242,14.707102760015571,3.9210676345715133e-16
haar_768,NGC3521,gas,2,assumed_prior_not_measured,exponential,2.279252669292831,0.5477065875150541,14.707102760015571,3.9210676345715133e-16
haar_768,NGC3521,stars,0,assumed_prior_not_measured,sech_squared,0.9055769198621579,0.02488449118802294,9.50485400257783,1.8807707552073502e-16
haar_768,NGC3521,stars,1,assumed_prior_not_measured,sech_squared,0.6425472045021823,0.5470796026012399,9.50485400257783,1.8807707552073502e-16
haar_768,NGC3521,stars,2,assumed_prior_not_measured,exponential,1.0034537932870298,0.8193479265496725,9.50485400257783,1.8807707552073502e-16
haar_768,NGC6946,gas,0,assumed_prior_not_measured,sech_squared,3.1787775275582013,0.5731612246162887,16.2892618962616,2.5998351157319103e-16
haar_768,NGC6946,gas,1,assumed_prior_not_measured,sech_squared,2.124310100445641,0.05275461268922321,16.2892618962616,3.4664468209758804e-16
haar_768,NGC6946,gas,2,assumed_prior_not_measured,exponential,1.3549641983601728,0.12273368311717647,16.2892618962616,2.5998351157319103e-16
haar_768,NGC6946,stars,0,assumed_prior_not_measured,exponential,2.572143338166854,0.7002562080133715,22.243912966528622,2.3971338105534097e-16
haar_768,NGC6946,stars,1,assumed_prior_not_measured,exponential,2.584525876624273,0.4755700483750507,22.243912966528622,1.1985669052767048e-16
haar_768,NGC6946,stars,2,assumed_prior_not_measured,sech_squared,3.0288449594930427,0.47575708253492177,22.243912966528622,2.3971338105534097e-16
haar_1024,NGC3521,gas,0,assumed_prior_not_measured,exponential,0.8941063901809635,0.8783673844428096,14.693071493256246,3.8155590052391515e-16
haar_1024,NGC3521,gas,1,assumed_prior_not_measured,sech_squared,1.8436322639247262,0.8854166128782622,14.693071493256246,3.8155590052391515e-16
haar_1024,NGC3521,gas,2,assumed_prior_not_measured,exponential,1.883956459241667,0.07519780769272799,14.693071493256246,3.8155590052391515e-16
haar_1024,NGC3521,stars,0,assumed_prior_not_measured,exponential,1.4819656069850875,0.1924990619215352,9.475875721713644,1.8813777312190408e-16
haar_1024,NGC3521,stars,1,assumed_prior_not_measured,exponential,0.5196700523126058,0.045067670469388754,9.475875721713644,3.7627554624380817e-16
haar_1024,NGC3521,stars,2,assumed_prior_not_measured,exponential,0.8630465454511036,0.8980349877750785,9.475875721713644,1.8813777312190408e-16
