cluster,channel,AQUAL_baseline_normalized_RMSE,prediction_normalized_RMSE,improved
AS295,convergence,0.8994374970022173,0.8948710948854267,True
AS295,shear_1,0.953889540426961,0.9478689648674963,True
AS295,shear_2,0.8415130697001787,0.8356607866464425,True
PLCKG287,convergence,0.9180688488874194,0.9159775033770735,True
PLCKG287,shear_1,0.9444782715588886,0.944398987597771,True
PLCKG287,shear_2,0.8833488218015043,0.8800555995533501,True
