cluster,AQUAL_baseline_normalized_RMSE,prediction_normalized_RMSE,fraction_of_AQUAL_baseline
AS295,0.8994511868959854,0.8939759134262646,0.9939126507925172
PLCKG287,0.9156408971721106,0.913856679641069,0.9980514003507793
