cluster,absolute_full_source_mean_over_RMS,positive_cropped_source_pixel_fraction,negative_cropped_source_pixel_fraction,cropped_source_RMS_per_kpc2,potential_maximum
AS295,4.9402513861147916e-18,0.503530296115332,0.49646970388466805,0.05807591045711419,0.2257744288317328
PLCKG287,2.0099193037968573e-18,0.5011946629439716,0.49880533705602836,0.05293483422358286,0.150881637449645
