name,Rd,Vf,Mbar,Sigma0,HSB_LSB,residual_rms,chi2,chi2_red,ape,n_points,A_used,l0_used,A0,alpha,l0_base,beta,p,n_coh
F567-2,3.08,48.1,3.516,23.325,LSB,9.947624612880189,14.804943439747563,14.804943439747563,18.66952764633334,5,0.08028668434265779,3.458869724511546,0.1,0.3,4.0,0.3,2.0,1.5
F568-1,5.18,133.0,7.624,28.565,LSB,57.385889181429754,320.69736219980575,40.08717027497572,49.232968920198,12,0.10893200373826756,4.0426665212890285,0.1,0.3,4.0,0.3,2.0,1.5
F568-3,4.99,107.0,7.368,66.04,LSB,31.888160077710424,243.12773644761916,17.366266889115654,32.57624774628101,18,0.10205049915577145,3.997598318093426,0.1,0.3,4.0,0.3,2.0,1.5
F568-V1,2.85,112.3,4.4035,45.27,LSB,53.21650990064169,444.64825018924256,40.42256819902205,50.98390835882011,15,0.10354137473468306,3.3792665390768097,0.1,0.3,4.0,0.3,2.0,1.5
F571-8,3.56,139.7,6.864,43.63,LSB,46.530660662694395,1502.3507933936369,166.92786593262633,60.86520702373311,13,0.11055004452591005,3.6124678395378345,0.1,0.3,4.0,0.3,2.0,1.5
F571-V1,2.47,83.6,2.1415,32.195,LSB,32.09008699770592,187.29228624953495,62.430762083178315,40.08242604595863,7,0.09476803664530023,3.237263689112249,0.1,0.3,4.0,0.3,2.0,1.5
F574-1,4.46,97.8,6.7925,64.24,LSB,34.47281549415485,795.748248062554,79.5748248062554,37.374108234339126,14,0.09933485368798384,3.865177543470599,0.1,0.3,4.0,0.3,2.0,1.5
F574-2,3.76,36.0,3.1395,20.69,LSB,8.25282648728737,4.435661820284534,4.435661820284534,36.22620193572633,5,0.07360219228178333,3.672191690203636,0.1,0.3,4.0,0.3,2.0,1.5
F579-V1,3.37,112.1,8.169,100.88,HSB,36.113873291487415,169.48535417219412,16.94853541721941,36.95600337159375,14,0.10348601980301947,3.553513423066459,0.1,0.3,4.0,0.3,2.0,1.5
F583-1,2.36,85.8,2.619,30.465,LSB,31.751199467690544,854.8389737986103,40.706617799933824,48.655938079325495,25,0.09550941529847058,3.1933211022075367,0.1,0.3,4.0,0.3,2.0,1.5
F583-4,1.93,67.2,1.4985,41.67,LSB,17.77758935341706,182.54044837658387,22.817556047072983,32.39898471651242,12,0.08875866917679849,3.0063267607419752,0.1,0.3,4.0,0.3,2.0,1.5
IC2574,2.78,66.4,1.544,40.16,LSB,17.853610447462213,3146.6547002678913,104.88849000892971,32.261800034193904,34,0.08844034413372215,3.354149599448426,0.1,0.3,4.0,0.3,2.0,1.5
IC4202,4.78,242.6,102.2005,4444.265,HSB,33.27712859586946,1830.3970062188685,65.37132165067388,20.48226795475957,32,0.1304569554613738,3.9463659837701015,0.1,0.3,4.0,0.3,2.0,1.5
KK98-251,1.34,33.7,0.1575,26.05,LSB,7.52202360543026,212.1781467024377,19.288922427494334,28.25082647014415,15,0.07215874483424452,2.6946379974662347,0.1,0.3,4.0,0.3,2.0,1.5
NGC0024,1.34,106.3,2.6205,591.29,HSB,31.147121155762015,1454.4295859422332,58.17718343768933,31.636924452146896,29,0.10184975282289987,2.6946379974662347,0.1,0.3,4.0,0.3,2.0,1.5
NGC0055,6.11,85.6,3.879,195.795,HSB,20.180655628216158,874.5080794300753,51.441651731180905,22.20053625859464,21,0.09544257093495896,4.247969140112847,0.1,0.3,4.0,0.3,2.0,1.5
NGC0100,1.66,88.1,3.606,596.76,HSB,24.933693914334967,406.27609340651446,23.898593729794968,27.03140332189834,21,0.0962703991636295,2.873435258287438,0.1,0.3,4.0,0.3,2.0,1.5
NGC0247,3.74,104.9,5.412,253.395,HSB,29.757003303782454,2947.152911492949,133.96149597695222,33.4670109815005,26,0.10144546716720287,3.6663208674938725,0.1,0.3,4.0,0.3,2.0,1.5
NGC0289,6.74,163.0,63.5015,34.98,LSB,52.49241230251441,1650.8482318320305,68.78534299300127,28.051091234064014,28,0.11578606144807896,4.374888198554441,0.1,0.3,4.0,0.3,2.0,1.5
NGC0300,1.75,93.3,2.397,218.675,HSB,34.211158130275784,2265.7251880238696,107.89167562018426,36.57087981786052,25,0.0979409907928364,2.9193112751067987,0.1,0.3,4.0,0.3,2.0,1.5
NGC0801,8.72,220.1,179.486,779.47,HSB,40.86719485047821,801.5944371251261,89.06604856945846,19.305363253590894,13,0.126702741744723,4.726328846526161,0.1,0.3,4.0,0.3,2.0,1.5
NGC0891,2.55,216.1,73.632,2533.96,HSB,80.40564330600307,5682.072638991024,405.8623313565017,29.0982272158524,18,0.12600751011285657,3.268368710489564,0.1,0.3,4.0,0.3,2.0,1.5
NGC1003,1.61,109.8,9.29,672.665,HSB,45.95471870559592,13661.846258891437,426.9326955903574,38.97068549820771,36,0.10284441260083158,2.8471919876337943,0.1,0.3,4.0,0.3,2.0,1.5
NGC1090,3.53,164.4,44.8055,1027.545,HSB,22.44647962230838,1551.242244554673,77.56211222773365,19.055989453034986,24,0.1160835133771538,3.603308130591879,0.1,0.3,4.0,0.3,2.0,1.5
NGC1705,0.39,71.9,0.4055,293.63,HSB,37.09016048375218,870.498256567189,87.0498256567189,50.56521661166001,14,0.09057715324954688,2.0047489345090894,0.1,0.3,4.0,0.3,2.0,1.5
NGC2366,0.65,50.2,0.765,56.99,LSB,15.49180192767139,1503.8812825135067,68.35824011425031,29.061691458221134,26,0.08132257377325677,2.168917320851423,0.1,0.3,4.0,0.3,2.0,1.5
NGC2403,1.39,131.2,8.2195,704.37,HSB,35.515963343769336,28440.446413666654,412.1803828067631,20.23816966758094,73,0.1084876121950421,2.7244160498892915,0.1,0.3,4.0,0.3,2.0,1.5
NGC2683,2.18,154.0,41.6135,5102.7,HSB,30.95389485965984,147.77452522579787,21.110646460828267,15.615474258952633,11,0.11382986381143663,3.118214150952699,0.1,0.3,4.0,0.3,2.0,1.5
NGC2841,3.64,284.8,103.8355,2375.745,HSB,78.38811289127769,16793.880959463182,365.08436868398223,20.86399684912691,50,0.13688693375933808,3.6366324120005196,0.1,0.3,4.0,0.3,2.0,1.5
NGC2903,2.33,184.6,43.4835,596.76,HSB,63.68749670283563,9676.024612014211,322.53415373380705,40.04886310768093,34,0.1201903248556911,3.181088607658046,0.1,0.3,4.0,0.3,2.0,1.5
NGC2915,0.55,83.5,0.8285,156.965,HSB,47.66039434786265,1435.995904898939,55.230611726882266,64.33467438567398,30,0.09473401472932876,2.0628981998031564,0.1,0.3,4.0,0.3,2.0,1.5
NGC2955,18.76,257.0,188.66000000000005,25.34,LSB,54.4092968970132,1973.316180745782,98.66580903728911,17.526500751939665,24,0.13273331378148165,5.947560113280865,0.1,0.3,4.0,0.3,2.0,1.5
NGC2976,1.01,85.4,1.8575,751.275,HSB,3.929682975233845,33.59761103074586,1.4607656969889504,12.29094549823135,27,0.0953756171569693,2.4755140876805175,0.1,0.3,4.0,0.3,2.0,1.5
NGC2998,6.2,209.9,98.902,387.08,HSB,30.811428062775917,1264.8223164567228,140.53581293963586,16.069271194898793,13,0.12491187619499466,4.266644875778366,0.1,0.3,4.0,0.3,2.0,1.5
NGC3109,1.56,66.2,0.574,70.435,LSB,29.326928449091266,2989.974084950583,142.37971833098013,55.58750360138873,25,0.08836034376724887,2.8203718381796365,0.1,0.3,4.0,0.3,2.0,1.5
NGC3198,3.14,150.1,30.0085,801.31,HSB,34.54823197754682,10510.926828386566,269.51094431760424,24.259942003024758,43,0.11295727521609909,3.4789475760255346,0.1,0.3,4.0,0.3,2.0,1.5
NGC3521,2.4,213.7,46.572,1056.33,HSB,60.992549884352385,1521.9743430656708,41.13444170447759,28.27926071937557,41,0.12558603717797387,3.209462920302674,0.1,0.3,4.0,0.3,2.0,1.5
NGC3726,3.4,168.0,41.59,894.955,HSB,36.62625191169059,369.4038811133659,46.17548513917074,23.216136963202228,12,0.11684033258472733,3.562974097984151,0.1,0.3,4.0,0.3,2.0,1.5
NGC3741,0.2,50.1,0.196,71.745,LSB,24.673627938862495,2324.2465670714832,136.72038629832255,56.588272569851995,21,0.08127394070341537,2.0047489345090894,0.1,0.3,4.0,0.3,2.0,1.5
NGC3769,3.38,118.6,14.8685,80.13,LSB,36.748100256253466,229.33431897073442,28.666789871341802,28.94445134143315,12,0.10525080028175944,3.556673508250879,0.1,0.3,4.0,0.3,2.0,1.5
NGC3877,2.53,168.4,37.7505,1705.295,HSB,35.24824220427369,464.0580040603358,51.56200045114842,29.98978559994958,13,0.1169237205110118,3.260657226275707,0.1,0.3,4.0,0.3,2.0,1.5
NGC3893,2.38,174.0,35.0615,1027.545,HSB,32.84327456611791,185.71792539836505,30.952987566394174,16.700941934991416,10,0.11807685428488635,3.2014157495316193,0.1,0.3,4.0,0.3,2.0,1.5
NGC3917,2.63,135.9,12.871,613.48,HSB,21.620401517947133,423.44590215345164,32.57276170411166,18.031161124346305,17,0.1096391947085828,3.298797939139668,0.1,0.3,4.0,0.3,2.0,1.5
NGC3949,3.59,163.0,22.4045,92.855,LSB,37.29172416197302,257.7071583536927,85.90238611789756,22.314314143291764,7,0.11578606144807896,3.6215736746856595,0.1,0.3,4.0,0.3,2.0,1.5
NGC3953,4.89,220.8,73.48249999999999,999.54,HSB,30.561103211163132,194.16449915104516,48.54112478776129,14.058898102677192,8,0.1268234959988261,3.9733941475193535,0.1,0.3,4.0,0.3,2.0,1.5
NGC3972,2.18,132.7,8.3905,793.965,HSB,17.50971919838216,124.61135033293515,20.768558388822523,15.295939744830978,10,0.10885823208300308,3.118214150952699,0.1,0.3,4.0,0.3,2.0,1.5
NGC3992,4.96,241.0,130.065,1628.545,HSB,40.98651891961153,364.2897248089417,72.85794496178833,13.926871667444612,9,0.1301982397683626,3.9903729974820576,0.1,0.3,4.0,0.3,2.0,1.5
NGC4010,2.81,125.8,11.4285,1305.57,HSB,15.295975467531536,109.86292379086952,13.73286547385869,14.932425564356757,12,0.10712829484647557,3.3649675928393323,0.1,0.3,4.0,0.3,2.0,1.5
NGC4013,3.53,172.9,42.514,5102.7,HSB,37.01141515703658,2113.071165107473,66.03347390960853,17.732953101650455,36,0.11785241814373904,3.603308130591879,0.1,0.3,4.0,0.3,2.0,1.5
NGC4051,4.65,157.0,50.331,660.39,HSB,36.52134367187066,174.17062144106933,58.056873813689776,24.66772019138343,7,0.11449061697229364,3.913856297370892,0.1,0.3,4.0,0.3,2.0,1.5
NGC4068,0.59,36.0,0.272,130.555,HSB,5.638061488484072,22.783787029167865,11.391893514583932,22.618830427444166,6,0.07360219228178333,2.1068062280004316,0.1,0.3,4.0,0.3,2.0,1.5
NGC4085,1.65,131.5,12.211,2510.73,HSB,37.2439133868095,285.3665425321867,95.12218084406224,43.0815227586034,7,0.10856197256944788,2.8682313164704936,0.1,0.3,4.0,0.3,2.0,1.5
NGC4088,2.58,171.7,61.869,1994.345,HSB,60.27594591846525,894.5650462011043,111.82063077513804,33.88226098592216,12,0.11760643584764395,3.2798569448493455,0.1,0.3,4.0,0.3,2.0,1.5
NGC4100,2.15,158.2,32.799,4485.39,HSB,24.355103671267994,352.0942300978952,17.60471150489476,12.543652488066101,24,0.11475244395443632,3.105278296997058,0.1,0.3,4.0,0.3,2.0,1.5
NGC4138,1.51,147.3,23.5385,1976.06,HSB,30.19992807058549,28.312369528535754,9.437456509511918,15.196895994960977,7,0.11232096449089723,2.7929430113007654,0.1,0.3,4.0,0.3,2.0,1.5
NGC4157,2.32,184.7,61.036,11906.935,HSB,43.86772738036235,488.83596808883885,37.60276677606453,22.062670942378066,17,0.12020985370897393,3.1769866178870423,0.1,0.3,4.0,0.3,2.0,1.5
NGC4183,2.79,110.6,8.924999999999999,549.29,HSB,30.14067898250157,649.193416849003,34.16807457100016,27.409539230526995,23,0.10306863823469839,3.3577646375809267,0.1,0.3,4.0,0.3,2.0,1.5
NGC4214,0.51,80.1,1.0565,654.335,HSB,32.15494466999213,323.3100330386635,32.33100330386635,37.80184379423304,14,0.09355990126599509,2.0166941702265926,0.1,0.3,4.0,0.3,2.0,1.5
NGC4217,2.94,181.3,45.2115,2186.755,HSB,70.10421439130688,1947.3839943071491,129.8255996204766,41.71833573323937,19,0.11954167621643078,3.4109330030182274,0.1,0.3,4.0,0.3,2.0,1.5
NGC4389,2.79,95.9,11.203,161.36,HSB,60.82947352671042,535.1404128702834,267.5702064351417,103.39098697958977,6,0.09875192771531888,3.3577646375809267,0.1,0.3,4.0,0.3,2.0,1.5
NGC4559,2.1,121.2,15.4995,801.31,HSB,21.479838176159774,598.5110323264059,21.375394011657356,17.685440185409224,32,0.10593776004589057,3.0834348628576733,0.1,0.3,4.0,0.3,2.0,1.5
NGC5005,9.45,262.2,90.64,48.285,LSB,66.66693893046396,313.06914346484876,22.362081676060626,25.800765009743916,18,0.1335333689903349,4.8417073163642765,0.1,0.3,4.0,0.3,2.0,1.5
NGC5033,5.16,194.2,66.5685,307.47,HSB,57.58955240687287,5938.603323589514,329.9224068660841,25.110639161454817,22,0.12203229184316555,4.037977554221797,0.1,0.3,4.0,0.3,2.0,1.5
NGC5055,3.2,179.0,88.18299999999999,1674.17,HSB,63.192642882728954,59375.32561015449,2473.9719004231038,29.85111763949272,28,0.11908468419875291,3.49875863661849,0.1,0.3,4.0,0.3,2.0,1.5
NGC5371,7.44,209.5,181.3765,697.91,HSB,47.77867492789957,4423.503916075122,294.90026107167483,18.498472706668068,19,0.12484041629187632,4.506515516036148,0.1,0.3,4.0,0.3,2.0,1.5
NGC5585,1.53,90.3,3.1545,148.525,HSB,22.66365397606816,3721.150184429738,186.0575092214869,24.74972161605725,24,0.09698539191216184,2.803989734122283,0.1,0.3,4.0,0.3,2.0,1.5
NGC5907,5.34,215.0,108.7375,4323.145,HSB,35.59479594638049,3079.699081642934,205.31327210952892,13.135171173187693,19,0.1258147439148787,4.079729484018501,0.1,0.3,4.0,0.3,2.0,1.5
NGC5985,7.01,293.6,115.95,730.805,HSB,67.5155021836833,5922.926150723073,204.23883278355424,23.406602661314654,33,0.13814234225994096,4.426743878691769,0.1,0.3,4.0,0.3,2.0,1.5
NGC6015,2.3,154.1,21.8985,963.385,HSB,39.399200653004456,3687.4287125555493,92.18571781388873,20.20268125761989,44,0.1138520334223918,3.1687453606771934,0.1,0.3,4.0,0.3,2.0,1.5
NGC6195,13.94,251.7,216.445,87.055,LSB,56.860838679494634,2161.29271289536,113.75224804712423,22.108998646915,23,0.131906125724753,5.440612840298089,0.1,0.3,4.0,0.3,2.0,1.5
NGC6503,2.16,116.3,8.166500000000001,199.435,HSB,39.030020356496664,21756.621414994584,805.8007931479476,30.76629754605508,31,0.10463426173533813,3.109604208357016,0.1,0.3,4.0,0.3,2.0,1.5
NGC6674,6.04,241.3,139.492,685.175,HSB,68.63543825625175,12098.102663100937,1099.8275148273578,24.93618256574678,15,0.13024684034883433,4.2333099915480075,0.1,0.3,4.0,0.3,2.0,1.5
NGC6789,0.31,0.0,0.067,159.88,HSB,22.256905754528887,57.1084295632336,57.1084295632336,46.89753915142843,4,0.08122523963562356,2.0047489345090894,0.1,0.3,4.0,0.3,2.0,1.5
NGC6946,2.44,158.9,38.7565,1116.35,HSB,30.475550860046642,8525.107315103274,157.87235768709766,15.67047118008752,58,0.1149045348937215,3.2254174998322727,0.1,0.3,4.0,0.3,2.0,1.5
NGC7331,5.02,239.0,136.3825,903.235,HSB,80.5069196452965,7982.151450084467,249.4422328151396,25.773321456840502,36,0.12987314882062345,4.004793295190995,0.1,0.3,4.0,0.3,2.0,1.5
NGC7793,1.21,109.0,4.386,534.32,HSB,9.998708475897505,96.4086724875616,2.295444583037181,16.36956687582358,46,0.10261904044043316,2.6133922635617237,0.1,0.3,4.0,0.3,2.0,1.5
NGC7814,2.54,218.9,38.3345,1317.65,HSB,49.18718366554638,2000.843227214948,142.9173733724963,19.4807485730442,18,0.1264951075025291,3.2645182814282645,0.1,0.3,4.0,0.3,2.0,1.5
PGC51017,0.53,18.6,0.2785,46.97,LSB,4.7632095329769575,23.498507485622287,11.749253742811144,22.20992102517779,6,0.061703386272000976,2.04010138603691,0.1,0.3,4.0,0.3,2.0,1.5
UGC00128,5.95,129.3,13.441,44.445,LSB,62.30080674656184,49545.476918569286,2752.5264954760714,48.9241459721623,22,0.10801387768202936,4.2142867213587785,0.1,0.3,4.0,0.3,2.0,1.5
UGC00191,1.58,81.0,2.345,103.705,HSB,22.634613285065054,2822.7562789576364,564.5512557915273,32.54644678253823,9,0.09387403933595695,2.8311710977070126,0.1,0.3,4.0,0.3,2.0,1.5
UGC00634,2.45,0.0,5.1575,63.065,LSB,46.96427056340977,4353.68752821411,4353.68752821411,44.917936320206664,4,0.08122523963562356,3.229377501789189,0.1,0.3,4.0,0.3,2.0,1.5
UGC00731,2.3,73.3,1.9685,41.285,LSB,35.143183838539414,1977.522047835905,247.19025597948811,58.40036936086245,12,0.09110268827253425,3.1687453606771934,0.1,0.3,4.0,0.3,2.0,1.5
UGC00891,1.43,60.15,0.615,56.99,LSB,24.637517599619926,2903.144434026359,2903.144434026359,39.92573514590532,5,0.08585600761325167,2.7477030845046055,0.1,0.3,4.0,0.3,2.0,1.5
UGC01230,4.34,103.7,10.24,34.66,LSB,41.41382453059176,151.61247781912425,21.658925402732034,38.63318381730027,11,0.10109591955854419,3.833680438682774,0.1,0.3,4.0,0.3,2.0,1.5
UGC01281,1.63,55.2,0.4705,67.89,LSB,17.933174823629322,407.77666220175104,19.41793629532148,50.13460271613054,25,0.08367230312116279,2.857756829777782,0.1,0.3,4.0,0.3,2.0,1.5
UGC02023,1.55,47.9,1.131,60.785,LSB,8.199840916043208,4.451858017589381,4.451858017589381,15.405272029966524,5,0.0801863885400614,2.814935833024093,0.1,0.3,4.0,0.3,2.0,1.5
UGC02259,1.62,86.2,1.3565,86.26,LSB,37.56663047408732,3164.327486282035,791.0818715705087,47.03525344684322,8,0.09564277751223935,2.852485821423996,0.1,0.3,4.0,0.3,2.0,1.5
UGC02455,0.99,53.1,2.6275,397.925,HSB,36.81809922300628,818.4835348358506,204.62088370896265,111.89101861668289,8,0.08270435068326555,2.4607049812524466,0.1,0.3,4.0,0.3,2.0,1.5
UGC02487,7.89,332.0,262.9405,575.175,HSB,95.23824037678,17737.2294993867,1364.4022691835924,24.54707400233276,17,0.14333142713409483,4.586612929640234,0.1,0.3,4.0,0.3,2.0,1.5
UGC02885,11.4,289.5,241.8375,235.395,HSB,59.4534048776028,671.5943967926312,44.77295978617541,17.3407333361682,19,0.1375607612222132,5.122010275932978,0.1,0.3,4.0,0.3,2.0,1.5
UGC02916,6.15,182.7,85.3495,260.495,HSB,44.02149051625192,13667.628554168663,350.4520142094529,16.801297371273336,43,0.11981786153775272,4.256293077807255,0.1,0.3,4.0,0.3,2.0,1.5
UGC02953,3.55,264.9,137.43699999999998,2107.655,HSB,63.59607730711755,43646.2906009583,393.20982523385857,21.8142879098804,115,0.13394440811738526,3.6094206273857847,0.1,0.3,4.0,0.3,2.0,1.5
UGC03205,3.19,219.6,66.49799999999999,1957.945,HSB,29.469573550362732,5412.703825405343,123.01599603193962,11.01522181464004,48,0.12661632401725328,3.495474956435891,0.1,0.3,4.0,0.3,2.0,1.5
UGC03546,3.79,196.9,53.343,461.105,HSB,75.04947601318408,1454.5607797264495,55.94464537409421,28.657885860546962,30,0.12253882589935901,3.6809570750825644,0.1,0.3,4.0,0.3,2.0,1.5
UGC03580,2.43,126.2,11.003,151.285,HSB,39.13407639310062,13578.18217615728,315.77167851528554,41.629263964751686,47,0.10723037047940467,3.221446120859321,0.1,0.3,4.0,0.3,2.0,1.5
UGC04278,2.21,91.4,1.7695,188.71,HSB,26.406291119168472,722.2623594183194,34.39344568658664,34.834846298724365,25,0.0973383227804857,3.1310259864819727,0.1,0.3,4.0,0.3,2.0,1.5
UGC04305,1.16,34.5,1.0579999999999998,44.035,LSB,5.6431216425152355,67.90608971248452,3.7725605395824733,20.5924079380371,22,0.07266842182634621,2.580514993570442,0.1,0.3,4.0,0.3,2.0,1.5
UGC04325,1.86,90.9,1.6909999999999998,106.61,HSB,33.83558027074026,982.803185558187,245.70079638954675,42.092270047659646,8,0.09717827036386174,2.9731914367152448,0.1,0.3,4.0,0.3,2.0,1.5
UGC04483,0.18,24.2,0.0385,41.285,LSB,6.998888983930634,167.57265321324303,41.89316330331076,31.10923097553767,8,0.0653348065890431,2.0047489345090894,0.1,0.3,4.0,0.3,2.0,1.5
UGC04499,1.73,72.8,1.876,63.65,LSB,19.985419980171997,477.0348744339354,95.40697488678708,28.90655900417871,9,0.090915810300013,2.9092619103091937,0.1,0.3,4.0,0.3,2.0,1.5
UGC05005,3.2,98.9,5.143,32.795,LSB,31.817698113438706,105.6197898844341,15.088541412062014,29.92722237195848,11,0.09966872152126528,3.49875863661849,0.1,0.3,4.0,0.3,2.0,1.5
UGC05253,8.07,213.7,102.187,94.58,LSB,46.6970811657546,13224.998344774182,191.6666426778867,18.616996209448473,73,0.12558603717797387,4.6177567354408655,0.1,0.3,4.0,0.3,2.0,1.5
UGC05414,1.47,56.8,1.1355,63.65,LSB,11.549885986989988,133.9370082989711,66.96850414948555,18.98823626079851,6,0.08439262598253769,2.770538505512126,0.1,0.3,4.0,0.3,2.0,1.5
UGC05716,1.14,73.1,1.388,45.27,LSB,33.63722441970931,11137.21259763148,1392.151574703935,50.060718937903474,12,0.09102804448734353,2.5670861608053106,0.1,0.3,4.0,0.3,2.0,1.5
UGC05721,0.38,79.7,0.8275000000000001,456.88,HSB,35.9024439731509,1355.8431022371005,71.36016327563686,42.27395013660465,23,0.09341949094240613,2.0047489345090894,0.1,0.3,4.0,0.3,2.0,1.5
UGC05750,3.46,77.6,2.767,62.49,LSB,19.420340438301416,75.78478622249301,10.826398031784716,31.01172852167831,11,0.09267412972204064,3.5817215478343227,0.1,0.3,4.0,0.3,2.0,1.5
UGC05764,1.17,50.0,0.2055,16.895,LSB,27.53749894691378,5795.0304382874865,965.8384063812478,60.01783454899543,10,0.08122523963562356,2.5871687007400928,0.1,0.3,4.0,0.3,2.0,1.5
UGC05829,1.99,65.6,1.305,31.61,LSB,19.931521070170728,170.67603203757508,24.382290291082153,42.91990017056106,11,0.08811932298038891,3.0340652258886984,0.1,0.3,4.0,0.3,2.0,1.5
UGC05918,1.66,42.6,0.4135,12.47,LSB,17.954819126791925,166.98096064115046,41.745240160287615,50.65374335046102,8,0.07741460099679953,2.873435258287438,0.1,0.3,4.0,0.3,2.0,1.5
UGC05986,1.67,113.0,5.0145,862.58,HSB,36.39107582203284,2258.577662377294,205.32524203429946,31.111414583294405,15,0.10373457525378998,2.878617301796195,0.1,0.3,4.0,0.3,2.0,1.5
UGC05999,3.22,97.7,3.714,25.81,LSB,35.01632622114464,245.22862040512433,245.22862040512433,35.27992429330587,5,0.0993043719629584,3.5053045092957538,0.1,0.3,4.0,0.3,2.0,1.5
UGC06399,2.05,85.0,1.822,155.525,HSB,27.1128316967993,314.81464107899706,62.96292821579941,34.32729630192854,9,0.0952413796109262,3.0612242735177415,0.1,0.3,4.0,0.3,2.0,1.5
UGC06446,1.49,82.2,1.873,43.23,LSB,36.13186451164265,1122.9263855270776,86.37895273285213,47.582823282599556,17,0.09428911191804429,2.7817933881866113,0.1,0.3,4.0,0.3,2.0,1.5
UGC06614,5.1,199.8,84.063,270.27,HSB,49.755528880383814,217.8204925110952,24.202276945677244,23.650659379963244,13,0.1230774940677447,4.023833878670555,0.1,0.3,4.0,0.3,2.0,1.5
UGC06628,2.82,41.8,3.3695,51.5,LSB,9.406389111572361,9.055926753042343,3.018642251014114,18.659505039337258,7,0.07697556486312065,3.3685556192990145,0.1,0.3,4.0,0.3,2.0,1.5
UGC06667,5.15,83.8,1.5075,307.47,HSB,44.414095556837985,1672.044042701403,334.4088085402806,65.43281265682617,9,0.09483599510904554,4.0356282986960395,0.1,0.3,4.0,0.3,2.0,1.5
UGC06786,3.6,219.4,41.7335,539.26,HSB,46.97683717438107,21912.360542506813,534.4478181099223,14.492205248141458,45,0.12658171836007998,3.6245971135062347,0.1,0.3,4.0,0.3,2.0,1.5
