galaxy,component,routing_fraction,lambda_min_kpc2,lambda_max_kpc2,covariance_xx_kpc2,covariance_xy_kpc2,covariance_yy_kpc2,map_sha256,target_outcome_opened
CVnIdwA,gas,0.10646553519812796,0.632489458695328,0.7078512173960443,0.6956521207008414,0.02775837569692579,0.6446885553905309,6390dd1de3007f90e1bb989dd105f969fc3b1674f976126d1e6d2e4054836b1f,False
CVnIdwA,stars,0.5835917461657143,0.2121233729540127,0.5094120277414808,0.21514542447326418,-0.029820946253794167,0.5063899762222293,6390dd1de3007f90e1bb989dd105f969fc3b1674f976126d1e6d2e4054836b1f,False
CVnIdwA,total,0.08081550169898921,0.6256482677007437,0.6806558083357265,0.6665554051034547,0.024016809372940703,0.6397486709330155,6390dd1de3007f90e1bb989dd105f969fc3b1674f976126d1e6d2e4054836b1f,False
DDO101,gas,0.16365643033439115,1.7631429538391037,2.1081562862306127,1.8023863556023367,-0.10954201127768881,2.06891288446738,8c04f0933c3346f183a0ea16ba345668dc1a93519025b428537e576c3d74ced5,False
DDO101,stars,0.3397246092049109,1.5952421631482023,2.416025472685339,1.595592366799265,-0.016950476958891434,2.4156752690342764,8c04f0933c3346f183a0ea16ba345668dc1a93519025b428537e576c3d74ced5,False
DDO101,total,0.2702277408603847,1.67368456797779,2.2934340775724,1.678918324808669,-0.05671178024634571,2.288200320741521,8c04f0933c3346f183a0ea16ba345668dc1a93519025b428537e576c3d74ced5,False
DDO126,gas,0.53862737065242,2.401916569296457,5.206023106947134,2.7249692908670577,-0.8952715720091827,4.882970385376533,1358bf0875b157432e9ec76ade0ad817c760b79bb3e0dac65cdebb81c55e43fd,False
DDO126,stars,0.6070169048603193,1.3381718812624035,3.405163982401757,1.3405386043291747,0.06990276465580826,3.402797259334986,1358bf0875b157432e9ec76ade0ad817c760b79bb3e0dac65cdebb81c55e43fd,False
DDO126,total,0.5313672176852398,2.2715482891943157,4.847181791197475,2.492003826625518,-0.7205636848508498,4.626726253766273,1358bf0875b157432e9ec76ade0ad817c760b79bb3e0dac65cdebb81c55e43fd,False
DDO133,gas,0.47381194712930474,5.170216491763304,9.82579605058769,5.451900220837613,1.1099798592346486,9.54411232151338,02e7dfbec3b22a4c4e02a310c6bf7eea51cd20f1937a161e3ad54a3c4a21fcd0,False
DDO133,stars,0.16827232208177412,4.004165411136114,4.814274572608124,4.004349208971768,0.012200923279717406,4.8140907747724695,02e7dfbec3b22a4c4e02a310c6bf7eea51cd20f1937a161e3ad54a3c4a21fcd0,False
DDO133,total,0.4373290827512649,4.934718434869572,8.770167932258925,5.152537514804161,0.8876874050437916,8.552348852324336,02e7dfbec3b22a4c4e02a310c6bf7eea51cd20f1937a161e3ad54a3c4a21fcd0,False
DDO210,gas,0.7902326726656109,0.036256756857523616,0.17284272683575214,0.036375818988253567,-0.0040308858607570296,0.17272366470502218,bc9fad29df2b681bb64fc1aef8e42339527d8d3e7770dee5eba79a997afc0146,False
DDO210,stars,0.7042417473210182,0.13135058130531388,0.44411467851036696,0.13293611031378422,0.022212218409918945,0.4425291495018966,bc9fad29df2b681bb64fc1aef8e42339527d8d3e7770dee5eba79a997afc0146,False
DDO210,total,0.741558597826387,0.0651696729411103,0.2521642136012376,0.06531002131115503,0.005121003937114318,0.25202386523119286,bc9fad29df2b681bb64fc1aef8e42339527d8d3e7770dee5eba79a997afc0146,False
DDO216,gas,0.6055671470445603,0.18764206577657494,0.4757262595409957,0.1876496885964258,-0.001481875771973877,0.47571863672114484,c24cd089fce973837386d0411a13a677ec8db9237a4c9c3a0453fef797f36c20,False
DDO216,stars,0.500598927456528,0.5901972792217755,1.1818101955926412,0.6033243926627254,-0.08714269194281313,1.1686830821516911,c24cd089fce973837386d0411a13a677ec8db9237a4c9c3a0453fef797f36c20,False
DDO216,total,0.5172891433959621,0.44680607123014016,0.925618442422251,0.4535285709076591,-0.056334927079182334,0.9188959427447321,c24cd089fce973837386d0411a13a677ec8db9237a4c9c3a0453fef797f36c20,False
DDO47,gas,0.7733054588600621,7.551539615885437,33.31151944776603,7.567043037551505,-0.6317653625830837,33.29601602609996,7c504f291d6e5244bc22e523e585a996372d2f12df26150b9c1eb604bbb46c62,False
DDO47,stars,0.7980563514642984,6.812708503508275,33.73569088657848,6.8286561742318,0.6550607069111781,33.719743215854955,7c504f291d6e5244bc22e523e585a996372d2f12df26150b9c1eb604bbb46c62,False
DDO47,total,0.7760802937847604,7.470354494588775,33.361755518775134,7.479179054783876,-0.4779145886147447,33.35293095858003,7c504f291d6e5244bc22e523e585a996372d2f12df26150b9c1eb604bbb46c62,False
DDO50,gas,0.3829343224928652,8.433418879977784,13.666971259927633,8.441614096152618,0.2069370231443651,13.6587760437528,e22312a2d2728da1f206454bc5d8e4a5e91c117c3a35fcaa4ff2362f0c29f103,False
DDO50,stars,0.4052209744939059,3.743024911219371,6.293135350619422,3.824810428064926,0.44930304865856835,6.211349833773867,e22312a2d2728da1f206454bc5d8e4a5e91c117c3a35fcaa4ff2362f0c29f103,False
DDO50,total,0.3839064347367981,7.597880863977532,12.332349000807426,7.611197025539016,0.2507341669158621,12.319032839245942,e22312a2d2728da1f206454bc5d8e4a5e91c117c3a35fcaa4ff2362f0c29f103,False
DDO52,gas,0.295116134886206,2.3710522407539667,3.363748779199524,2.6160192156300655,0.42798253377098916,3.1187818043234254,c444b142ff597bac1651256808d2973352606727fdcc433ded82edecbe78619c,False
DDO52,stars,0.23749320050980205,0.8692649880441755,1.1400094905715656,0.8963610633450512,0.08125217616205474,1.1129134152706899,c444b142ff597bac1651256808d2973352606727fdcc433ded82edecbe78619c,False
DDO52,total,0.29116634230808214,2.1347733696412377,3.0116704342065534,2.345190525233389,0.3744847215914808,2.801253278614402,c444b142ff597bac1651256808d2973352606727fdcc433ded82edecbe78619c,False
DDO53,gas,0.7825536189514936,0.5753661471827045,2.6460139019483417,0.5805307134623405,-0.10328274215187258,2.640849335668706,3beb2056360d9350777c7d291279c47481cd71e16ef9c7ebb23107ee5e35c0fd,False
DDO53,stars,0.7170021033457323,1.0105290813650376,3.5708006784219273,1.050481930648566,0.31732304529649297,3.530847829138399,3beb2056360d9350777c7d291279c47481cd71e16ef9c7ebb23107ee5e35c0fd,False
DDO53,total,0.7615578590378171,0.6711134401632487,2.8145756343870776,0.671315517511438,-0.020811158566933444,2.814373557038888,3beb2056360d9350777c7d291279c47481cd71e16ef9c7ebb23107ee5e35c0fd,False
DDO87,gas,0.6858078272556205,4.848740516629943,15.432403914704718,4.979548189490547,-1.1693219112643485,15.301596241844114,d0081a528f9fbb8b225b06bc40134244ad6a6699bb77d588b0de06d781f4adc1,False
DDO87,stars,0.5815851999006563,2.682692542013019,6.41156226160277,2.7562701711834,0.5186017025987302,6.337984632432389,d0081a528f9fbb8b225b06bc40134244ad6a6699bb77d588b0de06d781f4adc1,False
DDO87,total,0.6726903996261959,4.6667784398881125,14.25799437156263,4.76070399559612,-0.9444777796660766,14.164068815854623,d0081a528f9fbb8b225b06bc40134244ad6a6699bb77d588b0de06d781f4adc1,False
NGC1569,gas,0.6285148606214225,3.5599946732530086,9.58314154694906,3.926545791541525,-1.4399414918151046,9.216590428660544,78e04630f9caddec35060d75915de4b696b51ae32480c3b034c77d81af333c0f,False
NGC1569,stars,0.652057574031248,0.27975152836048267,0.8040167208169278,0.2856771245117437,0.05542085453069262,0.7980911246656667,78e04630f9caddec35060d75915de4b696b51ae32480c3b034c77d81af333c0f,False
