variant,routing_fraction,radius_kpc,inward_acceleration_km2_s2_kpc,circular_speed_km_s,azimuthal_scatter_fraction,ring_cells
lumpy_nominal_total,0.08352413225178856,0.375,243.23087502088455,9.550475283085744,0.30788087926687285,8
lumpy_nominal_total,0.08352413225178856,0.75,313.3169383501185,15.329308652466649,0.2192127412801946,12
lumpy_nominal_total,0.08352413225178856,1.125,339.7707403128346,19.55101232294479,0.2524327889295384,16
lumpy_nominal_total,0.08352413225178856,1.5,389.5896397209442,24.174045163799466,0.24955058055777432,32
lumpy_nominal_total,0.08352413225178856,1.875,448.2787938717014,28.99177018585516,0.2250800363885828,28
lumpy_nominal_total,0.08352413225178856,2.25,466.0219024485268,32.38131066694468,0.20163140721391826,40
lumpy_nominal_total,0.08352413225178856,2.625,475.70739028610376,35.33740085944384,0.18043352586624395,40
lumpy_nominal_total,0.08352413225178856,3.0,482.2248630000616,38.03517567989117,0.20561652480667514,48
lumpy_nominal_total,0.08352413225178856,3.375,491.78570745885435,40.740357910475375,0.21750564860476052,68
lumpy_nominal_total,0.08352413225178856,3.75,502.6180935186985,43.41448894891105,0.20701911217835717,56
lumpy_nominal_total,0.08352413225178856,4.125,497.00006535036806,45.278309040535824,0.18554278271403465,72
lumpy_nominal_total,0.08352413225178856,4.5,495.0386403421409,47.198240237742276,0.14074329478269082,68
lumpy_nominal_total,0.08352413225178856,4.875,491.2990560026858,48.9395841626499,0.1421781593149697,88
lumpy_nominal_total,0.08352413225178856,5.25,488.8890262228266,50.662287627680605,0.16755095359939567,88
lumpy_nominal_total,0.08352413225178856,5.625,481.3918309125316,52.036804752818846,0.16657598248533664,84
lumpy_nominal_total,0.08352413225178856,6.0,474.7061545979863,53.368876019529566,0.16284761825121216,112
lumpy_nominal_total,0.08352413225178856,6.375,456.0393574802144,53.91892899470803,0.14836180589782422,112
lumpy_nominal_total,0.08352413225178856,6.75,444.53806628448143,54.77802431103416,0.14538187134559852,112
lumpy_nominal_total,0.08352413225178856,7.125,434.7234753615806,55.65433282280241,0.15481504117432818,116
lumpy_nominal_total,0.08352413225178856,7.5,429.23778923723836,56.73872944717116,0.157973123400348,112
lumpy_nominal_total,0.08352413225178856,7.875,418.0012907085033,57.37386307657402,0.15269988523863767,144
lumpy_nominal_total,0.08352413225178856,8.25,405.17697808518653,57.81617480604186,0.13079521991831441,140
lumpy_nominal_total,0.08352413225178856,8.625,385.07930344176464,57.63079898964806,0.10953370098804015,144
lumpy_nominal_total,0.08352413225178856,9.0,364.706903267173,57.291902825831826,0.10018519600735817,144
lumpy_nominal_total,0.08352413225178856,9.375,346.1223431354106,56.9639971112849,0.08877120902793953,168
lumpy_nominal_total,0.08352413225178856,9.75,333.642176475597,57.03517529241995,0.07536817809015721,164
lumpy_nominal_total,0.08352413225178856,10.125,321.2576946196608,57.03274636578591,0.06645239803186287,160
lumpy_nominal_total,0.08352413225178856,10.5,310.01197970589715,57.05370966827591,0.0569271900977566,184
lumpy_nominal_total,0.08352413225178856,10.875,300.6816515518459,57.183152769205755,0.05099459621564956,172
lumpy_nominal_total,0.08352413225178856,11.25,290.57163658242024,57.17456525022493,0.06893315154502762,200
lumpy_nominal_total,0.08352413225178856,11.625,282.63128191002875,57.32005453769286,0.0885498612654072,192
axisymmetric_nominal_total,0.0,0.375,247.86520543477138,9.641029615037974,0.027590263761651683,8
axisymmetric_nominal_total,0.0,0.75,311.34686276432126,15.28103880870803,0.012769430706248619,12
axisymmetric_nominal_total,0.0,1.125,340.01483249304414,19.558033811062774,0.015854741097851555,16
axisymmetric_nominal_total,0.0,1.5,392.4189953702611,24.261667153256216,0.05203661761250435,32
axisymmetric_nominal_total,0.0,1.875,447.8670583296966,28.97845293262187,0.012733469129553475,28
axisymmetric_nominal_total,0.0,2.25,461.3251068503253,32.21772013059323,0.015349966803551723,40
axisymmetric_nominal_total,0.0,2.625,475.99477523489406,35.34807328542246,0.005800624625608905,40
axisymmetric_nominal_total,0.0,3.0,482.247924139437,38.036085135280565,0.004327166608116872,48
axisymmetric_nominal_total,0.0,3.375,489.460002891836,40.64391110313999,0.011404099933729688,68
axisymmetric_nominal_total,0.0,3.75,499.4007429210971,43.275313816933945,0.0037613628339865732,56
axisymmetric_nominal_total,0.0,4.125,498.27956226230367,45.33655472498989,0.007622011479757589,72
axisymmetric_nominal_total,0.0,4.5,498.08688454407127,47.343330897269155,0.0034403436485126054,68
axisymmetric_nominal_total,0.0,4.875,492.995820996728,49.02402092198323,0.006385750664441974,88
axisymmetric_nominal_total,0.0,5.25,493.6725199503193,50.909534762548915,0.006462015998817599,88
axisymmetric_nominal_total,0.0,5.625,491.0477674213825,52.55610042369274,0.004460678868034859,84
axisymmetric_nominal_total,0.0,6.0,477.41386954795155,53.52086712010288,0.011269493378958566,112
axisymmetric_nominal_total,0.0,6.375,460.68333937693467,54.19276970711091,0.01078293389003204,112
axisymmetric_nominal_total,0.0,6.75,447.2653836949994,54.94580366089158,0.007909617631705203,112
axisymmetric_nominal_total,0.0,7.125,437.9957812318856,55.86340431156326,0.0073815134714323586,116
axisymmetric_nominal_total,0.0,7.5,431.8541288635935,56.911386966730575,0.005511883211782434,112
axisymmetric_nominal_total,0.0,7.875,421.1875703231119,57.592118525840895,0.013031012679506262,144
axisymmetric_nominal_total,0.0,8.25,406.1818984883955,57.887828276152,0.01531606440638664,140
axisymmetric_nominal_total,0.0,8.625,386.27573901310126,57.72025856653796,0.01816879269433445,144
axisymmetric_nominal_total,0.0,9.0,365.8155470006533,57.37891531743938,0.018644116595103746,144
axisymmetric_nominal_total,0.0,9.375,346.80876405608615,57.020453900559296,0.01937484315924612,168
axisymmetric_nominal_total,0.0,9.75,333.4550534322709,57.01917897483829,0.01978552926227601,164
axisymmetric_nominal_total,0.0,10.125,321.70332692248314,57.072289117312806,0.021975600951290378,160
axisymmetric_nominal_total,0.0,10.5,309.2795556707968,56.98627321156707,0.026471431929464988,184
axisymmetric_nominal_total,0.0,10.875,300.81465666816086,57.195798720415205,0.030160417423212772,172
axisymmetric_nominal_total,0.0,11.25,290.4562523372781,57.163212285475865,0.03860747185162653,200
axisymmetric_nominal_total,0.0,11.625,282.5801247864147,57.31486675062649,0.04886831055674501,192
