source_id,designation,ref_epoch,ra,dec,ra_error,dec_error,pmra,pmdec,pmra_error,pmdec_error,astrometric_params_solved,phot_g_mean_mag,ruwe,duplicated_source,visibility_periods_used,target_epoch,ra_epoch,dec_epoch,image_x_pixel,image_y_pixel,residual_pixel,residual_arcsec,initial_x_pixel,initial_y_pixel,accepted,rejection_reason,refined_x_pixel,refined_y_pixel,centroid_shift_pixel,quadratic_offset_x_pixel,quadratic_offset_y_pixel,quadratic_hessian_eigenvalue_min,quadratic_hessian_eigenvalue_max,background_adu,net_weight_adu,fwhm_pixel,ellipticity,moment_xx,moment_yy,moment_xy,fitted_residual_pixel,loo_residual_pixel,loo_residual_arcsec
5484995363836722048,Gaia DR3 5484995363836722048,2016.0,104.58326434965498,-56.00488562732364,0.039232302,0.038845334,0.3039072594332179,7.171683587435474,0.048086777,0.047795743,31,16.741814,0.9950073,False,26,1998.9507289938715,104.5832617754825,-56.004919591761706,1375.0,122.0,1.198691525796915,0.2392249775003757,1375.0,122.0,True,,1375.093511219997,121.17104694308543,0.8342107160863761,0.0935112199970929,-0.828953056914573,-23472.755081010753,-13737.384241905887,2680.66455078125,1040959.5346679688,2.9144910326156546,0.09461458647027454,1.4530263756536541,1.6106295900816563,-0.12969260896004378,0.5228890594330254,0.5699037784094931,0.11373670008783254
5484995359540276096,Gaia DR3 5484995359540276096,2016.0,104.58757727715609,-56.00979332975308,0.06294566,0.061689552,1.115226206948202,4.004240197111796,0.077500634,0.074824795,31,17.52428,1.045836,False,26,1998.9507289938715,104.5875678297039,-56.00981229346872,1332.0,33.0,0.240960909411961,0.0480889927825456,1332.0,33.0,True,,1331.968716849669,32.56893507624191,0.43219857009158236,-0.03128315033120155,-0.43106492375809613,-17067.89957703363,-12617.739094841367,1476.820068359375,426343.2722167969,2.8367063859017034,0.0968852477879637,1.3360943968916554,1.5662124095525731,-0.09208486784013016,0.08137934949529237,0.09031108220808153,0.018023541623771514
5484995569995150976,Gaia DR3 5484995569995150976,2016.0,104.57936915313074,-56.00128783783968,0.06638139,0.06386637,-1.7869307541174544,10.39917010012924,0.08216359,0.07822352,31,17.504492,1.0949609,False,26,1998.9507289938715,104.57938428748368,-56.00133708735893,1414.0,186.0,0.7320123870328595,0.1460890004219489,1414.0,186.0,True,,1414.12158945365,185.62725749347442,0.3920726608804244,0.12158945364995233,-0.37274250652558466,-21675.098836043464,-16094.731893123208,1656.6419677734375,525280.6176757812,2.8582558809790113,0.06940609669570152,1.4021916603620745,1.5443783144180936,-0.07834657044855496,0.43838740175944046,0.47216528224071047,0.09423085638767532
5484995359540280448,Gaia DR3 5484995359540280448,2016.0,104.59047778531574,-56.0066720528429,0.15675375,0.15782996,1.6120062115129947,5.4461519481032745,0.18691151,0.18369454,95,18.98714,0.9693437,False,26,1998.9507289938715,104.5904641305781,-56.00669784532082,1303.0,89.0,0.2635312316857657,0.052593391722496,1303.0,89.0,True,,1302.7254228902489,88.96498373028042,0.2768008821235241,-0.2745771097511801,-0.03501626971957328,-955.8911989773957,-814.6982378715655,754.9466552734375,24756.488159179688,2.82105892235532,0.049653871288487195,1.4626741801151062,1.4077022950444478,-0.06765976987031261,0.39888424053471455,0.44179623413435737,0.08817005200756577
5484995668777932544,Gaia DR3 5484995668777932544,2016.0,104.61124822790022,-56.00255410071991,0.15526362,0.1474884,-0.8045259491254835,7.454979321667241,0.18113431,0.1704474,95,18.84998,1.0591533,False,26,1998.9507289938715,104.61125504203034,-56.00258940682069,1093.0,163.0,0.7898966325377329,0.1576410611736286,1093.0,163.0,True,,1093.347241761492,163.19407635489446,0.39779702418835405,0.3472417614917903,0.19407635489445815,-1623.9834335989945,-1510.8359023385062,805.4671630859375,44624.26721191406,2.882828270299038,0.07586352146473174,1.4804863862528612,1.5169646130933985,-0.11657984981640869,1.0143698408698547,1.1850663390439278,0.23650577499975337
5484995569995151232,Gaia DR3 5484995569995151232,2016.0,104.59593714487151,-55.99291745608458,0.040216032,0.040355608,-1.185010024120794,2.9063640524195886,0.048942678,0.048790053,31,16.72598,1.0142636,False,26,1998.9507289938715,104.59594717910277,-55.992931220359125,1247.0,337.0,0.774153104235532,0.1544990975217485,1247.0,337.0,True,,1247.2554760608962,337.397782300539,0.47275657194070686,0.2554760608960669,0.39778230053903435,-24621.853458188914,-20300.797583477877,1747.1689453125,660989.578125,2.882036558106381,0.08843725892585641,1.4254017990756924,1.5704030441936918,-0.11777684592443534,1.1205852667805591,1.2219514606715507,0.24386700364079214
5484995569995995264,Gaia DR3 5484995569995995264,2016.0,104.57874966537476,-55.99207197258836,0.04852218,0.049376033,6.370794352328428,4.837420437278455,0.058966003,0.059030257,95,17.049496,1.0459312,False,25,1998.9507289938715,104.57869572099928,-55.99209488216948,1421.0,352.0,0.3959919683864012,0.0790288140767384,1421.0,352.0,True,,1420.846298485908,352.2748225063357,0.31488341560459837,-0.15370151409200933,0.2748225063356783,-31529.18902128924,-23857.29535371086,2133.2110595703125,833909.6312255859,2.8865892768290116,0.0510026005854457,1.4346889413286568,1.5705882519624206,-0.03948747982038032,0.758280808627372,0.8031881995949681,0.16029368260439905
5484995531338985984,Gaia DR3 5484995531338985984,2016.0,104.5653470761897,-55.99583909434255,0.12976937,0.124444194,2.1517760928690537,0.8683765980585678,0.15584294,0.15169369,31,18.753998,0.9465996,False,25,1998.9507289938715,104.56532885435992,-55.99584320689476,1555.0,285.0,1.025372179603674,0.2046353305385413,1555.0,285.0,True,,1555.5529135289682,284.5366167072506,0.721413505914203,0.5529135289681819,-0.4633832927494037,-4548.329332236459,-3167.0593396385425,915.244384765625,128712.677734375,2.9773086110770857,0.06436943654213656,1.561048387018504,1.6360960342665514,-0.09935380940698539,0.31851014091595253,0.33815728702138403,0.06748664492768276
5484995535635409792,Gaia DR3 5484995535635409792,2016.0,104.54715692375773,-56.01016994346844,0.05273379,0.05072436,48.83872335928828,-65.73547108405562,0.06456528,0.06345998,31,17.059448,1.1197053,False,26,1998.9507289938715,104.54674319065236,-56.00985862628477,1743.0,31.0,1.072828251633523,0.214106222356225,1743.0,31.0,True,,1743.3428875562843,30.931849148280968,0.34959464361546844,0.3428875562843558,-0.0681508517190314,-4229.385333481781,-3493.618898289062,884.31396484375,106006.67041015625,2.826100349309123,0.05323844780698872,1.496598683291184,1.3840460803948893,-0.05504184112687062,1.4448349737952224,1.6082466801999282,0.3209606204816568
5484996355972729472,Gaia DR3 5484996355972729472,2016.0,104.55932158058704,-55.97972220110532,0.06691837,0.06615873,-2.5265729521710902,-3.3680942828291647,0.08371659,0.08552374,31,17.681183,1.0138578,False,25,1998.9507289938715,104.55934296738258,-55.9797062501186,1616.0,575.0,0.3848459719825176,0.0768043879574617,1616.0,575.0,True,,1615.4631422832454,575.2618343758023,0.5973051551684418,-0.5368577167546256,0.2618343758022758,-7810.202358785295,-5721.356560485545,1044.1984252929688,198685.3408203125,2.83565643758811,0.05085166035286748,1.444299568764246,1.4558591773733838,-0.075390036324486,0.6347439192347333,0.6629681913012125,0.13230972876199967
