galaxy,split,selected_tier,coefficients_per_component,cells_per_axis,input_surface_cells,numeric_representation_values,cell_to_parameter_ratio,parameter_content_sha256,parameter_file_sha256,generated_map_sha256,source_map_sha256,gravity_parameter_count,observed_velocity_arrays_opened
NGC2403,development,haar_256,256,257,132098,1032,128.00193798449612,c45cc065a795ccb4b4bf396996b407055dcd308dbe6926241a4b2de784f83095,e5362f6611c1bcc3c74f9f481a73a8c77d575c73fcd7317c463e77b183d0cf62,22bceb6a7edd4e2275d7f1b6605c36192eaf0de03dd0ecdd5d3b86da3f469d20,453a77abd29403d28dfdb89a3a8a36aa9e45a75ff1a2eeb33dee304ff0ddef2b,0,0
NGC3198,development,haar_256,256,157,49298,1032,47.76937984496124,c80e09065a60d4aec35ef11feac4e045c0fb12edc123921e906e6edf205e4f3c,c82690fb2a9366486936049a54bf39e427a9c73b9f98cef05489548c80146102,1137ad344f368581095cfcb924c13e532fa43df255152d112adfa7384f145629,4e2f6efd0b1a5901750d06c4a48e26b2f3186c6b58986f43e2d89e2b30ec05bb,0,0
NGC5055,development,haar_256,256,237,112338,1032,108.8546511627907,2b5402b3b86cd8c5a36e924baa3da3657954db6d4cb68d20c5201a1f22151e94,944006763f192b8e76cb8897519d896f0291419a52060e5dffb9eda99338fb18,0c6d36fede0e6b49885d727805e49a159e9a4941f1be15aa005324994016e888,286eb920e908c2c54174844251e1f815e539fa0a28c9351819337794ab611ac9,0,0
NGC7793,development,haar_256,256,175,61250,1032,59.35077519379845,033cfdc5d016516b0b17a4e90ee3b3d4aa1188ffeb6c1c06e21c95dcc15c1f38,171d7afc610b44c778d10daa5d9027caef4472c60bec154524561ee1b41befb1,7e77d8f385c75b817994d1c8b34a02ee5842247d7957d2b182c66559619b9895,996a4fb762f9b955cb803fa89efda9d372ce0ac4b992e55bbd47400df7240909,0,0
NGC3521,validation,haar_256,256,123,30258,1032,29.319767441860463,1e1163bed273dae35a241a3fd9657d7f21a916f60d615ecc7901ef366763b8bf,304a35205d761289268852a11272a274e425a810b06bacd5544e391149f87734,ebdacace92cb5675d2e528829cfbc8b24e8730c2f4304d25b0b468106140f8a7,b2962ac94a908eff7b710f2064829d0f6d66461adbeeaa54bb8668521d4ef892,0,0
NGC6946,validation,haar_768,768,257,132098,3080,42.88896103896104,4a11f5b5785612fc60868155ca3bf0971e9ca52eda874c63e61f03b2d432e259,b5ab1f532f7dde33c2427be17ba2a756444eedab4baae9ec65fbd4ea9ed8e0c5,8a48bf8098ee7b53e05536cec5f60d3a89822ebde42cc574c7b9f0ce5959125a,57ba0e957b726fd0db2cccb135618202620fd7da11eb72e7dd633e8bfe60701a,0,0
