galaxy,split,law,radius_kpc,observed_velocity_km_s,predicted_velocity_km_s,gbar_m_s2,gobs_m_s2,predicted_acceleration_m_s2,log_residual_dex
NGC6503,train,baryons,11.38,117.0,57.026567492704665,9.261080428984346e-12,3.898332837715634e-11,9.261080428984346e-12,0.6242172603095141
NGC6503,train,baryons,12.12,118.0,55.971208670172565,8.37676256388137e-12,3.7231527084342695e-11,8.37676256388137e-12,0.6478346438533322
NGC6503,train,baryons,12.86,117.0,55.12238837350937,7.657103889267926e-12,3.44969111144665e-11,7.657103889267926e-12,0.6537156701719913
NGC6503,train,baryons,13.7,116.0,54.111924748617106,6.926516156010047e-12,3.183060300639663e-11,6.926516156010047e-12,0.6623300145311327
NGC6503,train,baryons,14.44,115.0,52.989629645809,6.301791496878967e-12,2.9680959905056597e-11,6.301791496878967e-12,0.6730139123841155
NGC6503,train,baryons,15.18,117.0,51.83584618774927,5.7363820511396705e-12,2.9224655924376754e-11,5.7363820511396705e-12,0.7071113384623643
NGC6503,train,baryons,15.91,116.0,50.83408403817266,5.263677592110793e-12,2.740913018149804e-11,5.263677592110793e-12,0.7166059733316744
NGC6503,train,baryons,16.65,115.0,50.10778532324094,4.887037068024572e-12,2.5741324986727766e-11,4.887037068024572e-12,0.7215852644919076
NGC6503,train,baryons,17.49,115.0,49.1675233258703,4.479363535530923e-12,2.4505034935907223e-11,4.479363535530923e-12,0.7380390157233145
NGC6503,train,baryons,18.23,115.0,48.226076452475375,4.134534752546939e-12,2.3510316019145218e-11,4.134534752546939e-12,0.7548318201167455
NGC6503,train,baryons,18.97,114.0,47.19842423217114,3.805722544162588e-12,2.2201986107337358e-11,3.805722544162588e-12,0.7659547036546224
NGC6503,train,baryons,19.71,115.0,46.39607526504801,3.5393647322095e-12,2.1744954897464092e-11,3.5393647322095e-12,0.7884331921329639
NGC6503,train,baryons,20.45,114.0,45.687338508606516,3.307865639362272e-12,2.0595192002747663e-11,3.307865639362272e-12,0.7942179842718653
NGC6503,train,baryons,21.29,116.0,44.94587133430611,3.075058638345367e-12,2.0482821098526717e-11,3.075058638345367e-12,0.8235363700341323
NGC6503,train,baryons,22.03,115.0,44.24352155965887,2.8796143707085876e-12,1.945497326504845e-11,2.8796143707085876e-12,0.8296963060913388
NGC6503,train,baryons,22.76,118.0,43.58707319836926,2.705157854905093e-12,1.982627892189075e-11,2.705157854905093e-12,0.8650485989660937
NGC6503,train,baryons,23.5,115.0,42.8770760430326,2.5353149386087262e-12,1.823800259697946e-11,2.5353149386087262e-12,0.8569453578263039
NGC6503,train,li2018_rar_mond,1.52,100.0,105.3882722825632,1.6296618660644035e-10,2.1320916377923456e-10,2.3680476469150845e-10,-0.04558456964014192
NGC6503,train,li2018_rar_mond,2.28,110.0,123.97242040625092,1.4594257092816276e-10,1.7198872544858255e-10,2.184563979571824e-10,-0.10386479036949457
NGC6503,train,li2018_rar_mond,3.04,118.0,124.2862064265333,9.795494836236518e-11,1.484362198231031e-10,1.646727490830925e-10,-0.04508184998804035
NGC6503,train,li2018_rar_mond,3.79,121.0,120.87340909580402,6.512823077865244e-11,1.2519327065106848e-10,1.2493145182422912e-10,0.0009091985163127657
NGC6503,train,li2018_rar_mond,4.55,121.0,118.16576127579475,4.585466829934832e-11,1.0428186720165924e-10,9.945379793391686e-11,0.02058742617254823
NGC6503,train,li2018_rar_mond,5.31,117.0,116.59951346301135,3.4398760158067546e-11,8.354619151262508e-11,8.297521954231155e-11,0.0029782470163200714
NGC6503,train,li2018_rar_mond,6.07,116.0,115.58641005982638,2.690461463806694e-11,7.184172342465137e-11,7.133034335138334e-11,0.0031024276373384863
NGC6503,train,li2018_rar_mond,6.83,116.0,115.41484008919649,2.2024154320687935e-11,6.38476224286433e-11,6.320509078337772e-11,0.004392670095472169
NGC6503,train,li2018_rar_mond,7.59,116.0,115.31327769286736,1.839339853170106e-11,5.745444811431275e-11,5.677619874830786e-11,0.005157344840230762
NGC6503,train,li2018_rar_mond,8.35,115.0,114.93835410299216,1.546517478041507e-11,5.132851030287633e-11,5.127349562504854e-11,0.0004657330639485259
NGC6503,train,li2018_rar_mond,9.11,115.0,114.9040242198744,1.3299840173508132e-11,4.7046439190891037e-11,4.696794467742678e-11,0.0007252026886903748
NGC6503,train,li2018_rar_mond,9.86,116.0,115.27324905143236,1.1723711850057208e-11,4.42271055971231e-11,4.3674667591461515e-11,0.005458910044640236
NGC6503,train,li2018_rar_mond,10.64,117.0,115.56776066875186,1.0354496338079096e-11,4.169457489962774e-11,4.068002611747254e-11,0.010698327233738557
NGC6503,train,li2018_rar_mond,11.38,117.0,115.79014888023886,9.261080428984346e-12,3.898332837715634e-11,3.818127416941121e-11,0.00902849881899359
NGC6503,train,li2018_rar_mond,12.12,118.0,116.15712056024351,8.37676256388137e-12,3.7231527084342695e-11,3.607767237031446e-11,0.013672339241412786
NGC6503,train,li2018_rar_mond,12.86,117.0,116.66924776125079,7.657103889267926e-12,3.44969111144665e-11,3.43021452516657e-11,0.002458928069916467
NGC6503,train,li2018_rar_mond,13.7,116.0,117.09075345550865,6.926516156010047e-12,3.183060300639663e-11,3.243202669630397e-11,-0.008129222761700632
NGC6503,train,li2018_rar_mond,14.44,115.0,117.09170499262136,6.301791496878967e-12,2.9680959905056597e-11,3.0770497733712774e-11,-0.01565657906120709
NGC6503,train,li2018_rar_mond,15.18,117.0,116.96936056913869,5.7363820511396705e-12,2.9224655924376754e-11,2.9209351487120745e-11,0.0002274919381821899
NGC6503,train,li2018_rar_mond,15.91,116.0,116.94203083851234,5.263677592110793e-12,2.740913018149804e-11,2.7856114464631732e-11,-0.007025284767970815
NGC6503,train,li2018_rar_mond,16.65,115.0,117.21453660292926,4.887037068024572e-12,2.5741324986727766e-11,2.6742263691044456e-11,-0.01656726919192759
NGC6503,train,li2018_rar_mond,17.49,115.0,117.30293027595329,4.479363535530923e-12,2.4505034935907223e-11,2.5496312148356794e-11,-0.017222041508178857
NGC6503,train,li2018_rar_mond,18.23,115.0,117.16887821389847,4.134534752546939e-12,2.3510316019145218e-11,2.440547867359752e-11,-0.016228863222802356
NGC6503,train,li2018_rar_mond,18.97,114.0,116.85896101748834,3.805722544162588e-12,2.2201986107337358e-11,2.332953944375458e-11,-0.02151433876352945
NGC6503,train,li2018_rar_mond,19.71,115.0,116.79517123608395,3.5393647322095e-12,2.1744954897464092e-11,2.242913918446684e-11,-0.013454094762082789
NGC6503,train,li2018_rar_mond,20.45,114.0,116.81031579448845,3.307865639362272e-12,2.0595192002747663e-11,2.1623128963269793e-11,-0.021152693407096686
NGC6503,train,li2018_rar_mond,21.29,116.0,116.86121186071034,3.075058638345367e-12,2.0482821098526717e-11,2.0788088864891607e-11,-0.006424792882824376
NGC6503,train,li2018_rar_mond,22.03,115.0,116.79207321541752,2.8796143707085876e-12,1.945497326504845e-11,2.0066040906203484e-11,-0.013431054920442602
NGC6503,train,li2018_rar_mond,22.76,118.0,116.73538807808009,2.705157854905093e-12,1.982627892189075e-11,1.9403597620015762e-11,0.00935895175400914
NGC6503,train,li2018_rar_mond,23.5,115.0,116.5743276086555,2.5353149386087262e-12,1.823800259697946e-11,1.874077000402951e-11,-0.011810157609009712
NGC6503,train,simple_mond,1.52,100.0,106.83109866222537,1.6296618660644035e-10,2.1320916377923456e-10,2.433331377487937e-10,-0.05739538949378465
NGC6503,train,simple_mond,2.28,110.0,125.56173393663066,1.4594257092816276e-10,1.7198872544858255e-10,2.2409347779088686e-10,-0.11492923854540724
NGC6503,train,simple_mond,3.04,118.0,125.51517224702235,9.795494836236518e-11,1.484362198231031e-10,1.679454815640594e-10,-0.053628438215359356
NGC6503,train,simple_mond,3.79,121.0,121.76227803379884,6.512823077865244e-11,1.2519327065106848e-10,1.2677562904093702e-10,-0.00545478868418301
NGC6503,train,simple_mond,4.55,121.0,118.82640589130895,4.585466829934832e-11,1.0428186720165924e-10,1.0056896503886023e-10,0.015744817952400385
NGC6503,train,simple_mond,5.31,117.0,117.11468296664945,3.4398760158067546e-11,8.354619151262508e-11,8.371005511749033e-11,-0.0008509706941379602
NGC6503,train,simple_mond,6.07,116.0,116.00134403187363,2.690461463806694e-11,7.184172342465137e-11,7.184338821991895e-11,-1.0063831805108321e-05
NGC6503,train,simple_mond,6.83,116.0,115.7633674342813,2.2024154320687935e-11,6.38476224286433e-11,6.358739800451878e-11,0.0017736755273887056
NGC6503,train,simple_mond,7.59,116.0,115.61055366796974,1.839339853170106e-11,5.745444811431275e-11,5.70693125347188e-11,0.0029210163305644805
NGC6503,train,simple_mond,8.35,115.0,115.19229961349144,1.546517478041507e-11,5.132851030287633e-11,5.150031387213717e-11,-0.001451215884791708
NGC6503,train,simple_mond,9.11,115.0,115.12568494483362,1.3299840173508132e-11,4.7046439190891037e-11,4.714933067482548e-11,-0.000948773422487508
NGC6503,train,simple_mond,9.86,116.0,115.47158167454313,1.1723711850057208e-11,4.42271055971231e-11,4.3825085198796373e-11,0.0039657492273094605
NGC6503,train,simple_mond,10.64,117.0,115.7452780205528,1.0354496338079096e-11,4.169457489962774e-11,4.0805094850719805e-11,0.009365158608205438
NGC6503,train,simple_mond,11.38,117.0,115.95067335081141,9.261080428984346e-12,3.898332837715634e-11,3.82872119774005e-11,0.007825173444394342
NGC6503,train,simple_mond,12.12,118.0,116.30389966834288,8.37676256388137e-12,3.7231527084342695e-11,3.616890731621153e-11,0.012575460889679382
NGC6503,train,simple_mond,12.86,117.0,116.80488979355911,7.657103889267926e-12,3.44969111144665e-11,3.438195235612518e-11,0.0014496755096050067
NGC6503,train,simple_mond,13.7,116.0,117.21475007829216,6.926516156010047e-12,3.183060300639663e-11,3.2500752722620503e-11,-0.00904855334957921
NGC6503,train,simple_mond,14.44,115.0,117.20521706863822,6.301791496878967e-12,2.9680959905056597e-11,3.083018626758051e-11,-0.01649820637183238
NGC6503,train,simple_mond,15.18,117.0,117.07318337382667,5.7363820511396705e-12,2.9224655924376754e-11,2.926122734002066e-11,-0.0005431316137541219
NGC6503,train,simple_mond,15.91,116.0,117.03776049825281,5.263677592110793e-12,2.740913018149804e-11,2.7901739597240142e-11,-0.007736027607119715
NGC6503,train,simple_mond,16.65,115.0,117.30399790101654,4.887037068024572e-12,2.5741324986727766e-11,2.6783100103731395e-11,-0.017229946878703387
NGC6503,train,simple_mond,17.49,115.0,117.38537801121628,4.479363535530923e-12,2.4505034935907223e-11,2.5532165505756386e-11,-0.01783232496378878
NGC6503,train,simple_mond,18.23,115.0,117.24520733888717,4.134534752546939e-12,2.3510316019145218e-11,2.443728670372684e-11,-0.01679451726845381
NGC6503,train,simple_mond,18.97,114.0,116.92932173209591,3.805722544162588e-12,2.2201986107337358e-11,2.3357641306383614e-11,-0.02203715831051503
NGC6503,train,simple_mond,19.71,115.0,116.86079719673646,3.5393647322095e-12,2.1744954897464092e-11,2.245435165381738e-11,-0.013942008570090125
NGC6503,train,simple_mond,20.45,114.0,116.87184710183568,3.307865639362272e-12,2.0595192002747663e-11,2.1645915475123065e-11,-0.021610113135356337
NGC6503,train,simple_mond,21.29,116.0,116.91862148919178,3.075058638345367e-12,2.0482821098526717e-11,2.080851873354266e-11,-0.00685139401435093
NGC6503,train,simple_mond,22.03,115.0,116.84595192153458,2.8796143707085876e-12,1.945497326504845e-11,2.0084558972815247e-11,-0.013831661374118976
NGC6503,train,simple_mond,22.76,118.0,116.78610770200306,2.705157854905093e-12,1.982627892189075e-11,1.942046237692166e-11,0.00898164596352097
NGC6503,train,simple_mond,23.5,115.0,116.62191921530956,2.5353149386087262e-12,1.823800259697946e-11,1.875607501042369e-11,-0.012164687713558546
NGC6503,train,standard_mond,1.52,100.0,94.93018844494891,1.6296618660644035e-10,2.1320916377923456e-10,1.921385694192951e-10,0.04519131402432577
NGC6503,train,standard_mond,2.28,110.0,111.42819675837674,1.4594257092816276e-10,1.7198872544858255e-10,1.7648378628720333e-10,-0.011204834465993064
NGC6503,train,standard_mond,3.04,118.0,111.38622975603765,9.795494836236518e-11,1.484362198231031e-10,1.322631553320087e-10,0.05010100655649245
NGC6503,train,standard_mond,3.79,121.0,108.72908730998465,6.512823077865244e-11,1.2519327065106848e-10,1.0108849476354626e-10,0.0928792556186302
NGC6503,train,standard_mond,4.55,121.0,107.01439219144662,4.585466829934832e-11,1.0428186720165924e-10,8.156849258493514e-11,0.10668636229047077
NGC6503,train,standard_mond,5.31,117.0,106.33161404859982,3.4398760158067546e-11,8.354619151262508e-11,6.900487066151344e-11,0.08304691099112442
NGC6503,train,standard_mond,6.07,116.0,106.08834019794068,2.690461463806694e-11,7.184172342465137e-11,6.008915172487175e-11,0.07758066901036283
NGC6503,train,standard_mond,6.83,116.0,106.50140175402768,2.2024154320687935e-11,6.38476224286433e-11,5.3819467808540334e-11,0.0742053306032366
NGC6503,train,standard_mond,7.59,116.0,106.92267962706156,1.839339853170106e-11,5.745444811431275e-11,4.8814331635458903e-11,0.07077630999707618
NGC6503,train,standard_mond,8.35,115.0,107.0641291909098,1.546517478041507e-11,5.132851030287633e-11,4.4488827213446565e-11,0.062107702701222976
NGC6503,train,standard_mond,9.11,115.0,107.4496533439741,1.3299840173508132e-11,4.7046439190891037e-11,4.107155209911334e-11,0.058985643305291664
NGC6503,train,standard_mond,9.86,116.0,108.13764552846877,1.1723711850057208e-11,4.42271055971231e-11,3.843495339641439e-11,0.06096215948055278
NGC6503,train,standard_mond,10.64,117.0,108.74429005979349,1.0354496338079096e-11,4.169457489962774e-11,3.601809601344682e-11,0.06355879887119488
NGC6503,train,standard_mond,11.38,117.0,109.24352646418438,9.261080428984346e-12,3.898332837715634e-11,3.3985887448553694e-11,0.05958030139149318
NGC6503,train,standard_mond,12.12,118.0,109.84486028212365,8.37676256388137e-12,3.7231527084342695e-11,3.226311651303865e-11,0.06220453303380121
NGC6503,train,standard_mond,12.86,117.0,110.5530207601091,7.657103889267926e-12,3.44969111144665e-11,3.079992888482209e-11,0.0492304959401414
NGC6503,train,standard_mond,13.7,116.0,111.19688797721034,6.926516156010047e-12,3.183060300639663e-11,2.924921087588478e-11,0.03673071247322279
NGC6503,train,standard_mond,14.44,115.0,111.42194330780279,6.301791496878967e-12,2.9680959905056597e-11,2.7862733366141784e-11,0.02745422328615993
NGC6503,train,standard_mond,15.18,117.0,111.52207009880871,5.7363820511396705e-12,2.9224655924376754e-11,2.655212768307685e-11,0.04165007888284906
NGC6503,train,standard_mond,15.91,116.0,111.68864926139395,5.263677592110793e-12,2.740913018149804e-11,2.5409572158336358e-11,0.03289790104312832
NGC6503,train,standard_mond,16.65,115.0,112.11140769355812,4.887037068024572e-12,2.5741324986727766e-11,2.446441460983999e-11,0.0220960693210745
NGC6503,train,standard_mond,17.49,115.0,112.38177014321373,4.479363535530923e-12,2.4505034935907223e-11,2.3401914171856612e-11,0.020003943798192154
NGC6503,train,standard_mond,18.23,115.0,112.41930864714173,4.134534752546939e-12,2.3510316019145218e-11,2.246697522676064e-11,0.01971386039905397
NGC6503,train,standard_mond,18.97,114.0,112.28846093859507,3.805722544162588e-12,2.2201986107337358e-11,2.1540331489658518e-11,0.013139444080137525
NGC6503,train,standard_mond,19.71,115.0,112.36895485676706,3.5393647322095e-12,2.1744954897464092e-11,2.0761346346266884e-11,0.02010299768456051
NGC6503,train,standard_mond,20.45,114.0,112.51245570909204,3.307865639362272e-12,2.0595192002747663e-11,2.0061220430676594e-11,0.011408495177488391
NGC6503,train,standard_mond,21.29,116.0,112.69712922921624,3.075058638345367e-12,2.0482821098526717e-11,1.93330110809106e-11,0.025090271930206347
NGC6503,train,standard_mond,22.03,115.0,112.74936210994593,2.8796143707085876e-12,1.945497326504845e-11,1.8700927417048657e-11,0.01716749371657004
NGC6503,train,standard_mond,22.76,118.0,112.80507194325793,2.705157854905093e-12,1.982627892189075e-11,1.811900941816826e-11,0.03910676093020306
NGC6503,train,standard_mond,23.5,115.0,112.76113123322737,2.5353149386087262e-12,1.823800259697946e-11,1.753478481915889e-11,0.017076832475457188
NGC6674,holdout,baryons,7.49,285.0,175.29707892603346,1.3295877207994058e-10,3.514449903673145e-10,1.3295877207994058e-10,0.4221403614959975
NGC6674,holdout,baryons,12.54,291.0,177.58396022726825,8.150033462054082e-11,2.1884563876350743e-10,8.150033462054082e-11,0.4289785044038846
NGC6674,holdout,baryons,17.45,274.0,165.88804091916933,5.1107446195980094e-11,1.3942965383055882e-10,5.1107446195980094e-11,0.435870969023295
NGC6674,holdout,baryons,22.47,266.0,154.67050614128087,3.4503360497226833e-11,1.0204921201776837e-10,3.4503360497226833e-11,0.4709482598424472
NGC6674,holdout,baryons,27.48,255.0,145.69324373491037,2.503292231396153e-11,7.668547063177578e-11,2.503292231396153e-11,0.4862015356625905
NGC6674,holdout,baryons,32.5,250.0,136.21085962580221,1.8500759659888212e-11,6.232267864316086e-11,1.8500759659888212e-11,0.5274565498036088
NGC6674,holdout,baryons,37.51,242.0,127.95471300425008,1.4145391267498065e-11,5.059797342229267e-11,1.4145391267498065e-11,0.553518157860016
NGC6674,holdout,baryons,42.42,237.0,121.91995849736826,1.1356078943107264e-11,4.29116765461576e-11,1.1356078943107264e-11,0.5773470797044692
NGC6674,holdout,baryons,47.44,235.0,116.09638947874305,9.20751005454344e-12,3.772597728911574e-11,9.20751005454344e-12,0.6124982971910583
NGC6674,holdout,baryons,52.45,236.0,109.85132803020635,7.456149125916576e-12,3.4413430563373377e-11,7.456149125916576e-12,0.664213382695173
NGC6674,holdout,baryons,57.47,242.0,106.38583871925812,6.382280702902316e-12,3.3024708249002926e-11,6.382280702902316e-12,0.7138630883622885
NGC6674,holdout,baryons,62.48,246.0,102.82698682738884,5.48431831040498e-12,3.1389084423818054e-11,5.48431831040498e-12,0.7576559947694924
NGC6674,holdout,baryons,67.4,242.0,98.37293011799538,4.653082717659302e-12,2.8159198561872372e-11,4.653082717659302e-12,0.7818795171664447
NGC6674,holdout,baryons,72.41,242.0,93.7978132474313,3.9376429590568945e-12,2.6210882240991547e-11,3.9376429590568945e-12,0.8232453047900283
NGC6674,holdout,li2018_rar_mond,7.49,285.0,217.26642430697763,1.3295877207994058e-10,3.514449903673145e-10,2.0424567597950565e-10,0.23570448610451641
NGC6674,holdout,li2018_rar_mond,12.54,291.0,237.01510592430205,8.150033462054082e-11,2.1884563876350743e-10,1.451790568600409e-10,0.17823392552542083
NGC6674,holdout,li2018_rar_mond,17.45,274.0,239.61024021514407,5.1107446195980094e-11,1.3942965383055882e-10,1.0662640640513314e-10,0.1164903765543267
NGC6674,holdout,li2018_rar_mond,22.47,266.0,240.0828464550778,3.4503360497226833e-11,1.0204921201776837e-10,8.313207971143367e-11,0.08904101025789053
NGC6674,holdout,li2018_rar_mond,27.48,255.0,240.60914853450356,2.503292231396153e-11,7.668547063177578e-11,6.827425955609434e-11,0.050456088405420825
NGC6674,holdout,li2018_rar_mond,32.5,250.0,239.0274654128567,1.8500759659888212e-11,6.232267864316086e-11,5.6972031600647806e-11,0.038984404636722765
NGC6674,holdout,li2018_rar_mond,37.51,242.0,237.36101112398956,1.4145391267498065e-11,5.059797342229267e-11,4.86767032982267e-11,0.01681196527054245
NGC6674,holdout,li2018_rar_mond,42.42,237.0,236.92319011305509,1.1356078943107264e-11,4.29116765461576e-11,4.288386636123535e-11,0.00028154866479448466
NGC6674,holdout,li2018_rar_mond,47.44,235.0,236.0258818927653,9.20751005454344e-12,3.772597728911574e-11,3.8056078342488905e-11,-0.0037835334890656412
NGC6674,holdout,li2018_rar_mond,52.45,236.0,233.86973536709073,7.456149125916576e-12,3.4413430563373377e-11,3.3794965755679047e-11,0.0078759574778472
NGC6674,holdout,li2018_rar_mond,57.47,242.0,234.4193334754821,6.382280702902316e-12,3.3024708249002926e-11,3.0988111589153016e-11,0.027643878399596308
NGC6674,holdout,li2018_rar_mond,62.48,246.0,234.37941684814513,5.48431831040498e-12,3.1389084423818054e-11,2.8493603239033777e-11,0.042031275468375436
NGC6674,holdout,li2018_rar_mond,67.4,242.0,232.6830919178225,4.653082717659302e-12,2.8159198561872372e-11,2.6032699812295682e-11,0.03410107972842629
NGC6674,holdout,li2018_rar_mond,72.41,242.0,230.43569511916087,3.9376429590568945e-12,2.6210882240991547e-11,2.376568924183176e-11,0.042531225231479085
NGC6674,holdout,simple_mond,7.49,285.0,219.8956365673029,1.3295877207994058e-10,3.514449903673145e-10,2.0921887398161967e-10,0.2252564967073902
NGC6674,holdout,simple_mond,12.54,291.0,239.0729477423728,8.150033462054082e-11,2.1884563876350743e-10,1.4771098392214902e-10,0.17072510521239764
NGC6674,holdout,simple_mond,17.45,274.0,241.07074388079306,5.1107446195980094e-11,1.3942965383055882e-10,1.0793021432993292e-10,0.1112121096314721
NGC6674,holdout,simple_mond,22.47,266.0,241.14628805287833,3.4503360497226833e-11,1.0204921201776837e-10,8.38701741603465e-11,0.0852021107696302
NGC6674,holdout,simple_mond,27.48,255.0,241.42102428614126,2.503292231396153e-11,7.668547063177578e-11,6.873578592675713e-11,0.04753018449132983
NGC6674,holdout,simple_mond,32.5,250.0,239.64685334800342,1.8500759659888212e-11,6.232267864316086e-11,5.7267675528315354e-11,0.03673655550857742
NGC6674,holdout,simple_mond,37.51,242.0,237.84508068915017,1.4145391267498065e-11,5.059797342229267e-11,4.8875446447869154e-11,0.015042385146523353
NGC6674,holdout,simple_mond,42.42,237.0,237.31916428977468,1.1356078943107264e-11,4.29116765461576e-11,4.302733137131249e-11,-0.001168928613689014
NGC6674,holdout,simple_mond,47.44,235.0,236.3513494044487,9.20751005454344e-12,3.772597728911574e-11,3.816110544258822e-11,-0.004980447797079387
NGC6674,holdout,simple_mond,52.45,236.0,234.13499646642185,7.456149125916576e-12,3.4413430563373377e-11,3.38716714793345e-11,0.00689133970624459
NGC6674,holdout,simple_mond,57.47,242.0,234.649302575151,6.382280702902316e-12,3.3024708249002926e-11,3.104894107388684e-11,0.02679219648082754
NGC6674,holdout,simple_mond,62.48,246.0,234.5788462698512,5.48431831040498e-12,3.1389084423818054e-11,2.854211330401947e-11,0.04129252228363493
NGC6674,holdout,simple_mond,67.4,242.0,232.85263400921477,4.653082717659302e-12,2.8159198561872372e-11,2.607065054012894e-11,0.0334684219632191
NGC6674,holdout,simple_mond,72.41,242.0,230.57901121267085,3.9376429590568945e-12,2.6210882240991547e-11,2.3795259876689813e-11,0.04199118700944869
NGC6674,holdout,standard_mond,7.49,285.0,195.01758983168324,1.3295877207994058e-10,3.514449903673145e-10,1.6455656253817554e-10,0.3295421503964393
NGC6674,holdout,standard_mond,12.54,291.0,212.6204085110716,8.150033462054082e-11,2.1884563876350743e-10,1.1683200093562569e-10,0.2725760815073848
NGC6674,holdout,standard_mond,17.45,274.0,216.4903683110998,5.1107446195980094e-11,1.3942965383055882e-10,8.70424651067443e-11,0.2046239670554513
NGC6674,holdout,standard_mond,22.47,266.0,218.92389863388084,3.4503360497226833e-11,1.0204921201776837e-10,6.912461563127515e-11,0.16917692620403
NGC6674,holdout,standard_mond,27.48,255.0,221.26414706461472,2.503292231396153e-11,7.668547063177578e-11,5.773708082587282e-11,0.12325826499211616
NGC6674,holdout,standard_mond,32.5,250.0,221.60060827675014,1.8500759659888212e-11,6.232267864316086e-11,4.8967506554182086e-11,0.10473812101763126
NGC6674,holdout,standard_mond,37.51,242.0,221.61206112391065,1.4145391267498065e-11,5.059797342229267e-11,4.243157735242851e-11,0.07644394604828174
NGC6674,holdout,standard_mond,42.42,237.0,222.43262103190955,1.1356078943107264e-11,4.29116765461576e-11,3.779860302895416e-11,0.05509973325722383
NGC6674,holdout,standard_mond,47.44,235.0,222.71160097394167,9.20751005454344e-12,3.772597728911574e-11,3.3883670840614913e-11,0.046650044783926044
NGC6674,holdout,standard_mond,52.45,236.0,221.740244636672,7.456149125916576e-12,3.4413430563373377e-11,3.0380366370560494e-11,0.054134961276827896
NGC6674,holdout,standard_mond,57.47,242.0,223.00885008043358,6.382280702902316e-12,3.3024708249002926e-11,2.8044806914007383e-11,0.07098653532794526
NGC6674,holdout,standard_mond,62.48,246.0,223.66735049828907,5.48431831040498e-12,3.1389084423818054e-11,2.594858141772707e-11,0.08266502771483962
NGC6674,holdout,standard_mond,67.4,242.0,222.76174039197227,4.653082717659302e-12,2.8159198561872372e-11,2.3860017771801635e-11,0.07194952739076989
NGC6674,holdout,standard_mond,72.41,242.0,221.28919667022953,3.9376429590568945e-12,2.6210882240991547e-11,2.1916506656196803e-11,0.07771030754991683
NGC6789,outside_P0630_split,baryons,0.51,46.7,18.19992719765659,2.1048375368047735e-11,1.3858398322659458e-10,2.1048375368047735e-11,0.8184944596367179
NGC6789,outside_P0630_split,li2018_rar_mond,0.51,46.7,31.11340239563597,2.1048375368047735e-11,1.3858398322659458e-10,6.151404561356692e-11,0.3527387494674691
NGC6789,outside_P0630_split,simple_mond,0.51,46.7,31.203712457129892,2.1048375368047735e-11,1.3858398322659458e-10,6.187166640084391e-11,0.3502212267023611
NGC6789,outside_P0630_split,standard_mond,0.51,46.7,28.74552394806399,2.1048375368047735e-11,1.3858398322659458e-10,5.250730602581909e-11,0.42149330315020184
NGC6946,development,baryons,0.19,153.0,195.84783846139325,6.542344653053074e-09,3.992810651926481e-09,6.542344653053074e-09,-0.21445470371981012
NGC6946,development,baryons,0.56,130.0,147.7978600318692,1.264147411311977e-09,9.780208927073172e-10,1.264147411311977e-09,-0.11144958727824546
NGC6946,development,baryons,0.94,128.0,131.8595839141016,5.994390111202488e-10,5.648609348750689e-10,5.994390111202488e-10,-0.025803462671841155
NGC6946,development,baryons,1.22,134.0,127.14982213908125,4.294584359628094e-10,4.769789583710084e-10,4.294584359628094e-10,0.04557808271315286
NGC6946,development,baryons,1.59,129.0,126.48103585122948,3.260642296793423e-10,3.391811833688282e-10,3.260642296793423e-10,0.017128593172854215
NGC6946,development,baryons,1.96,131.0,126.23171637904633,2.634695066252094e-10,2.837500682967079e-10,2.634695066252094e-10,0.03220561655338225
NGC6946,development,baryons,2.34,138.0,129.45871569732182,2.3211124758237379e-10,2.637495760178568e-10,2.3211124758237379e-10,0.055495584282970724
NGC6946,development,baryons,2.71,139.0,135.9405815788648,2.2099294582430238e-10,2.3105201716367003e-10,2.2099294582430238e-10,0.01933135334406831
NGC6946,development,baryons,2.99,143.0,136.8080153719072,2.0286230322918934e-10,2.2164112270852113e-10,2.0286230322918934e-10,0.03844898937518086
NGC6946,development,baryons,3.37,146.0,139.30966395049555,1.8663025227075294e-10,2.0498650247417236e-10,1.8663025227075294e-10,0.0407432223706717
NGC6946,development,baryons,3.74,154.0,140.53349308972577,1.7113448606111309e-10,2.0550353376594268e-10,1.7113448606111309e-10,0.07948175930364662
NGC6946,development,baryons,4.12,161.0,141.8531541066324,1.5828152732692094e-10,2.0389378631477521e-10,1.5828152732692094e-10,0.10997375849890988
NGC6946,development,baryons,4.4,167.0,143.70841189714682,1.5211118808067169e-10,2.0541384909844068e-10,1.5211118808067169e-10,0.13046856213540226
NGC6946,development,baryons,4.77,173.0,146.48011407696268,1.4577680071571647e-10,2.0334021667459207e-10,1.4577680071571647e-10,0.14453486722334033
NGC6946,development,baryons,5.15,176.0,149.3401263893934,1.4034445385643663e-10,1.949250082909294e-10,1.4034445385643663e-10,0.14267230654013105
NGC6946,development,baryons,5.52,178.0,153.5416336047002,1.3840847736333747e-10,1.8601603443252767e-10,1.3840847736333747e-10,0.1283876906832326
NGC6946,development,baryons,5.89,180.0,153.75341345804327,1.300719624038406e-10,1.782703717792826e-10,1.300719624038406e-10,0.1368954776754565
NGC6946,development,baryons,6.17,179.0,151.50685486142203,1.20567111461245e-10,1.6829466647177782e-10,1.20567111461245e-10,0.1448414964660878
NGC6946,development,baryons,6.55,180.0,151.08717523337316,1.1294405029867854e-10,1.603072503480877e-10,1.1294405029867854e-10,0.15208980703166108
