galaxy,split,law,radius_kpc,observed_velocity_km_s,predicted_velocity_km_s,gbar_m_s2,gobs_m_s2,predicted_acceleration_m_s2,log_residual_dex
NGC2403,development,simple_mond,3.79,114.0,110.66458081465764,4.879938134019389e-11,1.1112709141324266e-10,1.0471949312017575e-10,0.025792416075667575
NGC2403,development,simple_mond,3.9,118.0,111.14532757861551,4.732689402593194e-11,1.1570413032364959e-10,1.0265196521433041e-10,0.05198159425301147
NGC2403,development,simple_mond,3.99,118.0,111.47772006705543,4.611433141950077e-11,1.1309426272236425e-10,1.0093753975165508e-10,0.049387858656416955
NGC2403,development,simple_mond,4.47,118.0,113.32255938072709,4.0677568897344806e-11,1.0094991236291576e-10,9.310535933392404e-11,0.03513126568327861
NGC2403,development,simple_mond,4.97,121.0,114.69546624148114,3.575758430477938e-11,9.546931504377254e-11,8.577990646873856e-11,0.046478238312879325
NGC2403,development,simple_mond,5.47,124.0,115.65817008405932,3.152281783055891e-11,9.109729863710524e-11,7.925282684449032e-11,0.06049073688771564
NGC2403,development,simple_mond,5.96,125.0,115.9859012078653,2.7703380073879085e-11,8.496170536504733e-11,7.314987656692494e-11,0.0650096234201407
NGC2403,development,simple_mond,6.46,126.0,116.17296027318247,2.4421705038773477e-11,7.964491021550888e-11,6.77059831517497e-11,0.07053097820020518
NGC2403,development,simple_mond,6.96,126.0,116.75892631152266,2.1961286829676533e-11,7.392329310232578e-11,6.347758570069921e-11,0.06616090491260991
NGC2403,development,simple_mond,7.45,126.0,117.34380876299502,1.9943452549500388e-11,6.906122416002516e-11,5.9898168475638e-11,0.06182072922571175
NGC2403,development,simple_mond,7.95,126.0,117.96919877990787,1.821070295830337e-11,6.47177509424135e-11,5.673088854232079e-11,0.05720383064119157
NGC2403,development,simple_mond,8.45,127.0,118.84662405651014,1.6848342092229505e-11,6.185861438987949e-11,5.4170949171811634e-11,0.057633742470976516
NGC2403,development,simple_mond,8.94,128.0,119.8140371335937,1.5740852706085206e-11,5.939253677657324e-11,5.2038807981860426e-11,0.05740453536717619
NGC2403,development,simple_mond,9.44,128.0,120.76676394815023,1.4740712577223297e-11,5.6246745633746276e-11,5.006939212184649e-11,0.05052508098956813
NGC2403,development,simple_mond,9.94,127.0,121.55831853207644,1.3800676351018065e-11,5.2586045432040416e-11,4.817618860961342e-11,0.038038073859040455
NGC2403,development,simple_mond,10.43,127.0,122.65970022002796,1.3106164005960287e-11,5.0115560076172736e-11,4.6748636041368725e-11,0.030203644035424422
NGC2403,development,simple_mond,10.93,128.0,123.64745428401454,1.2429218339048556e-11,4.857907399657501e-11,4.53314542342245e-11,0.030049580663516633
NGC2403,development,simple_mond,11.43,130.0,124.45360381641345,1.1765658566908395e-11,4.791703411339438e-11,4.3915535056344897e-11,0.037871750536080016
NGC2403,development,simple_mond,11.92,130.0,125.0078756200387,1.110911340951533e-11,4.59472902614176e-11,4.248620586003108e-11,0.03401195490828454
NGC2403,development,simple_mond,12.42,132.0,125.69964687215698,1.0542668084409153e-11,4.546484568379921e-11,4.1228351892877385e-11,0.042479747162123896
NGC2403,development,simple_mond,12.92,133.0,126.26121056391891,9.994635945179262e-12,4.4370081154010354e-11,3.9987738094969965e-11,0.045163384077121296
NGC2403,development,simple_mond,13.42,133.0,126.4180853481152,9.39171788787296e-12,4.271694847316049e-11,3.859360573876199e-11,0.044084864974338035
NGC2403,development,simple_mond,13.91,133.0,126.3601012590703,8.80302896616751e-12,4.121218177640645e-11,3.7199941361287795e-11,0.044483351421132494
NGC2403,development,simple_mond,14.41,133.0,126.44373302948505,8.290029694632736e-12,3.9782196287981526e-11,3.5956721991705865e-11,0.04390866365454682
NGC2403,development,simple_mond,14.91,134.0,126.54095567172867,7.825007983689471e-12,3.9028459370397735e-11,3.480439039473275e-11,0.04974737663838909
NGC2403,development,simple_mond,15.4,134.0,126.53140982095044,7.385839958109225e-12,3.7786644754066895e-11,3.369189417726359e-11,0.04981290272318217
NGC2403,development,simple_mond,15.9,133.0,126.43670750924035,6.958082867519927e-12,3.6054179151560616e-11,3.2583571551942764e-11,0.0439569259032056
NGC2403,development,simple_mond,16.4,134.0,126.26968004863845,6.552024581933859e-12,3.5482581049550626e-11,3.1506761596690813e-11,0.05161143668577713
NGC2403,development,simple_mond,16.89,134.0,125.87334932861854,6.145031855396661e-12,3.44531870463369e-11,3.040096587959936e-11,0.05434201998835754
NGC2403,development,simple_mond,17.39,136.0,125.56780534015377,5.779759251255395e-12,3.4468921068178826e-11,2.9383699931526683e-11,0.06932120920242675
NGC2403,development,simple_mond,17.89,136.0,125.1503372187751,5.425650914127403e-12,3.350556385554107e-11,2.837286309647065e-11,0.07221376842756554
NGC2403,development,simple_mond,18.38,135.0,124.73515940289194,5.104664127898812e-12,3.213449540267876e-11,2.7433531679573284e-11,0.06868976423612977
NGC2403,development,simple_mond,18.88,133.0,124.29080212165096,4.799131870324601e-12,3.0363424179545224e-11,2.651706458481798e-11,0.05882530036470484
NGC2403,development,simple_mond,19.38,134.0,124.22319953519727,4.5669922944648796e-12,3.0026539175058324e-11,2.5804836032328503e-11,0.06580417494813093
NGC2403,development,simple_mond,19.87,136.0,124.54965081793307,4.405597486471889e-12,3.016681114119928e-11,2.530093764401816e-11,0.07639278813079071
NGC2403,development,simple_mond,20.37,135.0,124.8764393480784,4.250515272393881e-12,2.8995190255338023e-11,2.4809581578238484e-11,0.0677065229531587
NGC2403,development,simple_mond,20.87,134.0,125.2372915663834,4.10918600806619e-12,2.7882814049479166e-11,2.4355347999776277e-11,0.0587422631019698
NGC2403,development,standard_mond,0.26,35.3,30.150465099323846,7.77917221542333e-11,1.553193332609126e-10,1.1330893006079346e-10,0.1369613789170406
NGC2403,development,standard_mond,0.36,43.2,38.556133250096174,9.963387481990201e-11,1.680019983647959e-10,1.338239668003199e-10,0.09878054858064718
NGC2403,development,standard_mond,0.46,52.0,45.63010352734875,1.1353684869639782e-10,1.905014608403818e-10,1.466879811032315e-10,0.11350377903370962
NGC2403,development,standard_mond,0.56,60.9,51.05850562983028,1.1807293513552422e-10,2.1463276136578847e-10,1.508681717098288e-10,0.15309838564600892
NGC2403,development,standard_mond,0.66,65.8,54.47888330712794,1.1250300487720324e-10,2.1259708549621054e-10,1.457343449185285e-10,0.1639953933289787
NGC2403,development,standard_mond,0.76,71.7,57.51508473177721,1.0744036394372351e-10,2.1921697159620582e-10,1.4105854192223613e-10,0.19147478346629515
NGC2403,development,standard_mond,0.86,74.6,59.74421672859197,1.0036853237364863e-10,2.097145961679558e-10,1.3450633738165574e-10,0.1928859115014758
NGC2403,development,standard_mond,0.96,74.6,61.974993762100496,9.516139403858676e-11,1.8786932573379377e-10,1.2966154888107855e-10,0.1610446714907255
NGC2403,development,standard_mond,1.06,76.6,64.25876384328737,9.150138845109208e-11,1.793911974299262e-10,1.262432954769236e-10,0.15259280586635446
NGC2403,development,standard_mond,1.16,78.5,66.55702459260173,8.885051667688636e-11,1.7215941531360811e-10,1.237597043009574e-10,0.14335151600863694
NGC2403,development,standard_mond,1.27,83.4,69.10927169600457,8.68451963996294e-11,1.7749161255502087e-10,1.2187604885780448e-10,0.16325946886302103
NGC2403,development,standard_mond,1.36,86.4,71.61170258199841,8.719193123539652e-11,1.7788446885684272e-10,1.2220206505459917e-10,0.1630594863898325
NGC2403,development,standard_mond,1.47,87.4,74.10265800930014,8.597764086011229e-11,1.68405001394803e-10,1.2105972755887848e-10,0.14335529308697467
NGC2403,development,standard_mond,1.57,90.3,76.52116329013369,8.577448674987754e-11,1.6831596175965223e-10,1.2086844355196227e-10,0.14381237335178684
NGC2403,development,standard_mond,1.67,93.3,79.12692388706877,8.64469977272633e-11,1.6892591155024768e-10,1.2150147459542438e-10,0.14311472236779757
NGC2403,development,standard_mond,1.77,93.3,81.52339774477261,8.664317174905566e-11,1.593820747394992e-10,1.2168603276011046e-10,0.11719874355674478
NGC2403,development,standard_mond,1.87,95.2,83.60076412459911,8.604536161136537e-11,1.5706584134441635e-10,1.211234805984035e-10,0.11285340281004817
NGC2403,development,standard_mond,1.97,97.2,85.58097014098654,8.536877748430329e-11,1.5542316853799011e-10,1.204862920538661e-10,0.11057811922605873
NGC2403,development,standard_mond,2.08,99.1,87.70264254465987,8.468595891912604e-11,1.5301479641138517e-10,1.198426705408825e-10,0.1061219506244641
NGC2403,development,standard_mond,2.18,98.2,89.68964329074201,8.441301446808463e-11,1.4335602052817192e-10,1.1958523318029692e-10,0.0787383820467328
NGC2403,development,standard_mond,2.28,98.2,90.75909899235106,8.176568659214517e-11,1.370684757681644e-10,1.1708330129669742e-10,0.06844262399059725
NGC2403,development,standard_mond,2.37,98.2,91.08273794238814,7.793122673700804e-11,1.3186334377696826e-10,1.1344184019201214e-10,0.0653508215559582
NGC2403,development,standard_mond,2.47,97.2,91.43431112845965,7.400752420452907e-11,1.239609886720002e-10,1.0969097480365127e-10,0.05311413537503859
NGC2403,development,standard_mond,2.57,98.2,91.85676328482994,7.058866335796976e-11,1.2160160496164e-10,1.0639926014558305e-10,0.058000698946849054
NGC2403,development,standard_mond,2.68,98.2,92.22607451338263,6.693554095645433e-11,1.166104943102294e-10,1.0285421843142744e-10,0.05451552790602305
NGC2403,development,standard_mond,2.78,98.2,92.5898577426653,6.395552609814275e-11,1.1241587221273914e-10,9.993819297955233e-11,0.05109614189970036
NGC2403,development,standard_mond,2.88,99.1,92.96406781105534,6.122972764554055e-11,1.1051068629711151e-10,9.724946137502689e-11,0.05551707136420148
NGC2403,development,standard_mond,2.98,100.0,93.42386445371453,5.888466388653074e-11,1.0875098286726059e-10,9.491805848630138e-11,0.059084344398080746
NGC2403,development,standard_mond,3.08,102.0,94.04224505652047,5.7024977548091604e-11,1.0947099911486746e-10,9.30560716986035e-11,0.07055436667545166
NGC2403,development,standard_mond,3.19,101.0,94.73374682625524,5.515730817110746e-11,1.0363382298314096e-10,9.117341050779325e-11,0.055633318604909
NGC2403,development,standard_mond,3.29,101.0,95.5787993730394,5.398658138808647e-11,1.0048385875872939e-10,8.998636282828955e-11,0.04791960603354152
NGC2403,development,standard_mond,3.39,103.0,96.49195103895957,5.302640221143636e-11,1.0142014006405684e-10,8.900859221587047e-11,0.05669227381407427
NGC2403,development,standard_mond,3.49,107.0,97.35171678744639,5.204565529177284e-11,1.0631427531475225e-10,8.800579229577468e-11,0.08208032604680696
NGC2403,development,standard_mond,3.59,110.0,98.021237304753,5.080901759098595e-11,1.0922960836288808e-10,8.673519648830598e-11,0.10014500984906437
NGC2403,development,standard_mond,3.69,112.0,98.86594919326996,4.9947037956591535e-11,1.1016893064170764e-10,8.58453091976482e-11,0.10834256475034382
NGC2403,development,standard_mond,3.79,114.0,99.49947018258597,4.879938134019389e-11,1.1112709141324266e-10,8.46548376622482e-11,0.11816816625469917
NGC2403,development,standard_mond,3.9,118.0,100.01237020417372,4.732689402593194e-11,1.1570413032364959e-10,8.311746464269874e-11,0.14365657502910834
NGC2403,development,standard_mond,3.99,118.0,100.38097256947341,4.611433141950077e-11,1.1309426272236425e-10,8.184258863175119e-11,0.1404612163093081
NGC2403,development,standard_mond,4.47,118.0,102.3948787263716,4.0677568897344806e-11,1.0094991236291576e-10,7.601484312835651e-11,0.1232075426704459
NGC2403,development,standard_mond,4.97,121.0,104.01786625784347,3.575758430477938e-11,9.546931504377254e-11,7.055193793473693e-11,0.13135485913556283
NGC2403,development,standard_mond,5.47,124.0,105.27867920791886,3.152281783055891e-11,9.109729863710524e-11,6.56663661626893e-11,0.14216251475109917
NGC2403,development,standard_mond,5.96,125.0,105.98196624189578,2.7703380073879085e-11,8.496170536504733e-11,6.10755153406699e-11,0.14335608091927463
NGC2403,development,standard_mond,6.46,126.0,106.55160543537372,2.4421705038773477e-11,7.964491021550888e-11,5.69556656892637e-11,0.14562109482410396
NGC2403,development,standard_mond,6.96,126.0,107.42637116023678,2.1961286829676533e-11,7.392329310232578e-11,5.373559058403229e-11,0.1385192790252352
NGC2403,development,standard_mond,7.45,126.0,108.27063289863213,1.9943452549500388e-11,6.906122416002516e-11,5.099346614261196e-11,0.13171973930391925
NGC2403,development,standard_mond,7.95,126.0,109.13556034578285,1.821070295830337e-11,6.47177509424135e-11,4.8552868308846665e-11,0.12480852497740451
NGC2403,development,standard_mond,8.45,127.0,110.1930002383885,1.6848342092229505e-11,6.185861438987949e-11,4.656941275379502e-11,0.12329942628135573
NGC2403,development,standard_mond,8.94,128.0,111.30439606292381,1.5740852706085206e-11,5.939253677657324e-11,4.4909329493687675e-11,0.12139530428010363
NGC2403,development,standard_mond,9.44,128.0,112.39592540951828,1.4740712577223297e-11,5.6246745633746276e-11,4.33689188132249e-11,0.11291880444953134
NGC2403,development,standard_mond,9.94,127.0,113.33882937485616,1.3800676351018065e-11,5.2586045432040416e-11,4.1881334911042377e-11,0.09884999651440263
NGC2403,development,standard_mond,10.43,127.0,114.52697598721849,1.3106164005960287e-11,5.0115560076172736e-11,4.0754984616782057e-11,0.08979185471674714
NGC2403,development,standard_mond,10.93,128.0,115.61440916471108,1.2429218339048556e-11,4.857907399657501e-11,3.963265995128269e-11,0.08839601107919474
NGC2403,development,standard_mond,11.43,130.0,116.5381976751105,1.1765658566908395e-11,4.791703411339438e-11,3.85070118672584e-11,0.09495011018944767
NGC2403,development,standard_mond,11.92,130.0,117.23368646112287,1.110911340951533e-11,4.59472902614176e-11,3.7366123331423154e-11,0.08978186107758201
NGC2403,development,standard_mond,12.42,132.0,118.04208759271687,1.0542668084409153e-11,4.546484568379921e-11,3.6358137008171674e-11,0.097074099488821
NGC2403,development,standard_mond,12.92,133.0,118.73089845121812,9.994635945179262e-12,4.4370081154010354e-11,3.536017856357561e-11,0.09857577358467709
NGC2403,development,standard_mond,13.42,133.0,119.06407385188758,9.39171788787296e-12,4.271694847316049e-11,3.423406060745773e-11,0.09614180567863895
NGC2403,development,standard_mond,13.91,133.0,119.19929655011475,8.80302896616751e-12,4.121218177640645e-11,3.310317955293971e-11,0.09515589705367121
NGC2403,development,standard_mond,14.41,133.0,119.45138178839883,8.290029694632736e-12,3.9782196287981526e-11,3.2089860551652146e-11,0.09332092605026727
NGC2403,development,standard_mond,14.91,134.0,119.7071062091922,7.825007983689471e-12,3.9028459370397735e-11,3.1146673905092886e-11,0.09796973207661898
NGC2403,development,standard_mond,15.4,134.0,119.85928187500883,7.385839958109225e-12,3.7786644754066895e-11,3.023236182347721e-11,0.09686625405766133
NGC2403,development,standard_mond,15.9,133.0,119.93304835784204,6.958082867519927e-12,3.6054179151560616e-11,2.9317712060372713e-11,0.08982553722486589
NGC2403,development,standard_mond,16.4,134.0,119.93614637897446,6.552024581933859e-12,3.5482581049550626e-11,2.8425347843512953e-11,0.09630941556723872
NGC2403,development,standard_mond,16.89,134.0,119.72810021180223,6.145031855396661e-12,3.44531870463369e-11,2.7505021449733332e-11,0.09781741396690993
NGC2403,development,standard_mond,17.39,136.0,119.59479134217155,5.779759251255395e-12,3.4468921068178826e-11,2.6654737116969323e-11,0.11165328587398254
NGC2403,development,standard_mond,17.89,136.0,119.35565983226714,5.425650914127403e-12,3.350556385554107e-11,2.580626485807069e-11,0.11339178068511295
NGC2403,development,standard_mond,18.38,135.0,119.10891156603425,5.104664127898812e-12,3.213449540267876e-11,2.5014536477580634e-11,0.10877902495364285
NGC2403,development,standard_mond,18.88,133.0,118.8319393802893,4.799131870324601e-12,3.0363424179545224e-11,2.423895178822749e-11,0.09783691188410817
NGC2403,development,standard_mond,19.38,134.0,118.88333440686813,4.5669922944648796e-12,3.0026539175058324e-11,2.3634022093586118e-11,0.1039676416120441
NGC2403,development,standard_mond,19.87,136.0,119.27890904865673,4.405597486471889e-12,3.016681114119928e-11,2.320485742022439e-11,0.11395050012143594
NGC2403,development,standard_mond,20.37,135.0,119.6738559191098,4.250515272393881e-12,2.8995190255338023e-11,2.278541769941747e-11,0.10466896834433333
NGC2403,development,standard_mond,20.87,134.0,120.09629873212769,4.10918600806619e-12,2.7882814049479166e-11,2.2396814435070902e-11,0.09515035069953548
NGC2683,development,baryons,2.89,189.0,162.6856325248176,2.967905115948821e-10,4.005670484368241e-10,2.967905115948821e-10,0.13022520795169718
NGC2683,development,baryons,5.77,212.0,171.89817311420154,1.6596486764385096e-10,2.524325552595971e-10,1.6596486764385096e-10,0.18212919955538606
NGC2683,development,baryons,8.66,206.0,147.55723780960392,8.148029571610762e-11,1.588056696615024e-10,8.148029571610762e-11,0.2898134069846288
NGC2683,development,baryons,11.54,200.0,138.2643910050596,5.368640659072601e-11,1.1233203776236967e-10,5.368640659072601e-11,0.32063930112033573
NGC2683,development,baryons,14.43,172.0,120.48105776428093,3.260023023389912e-11,6.64415900893431e-11,3.260023023389912e-11,0.3092193502855491
NGC2683,development,baryons,17.31,190.0,108.9535767196286,2.2224672526946495e-11,6.758644272035909e-11,2.2224672526946495e-11,0.4830242183014372
NGC2683,development,baryons,20.2,169.0,99.64802993536803,1.5930724214095592e-11,4.582173132961412e-11,1.5930724214095592e-11,0.45883597518958147
NGC2683,development,baryons,23.08,150.0,92.07489114845589,1.1904086623922914e-11,3.1593385620666475e-11,1.1904086623922914e-11,0.4239000899084611
NGC2683,development,baryons,28.85,160.0,81.43730735971076,7.449900094313185e-12,2.8757001667166636e-11,7.449900094313185e-12,0.5865931538469058
NGC2683,development,baryons,31.74,155.0,77.39187425046637,6.115518173863095e-12,2.4530473355041235e-11,6.115518173863095e-12,0.6032726675701227
NGC2683,development,baryons,34.62,151.0,73.94096259854884,5.117909376269315e-12,2.1344023275164926e-11,5.117909376269315e-12,0.6201836943351317
NGC2683,development,li2018_rar_mond,2.89,189.0,182.74588596563157,2.967905115948821e-10,4.005670484368241e-10,3.744956949107041e-10,0.029228390821694386
NGC2683,development,li2018_rar_mond,5.77,212.0,206.71678826049677,1.6596486764385096e-10,2.524325552595971e-10,2.4000768014278444e-10,0.021920224308591404
NGC2683,development,li2018_rar_mond,8.66,206.0,196.94728507015662,8.148029571610762e-11,1.588056696615024e-10,1.4515485276362082e-10,0.03903444391512484
NGC2683,development,li2018_rar_mond,11.54,200.0,197.98318200238742,5.368640659072601e-11,1.1233203776236967e-10,1.1007792792577778e-10,0.008803391348076324
NGC2683,development,li2018_rar_mond,14.43,172.0,189.03708810335303,3.260023023389912e-11,6.64415900893431e-11,8.025593549761352e-11,-0.08203714393304481
NGC2683,development,li2018_rar_mond,17.31,190.0,184.23835983822724,2.2224672526946495e-11,6.758644272035909e-11,6.35495536155033e-11,0.02674708447678623
NGC2683,development,li2018_rar_mond,20.2,169.0,180.32871369228658,1.5930724214095592e-11,4.582173132961412e-11,5.217084308035895e-11,-0.05635636041545225
NGC2683,development,li2018_rar_mond,23.08,150.0,177.13819070366552,1.1904086623922914e-11,3.1593385620666475e-11,4.4059347304605854e-11,-0.14444189081621717
NGC2683,development,li2018_rar_mond,28.85,160.0,173.4092578748375,7.449900094313185e-12,2.8757001667166636e-11,3.377910951692117e-11,-0.06990459394002406
NGC2683,development,li2018_rar_mond,31.74,155.0,172.1598407628964,6.115518173863095e-12,2.4530473355041235e-11,3.026259995838519e-11,-0.09120030824181924
NGC2683,development,li2018_rar_mond,34.62,151.0,171.17636918117282,5.117909376269315e-12,2.1344023275164926e-11,2.7429002362295184e-11,-0.10893372606590924
NGC2683,development,simple_mond,2.89,189.0,186.12430485631407,2.967905115948821e-10,4.005670484368241e-10,3.8847027185403494e-10,0.013317430856977558
NGC2683,development,simple_mond,5.77,212.0,209.5769545795042,1.6596486764385096e-10,2.524325552595971e-10,2.4669519581766104e-10,0.009984671428873418
NGC2683,development,simple_mond,8.66,206.0,198.6569411444466,8.148029571610762e-11,1.588056696615024e-10,1.4768590576096927e-10,0.03152695261683965
NGC2683,development,simple_mond,11.54,200.0,199.23762314346973,5.368640659072601e-11,1.1233203776236967e-10,1.114772765403824e-10,0.0033172872011739173
NGC2683,development,simple_mond,14.43,172.0,189.83562849412306,3.260023023389912e-11,6.64415900893431e-11,8.093541028061152e-11,-0.08569855509968287
NGC2683,development,simple_mond,17.31,190.0,184.7991297759099,2.2224672526946495e-11,6.758644272035909e-11,6.393699641823508e-11,0.02410735833672658
NGC2683,development,simple_mond,20.2,169.0,180.73784107547334,1.5930724214095592e-11,4.582173132961412e-11,5.240784065165491e-11,-0.05832477137582768
NGC2683,development,simple_mond,23.08,150.0,177.44722827712974,1.1904086623922914e-11,3.1593385620666475e-11,4.421321441868811e-11,-0.145955922016085
NGC2683,development,simple_mond,28.85,160.0,173.60578978638384,7.449900094313185e-12,2.8757001667166636e-11,3.385571943944716e-11,-0.07088844446066768
NGC2683,development,simple_mond,31.74,155.0,172.3221110260056,6.115518173863095e-12,2.4530473355041235e-11,3.03196752246003e-11,-0.09201861625118629
NGC2683,development,simple_mond,34.62,151.0,171.31283399097413,5.117909376269315e-12,2.1344023275164926e-11,2.7472753560411126e-11,-0.10962590458083075
NGC2683,development,standard_mond,2.89,189.0,168.21432895761757,2.967905115948821e-10,4.005670484368241e-10,3.173054904263747e-10,0.10119763348249168
NGC2683,development,standard_mond,5.77,212.0,186.2812554352805,1.6596486764385096e-10,2.524325552595971e-10,1.9490005154939295e-10,0.11233340949482877
NGC2683,development,standard_mond,8.66,206.0,176.67692954833163,8.148029571610762e-11,1.588056696615024e-10,1.1681301917272532e-10,0.1333747545599813
NGC2683,development,standard_mond,11.54,200.0,178.70168605475578,5.368640659072601e-11,1.1233203776236967e-10,8.968110405310921e-11,0.0978026911200064
NGC2683,development,standard_mond,14.43,172.0,172.62828554679712,3.260023023389912e-11,6.64415900893431e-11,6.692787535691217e-11,-0.0031670209297795173
NGC2683,development,standard_mond,17.31,190.0,169.96827536429686,2.2224672526946495e-11,6.758644272035909e-11,5.4086405812959546e-11,0.0967714664428155
NGC2683,development,standard_mond,20.2,169.0,167.84436622214818,1.5930724214095592e-11,4.582173132961412e-11,4.51972095325532e-11,0.0059598721813638195
NGC2683,development,standard_mond,23.08,150.0,166.10992840580204,1.1904086623922914e-11,3.1593385620666475e-11,3.874403357496137e-11,-0.08860866398578487
NGC2683,development,standard_mond,28.85,160.0,164.41855421271205,7.449900094313185e-12,2.8757001667166636e-11,3.036723758462022e-11,-0.023661684666991065
NGC2683,development,standard_mond,31.74,155.0,163.92630929337255,6.115518173863095e-12,2.4530473355041235e-11,2.7437204141071853e-11,-0.04863392585814667
NGC2683,development,standard_mond,34.62,151.0,163.5770530367415,5.117909376269315e-12,2.1344023275164926e-11,2.5047659499687826e-11,-0.06949086498286002
NGC2841,train,baryons,3.44,285.0,231.30419386599974,5.040319034290501e-10,7.652101679799958e-10,5.040319034290501e-10,0.18132270560981165
NGC2841,train,baryons,3.77,297.0,226.78471575483212,4.42115425800766e-10,7.582649876461486e-10,4.42115425800766e-10,0.23428533511519253
NGC2841,train,baryons,4.13,303.0,223.61781373584708,3.923848197585502e-10,7.204181738125852e-10,3.923848197585502e-10,0.2638724626990471
NGC2841,train,baryons,4.47,306.0,221.08762543389895,3.543813041896202e-10,6.788671354505874e-10,3.543813041896202e-10,0.2823139825155606
NGC2841,train,baryons,4.8,307.0,218.95730364616747,3.2368836580368243e-10,6.363337651059207e-10,3.2368836580368243e-10,0.29355787833950514
NGC2841,train,baryons,5.13,304.0,217.36443621255066,2.98475760744459e-10,5.838203875502738e-10,2.98475760744459e-10,0.29137018909777584
NGC2841,train,baryons,5.48,308.0,216.1875942786727,2.76395160019571e-10,5.610096469230844e-10,2.76395160019571e-10,0.30743989549524736
NGC2841,train,baryons,5.83,313.0,214.86684499940887,2.5663726234662025e-10,5.445898905790309e-10,2.5663726234662025e-10,0.326749861277694
NGC2841,train,baryons,6.16,314.0,213.80855532461743,2.40502115427739e-10,5.187140825033387e-10,2.40502115427739e-10,0.3338091380310824
NGC2841,train,baryons,6.51,315.0,214.43025294953136,2.2889725367073955e-10,4.939574884717622e-10,2.2889725367073955e-10,0.33404899178623015
NGC2841,train,baryons,6.86,317.0,215.07727762364854,2.1853167797160818e-10,4.747269242229954e-10,2.1853167797160818e-10,0.33692946306478305
NGC2841,train,baryons,7.18,320.0,215.31525405785814,2.0925440436365482e-10,4.6219470646114626e-10,2.0925440436365482e-10,0.3441503594314552
NGC2841,train,baryons,7.51,316.0,215.64580828293415,2.006742087717194e-10,4.309071327919528e-10,2.006742087717194e-10,0.331892123716262
NGC2841,train,baryons,7.85,318.0,216.60052211386747,1.9368625248426008e-10,4.174784265806013e-10,1.9368625248426008e-10,0.3335352416608229
NGC2841,train,baryons,8.21,321.0,217.18574520442172,1.861953935073306e-10,4.0673951128335787e-10,1.861953935073306e-10,0.33934743017887903
NGC2841,train,baryons,8.57,323.0,216.80740826826008,1.7775297110850572e-10,3.9452422694100485e-10,1.7775297110850572e-10,0.3462568089013087
NGC2841,train,baryons,8.9,321.0,216.0889295637331,1.7002958093043514e-10,3.7520577389172676e-10,1.7002958093043514e-10,0.3437450285216109
NGC2841,train,baryons,9.24,323.0,214.7670851643706,1.6177556652291168e-10,3.659169507450662e-10,1.6177556652291168e-10,0.3544695988643736
NGC2841,train,baryons,9.6,323.0,213.21419776834745,1.5346539552974293e-10,3.5219506509212623e-10,1.5346539552974293e-10,0.3607728033607435
NGC2841,train,baryons,9.93,322.0,212.18320663992236,1.4693397346329144e-10,3.3838565946299053e-10,1.4693397346329144e-10,0.36228972650627217
NGC2841,train,baryons,10.27,321.0,211.48040339473536,1.411299772303146e-10,3.251539812693641e-10,1.411299772303146e-10,0.36246980452554745
NGC2841,train,baryons,10.6,323.0,210.74830172506725,1.3579124081546303e-10,3.189691155551332e-10,1.3579124081546303e-10,0.37087687739869324
NGC2841,train,baryons,10.93,322.0,210.0753188739696,1.3085169590567506e-10,3.074263127600637e-10,1.3085169590567506e-10,0.3709616805262776
NGC2841,train,baryons,11.27,321.0,209.25426387531508,1.2591404359829182e-10,2.963026963297576e-10,1.2591404359829182e-10,0.3716614324717001
NGC2841,train,baryons,12.31,323.0,205.3766388370401,1.1104358792528164e-10,2.7466065189962727e-10,1.1104358792528164e-10,0.39330296069824794
NGC2841,train,baryons,14.35,319.0,193.8184032025855,8.483744413633292e-11,2.2981529008581745e-10,8.483744413633292e-11,0.43279134359634913
NGC2841,train,baryons,16.4,308.0,181.0982424541994,6.4808814575779e-11,1.8745932104503066e-10,6.4808814575779e-11,0.4612729619271253
NGC2841,train,baryons,18.48,299.0,170.99663499613087,5.127700089232727e-11,1.5677971280065783e-10,5.127700089232727e-11,0.48536724846093954
NGC2841,train,baryons,20.57,299.0,164.22326576950056,4.248978482295626e-11,1.4085022326476213e-10,4.248978482295626e-11,0.5204730079938442
NGC2841,train,baryons,22.51,298.0,160.88251530231616,3.72641873731974e-11,1.278516943668669e-10,3.72641873731974e-11,0.5354148329978045
NGC2841,train,baryons,24.59,296.0,155.88705263747852,3.2026613436042736e-11,1.1547137788692862e-10,3.2026613436042736e-11,0.5569633303111055
NGC2841,train,baryons,26.68,293.0,148.44833757910527,2.6767900323731477e-11,1.0427948321570813e-10,2.6767900323731477e-11,0.5905845638129538
NGC2841,train,baryons,28.77,289.0,141.73872805270972,2.2630109488534994e-11,9.408172646287202e-11,2.2630109488534994e-11,0.6188186232460993
NGC2841,train,baryons,30.7,289.0,136.62139777501915,1.9703733636263114e-11,8.816714235624849e-11,1.9703733636263114e-11,0.6507582369268479
NGC2841,train,baryons,32.79,288.0,132.68960897523215,1.740130690271322e-11,8.197718736922032e-11,1.740130690271322e-11,0.6731111469924907
NGC2841,train,baryons,34.88,285.0,130.3748028569938,1.579284263608337e-11,7.546797528243078e-11,1.579284263608337e-11,0.6793023905619893
NGC2841,train,baryons,36.96,283.0,128.96039430770983,1.458243995830011e-11,7.022477611263792e-11,1.458243995830011e-11,0.6826601663355951
