galaxy,split,law,points,velocity_RMSE_km_s,log_acceleration_RMSE_dex,mean_log_residual_dex
F574-1,development,simple_mond,12,9.299548334410643,0.10300106817046872,0.07366678200219949
F574-1,development,standard_mond,12,12.372204552285865,0.14048531865439556,0.11914656290242027
F583-1,train,baryons,10,43.0830274264655,0.9553729429264376,0.9445808831530226
F583-1,train,li2018_rar_mond,10,11.000091275681326,0.15577780089786789,0.1014245746775391
F583-1,train,simple_mond,10,10.993957194542476,0.15555121380878076,0.10101962205718255
F583-1,train,standard_mond,10,11.785662048752545,0.17617093856473418,0.1320887461546614
F583-4,train,baryons,8,32.83105462283885,0.6439494671377006,0.6424319860866998
F583-4,train,li2018_rar_mond,8,6.22515278395068,0.08438951747297287,-0.08222719500375579
F583-4,train,simple_mond,8,6.2803095479617905,0.08510029818964016,-0.08294170885703253
F583-4,train,standard_mond,8,3.273671873820038,0.045765056233327966,-0.0423180422721362
IC2574,train,baryons,22,24.644176500116206,0.59482115152495,0.5911273924323843
IC2574,train,li2018_rar_mond,22,13.785600409091412,0.2612802733967823,-0.24612181606265915
IC2574,train,simple_mond,22,13.815473334853749,0.2616587344287101,-0.24653726132244663
IC2574,train,standard_mond,22,11.637266870700534,0.2328271967675732,-0.21506033025581514
