galaxy,split,law,points,velocity_RMSE_km_s,log_acceleration_RMSE_dex,mean_log_residual_dex
IC4202,holdout,baryons,31,68.8229732485693,0.3115513720524706,0.24377056343018713
IC4202,holdout,li2018_rar_mond,31,21.043370697961237,0.13716592926833268,-0.012718373047160898
IC4202,holdout,simple_mond,31,21.33075578629744,0.14033467810168837,-0.020838842377304594
IC4202,holdout,standard_mond,31,32.518270711781824,0.16249965201158,0.07422271805083179
KK98-251,train,baryons,8,11.902966825722615,0.42412398776089827,0.4207890880445831
KK98-251,train,li2018_rar_mond,8,12.349910878890537,0.30936222789209133,-0.3055570686627513
KK98-251,train,simple_mond,8,12.383655465129198,0.3100588152714474,-0.30626302785251047
KK98-251,train,standard_mond,8,10.483453909377776,0.2702129996837827,-0.26582328514226894
NGC0024,train,baryons,20,51.9444457480792,0.6730706258990046,0.6633570804556449
NGC0024,train,li2018_rar_mond,20,22.53157242581878,0.2413862090789088,0.23550951061910755
