galaxy,radius_kpc,gbar_m_s2,gobs_m_s2,predicted_acceleration_m_s2,log_residual_dex
NGC6946,3.119855072463768,1.9595534012589827e-10,2.729099775873973e-10,2.716429874684128e-10,0.0020209156703089415
NGC6946,3.3318840579710147,1.8881757370782136e-10,2.749445677910493e-10,2.64173424964456e-10,0.017356016758389544
NGC6946,3.6120652173913044,1.8151400224116872e-10,2.7216902966139126e-10,2.5649390094043654e-10,0.0257616622845906
NGC6946,3.8998188405797105,1.750813787796269e-10,2.609053498166651e-10,2.4969729988814584e-10,0.01906913820496161
NGC6946,4.18,1.729533525504498e-10,2.489807693771731e-10,2.4744169356083113e-10,0.0026929251828526094
NGC6946,4.46018115942029,1.6257449221244197e-10,2.386132703998711e-10,2.3638579028331955e-10,0.004073226642001176
NGC6946,4.672210144927536,1.5059516599284377e-10,2.2526087962280933e-10,2.2350071644446754e-10,0.0034068560339310635
NGC6946,4.9599637681159425,1.4102385399660133e-10,2.1456979582522762e-10,2.1309700910625866e-10,0.0029912336719194635
NGC6946,5.240144927536232,1.3454280890087287e-10,2.0536003657651968e-10,2.059907001764326e-10,-0.0013316807848347003
NGC6946,5.527898550724638,1.2454234615585265e-10,1.9039172976338814e-10,1.9491589973784637e-10,-0.010199187388504729
NGC6946,5.7399275362318845,1.1629940647247757e-10,1.8335878987766933e-10,1.8567528685398026e-10,-0.00545236947821659
NGC6946,6.0201086956521745,1.0579369702800015e-10,1.748251103487715e-10,1.7372874230872287e-10,0.0027321354025638994
NGC6946,6.30786231884058,9.644252937031775e-11,1.6499085797863086e-10,1.6290987692728765e-10,0.005512465359371551
NGC6946,6.588043478260869,9.064601151962051e-11,1.562040024968995e-10,1.5610241526036935e-10,0.0002825351981537525
NGC6946,6.875797101449276,8.541887889309971e-11,1.4798045721980455e-10,1.4988860629715644e-10,-0.005564256597570295
NGC6946,7.087826086956522,8.144280506637796e-11,1.387015247312859e-10,1.4510956611319235e-10,-0.019614808288881257
NGC6946,7.368007246376812,7.596254393025576e-11,1.318891080785931e-10,1.384405620529621e-10,-0.021054422531563987
NGC6946,7.648188405797102,7.11531908095718e-11,1.2705752689155554e-10,1.3250130203063068e-10,-0.018219748144011436
NGC6946,7.935942028985508,6.651362490120494e-11,1.196193499102831e-10,1.2668579954269628e-10,-0.0249264988572166
NGC6946,8.147971014492754,6.336834603007492e-11,1.1788127572456827e-10,1.2269028813329473e-10,-0.017365359198344983
NGC6946,8.428152173913045,5.932489061512136e-11,1.1799625125217702e-10,1.1748425648175983e-10,0.0018885372388964179
NGC6946,8.715905797101449,5.5766807433578696e-11,1.141006321839036e-10,1.1283193130281518e-10,0.004856028803890118
NGC6946,8.99608695652174,5.258597495085959e-11,1.1182129936535297e-10,1.0861042458309034e-10,0.012653023005326556
NGC6946,9.283840579710144,4.9694481251320935e-11,1.0712057719712319e-10,1.0471663508341736e-10,0.009857225770299306
NGC6946,9.495869565217392,4.7765897311146324e-11,1.035284108042134e-10,1.0208714488182093e-10,0.006088489624931426
NGC6946,9.776050724637681,4.539347523191175e-11,1.005612913621097e-10,9.881404598915913e-11,0.007612159667416867
NGC6946,10.063804347826087,4.3236382307379103e-11,9.768594969788081e-11,9.579835572490579e-11,0.00847404810073393
NGC6946,10.343985507246378,4.134580743735216e-11,9.725014908202e-11,9.312171685554105e-11,0.018839301431554784
NGC6946,10.624166666666667,3.9520100525874616e-11,9.360643452863367e-11,9.050490137725398e-11,0.014633603806108989
NGC6946,10.836195652173913,3.82366956201509e-11,8.863749313741123e-11,8.864528110117155e-11,-3.815677753320414e-05
NGC6946,11.12394927536232,3.617422331076492e-11,8.235235522672683e-11,8.561952397573204e-11,-0.016896784692026275
NGC6946,11.40413043478261,3.4157067124284477e-11,7.841656138468538e-11,8.261224378248145e-11,-0.02263662364236388
NGC6946,11.691884057971015,3.2402971765085736e-11,7.464363671717497e-11,7.995505420562811e-11,-0.029853131502094784
NGC6946,11.903913043478262,3.129481988876835e-11,7.24173060910143e-11,7.825459245869214e-11,-0.033667468910550585
NGC6946,12.184094202898551,2.8236510136666648e-11,6.988123726911603e-11,7.346502494862424e-11,-0.021720044720214472
NGC6946,12.471847826086956,2.6907021719221704e-11,6.658333240401016e-11,7.133423020764179e-11,-0.029932451776810212
NGC6946,12.752028985507247,2.571623618033447e-11,6.430384832652529e-11,6.93979683835857e-11,-0.03310979224814749
NGC6946,13.032210144927538,2.4594462440964918e-11,6.212741905956381e-11,6.754813598473323e-11,-0.03633005678540102
NGC6946,13.251811594202898,2.3755753599783797e-11,6.109787897229105e-11,6.614764983901264e-11,-0.034488284875697994
NGC6946,13.53199275362319,2.275684563259443e-11,5.983284174678754e-11,6.445892735018551e-11,-0.03234344417093854
NGC6946,13.812173913043477,2.183142229601271e-11,6.088075211848564e-11,6.287304497478903e-11,-0.01398448491766316
NGC6946,14.099927536231885,2.093681529000893e-11,5.88951388127845e-11,6.131909773836635e-11,-0.0175163062030907
NGC6946,14.31195652173913,2.0305847247350826e-11,5.875475760006232e-11,6.021000788823838e-11,-0.010625645232727658
NGC7331,2.8516326530612246,5.271420296235223e-10,5.535215844018334e-10,6.010453402027762e-10,-0.03577267377080858
NGC7331,3.4283673469387757,4.751357009816809e-10,5.294841136822049e-10,5.503824902176615e-10,-0.016811674537878997
NGC7331,3.9944217687074834,4.385166848428222e-10,5.016356194585673e-10,5.145943813871922e-10,-0.011076673335669838
NGC7331,4.56047619047619,3.8260126632975555e-10,4.429078901252146e-10,4.596901647445646e-10,-0.016151794908652668
NGC7331,5.137210884353742,3.3274463442092167e-10,4.0267738599130533e-10,4.1036719245400085e-10,-0.00821539234003838
NGC7331,5.713945578231293,3.005539175401927e-10,3.7357150269290127e-10,3.7826492877863276e-10,-0.005422337741602235
NGC7331,6.28,2.62939692011837e-10,3.39899241395752e-10,3.4040979076776843e-10,-0.0006518473403967427
NGC7331,6.8460544217687085,2.3357573711647375e-10,3.117952479574137e-10,3.1052097188357924e-10,0.0017785550917489832
NGC7331,7.988843537414967,1.8356099824225404e-10,2.6719352131109916e-10,2.5865014760391887e-10,0.01411319293144809
NGC7331,9.131632653061226,1.418542996843864e-10,2.3013120995840778e-10,2.1400384097260375e-10,0.031553952656361885
NGC7331,10.274421768707484,1.166664273331911e-10,1.9345927875774687e-10,1.8608907738959747e-10,0.016868681629174875
NGC7331,11.385170068027211,9.849079009008675e-11,1.7318009619682124e-10,1.6529606332125378e-10,0.02023546597662716
NGC7331,12.538639455782315,8.379625406762908e-11,1.5597801603073344e-10,1.4794401577897437e-10,0.02296598903655825
NGC7331,13.70278911564626,7.329805906216896e-11,1.4041524789466275e-10,1.351607065594736e-10,0.01656381761461692
NGC7331,14.856258503401362,6.46068173219052e-11,1.273986648822906e-10,1.2426893916486262e-10,0.010802285735706796
NGC7331,16.02040816326531,5.6902909212937574e-11,1.1426781678468141e-10,1.1432511206930264e-10,-0.00021770600338247168
NGC7331,17.173877551020407,5.069705763891643e-11,1.0480915901763938e-10,1.0607313345788819e-10,-0.005206162090521637
NGC7331,18.23122448979592,4.625056597983957e-11,9.623645031397605e-11,1.0000161531575447e-10,-0.016667419515834003
NGC7331,19.38469387755102,4.2691455933707475e-11,9.128856076988915e-11,9.503018200763207e-11,-0.01744520088737283
NGC7331,20.548843537414967,3.98028003873296e-11,8.759518071744497e-11,9.091225074169485e-11,-0.016142196900129704
NGC7331,21.70231292517007,3.693044069053676e-11,8.364389787991524e-11,8.673446826360938e-11,-0.01575745720952886
NGC7331,22.866462585034014,3.3758950057349844e-11,8.005685435638587e-11,8.201271993035509e-11,-0.010482693861741613
NGC7331,24.019931972789117,3.1001945478570495e-11,7.749867951414977e-11,7.78022112572296e-11,-0.0016976377701383668
NGC7331,25.07727891156463,2.880814981919312e-11,7.299903116568233e-11,7.437172059910276e-11,-0.008090732806291981
NGC7331,26.241428571428575,2.623338073572522e-11,6.91755801758192e-11,7.024221468628607e-11,-0.006645385847678733
NGC7331,27.394897959183673,2.4035738020647695e-11,6.570492308006398e-11,6.661688934414712e-11,-0.00598643836705881
NGC7331,28.559047619047618,2.217014054377854e-11,6.409937366380784e-11,6.345597502253174e-11,0.00438126432570321
NGC7331,29.712517006802724,2.041959440779364e-11,6.212979933697596e-11,6.041077608587979e-11,0.012185535892795646
NGC7331,30.87666666666667,1.874545676578248e-11,5.978730603786479e-11,5.7416952547170474e-11,0.017568846714074316
NGC7331,31.923333333333336,1.7352878684796964e-11,5.879893295168592e-11,5.48577440895356e-11,0.0301315006481208
NGC7331,33.087482993197284,1.5973970834918508e-11,5.440062224027246e-11,5.225373640120421e-11,0.01748651713250555
NGC7331,34.240952380952386,1.4846953410209013e-11,5.256803733635811e-11,5.0067188569572265e-11,0.02116855755975259
NGC7331,35.40510204081633,1.3926601849423457e-11,5.214030218867786e-11,4.8238119139647144e-11,0.033783178057469825
NGC7331,36.558571428571426,1.3081823833735126e-11,4.965363730411563e-11,4.6521139677172814e-11,0.028300722045362284
NGC7331,37.72272108843538,1.2233695885445656e-11,4.975934614739219e-11,4.4756862305578096e-11,0.04601503239433402
NGC7331,38.78006802721089,1.1416583050513847e-11,4.7205101949055944e-11,4.3014651578107145e-11,0.04037253048430902
NGC7793,0.867590027700831,8.986460652513048e-11,1.4837016746929283e-10,1.5517822292877147e-10,-0.01948418721647628
NGC7793,1.0470914127423823,8.283428700201919e-11,1.3792730328619582e-10,1.467874817362104e-10,-0.027038774759165357
NGC7793,1.2166204986149585,7.725915768051514e-11,1.3035831129066748e-10,1.4002751208163465e-10,-0.031074646796977037
NGC7793,1.3961218836565097,7.3627933087615e-11,1.3194765299540227e-10,1.3556817067704117e-10,-0.011756066170703358
NGC7793,1.565650969529086,7.226637228021361e-11,1.2855237425919562e-10,1.3388372127284778e-10,-0.01764767286339647
NGC7793,1.745152354570637,7.156246891267041e-11,1.301344085387255e-10,1.3301012739491587e-10,-0.009492566873004876
NGC7793,1.9146814404432133,7.340962398284744e-11,1.3069051592777768e-10,1.352985580859035e-10,-0.015049095792264114
NGC7793,2.0941828254847645,7.506723581752628e-11,1.3350818536009206e-10,1.373413382047528e-10,-0.012293381663986504
NGC7793,2.263711911357341,7.542343133495603e-11,1.3070164086648406e-10,1.3777900204462458e-10,-0.02290199488879954
NGC7793,2.443213296398892,7.123618299449924e-11,1.3584924159703347e-10,1.3260453296797463e-10,0.010498847940208925
NGC7793,2.612742382271468,6.673760441019963e-11,1.3574617503801538e-10,1.2696863139396567e-10,0.029031162866903073
NGC7793,2.7822714681440446,6.394209930202363e-11,1.3061262910276953e-10,1.2342252882093469e-10,0.024590730972201526
NGC7793,2.961772853185596,6.149498599642678e-11,1.2097294637669146e-10,1.2028845532118795e-10,0.002464310360789606
NGC7793,3.1512465373961223,5.86281727988998e-11,1.1930167540271452e-10,1.1657875109431338e-10,0.010027144269217171
NGC7793,3.3207756232686982,5.551831023526997e-11,1.177392035385384e-10,1.1250433464243384e-10,0.0197518380884313
NGC7793,3.500277008310249,5.2446832353948455e-11,1.2054558714920537e-10,1.0842431956701988e-10,0.04602461129811925
NGC7793,3.669806094182826,4.9920258776717614e-11,1.305126962288017e-10,1.0502272378453078e-10,0.09436948413456452
NGC7793,3.839335180055402,4.6889678286147895e-11,1.2041100842813262e-10,1.0088337347545489e-10,0.07684659723755974
NGC7793,4.0188365650969535,4.3984350071745604e-11,1.1917784668039458e-10,9.684851328605487e-11,0.0901025759892409
NGC7793,4.188365650969529,4.123359170348416e-11,1.1840159852983155e-10,9.296180683976495e-11,0.10505300956396511
NGC7793,4.367867036011081,3.8593865800606635e-11,1.0965450276757768e-10,8.916453956013543e-11,0.08983429866668742
NGC7793,5.2354570637119116,2.991758117489107e-11,8.363432771301595e-11,7.611602532003424e-11,0.04090846830501373
NGC7793,6.801108033240998,1.9015914364196656e-11,5.527760913087653e-11,5.7906453947138446e-11,-0.02017771993948682
NGC7793,7.329639889196676,1.629064992623461e-11,4.490215199893953e-11,5.285838994410128e-11,-0.07084677479736821
NGC7793,7.84819944598338,1.4092236040540317e-11,3.871576476346983e-11,4.8570370773086374e-11,-0.09848357634619499
NGC7814,0.69125,3.2826821286660867e-09,3.2923504607772955e-09,3.3003459114840024e-09,-0.0010534026227205229
NGC7814,1.8872222222222224,1.0226585438087163e-09,1.0732636740138094e-09,1.0810034503671354e-09,-0.003120649789599517
NGC7814,3.0612500000000002,5.426413840021939e-10,5.747281889575994e-10,6.161154234416364e-10,-0.03019958208419366
NGC7814,4.290138888888889,3.557736880247603e-10,3.996076324139887e-10,4.3320178929450306e-10,-0.03505646720673484
NGC7814,5.5190277777777785,2.5251427579947054e-10,3.052506299403141e-10,3.298365053186103e-10,-0.033642151520211085
NGC7814,6.736944444444445,1.842101794019799e-10,2.50066884136772e-10,2.5933333475586296e-10,-0.01580216187384761
NGC7814,7.965833333333334,1.3899413178853297e-10,2.09637973853891e-10,2.1087709020504196e-10,-0.0025594467227118296
NGC7814,9.18375,1.1057455429568533e-10,1.8023796704794927e-10,1.7919052841494822e-10,0.002531230060612621
NGC7814,10.423611111111112,8.920855536886802e-11,1.54611210612979e-10,1.5440104245769601e-10,0.000590752523746319
NGC7814,11.685416666666669,7.304625091611515e-11,1.33012814121055e-10,1.3484939725173346e-10,-0.00595552776465846
NGC7814,12.88138888888889,6.113279456941569e-11,1.1738004327991256e-10,1.1982209974644467e-10,-0.008942660530470709
NGC7814,14.066388888888891,5.1512187877551576e-11,1.055101842496532e-10,1.0717095695119817e-10,-0.0067827271990199825
NGC7814,15.372083333333334,4.2931908175618286e-11,9.654821999147425e-11,9.536946874618585e-11,0.005334907919284528
NGC7814,16.557083333333335,3.7053149949216416e-11,8.963820822270074e-11,8.691477286426421e-11,0.01339956728397725
NGC7814,17.753055555555555,3.2374128097802254e-11,8.359954030164118e-11,7.991101343208685e-11,0.019597250913401653
NGC7814,19.047777777777778,2.803534590260167e-11,7.791708306915635e-11,7.31446241240884e-11,0.027450273278881606
NGC7814,20.23277777777778,2.4777410242040775e-11,7.335360965729686e-11,6.785160365734725e-11,0.0338613733302864
NGC7814,21.428750000000004,2.2068725894421887e-11,6.925962939480564e-11,6.32817460679587e-11,0.03920170963451059
UGC00128,3.3779069767441863,5.214095783426127e-11,9.754172347028078e-11,1.0801476868527933e-10,-0.044292715034212705
UGC00128,5.62984496124031,3.322408658342415e-11,8.94040317296618e-11,8.120401849453639e-11,0.04177958257024241
UGC00128,7.890790697674419,2.489878719808992e-11,7.923790272201559e-11,6.805254988118025e-11,0.06608856950898999
UGC00128,10.133720930232558,2.114554439094048e-11,6.754511287571236e-11,6.168357028667246e-11,0.03942442874755092
UGC00128,12.376651162790697,1.99038715779472e-11,5.628757481355536e-11,5.94975101619758e-11,-0.02408625464833795
UGC00128,14.610573643410852,1.7662902725933168e-11,5.3716716498436626e-11,5.543332799284564e-11,-0.013661494645667372
UGC00128,16.853503875968993,1.474942157445151e-11,5.049598753548008e-11,4.987528763957377e-11,0.005371456636449965
UGC00128,19.186511627906977,1.2401538490382201e-11,4.577516338627955e-11,4.5109426395594034e-11,0.0063625984010159675
UGC00128,21.429441860465115,1.0783789663300992e-11,4.1626945634290395e-11,4.1633857178192695e-11,-7.210224460254694e-05
UGC00128,23.672372093023256,9.176480667766487e-12,3.76828400547857e-11,3.798343553891942e-11,-0.0034506164281934764
UGC00128,25.915302325581393,8.175050219581465e-12,3.5497052810180795e-11,3.558615238205273e-11,-0.0010887374187680773
UGC00128,28.149224806201552,7.090447947781227e-12,3.2680006699164836e-11,3.28581081290987e-11,-0.002360417563045963
UGC00128,30.392155038759693,6.01503706609034e-12,3.0268233827768263e-11,2.998606744277441e-11,0.004067566868824311
UGC00128,32.63508527131783,5.2412483888486194e-12,2.649284966908021e-11,2.7790710503075882e-11,-0.02077097504866581
UGC00128,34.96809302325581,4.635019442070685e-12,2.4337453034230614e-11,2.597731430167944e-11,-0.028319122520810883
UGC00128,37.211023255813956,4.100901569306172e-12,2.434563333446665e-11,2.4297101739107613e-11,0.0008666046851237078
UGC00128,39.45395348837209,3.6079456549865074e-12,2.367354624534293e-11,2.266361454812982e-11,0.018934143860529704
UGC00128,41.68787596899225,3.193129117189826e-12,2.3089036681619792e-11,2.1214820569972052e-11,0.03676645074983176
UGC00128,43.93080620155039,2.8244781919439776e-12,2.0305618959191477e-11,1.9858587719315396e-11,0.00966787267158802
UGC00128,46.17373643410853,2.5251689334360144e-12,2.022827400596996e-11,1.870057681071039e-11,0.03410382546255348
UGC00128,48.416666666666664,2.273790620987365e-12,1.729940334812882e-11,1.7681289215878994e-11,-0.009482803352669255
UGC00191,0.4532163742690058,2.749644937898779e-11,6.872101778603575e-11,7.228281591325762e-11,-0.021945480030561296
UGC00191,0.6359649122807016,3.325699813187223e-11,6.482410484559062e-11,8.12538891653317e-11,-0.09810762905408196
UGC00191,0.8187134502923976,3.290345301480184e-11,9.121848503512577e-11,8.07174052218421e-11,0.0531156627359444
UGC00191,1.0014619883040936,3.1252131946040726e-11,8.627341994741615e-11,7.81887342301995e-11,0.042732831613157704
UGC00191,1.1842105263157894,2.8744370174639865e-11,9.760427684701151e-11,7.42708308141827e-11,0.11865056601902432
UGC00191,3.633040935672514,1.612675129380386e-11,5.633870050653444e-11,5.25459605828567e-11,0.030267489742427493
UGC00191,5.445906432748537,1.1321540168068754e-11,4.197132316964939e-11,4.2809093039669616e-11,-0.008583366093087054
UGC00191,7.2953216374269,7.336300672765997e-12,3.3574881489159834e-11,3.348995402955126e-11,0.001099936993828785
UGC00634,4.568381877022654,9.389689687779076e-12,3.3883362601376725e-11,3.84807264690585e-11,-0.055256758998961986
UGC00634,9.126634304207121,6.914970890936443e-12,3.3276600882199176e-11,3.2401870601927285e-11,0.011568874525195911
UGC00634,13.684886731391586,5.013181318521684e-12,2.7118569905470233e-11,2.7119083222271637e-11,-8.220512557931813e-06
UGC00634,18.243139158576053,3.0723424688304754e-12,2.0154769562848223e-11,2.0778190798764335e-11,-0.013229892860428505
UGC00731,0.6879599999999999,5.227777141083609e-12,4.165218740412231e-11,2.7751373559157834e-11,0.17635333025517638
UGC00731,1.3683599999999998,6.138351028088165e-12,4.754303764876151e-11,3.0325184579816495e-11,0.19528347352665842
UGC00731,2.0638799999999997,5.01272819183759e-12,4.025262522692023e-11,2.7117736601547007e-11,0.1715407717283576
UGC00731,2.7518399999999996,5.715554844853706e-12,3.834343986562829e-11,2.915069751091907e-11,0.11904212079061324
UGC00731,3.4397999999999995,5.410201989069252e-12,3.503174487961436e-11,2.828063829760293e-11,0.09297256210773397
UGC00731,4.1202,5.139928632074773e-12,3.3228278590390965e-11,2.7493834144089182e-11,0.08227253452350593
UGC00731,4.80816,5.335284503399735e-12,3.145259579080965e-11,2.806416985910765e-11,0.04950429342316934
UGC00731,5.503679999999999,6.327467674591694e-12,3.0379210854285213e-11,3.084003609548562e-11,-0.0065383894611837825
UGC00731,6.191639999999999,6.530145635933598e-12,2.8457975556335887e-11,3.138507029346787e-11,-0.042519103678458264
UGC00731,6.872039999999999,5.927445515462527e-12,2.6061255870291045e-11,2.9743499591998665e-11,-0.05739672569831704
UGC00731,7.559999999999999,5.543491910043505e-12,2.3561802296889856e-11,2.866279943906064e-11,-0.08511009724030541
UGC00731,8.247959999999999,4.965069242001312e-12,2.1655085866699298e-11,2.697582358175286e-11,-0.09541480259380232
UGC00891,2.6904705882352946,5.0503714341165724e-12,2.3079054409486782e-11,2.722943796948278e-11,-0.07182066633699241
UGC00891,4.031176470588236,4.673355564067823e-12,2.381414823258159e-11,2.609475531913446e-11,-0.03971817640085865
UGC00891,5.380941176470589,3.1770159639585022e-12,2.2013188881762896e-11,2.115698432402846e-11,0.017229195747877693
UGC00891,6.694470588235295,2.3210710710142602e-12,1.9875317793227648e-11,1.787660138619329e-11,0.046029125145173946
UGC01281,3.07,4.5767923355298566e-12,2.9652602684199424e-11,2.57981723344058e-11,0.06047387894204664
UGC01281,3.46,4.494569133554706e-12,2.741371454375336e-11,2.5543599781497447e-11,0.03068578516295437
UGC01281,3.83,4.081012455037951e-12,2.5596233291303405e-11,2.4232838879341717e-11,0.02377176504064397
UGC01281,4.23,3.5676109154463173e-12,2.3769468883471034e-11,2.252594113857854e-11,0.02333653280493428
UGC01281,4.62,3.6084328699934722e-12,2.2313396728465254e-11,2.2665273578915137e-11,-0.006795278345978861
UGC01281,4.99,3.5604502196680422e-12,2.1026812495587113e-11,2.250143146154558e-11,-0.029436705325658327
UGC02259,0.9714285714285714,2.2404701741048167e-11,1.0541715969749854e-10,6.385796419664443e-11,0.21769624160461504
UGC02259,1.9428571428571428,2.4560806690505276e-11,8.466322232618596e-11,6.749223148012077e-11,0.09844100656865981
UGC02259,2.904761904761904,2.194635068202813e-11,7.295129235991321e-11,6.307116164751342e-11,0.06320216006725064
UGC02259,3.876190476190476,1.9068719651734405e-11,5.755088735497758e-11,5.8001753812814434e-11,-0.003389101390071766
UGC02259,4.847619047619047,1.4275480829026073e-11,4.702392689305471e-11,4.8936342428572805e-11,-0.017312612903014363
UGC02259,5.819047619047619,1.1908992888167554e-11,4.135627858210658e-11,4.406978095805043e-11,-0.02759943978561818
UGC02259,6.79047619047619,9.98441298064826e-12,3.7360926465023556e-11,3.984588283069973e-11,-0.027965816358793128
UGC02259,7.752380952380952,7.736368516768731e-12,3.399745235998203e-11,3.4500772974666706e-11,-0.006382451477637835
UGC02487,9.15399421128799,5.190547081988051e-10,6.478196011269025e-10,5.931772943383805e-10,0.03826956561926043
UGC02487,9.264616497829236,5.165889046450616e-10,6.400844417104618e-10,5.907776627694059e-10,0.03481320476345811
UGC02487,9.541172214182346,5.106489086485785e-10,6.248328906090683e-10,5.849957047732838e-10,0.028611204955366773
UGC02487,13.892315484804634,3.5008464996843477e-10,4.045195436486265e-10,4.275697625670219e-10,-0.02406747599484475
UGC02487,18.520014471780033,2.4909778819169553e-10,2.984994003278393e-10,3.263627558324484e-10,-0.0387571287014507
UGC02487,23.156931982633868,1.8475572461607e-10,2.5337486647158707e-10,2.599072210217768e-10,-0.011054812876554698
UGC02487,27.784630969609267,1.4245087931770878e-10,2.2027993131686097e-10,2.146547898627124e-10,0.011234348513120862
UGC02487,32.4215484804631,1.055169096327528e-10,1.8387888591992768e-10,1.7341116565974757e-10,0.025454806247507164
UGC02487,37.0492474674385,8.029938327372537e-11,1.4921256413501596e-10,1.4372624698512175e-10,0.01626930822173093
UGC02487,41.6769464544139,6.341550462276297e-11,1.2193741368621132e-10,1.2275053188547182e-10,-0.0028864033013526772
UGC02487,46.313863965267736,5.0753517704802757e-11,1.0292109598286219e-10,1.0614931888033325e-10,-0.013412809544951925
UGC02487,50.94156295224313,4.146972963031253e-11,9.027882942089562e-11,9.329817076425112e-11,-0.014287209638796686
UGC02487,55.569261939218535,3.490708044593987e-11,8.176647369743526e-11,8.373622054916858e-11,-0.010338086479384669
UGC02487,60.20617945007237,2.932857929114532e-11,7.50123453793374e-11,7.519244814467861e-11,-0.0010414804056922617
UGC02487,64.83387843704777,2.5089659069628165e-11,7.008222713609266e-11,6.836792627557226e-11,0.010755487627549033
UGC02487,69.46157742402316,2.1659354362453372e-11,6.620846866355265e-11,6.25757955233109e-11,0.02450716371349162
UGC02487,74.098494934877,1.8866834164295233e-11,6.24397416690609e-11,5.7636923993253756e-11,0.03476030255879702
UGC02885,1.7442928039702235,1.3799102802685444e-09,1.7081812278074729e-09,1.427995370182571e-09,0.07780714546157365
UGC02885,3.4988461538461544,6.150696095418519e-10,6.046374670078907e-10,6.864130305894935e-10,-0.055090464192948586
UGC02885,6.997692307692309,2.462438523749239e-10,2.9997063572369854e-10,3.234574932927229e-10,-0.032738473066404636
UGC02885,14.026166253101739,9.928561954280363e-11,1.6770779723095942e-10,1.662194475216637e-10,0.0038714202353886617
UGC02885,19.997803970223323,6.065463168821986e-11,1.2737070863717877e-10,1.1920540835927812e-10,0.0287736052211824
UGC02885,23.968635235732012,4.885420697361864e-11,1.10071311862221e-10,1.0357429516854053e-10,0.02642215598433992
UGC02885,27.949727047146403,3.986999072569134e-11,9.17801906161772e-11,9.100894880435678e-11,0.0036648572425318176
UGC02885,32.033424317617865,3.225308839065696e-11,7.839102651525591e-11,7.972607435928444e-11,-0.007334028861242224
UGC02885,36.01451612903226,2.6849617599928396e-11,6.972557970958089e-11,7.124150707950761e-11,-0.009340964430750252
UGC02885,39.985347394540945,2.3336417054578068e-11,6.325071242355199e-11,6.544155384617619e-11,-0.014788181141139863
UGC02885,43.96643920595534,2.0440782785017978e-11,5.793360819926754e-11,6.044813365867867e-11,-0.018452318616817967
UGC02885,47.94753101736973,1.7112252062920667e-11,5.5023878559843416e-11,5.44085863964932e-11,0.0048837574360751194
UGC02885,52.031228287841195,1.5569091410036812e-11,5.24874265469505e-11,5.1474599151758914e-11,0.008462306555961056
UGC02885,56.00205955334988,1.463482882479428e-11,5.079046446439548e-11,4.9649248049624836e-11,0.009869508964824528
UGC02885,59.983151364764275,1.3404980235989022e-11,4.741949282358373e-11,4.7182482871492093e-11,0.0021761137429269603
UGC02885,63.96424317617867,1.1915403413466614e-11,4.446813523366546e-11,4.408341121304161e-11,0.0037737245075820693
UGC02885,67.93507444168735,1.0699420332832266e-11,4.1868955602880306e-11,4.1447527530876016e-11,0.004393499106488797
UGC02885,72.01877171215881,9.940790093670204e-12,3.949485041268991e-11,3.974680505634188e-11,-0.0027617514935777097
UGC02885,75.9998635235732,9.06522881315196e-12,3.742599636110038e-11,3.7722215830503416e-11,-0.003423824560649387
UGC02916,0.918211009174312,1.0616901901380206e-09,1.77173601654393e-09,1.1188346189565154e-09,0.19963311793280403
UGC02916,1.2242813455657493,9.701984083277921e-10,1.4077238404381732e-09,1.0301825479287294e-09,0.13560327731622318
UGC02916,1.522079510703364,9.166276310077277e-10,1.164726600382108e-09,9.78312193210362e-10,0.07574652773874972
UGC02916,1.8281498470948012,8.630380100227956e-10,9.697271243000355e-10,9.264445384161187e-10,0.01983011805648383
UGC02916,2.1507645259938837,7.805971118933291e-10,8.165826145736105e-10,8.466748074918371e-10,-0.01571650833340657
UGC02916,2.4485626911314986,6.75684834459244e-10,7.038619202190866e-10,7.451384378179431e-10,-0.02474949698757277
UGC02916,2.6222782874617736,6.357510977743135e-10,6.510189011411032e-10,7.064578584913225e-10,-0.03549266279792581
UGC02916,2.754633027522936,6.030039303588415e-10,6.138504932671459e-10,6.747139386703971e-10,-0.04105707301848726
UGC02916,3.060703363914373,5.364827661804402e-10,5.419425335364012e-10,6.101287359312665e-10,-0.051468242645652036
UGC02916,3.3667737003058105,4.787946243359714e-10,4.879263832008537e-10,5.539525705079495e-10,-0.05511828001058781
UGC02916,3.672844036697248,4.2815326757199795e-10,4.429340041359825e-10,5.0444446581142e-10,-0.056474339370707324
UGC02916,3.978914373088685,3.845376047832838e-10,4.088621576639839e-10,4.6159788541813667e-10,-0.052686894463913274
UGC02916,4.284984709480122,3.465776948623967e-10,3.833707296578137e-10,4.2409511724929694e-10,-0.043844320870192306
UGC02916,4.59105504587156,3.102191379653861e-10,3.612950223576008e-10,3.8792871276458285e-10,-0.030889947106158104
UGC02916,4.897125382262997,2.7997647410031857e-10,3.419945881309782e-10,3.5760827268073465e-10,-0.019388323282081937
UGC02916,5.194923547400612,2.5642807021640244e-10,3.286194134740919e-10,3.3381045723419743e-10,-0.006806721463299345
UGC02916,5.244556574923547,2.530463610670976e-10,3.255094505705516e-10,3.3037710638605023e-10,-0.006446343048994551
UGC02916,5.50099388379205,2.372872299755609e-10,3.162746231989764e-10,3.143182026974895e-10,0.0026948145280522827
UGC02916,5.8153363914373095,2.20480853414485e-10,3.048502055054165e-10,2.9707279733335965e-10,0.011223606422648755
