phase_degrees,combined_roots,all_18_roots,systems_not_worse,minimum_system_improvement,mean_system_improvement,four_cluster_improvement,RXJ2129_improvement
90.0,18,True,3,-0.0031983502825869703,0.016849758640456836,0.001319681724821553,0.08241097555247723
67.5,18,True,3,-0.004217837393788226,0.01877172203450328,0.0014885172802758806,0.09175444968210367
45.0,18,True,3,-0.006330177645788471,0.014665231708689674,0.0014915020383210464,0.07114880293545411
22.5,18,True,3,-0.00671023237411017,0.008624174921919026,0.00157618956074157,0.040370195231846484
0.0,18,True,2,-0.005136398571772283,0.0022701540042955105,0.001317097174690418,0.008917890518439942
-90.0,17,False,3,-inf,-inf,0.005142991989784518,-inf
-67.5,17,False,3,-inf,-inf,0.007866405873011129,-inf
-45.0,17,False,3,-inf,-inf,0.006594969545108409,-inf
-22.5,17,False,1,-inf,-inf,0.0034758127332688016,-inf
