cohort,system_label,epsilon,phase_degrees,R80_kpc,width_over_R80,return_length_over_R80,pre_normalization_retained_weight,route_map_normalization_error,sources_crossing_center,source_weight_crossing_center,contrast_mode,maximum_carrier_weighted_annular_mean_error,minimum_light_weight,maximum_light_weight,empty_annuli,contrast_strength,minimum_light_weight_after_strength,maximum_light_weight_after_strength,grid_spacing_arcsec,carrier_convergence_minimum,carrier_convergence_maximum,maximum_annular_convergence_mean_fraction,delta_convergence_minimum,delta_convergence_maximum,raw_correction_RMS_arcsec,raw_correction_maximum_arcsec,maximum_independent_circular_mean_deflection_arcsec,normalized_curl_RMS,maximum_edge_correction_arcsec,maximum_edge_delta_convergence
P0581_four,MACS0429,0.006172191102682734,-67.5,228.53855516930213,0.23561668597766972,0.36,0.9999999996528238,0.0,13,0.574480244080668,tanh,4.096055805009328e-16,0.0,678.9558000846849,110.0,1.0,0.0,678.9558000846849,1.0,0.004897269584406,1.8403356103667128,1.2852691143057818e-16,-0.35884415121304575,9.229196125439241,0.9497132944821631,11.705572966432957,0.00019599688153704165,3.243206292548634e-17,0.357497256366186,0.0
P0581_four,MACS0429,0.006172191102682734,-45.0,228.5385551693022,0.23561668597766972,0.36,0.9999997973020578,0.0,13,0.5744802440806679,tanh,3.8702691595404233e-16,0.0,683.980681096672,110.0,1.0,0.0,683.980681096672,1.0,0.004897269584406,1.8403356103667128,1.913527667305261e-16,-0.3578436139136447,9.22929613567277,0.9490160165106214,11.694209907415905,0.00022159369368657256,3.688312696173119e-17,0.31368521911377956,0.0
P0581_four,MACS0429,0.006172191102682734,-22.5,228.53855516930213,0.23561668597766972,0.36,1.0000000000172136,1.1102230246251565e-16,13,0.574480244080668,tanh,3.260062594201704e-16,0.0,341.1589140887769,110.0,1.0,0.0,341.1589140887769,1.0,0.004897269584406,1.8403356103667128,2.631100542544734e-16,-0.3546237593503454,4.625132027836676,0.9476159885793229,11.68856904042681,0.00022333750071001912,2.835569187036485e-17,0.3495072952509391,0.0
P0581_four,MACS0429,0.006172191102682734,0.0,228.53855516930207,0.23561668597766972,0.36,1.0,2.220446049250313e-16,13,0.574480244080668,tanh,3.438237580095735e-16,0.0,716.015245431525,111.0,1.0,0.0,716.015245431525,1.0,0.004897269584406,1.8403356103667128,2.7164335665438006e-16,-0.3571865812180922,9.795247537611544,0.9462675459751796,11.718482128459565,0.00021398356686264108,2.9491570616537347e-17,0.3742463791229207,0.0
P0581_four,MACS0429,0.006172191102682734,22.5,228.53855516930216,0.23561668597766972,0.36,0.9999999996528238,0.0,13,0.574480244080668,tanh,3.410713165838812e-16,0.0,678.9558000846849,110.0,1.0,0.0,678.9558000846849,1.0,0.004897269584406,1.8403356103667128,1.3546433878576387e-16,-0.35884415121304725,9.229196125439241,0.9497132944821645,11.705572966432975,0.00019599688153659756,3.089590370492235e-17,0.35749725636618623,0.0
P0581_four,MACS0429,0.006172191102682734,45.0,228.53855516930207,0.23561668597766972,0.36,0.9999997973020582,1.1102230246251565e-16,13,0.574480244080668,tanh,4.60132107138134e-16,0.0,683.980681096672,110.0,1.0,0.0,683.980681096672,1.0,0.004897269584406,1.8403356103667128,1.8109557110292007e-16,-0.35784361391364367,9.22929613567277,0.9490160165106194,11.69420990741588,0.00022159369368707216,3.1317129281838795e-17,0.3136852191137801,0.0
P0581_four,MACS0429,0.006172191102682734,67.5,228.53855516930216,0.23561668597766972,0.36,1.0000000000172138,0.0,13,0.574480244080668,tanh,4.124400860031827e-16,0.0,341.1589140887769,110.0,1.0,0.0,341.1589140887769,1.0,0.004897269584406,1.8403356103667128,2.0373251749078507e-16,-0.35462375935034496,4.625132027836676,0.9476159885793248,11.688569040426835,0.00022333750071057423,3.343799876137827e-17,0.34950729525094104,0.0
P0581_four,MACS0429,0.006172191102682734,90.0,228.53855516930207,0.23561668597766972,0.36,1.0,0.0,13,0.574480244080668,tanh,3.669199427319284e-16,0.0,716.015245431525,111.0,1.0,0.0,716.015245431525,1.0,0.004897269584406,1.8403356103667128,1.4373118595283223e-16,-0.35718658121809227,9.795247537611544,0.9462675459751796,11.718482128459566,0.0002139835668626966,2.921362622342875e-17,0.3742463791229218,0.0
P0581_four,MACS1115,0.017185028654405216,-90.0,235.8412242033679,0.24552726601286531,0.36,0.9999999999999998,0.0,15,0.319542683314435,tanh,4.0540540087076996e-16,0.0,805.1025373897825,96.0,1.0,0.0,805.1025373897825,1.0,0.005772461352084527,1.3706856143382768,2.503343883981874e-16,-0.21053388491953368,10.545265819304714,1.1192682310762987,8.324023086104239,0.0002268638543707624,2.717024222736368e-17,0.5954643723691997,0.0
P0581_four,MACS1115,0.017185028654405216,-67.5,235.841224203368,0.24552726601286531,0.36,1.0000000004028535,2.220446049250313e-16,15,0.31954268331443497,tanh,3.241734233722264e-16,0.0,764.2517936332164,95.0,1.0,0.0,764.2517936332164,1.0,0.005772461352084527,1.3706856143382768,1.5891993709389457e-16,-0.2119590375403578,9.85886896854658,1.1240507944241627,8.097371466729943,0.0002737105282539787,3.178172437602356e-17,0.6230820641241364,0.0
P0581_four,MACS1115,0.017185028654405216,-45.0,235.8412242033679,0.24552726601286531,0.36,0.9999999736435202,2.220446049250313e-16,15,0.319542683314435,tanh,3.4938098585643516e-16,0.0,377.7554925756983,95.0,1.0,0.0,377.7554925756983,1.0,0.005772461352084527,1.3706856143382768,1.9245061028445751e-16,-0.20878466618954558,4.92489754441089,1.1278262260891225,8.091185687852628,0.0002456290208456835,3.294176093104919e-17,0.5260983870172975,0.0
P0581_four,MACS1115,0.017185028654405216,-22.5,235.841224203368,0.24552726601286531,0.36,1.0000000003924328,1.1102230246251565e-16,15,0.31954268331443497,tanh,4.217780863487541e-16,0.0,756.0139332616451,95.0,1.0,0.0,756.0139332616451,1.0,0.005772461352084527,1.3706856143382768,1.577165160373524e-16,-0.20765758486223776,9.858728220010004,1.1267733615602422,8.674654609121234,0.00021218747849194308,2.959597658962358e-17,0.45351024874559176,0.0
P0581_four,MACS1115,0.017185028654405216,0.0,235.8412242033679,0.24552726601286531,0.36,1.0,1.1102230246251565e-16,15,0.319542683314435,tanh,4.221035324030356e-16,0.0,805.1025373897825,96.0,1.0,0.0,805.1025373897825,1.0,0.005772461352084527,1.3706856143382768,1.1030770632848616e-16,-0.21053388491953376,10.545265819304714,1.1192682310762985,8.324023086104235,0.0002268638543703183,2.99005474657123e-17,0.5954643723691999,0.0
P0581_four,MACS1115,0.017185028654405216,22.5,235.841224203368,0.24552726601286531,0.36,1.0000000004028535,0.0,15,0.31954268331443497,tanh,4.057837632652895e-16,0.0,764.2517936332164,95.0,1.0,0.0,764.2517936332164,1.0,0.005772461352084527,1.3706856143382768,1.2331093618462417e-16,-0.21195903754035594,9.85886896854658,1.124050794424164,8.097371466729943,0.0002737105282539787,3.236825726765378e-17,0.6230820641241369,0.0
P0581_four,MACS1115,0.017185028654405216,45.0,235.8412242033679,0.24552726601286531,0.36,0.9999999736435201,2.220446049250313e-16,15,0.319542683314435,tanh,3.543957865946287e-16,0.0,377.7554925756983,95.0,1.0,0.0,377.7554925756983,1.0,0.005772461352084527,1.3706856143382768,1.6727038926180734e-16,-0.208784666189546,4.92489754441089,1.1278262260891194,8.091185687852619,0.00024562902084596105,3.484902101390687e-17,0.5260983870172959,0.0
P0581_four,MACS1115,0.017185028654405216,67.5,235.841224203368,0.24552726601286531,0.36,1.0000000003924325,2.220446049250313e-16,15,0.31954268331443497,tanh,3.7019488674514493e-16,0.0,756.0139332616451,95.0,1.0,0.0,756.0139332616451,1.0,0.005772461352084527,1.3706856143382768,1.1828738702801429e-16,-0.20765758486223768,9.858728220010004,1.1267733615602449,8.674654609121324,0.00021218747849172104,3.028632950482231e-17,0.45351024874559664,0.0
P0581_four,MACS1115,0.017185028654405216,90.0,235.8412242033679,0.24552726601286531,0.36,0.9999999999999999,2.220446049250313e-16,15,0.319542683314435,tanh,3.364828343599914e-16,0.0,805.1025373897825,96.0,1.0,0.0,805.1025373897825,1.0,0.005772461352084527,1.3706856143382768,1.6118555195294791e-16,-0.21053388491953373,10.545265819304714,1.1192682310762985,8.324023086104235,0.00022686385437120649,2.840156932464247e-17,0.5954643723691992,0.0
P0581_four,MACS1931,0.02108657519098082,-90.0,211.93048256927227,0.2583685761078125,0.36,1.0000000000000002,0.0,15,0.29871502298340263,tanh,3.2885225511116253e-16,0.0,732.9897765317511,100.0,1.0,0.0,732.9897765317511,1.0,0.011036976671895366,2.7865009581230424,1.4170831395416511e-16,-0.7328271038716622,25.008761982252217,4.825721034465564,34.56691691497255,0.001235488115150063,2.7606449602410592e-17,1.8422942585909574,0.0
P0581_four,MACS1931,0.02108657519098082,-67.5,211.93048256927227,0.2583685761078125,0.36,1.0000000002467857,3.3306690738754696e-16,15,0.29871502298340263,tanh,3.4111823378096455e-16,0.0,242.59773311274338,100.0,1.0,0.0,242.59773311274338,1.0,0.011036976671895366,2.7865009581230424,3.5466237803555495e-16,-0.7318173934593611,8.93875715503212,4.845545003553307,34.69537078873372,0.0005074437291341383,2.935928115821826e-17,1.9967131426068787,0.0
P0581_four,MACS1931,0.02108657519098082,-45.0,211.93048256927227,0.2583685761078125,0.36,0.9999997611518529,2.220446049250313e-16,15,0.29871502298340263,tanh,3.312154131020575e-16,0.0,371.16662138746506,100.0,1.0,0.0,371.16662138746506,1.0,0.011036976671895366,2.7865009581230424,2.473558442453911e-16,-0.7296856239633313,12.597133479306855,4.8326878065678915,34.65816506415505,0.0005261764024815374,3.205700616925595e-17,1.9294031991366767,0.0
P0581_four,MACS1931,0.02108657519098082,-22.5,211.93048256927227,0.2583685761078125,0.36,1.0000000001099938,2.220446049250313e-16,15,0.29871502298340263,tanh,3.1587865435654067e-16,0.0,685.1056655172379,99.0,1.0,0.0,685.1056655172379,1.0,0.011036976671895366,2.7865009581230424,1.4841350654723467e-16,-0.7315564701449887,21.668024339456185,4.832302787774824,34.590850743819935,0.0005173534653490908,3.3974528643732934e-17,1.72990458207713,0.0
P0581_four,MACS1931,0.02108657519098082,0.0,211.93048256927227,0.2583685761078125,0.36,1.0,2.220446049250313e-16,15,0.29871502298340263,tanh,3.586551581600574e-16,0.0,732.9897765317511,100.0,1.0,0.0,732.9897765317511,1.0,0.011036976671895366,2.7865009581230424,8.641933498559885e-17,-0.7328271038716622,25.008761982252217,4.825721034465564,34.56691691497256,0.0012354881151486197,2.963420842334532e-17,1.8422942585909594,0.0
P0581_four,MACS1931,0.02108657519098082,22.5,211.93048256927227,0.2583685761078125,0.36,1.0000000002467857,1.1102230246251565e-16,15,0.29871502298340263,tanh,4.285002537432441e-16,0.0,242.59773311274338,100.0,1.0,0.0,242.59773311274338,1.0,0.011036976671895366,2.7865009581230424,1.978846753963129e-16,-0.7318173934593615,8.93875715503212,4.845545003553286,34.695370788733605,0.0005074437291354705,2.762772445459811e-17,1.9967131426068565,0.0
P0581_four,MACS1931,0.02108657519098082,45.0,211.93048256927227,0.2583685761078125,0.36,0.9999997611518531,3.3306690738754696e-16,15,0.29871502298340263,tanh,4.805546808656981e-16,0.0,371.16662138746506,100.0,1.0,0.0,371.16662138746506,1.0,0.011036976671895366,2.7865009581230424,1.1854467092236052e-16,-0.729685623963331,12.597133479306855,4.832687806567921,34.658165064155185,0.0005261764024808713,3.1739754988574206e-17,1.9294031991367078,0.0
P0581_four,MACS1931,0.02108657519098082,67.5,211.93048256927227,0.2583685761078125,0.36,1.0000000001099938,2.220446049250313e-16,15,0.29871502298340263,tanh,4.130453366709325e-16,0.0,685.1056655172379,99.0,1.0,0.0,685.1056655172379,1.0,0.011036976671895366,2.7865009581230424,2.1425012687162206e-16,-0.7315564701449888,21.668024339456185,4.8323027877748075,34.59085074381987,0.0005173534653497569,2.9840898843753746e-17,1.7299045820771077,0.0
P0581_four,MACS1931,0.02108657519098082,90.0,211.93048256927227,0.2583685761078125,0.36,1.0000000000000002,1.1102230246251565e-16,15,0.29871502298340263,tanh,3.1837701819556686e-16,0.0,732.9897765317511,100.0,1.0,0.0,732.9897765317511,1.0,0.011036976671895366,2.7865009581230424,1.2124456689721005e-16,-0.7328271038716622,25.008761982252217,4.825721034465564,34.566916914972566,0.0012354881151493968,2.883617718586979e-17,1.8422942585909574,0.0
RXJ2129,RXJ2129,0.007686376582625917,-90.0,184.29674534678944,0.2397452469816311,0.36,1.0000000000000002,2.220446049250313e-16,15,0.47798865348073166,tanh,3.4388500770371506e-16,0.0,841.2491721650193,83.0,1.0,0.0,841.2491721650193,1.0,0.011205386565175252,1.3229140043488776,4.300165141993266e-16,-0.38090160919295496,57.7639066082056,6.69173507463872,60.042667231044405,0.0003113680762865112,3.0405120851956115e-17,4.019214409813906,0.0
RXJ2129,RXJ2129,0.007686376582625917,-67.5,184.29674534678944,0.2397452469816311,0.36,1.0000000004394196,3.3306690738754696e-16,15,0.47798865348073166,tanh,3.5297580059275066e-16,0.0,170.17411028829292,83.0,1.0,0.0,170.17411028829292,1.0,0.011205386565175252,1.3229140043488776,2.2875474909095525e-16,-0.38105461349228736,11.596201087696958,6.67795863795166,42.43669578800621,0.0003196016445756733,2.8966078135265055e-17,3.9960725061517937,0.0
RXJ2129,RXJ2129,0.007686376582625917,-45.0,184.29674534678944,0.2397452469816311,0.36,0.999999921829081,0.0,15,0.47798865348073166,tanh,4.859443744420176e-16,0.0,876.1817993389551,82.0,1.0,0.0,876.1817993389551,1.0,0.011205386565175252,1.3229140043488776,2.1422894409894473e-16,-0.3803283965529773,58.420825060941674,6.788299975513661,61.70329356400291,0.00046866661445754687,3.3672202014966726e-17,3.740163919748727,0.0
RXJ2129,RXJ2129,0.007686376582625917,-22.5,184.29674534678944,0.2397452469816311,0.36,0.999999999935442,0.0,15,0.47798865348073166,tanh,3.974856831372174e-16,0.0,210.48304339784565,83.0,1.0,0.0,210.48304339784565,1.0,0.011205386565175252,1.3229140043488776,1.384213682996268e-16,-0.37919272113431207,14.48280875881965,6.667177075777211,44.264960443694804,0.0003292834742407713,2.970429418260017e-17,3.1389905164157774,0.0
RXJ2129,RXJ2129,0.007686376582625917,0.0,184.29674534678944,0.2397452469816311,0.36,1.0,0.0,15,0.47798865348073166,tanh,2.951030071776311e-16,0.0,841.2491721650193,83.0,1.0,0.0,841.2491721650193,1.0,0.011205386565175252,1.3229140043488776,2.0030005115956002e-16,-0.38090160919295496,57.7639066082056,6.69173507463872,60.042667231044405,0.0003113680762876214,3.095664713827017e-17,4.019214409813897,0.0
RXJ2129,RXJ2129,0.007686376582625917,22.5,184.29674534678944,0.2397452469816311,0.36,1.0000000004394194,1.1102230246251565e-16,15,0.47798865348073166,tanh,3.4158893443702157e-16,0.0,170.17411028829375,83.0,1.0,0.0,170.17411028829375,1.0,0.011205386565175252,1.3229140043488776,2.0576221153470615e-16,-0.3810546134922879,11.596201087697017,6.677958637951656,42.436695788006226,0.0003196016445761174,2.983478312885534e-17,3.9960725061517897,0.0
RXJ2129,RXJ2129,0.007686376582625917,45.0,184.29674534678944,0.2397452469816311,0.36,0.999999921829081,0.0,15,0.47798865348073166,tanh,3.2887207623356727e-16,0.0,876.1817993389551,82.0,1.0,0.0,876.1817993389551,1.0,0.011205386565175252,1.3229140043488776,3.0715465299951897e-16,-0.38032839655297734,58.420825060941674,6.788299975513656,61.70329356400285,0.0004686666144576579,3.233554989797823e-17,3.7401639197487193,0.0
RXJ2129,RXJ2129,0.007686376582625917,67.5,184.29674534678944,0.2397452469816311,0.36,0.9999999999354419,0.0,15,0.47798865348073166,tanh,3.945201923860781e-16,0.0,210.48304339784565,83.0,1.0,0.0,210.48304339784565,1.0,0.011205386565175252,1.3229140043488776,1.6287398745107063e-16,-0.3791927211343108,14.48280875881965,6.667177075777222,44.264960443694854,0.00032928347424099336,3.131924827789856e-17,3.138990516415787,0.0
RXJ2129,RXJ2129,0.007686376582625917,90.0,184.29674534678944,0.2397452469816311,0.36,1.0,0.0,15,0.47798865348073166,tanh,3.6682804858112893e-16,0.0,841.2491721650193,83.0,1.0,0.0,841.2491721650193,1.0,0.011205386565175252,1.3229140043488776,1.7374032296816871e-16,-0.380901609192955,57.7639066082056,6.69173507463872,60.0426672310444,0.00031136807628673324,3.1718560797363527e-17,4.019214409813895,0.0
